SITE_ID,VISIT_NO,SAMPLE_CATEGORY,OTU_OE5,ABUND_OE5
NLA06608-0384,1,P,Scenedesmus,8.478874901
NLA06608-0384,1,P,Schroederia,4.239437451
NLA06608-0385,1,P,Anabaena,995.9454404
NLA06608-0385,1,P,Ankistrodesmus,159.3512705
NLA06608-0385,1,P,Aphanocapsa,836.5941699
NLA06608-0385,1,P,Asterionella,99.59454404
NLA06608-0385,1,P,Aulacoseira,79.67563523
NLA06608-0385,1,P,Ceratium,19.91890881
NLA06608-0385,1,P,Ceriodaphnia,9.41746E-05
NLA06608-0385,1,P,Chroococcus,1593.512705
NLA06608-0385,1,P,Coelastrum,796.7563523
NLA06608-0385,1,P,Conochilidae,0.005933
NLA06608-0385,1,P,Cosmarium,497.9727202
NLA06608-0385,1,P,Crucigenia,318.7025409
NLA06608-0385,1,P,Cryptomonas,119.5134528
NLA06608-0385,1,P,Cyclopidae,0.001412619
NLA06608-0385,1,P,Cyclotella,278.8647233
NLA06608-0385,1,P,Cylindrospermopsis,438.2159938
NLA06608-0385,1,P,Cymatopleura,59.75672642
NLA06608-0385,1,P,Daphnia_catawba_pulex_complex,0.023072778
NLA06608-0385,1,P,Diaphanosoma,0.006403873
NLA06608-0385,1,P,Diaptomidae,0.020341714
NLA06608-0385,1,P,Dinobryon,39.83781762
NLA06608-0385,1,P,Eudorina,597.5672642
NLA06608-0385,1,P,Fragilaria,19.91890881
NLA06608-0385,1,P,Gloeocapsa,1434.161434
NLA06608-0385,1,P,Gomphonema,19.91890881
NLA06608-0385,1,P,Gyrosigma,19.91890881
NLA06608-0385,1,P,Keratella_cceo,4.70873E-05
NLA06608-0385,1,P,Kirchneriella,99.59454404
NLA06608-0385,1,P,Lyngbya,398.3781762
NLA06608-0385,1,P,Mallomonas,59.75672642
NLA06608-0385,1,P,Microcystis,13146.47981
NLA06608-0385,1,P,Navicula,19.91890881
NLA06608-0385,1,P,Nephrocytium,318.7025409
NLA06608-0385,1,P,Nitzschia,159.3512705
NLA06608-0385,1,P,Ochromonas,179.2701793
NLA06608-0385,1,P,Oocystis,19.91890881
NLA06608-0385,1,P,Oscillatoria,298.7836321
NLA06608-0385,1,P,Peridinium,816.6752611
NLA06608-0385,1,P,Scenedesmus,318.7025409
NLA06608-0385,1,P,Schroederia,39.83781762
NLA06608-0385,1,P,Selenastrum,39.83781762
NLA06608-0385,1,P,Staurastrum,776.8374435
NLA06608-0385,1,P,Synedra,79.67563523
NLA06608-0385,1,P,Trachelomonas,119.5134528
NLA06608-0385,1,P,Trichocerca,4.70873E-05
NLA06608-0385,1,P,Volvox,2987.836321
NLA06608-0386,1,P,Achnanthidium,0.331981813
NLA06608-0386,1,P,Aphanocapsa,1.659909067
NLA06608-0386,1,P,Ascomorpha,4.52038E-05
NLA06608-0386,1,P,Asplanchna,9.04076E-05
NLA06608-0386,1,P,Bosmina,1.88349E-05
NLA06608-0386,1,P,Ceratium,0.331981813
NLA06608-0386,1,P,Chlamydomonas,1.991890881
NLA06608-0386,1,P,Chroococcus,6.639636269
NLA06608-0386,1,P,Chrysococcus,1.659909067
NLA06608-0386,1,P,Chydoridae,6.27831E-05
NLA06608-0386,1,P,Conochilidae,0.001446522
NLA06608-0386,1,P,Cryptomonas,5.975672642
NLA06608-0386,1,P,Cyclopidae,0.000590161
NLA06608-0386,1,P,Cyclotella,0.331981813
NLA06608-0386,1,P,Daphnia_catawba_pulex_complex,0.000627831
NLA06608-0386,1,P,Daphnia_mendotae_complex,0.000194628
NLA06608-0386,1,P,Diaptomidae,0.000106731
NLA06608-0386,1,P,Dinobryon,35.19007223
NLA06608-0386,1,P,Ergasilus,3.76698E-05
NLA06608-0386,1,P,Gastropus,4.52038E-05
NLA06608-0386,1,P,Gloeocystis,156.0314523
NLA06608-0386,1,P,Holopedium_gibberum,1.25566E-05
NLA06608-0386,1,P,Kellicottia_longispina,0.000226019
NLA06608-0386,1,P,Keratella_cceo,0.010848914
NLA06608-0386,1,P,Keratella_hiemalis,0.000135611
NLA06608-0386,1,P,Keratella_testudo,4.52038E-05
NLA06608-0386,1,P,Mallomonas,3.319818135
NLA06608-0386,1,P,Microcystis,438.2159938
NLA06608-0386,1,P,Oocystis,2.655854508
NLA06608-0386,1,P,Polyarthra,0.000316427
NLA06608-0386,1,P,Schroederia,0.331981813
NLA06608-0386,1,P,Selenastrum,0.331981813
NLA06608-0386,1,P,Sphaerocystis,76.68779891
NLA06608-0386,1,P,Stichosiphon,0.99594544
NLA06608-0386,1,P,Synura,31.87025409
NLA06608-0386,1,P,Trachelomonas,1.327927254
NLA06608-0386,1,P,Volvox,33.19818135
NLA06608-0388,1,P,Achnanthidium,0.398378176
NLA06608-0388,1,P,Anabaena,3.983781762
NLA06608-0388,1,P,Aphanocapsa,19.12215246
NLA06608-0388,1,P,Conochilidae,7.17521E-06
NLA06608-0388,1,P,Cosmarium,2.788647233
NLA06608-0388,1,P,Crucigenia,4.780538114
NLA06608-0388,1,P,Cryptomonas,1.195134528
NLA06608-0388,1,P,Cyclopidae,0.000121979
NLA06608-0388,1,P,Cyclotella,1.991890881
NLA06608-0388,1,P,Daphnia_catawba_pulex_complex,9.32777E-05
NLA06608-0388,1,P,Daphnia_mendotae_complex,9.32777E-05
NLA06608-0388,1,P,Diaphanosoma,7.89273E-05
NLA06608-0388,1,P,Diaptomidae,2.51132E-05
NLA06608-0388,1,P,Dinobryon,1.593512705
NLA06608-0388,1,P,Fragilaria,1.991890881
NLA06608-0388,1,P,Holopedium_gibberum,0.00017938
NLA06608-0388,1,P,Kellicottia_longispina,7.17521E-06
NLA06608-0388,1,P,Keratella_cceo,7.17521E-06
NLA06608-0388,1,P,Kirchneriella,1.991890881
NLA06608-0388,1,P,Microcystis,549.7618831
NLA06608-0388,1,P,Navicula,0.796756352
NLA06608-0388,1,P,Oocystis,49.39889384
NLA06608-0388,1,P,Oscillatoria,723.0563897
NLA06608-0388,1,P,Peridinium,2.788647233
NLA06608-0388,1,P,Platydorina,39.83781762
NLA06608-0388,1,P,Radiococcus,19.12215246
NLA06608-0388,1,P,Schroederia,0.796756352
NLA06608-0388,1,P,Sphaerocystis,8.764319875
NLA06608-0388,1,P,Synura,9.561076228
NLA06608-0388,1,P,Trachelomonas,0.796756352
NLA06608-0388,1,P,Volvox,59.75672642
NLA06608-0388,2,D,Achnanthidium,0.49797272
NLA06608-0388,2,D,Aphanocapsa,11.95134528
NLA06608-0388,2,D,Brachionus_angularis,6.55128E-06
NLA06608-0388,2,D,Chaoborus,1.96538E-05
NLA06608-0388,2,D,Chlamydomonas,0.99594544
NLA06608-0388,2,D,Coliothecidae,2.62051E-05
NLA06608-0388,2,D,Conochilidae,6.55128E-05
NLA06608-0388,2,D,Cosmarium,10.95539984
NLA06608-0388,2,D,Crucigenia,3.983781762
NLA06608-0388,2,D,Cryptomonas,0.49797272
NLA06608-0388,2,D,Cyclopidae,0.000183436
NLA06608-0388,2,D,Cyclotella,1.991890881
NLA06608-0388,2,D,Daphnia_catawba_pulex_complex,0.001133371
NLA06608-0388,2,D,Daphnia_mendotae_complex,0.000681333
NLA06608-0388,2,D,Diaphanosoma,0.000144128
NLA06608-0388,2,D,Diaptomidae,4.58589E-05
NLA06608-0388,2,D,Encentrum,6.55128E-06
NLA06608-0388,2,D,Eucapsis,9.959454404
NLA06608-0388,2,D,Holopedium_gibberum,0.000183436
NLA06608-0388,2,D,Kellicottia_bostoniensis,4.58589E-05
NLA06608-0388,2,D,Kellicottia_longispina,0.000196538
NLA06608-0388,2,D,Keratella_cceo,0.000111372
NLA06608-0388,2,D,Keratella_hiemalis,6.55128E-06
NLA06608-0388,2,D,Merismopedia,29.87836321
NLA06608-0388,2,D,Microcystis,1284.769618
NLA06608-0388,2,D,Navicula,1.493918161
NLA06608-0388,2,D,Nephrocytium,5.975672642
NLA06608-0388,2,D,Oocystis,61.7486173
NLA06608-0388,2,D,Oscillatoria,963.5772136
NLA06608-0388,2,D,Peridinium,4.979727202
NLA06608-0388,2,D,Ploesoma,6.55128E-06
NLA06608-0388,2,D,Polyarthra,1.31026E-05
NLA06608-0388,2,D,Radiococcus,7.967563523
NLA06608-0388,2,D,Selenastrum,3.983781762
NLA06608-0388,2,D,Synchaeta,6.55128E-06
NLA06608-0388,2,D,Synura,7.967563523
NLA06608-0388,2,D,Trichocerca,2.62051E-05
NLA06608-0388,2,D,Volvox,24.89863601
NLA06608-0388,2,P,Achnanthidium,0.49797272
NLA06608-0388,2,P,Aphanocapsa,17.42904521
NLA06608-0388,2,P,Brachionus_havanaensis,6.55128E-06
NLA06608-0388,2,P,Chaoborus,3.27564E-05
NLA06608-0388,2,P,Conochilidae,0.000117923
NLA06608-0388,2,P,Cosmarium,3.485809041
NLA06608-0388,2,P,Cyclopidae,0.000183436
NLA06608-0388,2,P,Cyclotella,2.987836321
NLA06608-0388,2,P,Daphnia_catawba_pulex_complex,0.001139922
NLA06608-0388,2,P,Daphnia_mendotae_complex,0.000386525
NLA06608-0388,2,P,Diaphanosoma,0.000189987
NLA06608-0388,2,P,Diaptomidae,2.62051E-05
NLA06608-0388,2,P,Dinobryon,0.99594544
NLA06608-0388,2,P,Gloeocapsa,3.983781762
NLA06608-0388,2,P,Holopedium_gibberum,0.000111372
NLA06608-0388,2,P,Kellicottia_bostoniensis,6.55128E-06
NLA06608-0388,2,P,Kellicottia_longispina,0.000196538
NLA06608-0388,2,P,Keratella_cceo,8.51666E-05
NLA06608-0388,2,P,Keratella_hiemalis,1.31026E-05
NLA06608-0388,2,P,Merismopedia,89.63508964
NLA06608-0388,2,P,Microcystis,268.9052689
NLA06608-0388,2,P,Oocystis,69.71618083
NLA06608-0388,2,P,Oscillatoria,1135.377802
NLA06608-0388,2,P,Peridinium,2.489863601
NLA06608-0388,2,P,Radiococcus,7.967563523
NLA06608-0388,2,P,Schroederia,4.481754482
NLA06608-0388,2,P,Selenastrum,4.979727202
NLA06608-0388,2,P,Synchaeta,1.31026E-05
NLA06608-0388,2,P,Trichocerca,3.27564E-05
NLA06608-0393,1,P,Aphanocapsa,7.967563523
NLA06608-0393,1,P,Bosmina,3.5876E-05
NLA06608-0393,1,P,Ceratium,1.991890881
NLA06608-0393,1,P,Chydoridae,1.7938E-06
NLA06608-0393,1,P,Cocconeis,1.991890881
NLA06608-0393,1,P,Cosmarium,1.991890881
NLA06608-0393,1,P,Cryptomonas,21.91079969
NLA06608-0393,1,P,Cyclopidae,0.000166824
NLA06608-0393,1,P,Cyclotella,17.92701793
NLA06608-0393,1,P,Cymbella,1.991890881
NLA06608-0393,1,P,Daphnia_catawba_pulex_complex,8.96901E-06
NLA06608-0393,1,P,Daphnia_mendotae_complex,0.000139917
NLA06608-0393,1,P,Diaptomidae,8.96901E-06
NLA06608-0393,1,P,Eremosphaera,1.991890881
NLA06608-0393,1,P,Fragilaria,213.1323242
NLA06608-0393,1,P,Leptolyngbya,12532.97742
NLA06608-0393,1,P,Microcystis,956.1076228
NLA06608-0393,1,P,Nitzschia,17.92701793
NLA06608-0393,1,P,Oocystis,9.959454404
NLA06608-0393,1,P,Peridinium,25.89458145
NLA06608-0393,1,P,Tetrastrum,7.967563523
NLA06608-0393,1,P,Trachelomonas,1.991890881
NLA06608-0395,1,P,Achnanthidium,13.94323617
NLA06608-0395,1,P,Anabaena,239.0269057
NLA06608-0395,1,P,Anabaenopsis,517.891629
NLA06608-0395,1,P,Aphanocapsa,25.89458145
NLA06608-0395,1,P,Asplanchna,3.62459E-05
NLA06608-0395,1,P,Aulacoseira,29.87836321
NLA06608-0395,1,P,Brachionus_angularis,0.003769573
NLA06608-0395,1,P,Brachionus_caudatus,0.000108738
NLA06608-0395,1,P,Chlamydomonas,1.991890881
NLA06608-0395,1,P,Conochilidae,0.002972163
NLA06608-0395,1,P,Cosmarium,9.959454404
NLA06608-0395,1,P,Cryptomonas,3.983781762
NLA06608-0395,1,P,Cyclopidae,7.76698E-05
NLA06608-0395,1,P,Cyclotella,13.94323617
NLA06608-0395,1,P,Cylindrospermopsis,2322.544767
NLA06608-0395,1,P,Diaphanosoma,7.76698E-06
NLA06608-0395,1,P,Diaptomidae,2.33009E-05
NLA06608-0395,1,P,Euglena,17.92701793
NLA06608-0395,1,P,Fragilaria,55.77294466
NLA06608-0395,1,P,Kellicottia_longispina,0.000108738
NLA06608-0395,1,P,Keratella_cceo,3.62459E-05
NLA06608-0395,1,P,Microcystis,717.0807171
NLA06608-0395,1,P,Navicula,5.975672642
NLA06608-0395,1,P,Nitzschia,109.5539984
NLA06608-0395,1,P,Ochromonas,5.975672642
NLA06608-0395,1,P,Oocystis,7.967563523
NLA06608-0395,1,P,Oscillatoria,448.1754482
NLA06608-0395,1,P,Peridinium,7.967563523
NLA06608-0395,1,P,Platydorina,199.1890881
NLA06608-0395,1,P,Polyarthra,3.62459E-05
NLA06608-0395,1,P,Pompholyx,0.000253721
NLA06608-0395,1,P,Raphidiopsis,15.93512705
NLA06608-0395,1,P,Scenedesmus,15.93512705
NLA06608-0395,1,P,Schroederia,13.94323617
NLA06608-0395,1,P,Selenastrum,9.959454404
NLA06608-0395,1,P,Staurastrum,5.975672642
NLA06608-0395,1,P,Synchaeta,3.62459E-05
NLA06608-0395,1,P,Trachelomonas,3.983781762
NLA06608-0399,1,P,Anabaena,40.53333333
NLA06608-0399,1,P,Ankistrodesmus,13.51111111
NLA06608-0399,1,P,Asplanchna,0.003669486
NLA06608-0399,1,P,Aulacoseira,37.15555556
NLA06608-0399,1,P,Ceriodaphnia,8.86349E-05
NLA06608-0399,1,P,Chilomonas,3.377777778
NLA06608-0399,1,P,Chlorella,43.91111111
NLA06608-0399,1,P,Chroococcus,60.8
NLA06608-0399,1,P,Chroomonas,175.6444444
NLA06608-0399,1,P,Chrysochromulina,212.8
NLA06608-0399,1,P,Cocconeis,3.377777778
NLA06608-0399,1,P,Coelastrum,10.13333333
NLA06608-0399,1,P,Conochilidae,0.203656455
NLA06608-0399,1,P,Cryptomonas,121.6
NLA06608-0399,1,P,Cyclopidae,6.64762E-05
NLA06608-0399,1,P,Daphnia_retrocurva,4.43175E-05
NLA06608-0399,1,P,Diaptomidae,0.000509651
NLA06608-0399,1,P,Discostella,6.755555556
NLA06608-0399,1,P,Fragilaria,91.2
NLA06608-0399,1,P,Gomphosphaeria,135.1111111
NLA06608-0399,1,P,Gymnodinium,16.88888889
NLA06608-0399,1,P,Keratella_cceo,0.024463238
NLA06608-0399,1,P,Lyngbya,3.377777778
NLA06608-0399,1,P,Microcystis,1418.666667
NLA06608-0399,1,P,Monoraphidium,3.377777778
NLA06608-0399,1,P,Navicula,3.377777778
NLA06608-0399,1,P,Pediastrum,3.377777778
NLA06608-0399,1,P,Peridinium,13.51111111
NLA06608-0399,1,P,Planktosphaeria,162.1333333
NLA06608-0399,1,P,Pyrenomonas,97.95555556
NLA06608-0399,1,P,Scenedesmus,23.64444444
NLA06608-0399,1,P,Synchaeta,0.000611581
NLA06608-0399,1,P,Synechococcus,165.5111111
NLA06608-0399,1,P,Synechocystis,152
NLA06608-0399,1,P,Synedra,6.755555556
NLA06608-0399,1,P,Trichocerca,0.000611581
NLA06608-0401,1,P,Anabaena,8164.880275
NLA06608-0401,1,P,Aphanizomenon,250.2422322
NLA06608-0401,1,P,Aphanocapsa,17.45876039
NLA06608-0401,1,P,Aphanothece,34.91752077
NLA06608-0401,1,P,Asplanchna,2.55758E-05
NLA06608-0401,1,P,Asterionella,11.63917359
NLA06608-0401,1,P,Aulacoseira,61.10566136
NLA06608-0401,1,P,Bosmina,0.000285349
NLA06608-0401,1,P,Campylomonas,2.909793398
NLA06608-0401,1,P,Ceriodaphnia,0.003265661
NLA06608-0401,1,P,Chroomonas,5.819586796
NLA06608-0401,1,P,Chydoridae,0.000221938
NLA06608-0401,1,P,Coelosphaerium,96.02318213
NLA06608-0401,1,P,Coliothecidae,1.27879E-05
NLA06608-0401,1,P,Conochilidae,0.001688005
NLA06608-0401,1,P,Cryptomonas,72.74483495
NLA06608-0401,1,P,Cyclopidae,0.001363334
NLA06608-0401,1,P,Daphnia_longiremis,0.001934032
NLA06608-0401,1,P,Diaphanosoma,0.000919458
NLA06608-0401,1,P,Diaptomidae,0.000982869
NLA06608-0401,1,P,Elakatothrix,5.819586796
NLA06608-0401,1,P,Filinia,0.00024297
NLA06608-0401,1,P,Kellicottia_longispina,0.001138125
NLA06608-0401,1,P,Keratella_cceo,6.39396E-05
NLA06608-0401,1,P,Keratella_quadrata,0.000140667
NLA06608-0401,1,P,Keratella_taurocephala,1.27879E-05
NLA06608-0401,1,P,Microspora,8.729380194
NLA06608-0401,1,P,Phormidium,64.01545475
NLA06608-0401,1,P,Polyarthra,0.000127879
NLA06608-0401,1,P,Pompholyx,2.55758E-05
NLA06608-0401,1,P,Scenedesmus,17.45876039
NLA06608-0401,1,P,Snowella,139.6700831
NLA06608-0401,1,P,Synechococcus,346.2654144
NLA06608-0401,1,P,Trichocerca,1.27879E-05
NLA06608-0402,1,P,Bosmina,3.76698E-05
NLA06608-0402,1,P,Ceriodaphnia,0.001770483
NLA06608-0402,1,P,Chlamydomonas,1.493918161
NLA06608-0402,1,P,Chlorella,1.493918161
NLA06608-0402,1,P,Cryptomonas,137.4404708
NLA06608-0402,1,P,Daphnia_catawba_pulex_complex,0.00011301
NLA06608-0402,1,P,Diaptomidae,0.000150679
NLA06608-0402,1,P,Eremosphaera,1.493918161
NLA06608-0402,1,P,Euglena,0.49797272
NLA06608-0402,1,P,Filinia,0.000904076
NLA06608-0402,1,P,Holopedium_gibberum,3.76698E-05
NLA06608-0402,1,P,Kellicottia_bostoniensis,7.53397E-05
NLA06608-0402,1,P,Keratella_cceo,7.53397E-05
NLA06608-0402,1,P,Polyarthra,0.000753397
NLA06608-0402,1,P,Scenedesmus,9.959454404
NLA06608-0402,1,P,Volvox,24.89863601
NLA06608-0402,2,D,Achnanthidium,22.51851852
NLA06608-0402,2,D,Anabaena,45.03703704
NLA06608-0402,2,D,Brachionus_quadridentatus,0.005190067
NLA06608-0402,2,D,Ceratium,22.51851852
NLA06608-0402,2,D,Ceriodaphnia,0.106716443
NLA06608-0402,2,D,Chroomonas,45.03703704
NLA06608-0402,2,D,Cocconeis,22.51851852
NLA06608-0402,2,D,Coelastrum,67.55555556
NLA06608-0402,2,D,Cosmarium,45.03703704
NLA06608-0402,2,D,Cyclopidae,0.00035454
NLA06608-0402,2,D,Elakatothrix,22.51851852
NLA06608-0402,2,D,Gymnodinium,135.1111111
NLA06608-0402,2,D,Keratella_cceo,0.018081524
NLA06608-0402,2,D,Microcystis,4593.777778
NLA06608-0402,2,D,Navicula,22.51851852
NLA06608-0402,2,D,Peridinium,90.07407407
NLA06608-0402,2,D,Pinnularia,45.03703704
NLA06608-0402,2,D,Polyarthra,0.000334843
NLA06608-0402,2,D,Proales,0.000167422
NLA06608-0402,2,D,Scenedesmus,90.07407407
NLA06608-0402,2,D,Staurosira,6305.185185
NLA06608-0402,2,D,Synchaeta,0.000167422
NLA06608-0402,2,D,Synechocystis,2251.851852
NLA06608-0402,2,D,Trichocerca,0.012556614
NLA06608-0402,2,P,Bosmina,2.21587E-05
NLA06608-0402,2,P,Brachionus_quadridentatus,0.006278307
NLA06608-0402,2,P,Ceriodaphnia,0.004121524
NLA06608-0402,2,P,Chydoridae,0.002348825
NLA06608-0402,2,P,Coelastrum,67.55555556
NLA06608-0402,2,P,Conochilidae,0.007533968
NLA06608-0402,2,P,Cyclopidae,0.000221587
NLA06608-0402,2,P,Daphnia_ambigua,0.000110794
NLA06608-0402,2,P,Diaphanosoma,4.43175E-05
NLA06608-0402,2,P,Diaptomidae,0.000997143
NLA06608-0402,2,P,Discostella,101.3333333
NLA06608-0402,2,P,Gymnodinium,168.8888889
NLA06608-0402,2,P,Keratella_cceo,0.02988474
NLA06608-0402,2,P,Microcystis,13511.11111
NLA06608-0402,2,P,Oocystis,168.8888889
NLA06608-0402,2,P,Peridinium,135.1111111
NLA06608-0402,2,P,Planktothrix,33.77777778
NLA06608-0402,2,P,Polyarthra,0.000753397
NLA06608-0402,2,P,Puncticulata,67.55555556
NLA06608-0402,2,P,Staurosira,9120
NLA06608-0402,2,P,Surirella,33.77777778
NLA06608-0402,2,P,Synechocystis,5404.444444
NLA06608-0402,2,P,Trichocerca,0.007282836
NLA06608-0403,1,P,Achnanthidium,1.991890881
NLA06608-0403,1,P,Anabaena,19.91890881
NLA06608-0403,1,P,Aphanocapsa,136.4445253
NLA06608-0403,1,P,Ceriodaphnia,1.23295E-05
NLA06608-0403,1,P,Chaoborus,1.23295E-05
NLA06608-0403,1,P,Chroococcus,19.91890881
NLA06608-0403,1,P,Conochilidae,0.001829678
NLA06608-0403,1,P,Cosmarium,7.967563523
NLA06608-0403,1,P,Crucigenia,3.983781762
NLA06608-0403,1,P,Cryptomonas,10.95539984
NLA06608-0403,1,P,Cyclopidae,0.000295908
NLA06608-0403,1,P,Cyclotella,25.89458145
NLA06608-0403,1,P,Daphnia_catawba_pulex_complex,4.9318E-05
NLA06608-0403,1,P,Daphnia_mendotae_complex,0.000332897
NLA06608-0403,1,P,Diaphanosoma,1.23295E-05
NLA06608-0403,1,P,Diaptomidae,0.002243969
NLA06608-0403,1,P,Dinobryon,3.983781762
NLA06608-0403,1,P,Elakatothrix,7.967563523
NLA06608-0403,1,P,Euglena,2.987836321
NLA06608-0403,1,P,Fragilaria,1.991890881
NLA06608-0403,1,P,Gomphosphaeria,29.87836321
NLA06608-0403,1,P,Kellicottia_bostoniensis,2.15256E-05
NLA06608-0403,1,P,Kellicottia_longispina,2.15256E-05
NLA06608-0403,1,P,Keratella_cceo,0.00241087
NLA06608-0403,1,P,Kirchneriella,9.959454404
NLA06608-0403,1,P,Lecanidae,2.15256E-05
NLA06608-0403,1,P,Microcystis,657.3239907
NLA06608-0403,1,P,Nitzschia,3.983781762
NLA06608-0403,1,P,Oocystis,1.991890881
NLA06608-0403,1,P,Oscillatoria,283.8444505
NLA06608-0403,1,P,Peridinium,3.983781762
NLA06608-0403,1,P,Ploesoma,0.000193731
NLA06608-0403,1,P,Polyarthra,0.000495089
NLA06608-0403,1,P,Radiococcus,15.93512705
NLA06608-0403,1,P,Scenedesmus,11.95134528
NLA06608-0403,1,P,Selenastrum,3.983781762
NLA06608-0403,1,P,Synura,15.93512705
NLA06608-0403,1,P,Tetrastrum,3.983781762
NLA06608-0403,1,P,Trachelomonas,2.987836321
NLA06608-0403,1,P,Trichocerca,8.61025E-05
NLA06608-0403,1,P,Volvox,99.59454404
NLA06608-0405,1,P,Anabaena,433.2362666
NLA06608-0405,1,P,Chaoborus,8.61025E-05
NLA06608-0405,1,P,Chlamydomonas,0.99594544
NLA06608-0405,1,P,Chlorococcum,1.2449318
NLA06608-0405,1,P,Closterium,0.24898636
NLA06608-0405,1,P,Coelosphaerium,7.469590803
NLA06608-0405,1,P,Conochilidae,8.61025E-05
NLA06608-0405,1,P,Cyclopidae,0.000645769
NLA06608-0405,1,P,Daphnia_mendotae_complex,0.004175971
NLA06608-0405,1,P,Encentrum,8.61025E-05
NLA06608-0405,1,P,Eremosphaera,0.24898636
NLA06608-0405,1,P,Filinia,8.61025E-05
NLA06608-0405,1,P,Fragilaria,24.89863601
NLA06608-0405,1,P,Gastropus,0.000731871
NLA06608-0405,1,P,Gomphosphaeria,22.40877241
NLA06608-0405,1,P,Kellicottia_longispina,4.30512E-05
NLA06608-0405,1,P,Keratella_cceo,0.000258307
NLA06608-0405,1,P,Lecanidae,4.30512E-05
NLA06608-0405,1,P,Mallomonas,0.49797272
NLA06608-0405,1,P,Microcystis,14.93918161
NLA06608-0405,1,P,Navicula,0.24898636
NLA06608-0405,1,P,Nitzschia,0.24898636
NLA06608-0405,1,P,Ochromonas,0.24898636
NLA06608-0405,1,P,Oocystis,0.24898636
NLA06608-0405,1,P,Stichosiphon,0.74695908
NLA06608-0405,1,P,Trichocerca,0.000473564
NLA06608-0406,1,P,Achnanthidium,7.947712418
NLA06608-0406,1,P,Anabaena,1.986928105
NLA06608-0406,1,P,Ankistrodesmus,3.973856209
NLA06608-0406,1,P,Bosmina,1.88349E-05
NLA06608-0406,1,P,Botryococcus,3.973856209
NLA06608-0406,1,P,Ceratium,1.986928105
NLA06608-0406,1,P,Ceriodaphnia,1.88349E-05
NLA06608-0406,1,P,Chlorella,3.973856209
NLA06608-0406,1,P,Chroomonas,19.86928105
NLA06608-0406,1,P,Chrysochromulina,35.76470588
NLA06608-0406,1,P,Chydoridae,3.76698E-05
NLA06608-0406,1,P,Cocconeis,1.986928105
NLA06608-0406,1,P,Crucigenia,1.986928105
NLA06608-0406,1,P,Cryptomonas,15.89542484
NLA06608-0406,1,P,Cyclopidae,3.76698E-05
NLA06608-0406,1,P,Daphnia_catawba_pulex_complex,0.000922911
NLA06608-0406,1,P,Diaphanosoma,1.88349E-05
NLA06608-0406,1,P,Diaptomidae,0.000188349
NLA06608-0406,1,P,Discostella,1.986928105
NLA06608-0406,1,P,Elakatothrix,1.986928105
NLA06608-0406,1,P,Fragilaria,3.973856209
NLA06608-0406,1,P,Gymnodinium,5.960784314
NLA06608-0406,1,P,Lyngbya,3.973856209
NLA06608-0406,1,P,Navicula,1.986928105
NLA06608-0406,1,P,Oocystis,59.60784314
NLA06608-0406,1,P,Peridinium,1.986928105
NLA06608-0406,1,P,Phacus,3.973856209
NLA06608-0406,1,P,Planktosphaeria,29.80392157
NLA06608-0406,1,P,Polyarthra,3.76698E-05
NLA06608-0406,1,P,Polyphemus,1.88349E-05
NLA06608-0406,1,P,Puncticulata,1.986928105
NLA06608-0406,1,P,Pyrenomonas,15.89542484
NLA06608-0406,1,P,Radiococcus,15.89542484
NLA06608-0406,1,P,Scenedesmus,7.947712418
NLA06608-0406,1,P,Staurosira,3.973856209
NLA06608-0406,1,P,Synechococcus,232.4705882
NLA06608-0406,1,P,Synedra,1.986928105
NLA06608-0406,1,P,Zygnema,13.90849673
NLA06608-0407,1,P,Achnanthidium,6.920258192
NLA06608-0407,1,P,Anabaena,73.81608738
NLA06608-0407,1,P,Anabaenopsis,221.4482621
NLA06608-0407,1,P,Aphanizomenon,4318.241112
NLA06608-0407,1,P,Aphanocapsa,89.96335649
NLA06608-0407,1,P,Botryococcus,359.853426
NLA06608-0407,1,P,Cyclopidae,0.003605549
NLA06608-0407,1,P,Cyclotella,2.306752731
NLA06608-0407,1,P,Daphnia_catawba_pulex_complex,0.025566618
NLA06608-0407,1,P,Diaphanosoma,0.000819443
NLA06608-0407,1,P,Diaptomidae,0.007211097
NLA06608-0407,1,P,Elakatothrix,9.227010922
NLA06608-0407,1,P,Oocystis,4.613505461
NLA06608-0407,1,P,Phormidium,581.3016881
NLA06608-0407,1,P,Pseudostaurosira,55.36206553
NLA06608-0407,1,P,Scenedesmus,9.227010922
NLA06608-0407,1,P,Schroederia,13.84051638
NLA06608-0407,1,P,Staurastrum,4.613505461
NLA06608-0407,1,P,Tetrastrum,4.613505461
NLA06608-0407,1,P,Trachelomonas,16.14726911
NLA06608-0408,1,P,Achnanthidium,3.319818135
NLA06608-0408,1,P,Amphora,0.663963627
NLA06608-0408,1,P,Aphanocapsa,23.90269057
NLA06608-0408,1,P,Asplanchna,0.005162751
NLA06608-0408,1,P,Aulacoseira,19.91890881
NLA06608-0408,1,P,Bosmina,7.93049E-06
NLA06608-0408,1,P,Ceriodaphnia,7.93049E-06
NLA06608-0408,1,P,Chlamydomonas,1.991890881
NLA06608-0408,1,P,Chlorella,3.983781762
NLA06608-0408,1,P,Closterium,11.95134528
NLA06608-0408,1,P,Coelastrum,53.11709015
NLA06608-0408,1,P,Cosmarium,3.319818135
NLA06608-0408,1,P,Crucigenia,5.311709015
NLA06608-0408,1,P,Cryptomonas,15.27116342
