SITE_ID,VISIT_NO,DATEZOOP,SAMPLED_ZOOP,INDXSAMP_ZOOP,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,DEPTHMAX,DEPTH_X,DEPTH_OF_TOW,FLAG_ZOOP_FLD,COMMENT_ZOOP_FLD,JAR_NO,VISIT_ID
NLA06608-0260,1,8/30/2007,Yes,YES,P,503516,ZOOC,48,45,44.5,,,1,7706
NLA06608-0260,1,8/30/2007,Yes,YES,P,503515,ZOOF,48,45,44.5,,,1,7706
NLA06608-0268,1,9/10/2007,Yes,YES,P,516645,ZOOC,7.8,7.8,7.5,,,1,7707
NLA06608-0268,1,9/10/2007,Yes,YES,P,516646,ZOOF,7.8,7.8,7.5,,,1,7707
NLA06608-0271,1,6/27/2007,Yes,YES,P,505425,ZOOC,2,2,1.5,,,1,7708
NLA06608-0271,1,6/27/2007,Yes,YES,P,505426,ZOOF,2,2,1.5,,,1,7708
NLA06608-0275,1,6/21/2007,Yes,YES,P,515155,ZOOC,2.7,2.7,22,,,1,7709
NLA06608-0275,1,6/21/2007,Yes,YES,P,515156,ZOOF,2.7,2.7,22,,,1,7709
NLA06608-0276,1,8/7/2007,Yes,YES,P,507036,ZOOC,13.7,13.7,13.2,IM,IM: TOW LENGTH EST. AS DEPTH -0.5 M,,7710
NLA06608-0276,1,8/7/2007,Yes,YES,P,507035,ZOOF,13.7,13.7,13.2,IM,IM: TOW LENGTH EST. AS DEPTH -0.5 M,,7710
NLA06608-0277,1,7/20/2007,Yes,YES,P,502975,ZOOC,8.1,8.1,7.6,,,1,7711
NLA06608-0277,1,7/20/2007,Yes,YES,P,502976,ZOOF,8.1,8.1,7.6,,,1,7711
NLA06608-0279,1,8/8/2007,Yes,YES,P,502115,ZOOC,2.6,2.6,2,,,1,7712
NLA06608-0279,1,8/8/2007,Yes,YES,P,502116,ZOOF,2.6,2.6,2,,,1,7712
NLA06608-0280,1,7/25/2007,Yes,YES,P,515005,ZOOC,2.5,2.5,2.5,,,1,7713
NLA06608-0280,1,7/25/2007,Yes,YES,P,515006,ZOOF,2.5,2.5,2.5,,,1,7713
NLA06608-0281,1,6/20/2007,Yes,YES,P,506115,ZOOC,4.2,4.2,3.4,,,1,7714
NLA06608-0281,1,6/20/2007,Yes,YES,P,506116,ZOOF,4.2,4.2,3.4,,,1,7714
NLA06608-0283,1,7/9/2007,Yes,YES,P,505875,ZOOC,18.1,18.1,16,,,1,7716
NLA06608-0283,1,7/9/2007,Yes,YES,P,505876,ZOOF,18.1,18.1,16,,,1,7716
NLA06608-0284,1,7/30/2007,Yes,YES,P,510625,ZOOC,1.3,1.3,0.8,IM,IM: TOW LENGTH MAY BE 1.6 (TWO TOWS?),1,7717
NLA06608-0284,1,7/30/2007,Yes,YES,P,510626,ZOOF,1.3,1.3,0.8,IM,IM: TOW LENGTH MAY BE 1.6 (TWO TOWS?),1,7717
NLA06608-0285,1,7/24/2007,Yes,YES,P,504585,ZOOC,1.7,1.7,2,F1,TWO 1M TOWS,1,7718
NLA06608-0285,1,7/24/2007,Yes,YES,P,504586,ZOOF,1.7,1.7,2,F1,TWO 1M TOWS,1,7718
NLA06608-0286,1,8/8/2007,Yes,YES,P,509565,ZOOC,17.8,17.8,16.2,,,1,7719
NLA06608-0286,1,8/8/2007,Yes,YES,P,509566,ZOOF,17.8,17.8,16.2,,,1,7719
NLA06608-0290,1,7/11/2007,Yes,YES,P,504565,ZOOC,2.9,2.9,2.9,,,1,7720
NLA06608-0290,1,7/11/2007,Yes,YES,P,504566,ZOOF,2.9,2.9,2.9,,,1,7720
NLA06608-0290,2,9/10/2007,Yes,NO,P,517565,ZOOC,1.8,1.8,3,F1,2 TOWS,1,7721
NLA06608-0290,2,9/10/2007,Yes,NO,P,517566,ZOOF,1.8,1.8,3,F1,2 TOWS,1,7721
NLA06608-0290,2,9/10/2007,Yes,NO,D,517415,ZOOC,1.8,1.8,3,F1,2 TOWS,1,7721
NLA06608-0290,2,9/10/2007,Yes,NO,D,517416,ZOOF,1.8,1.8,3,F1,2 TOWS,1,7721
NLA06608-0291,1,7/11/2007,Yes,YES,P,505145,ZOOC,49,49,48.5,,,1,7722
NLA06608-0291,1,7/11/2007,Yes,YES,P,505146,ZOOF,49,49,48.5,,,1,7722
NLA06608-0293,1,7/25/2007,Yes,YES,P,508825,ZOOC,5.5,5.5,4.9,,,1,7723
NLA06608-0293,1,7/25/2007,Yes,YES,P,508826,ZOOF,5.5,5.5,4.9,,,1,7723
NLA06608-0294,1,6/26/2007,Yes,YES,P,505556,ZOOC,5.1,5.1,5.2,,,1,7724
NLA06608-0294,1,6/26/2007,Yes,YES,P,505555,ZOOF,5.1,5.1,5.2,,,1,7724
NLA06608-0295,1,6/26/2007,Yes,YES,P,506455,ZOOC,4.6,4.6,4.6,,,1,7725
NLA06608-0295,1,6/26/2007,Yes,YES,P,506456,ZOOF,4.6,4.6,4.6,,,1,7725
NLA06608-0297,1,7/24/2007,Yes,YES,P,512365,ZOOC,2.7,2.7,2.2,,,1,7726
NLA06608-0297,1,7/24/2007,Yes,YES,P,512366,ZOOF,2.7,2.7,2.2,,,1,7726
NLA06608-0299,1,7/30/2007,Yes,YES,P,513955,ZOOC,19.2,19.2,18.5,,,1,7727
NLA06608-0299,1,7/30/2007,Yes,YES,P,513956,ZOOF,19.2,19.2,18.5,,,1,7727
NLA06608-0302,1,6/23/2007,Yes,YES,P,506536,ZOOC,2.5,2.5,2.5,,,1,7729
NLA06608-0302,1,6/23/2007,Yes,YES,P,506535,ZOOF,2.5,2.5,2.5,,,1,7729
NLA06608-0303,1,8/7/2007,Yes,YES,P,511255,ZOOC,4.4,4.4,3.9,,,1,7730
NLA06608-0303,1,8/7/2007,Yes,YES,P,511256,ZOOF,4.4,4.4,3.9,,,1,7730
NLA06608-0306,1,7/16/2007,Yes,YES,P,515185,ZOOC,1.5,1.5,1.2,IM,IM: TOW LENGTH MAY BE 2.4 (TWO TOWS?),1,7731
NLA06608-0306,1,7/16/2007,Yes,YES,P,515186,ZOOF,1.5,1.5,1.2,IM,IM: TOW LENGTH MAY BE 2.4 (TWO TOWS?),1,7731
NLA06608-0312,1,7/16/2007,Yes,YES,P,514565,ZOOC,3.5,3.5,2.9,,,1,7732
NLA06608-0312,1,7/16/2007,Yes,YES,P,514566,ZOOF,3.5,3.5,2.9,,,1,7732
NLA06608-0313,1,7/13/2007,Yes,YES,P,505385,ZOOC,2,2,1.5,,,1,7733
NLA06608-0313,1,7/13/2007,Yes,YES,P,505386,ZOOF,2,2,1.5,,,1,7733
NLA06608-0318,1,7/20/2007,Yes,YES,P,505975,ZOOC,5.2,5.2,4,,,1,7734
NLA06608-0318,1,7/20/2007,Yes,YES,P,505976,ZOOF,5.2,5.2,4,,,1,7734
NLA06608-0319,1,7/22/2007,Yes,YES,P,512996,ZOOC,3,3,2.5,,,1,7735
NLA06608-0319,1,7/22/2007,Yes,YES,P,512995,ZOOF,3,3,2.5,,,1,7735
NLA06608-0324,1,8/8/2007,Yes,YES,P,511025,ZOOC,5.5,5.5,5,,,1,7737
NLA06608-0324,1,8/8/2007,Yes,YES,P,511026,ZOOF,5.5,5.5,5,,,1,7737
NLA06608-0325,1,7/17/2007,Yes,YES,P,507855,ZOOC,3.3,3.3,2.8,,,1,7738
NLA06608-0325,1,7/17/2007,Yes,YES,P,507856,ZOOF,3.3,3.3,2.8,,,1,7738
NLA06608-0326,1,8/16/2007,Yes,YES,P,509825,ZOOC,6.4,6.4,4.7,,,1,7739
NLA06608-0326,1,8/16/2007,Yes,YES,P,509826,ZOOF,6.4,6.4,5,,,1,7739
NLA06608-0327,1,6/27/2007,Yes,YES,P,502195,ZOOC,1.3,1.3,0.6,IM,IM: TOW LENGTH MAY BE 1.2 (TWO TOWS?),1,7740
NLA06608-0327,1,6/27/2007,Yes,YES,P,502196,ZOOF,1.3,1.3,0.6,IM,IM: TOW LENGTH MAY BE 1.2 (TWO TOWS?),1,7740
NLA06608-0328,1,8/25/2007,Yes,YES,P,512695,ZOOC,3.5,3.5,3,,,1,7741
NLA06608-0328,1,8/25/2007,Yes,YES,P,512696,ZOOF,3.5,3.5,3,,,1,7741
NLA06608-0328,2,9/15/2007,Yes,NO,P,507995,ZOOC,4,4,3.5,,,1,7742
NLA06608-0328,2,9/15/2007,Yes,NO,P,507996,ZOOF,4,4,3.5,,,1,7742
NLA06608-0328,2,9/15/2007,Yes,NO,D,511425,ZOOC,4,4,3.5,,,1,7742
NLA06608-0328,2,9/15/2007,Yes,NO,D,511426,ZOOF,4,4,3.5,,,1,7742
NLA06608-0330,1,9/5/2007,Yes,YES,P,510995,ZOOC,5,5,5,,,1,7743
NLA06608-0330,1,9/5/2007,Yes,YES,P,510996,ZOOF,5,5,5,,,1,7743
NLA06608-0332,1,9/4/2007,Yes,YES,P,509885,ZOOC,28.3,28.3,28,,,1,7744
NLA06608-0332,1,9/4/2007,Yes,YES,P,509886,ZOOF,28.3,28.3,28,,,1,7744
NLA06608-0333,1,7/24/2007,Yes,YES,P,514715,ZOOC,9.1,9.1,8,,IM: LENGTH RECORDED IN FT (26.4),1,7745
NLA06608-0333,1,7/24/2007,Yes,YES,P,514716,ZOOF,9.1,9.1,8,,IM: LENGTH RECORDED IN FT (26.4),1,7745
NLA06608-0334,1,6/27/2007,Yes,YES,P,503295,ZOOC,3.1,3.1,3.1,,,1,7746
NLA06608-0334,1,6/27/2007,Yes,YES,P,503296,ZOOF,3.1,3.1,3.1,,,1,7746
NLA06608-0337,1,7/12/2007,Yes,YES,P,506376,ZOOC,8,8,7.5,,,1,7748
NLA06608-0337,1,7/12/2007,Yes,YES,P,506375,ZOOF,8,8,7.5,,,1,7748
NLA06608-0339,1,6/25/2007,Yes,YES,P,514135,ZOOC,7.8,7.8,7.3,,,1,7749
NLA06608-0339,1,6/25/2007,Yes,YES,P,514136,ZOOF,7.8,7.8,7.3,,,1,7749
NLA06608-0340,1,6/21/2007,Yes,YES,P,503336,ZOOC,14,13.6,13.5,,,1,7750
NLA06608-0340,1,6/21/2007,Yes,YES,P,503335,ZOOF,14,13.6,13.5,,,1,7750
NLA06608-0341,1,9/18/2007,Yes,YES,P,517575,ZOOC,11.5,11.5,10,,,1,7751
NLA06608-0341,1,9/18/2007,Yes,YES,P,517576,ZOOF,11.5,11.5,10,,,1,7751
NLA06608-0343,1,8/21/2007,Yes,YES,P,512165,ZOOC,2.6,2.6,2.6,,,1,7753
NLA06608-0343,1,8/21/2007,Yes,YES,P,512166,ZOOF,2.6,2.6,2.6,,,1,7753
NLA06608-0344,1,7/5/2007,Yes,YES,P,504445,ZOOC,8.2,8.2,7.7,,,1,7754
NLA06608-0344,1,7/5/2007,Yes,YES,P,504446,ZOOF,8.2,8.2,7.7,,,1,7754
NLA06608-0345,1,6/21/2007,Yes,YES,P,515075,ZOOC,5.3,5.3,4.8,,,1,7755
NLA06608-0345,1,6/21/2007,Yes,YES,P,515076,ZOOF,5.3,5.3,4.8,,,1,7755
NLA06608-0350,1,8/9/2007,Yes,YES,P,514885,ZOOC,7.6,7.6,7,,,1,7756
NLA06608-0350,1,8/9/2007,Yes,YES,P,514886,ZOOF,7.6,7.6,7,,,1,7756
NLA06608-0354,1,7/19/2007,Yes,YES,P,505475,ZOOC,2.9,2.9,2.5,,,1,7757
NLA06608-0354,1,7/19/2007,Yes,YES,P,505476,ZOOF,2.9,2.9,2.5,,,1,7757
NLA06608-0356,1,7/16/2007,Yes,YES,P,504846,ZOOC,2.4,2.4,2,,,2,7758
NLA06608-0356,1,7/16/2007,Yes,YES,P,504845,ZOOF,2.4,2.4,2,,,1,7758
NLA06608-0357,1,7/27/2007,Yes,YES,P,507025,ZOOC,3.3,3.3,2.5,,,1,7759
NLA06608-0357,1,7/27/2007,Yes,YES,P,507026,ZOOF,3.3,3.3,2.5,,,1,7759
NLA06608-0358,1,7/17/2007,Yes,YES,P,505465,ZOOC,2.4,,2.5,,,,7760
NLA06608-0358,1,7/17/2007,Yes,YES,P,505466,ZOOF,2.4,,2.5,,,,7760
NLA06608-0359,1,7/10/2007,Yes,YES,P,503065,ZOOC,3.9,3.9,3.5,,,1,7761
NLA06608-0359,1,7/10/2007,Yes,YES,P,503066,ZOOF,3.9,3.9,3.5,,,1,7761
NLA06608-0361,1,7/15/2007,Yes,YES,P,507335,ZOOC,9.4,9.4,9,,,1,7762
NLA06608-0361,1,7/15/2007,Yes,YES,P,507336,ZOOF,9.4,9.4,9,,,1,7762
NLA06608-0363,1,7/21/2007,Yes,YES,P,511526,ZOOC,13,13,13,,,1,7763
NLA06608-0363,1,7/21/2007,Yes,YES,P,511525,ZOOF,13,13,13,,,1,7763
NLA06608-0366,1,7/31/2007,Yes,YES,P,502096,ZOOC,18,18,17,,,1,7764
NLA06608-0366,1,7/31/2007,Yes,YES,P,502095,ZOOF,18,18,17,,,1,7764
NLA06608-0367,1,8/23/2007,Yes,YES,P,508976,ZOOC,6.4,6.4,5.5,,,1,7765
NLA06608-0367,1,8/23/2007,Yes,YES,P,508975,ZOOF,6.4,6.4,5.5,,,1,7765
NLA06608-0369,1,7/26/2007,Yes,YES,P,505585,ZOOC,43.6,43.6,43,,,1,7766
NLA06608-0369,1,7/26/2007,Yes,YES,P,505586,ZOOF,43.6,43.6,43,,,1,7766
NLA06608-0372,1,8/3/2007,Yes,YES,P,502035,ZOOC,13.7,13.7,13.2,IM,IM: TOW LENGTH EST. AS DEPTH -0.5 M,1,7767
NLA06608-0372,1,8/3/2007,Yes,YES,P,502036,ZOOF,13.7,13.7,13.2,IM,IM: TOW LENGTH EST. AS DEPTH -0.5 M,1,7767
NLA06608-0373,1,7/12/2007,Yes,YES,P,504835,ZOOC,46.5,46.5,46.5,,,1,7768
NLA06608-0373,1,7/12/2007,Yes,YES,P,504836,ZOOF,46.5,46.5,46.5,,,1,7768
NLA06608-0376,1,8/22/2007,Yes,YES,P,509695,ZOOC,17,17,17,,,1,7769
NLA06608-0376,1,8/22/2007,Yes,YES,P,509696,ZOOF,17,17,17,,,1,7769
NLA06608-0377,1,7/12/2007,Yes,YES,P,502506,ZOOC,2.1,2.1,1.5,,,1,7770
NLA06608-0377,1,7/12/2007,Yes,YES,P,502505,ZOOF,2.1,2.1,1.5,,,1,7770
NLA06608-0378,1,6/26/2007,Yes,YES,P,514075,ZOOC,15.9,15.9,15.4,,,1,7771
NLA06608-0378,1,6/26/2007,Yes,YES,P,514076,ZOOF,15.9,15.9,15.4,,,1,7771
NLA06608-0384,1,6/28/2007,Yes,YES,P,503475,ZOOC,1.5,1.3,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7772
NLA06608-0384,1,6/28/2007,Yes,YES,P,503476,ZOOF,1.5,1.3,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7772
NLA06608-0385,1,7/6/2007,Yes,YES,P,510636,ZOOC,2.2,2.2,1.6,,,1,7773
NLA06608-0385,1,7/6/2007,Yes,YES,P,510635,ZOOF,2.2,2.2,1.6,,,1,7773
NLA06608-0386,1,8/7/2007,Yes,YES,P,506055,ZOOC,12.8,12.8,12,,,1,7774
NLA06608-0386,1,8/7/2007,Yes,YES,P,506056,ZOOF,12.8,12.8,12,,,1,7774
NLA06608-0388,1,8/16/2007,Yes (1 sample only),NO,P,515785,ZOOC,21.4,21.4,21,X,,1,7775
NLA06608-0388,1,8/16/2007,Yes (1 sample only),NO,P,515786,ZOOF,21.4,21.4,21,X,SAMPLE CONTAINER TIPPED DURING PROCESSING - SOME SAMPLE LOST.,1,7775
NLA06608-0388,2,8/26/2007,Yes,YES,P,515585,ZOOC,23.5,23.5,23,,,1,7776
NLA06608-0388,2,8/26/2007,Yes,YES,P,515586,ZOOF,23.5,23.5,23,,,1,7776
NLA06608-0388,2,8/26/2007,Yes,NO,D,517635,ZOOC,23.5,23.5,23,,,1,7776
NLA06608-0388,2,8/26/2007,Yes,NO,D,517636,ZOOF,23.5,23.5,23,,,1,7776
NLA06608-0393,1,7/23/2007,Yes,YES,P,507145,ZOOC,42.5,42.5,42,,,1,7778
NLA06608-0393,1,7/23/2007,Yes,YES,P,507146,ZOOF,42.5,42.5,42,,,1,7778
NLA06608-0395,1,6/27/2007,Yes,YES,P,505995,ZOOC,12.6,12.6,9.7,,,1,7779
NLA06608-0395,1,6/27/2007,Yes,YES,P,505996,ZOOF,12.6,12.6,9.7,,,1,7779
NLA06608-0399,1,7/16/2007,Yes,YES,P,507906,ZOOC,3.5,3.5,3.4,,,1,7780
NLA06608-0399,1,7/16/2007,Yes,YES,P,507905,ZOOF,3.5,3.5,3.4,,,1,7780
NLA06608-0401,1,8/27/2007,Yes (1 sample only),YES,P,513085,ZOOC,50,50,45.6,X,"ONE OF THESE SAMPLES SPILLED, NOT SURE WHICH ONE",1,7781
NLA06608-0401,1,8/27/2007,Yes (1 sample only),YES,P,513086,ZOOF,50,50,45.6,X,"ONE OF THESE SAMPLES SPILLED, NOT SURE WHICH ONE",1,7781
NLA06608-0402,1,6/26/2007,Yes,YES,P,505805,ZOOC,2.3,2.3,2,,,1,7782
NLA06608-0402,1,6/26/2007,Yes,YES,P,505806,ZOOF,2.3,2.3,2,,,1,7782
NLA06608-0402,2,9/6/2007,Yes,NO,P,517295,ZOOC,2.1,2.1,3.4,F1,TWO TOWS,1,7783
NLA06608-0402,2,9/6/2007,Yes,NO,P,517296,ZOOF,2.1,2.1,3.4,F1,TWO TOWS,2,7783
NLA06608-0402,2,9/6/2007,Yes,NO,D,505825,ZOOC,2.1,2.1,3.4,F1,TWO TOWS,1,7783
NLA06608-0402,2,9/6/2007,Yes,NO,D,505826,ZOOF,2.1,2.1,3.4,F1,TWO TOWS,1,7783
NLA06608-0403,1,8/6/2007,Yes,YES,P,508416,ZOOC,34.1,34.1,35,,,1,7784
NLA06608-0403,1,8/6/2007,Yes,YES,P,508415,ZOOF,34.1,34.1,35,,,1,7784
NLA06608-0405,1,8/30/2007,Yes,YES,P,517075,ZOOC,4,4,3.5,,,1,7785
NLA06608-0405,1,8/30/2007,Yes,YES,P,517076,ZOOF,4,4,3.5,,,1,7785
NLA06608-0406,1,8/21/2007,Yes,YES,P,512085,ZOOC,2.5,2.5,4,F1,TOWED TWICE,1,7786
NLA06608-0406,1,8/21/2007,Yes,YES,P,512086,ZOOF,2.5,2.5,4,F1,TOWED TWICE,1,7786
NLA06608-0407,1,7/23/2007,Yes,YES,P,503875,ZOOC,3.5,3.5,2.5,,,1,7787
NLA06608-0407,1,7/23/2007,Yes,YES,P,503876,ZOOF,3.5,3.5,2.5,,,1,7787
NLA06608-0408,1,6/20/2007,Yes,YES,P,502555,ZOOC,9.8,9.8,9.5,,,1,7788
NLA06608-0408,1,6/20/2007,Yes,YES,P,502556,ZOOF,9.8,9.8,9.5,,,1,7788
NLA06608-0413,1,6/27/2007,Yes,YES,P,506765,ZOOC,3,3,4,F1,DEPTH IS 3 M DID 2M,1,7789
NLA06608-0413,1,6/27/2007,Yes,YES,P,506766,ZOOF,3,3,4,F1,TOWS X2 IS 4M,1,7789
NLA06608-0414,1,7/31/2007,Yes,YES,P,505315,ZOOC,1,1,1,,IM: APPEARS TO BE TWO TOWS,1,7790
NLA06608-0414,1,7/31/2007,Yes,YES,P,505316,ZOOF,1,1,1,,IM: APPEARS TO BE TWO TOWS,1,7790
NLA06608-0418,1,7/19/2007,Yes,YES,P,507245,ZOOC,2.6,2.55,2,,,,7791
NLA06608-0418,1,7/19/2007,Yes,YES,P,507246,ZOOF,2.6,2.55,2,,,,7791
NLA06608-0421,1,6/28/2007,Yes,YES,P,504946,ZOOC,5.8,5.8,5.5,,,1,7792
NLA06608-0421,1,6/28/2007,Yes,YES,P,504945,ZOOF,5.8,5.8,5.5,,,1,7792
NLA06608-0425,1,8/1/2007,Yes,YES,P,504026,ZOOC,3.2,3.2,2.5,,,1,7793
NLA06608-0425,1,8/1/2007,Yes,YES,P,504025,ZOOF,3.2,3.2,2.5,,,1,7793
NLA06608-0426,1,9/17/2007,Yes,YES,P,516395,ZOOC,7.7,7.7,7.7,,,1,7794
NLA06608-0426,1,9/17/2007,Yes,YES,P,516396,ZOOF,7.7,7.7,7.7,,,1,7794
NLA06608-0432,1,7/16/2007,Yes,YES,P,506565,ZOOC,5.5,5.5,5,,,1,7795
NLA06608-0432,1,7/16/2007,Yes,YES,P,506566,ZOOF,5.5,5.5,5,,,1,7795
NLA06608-0433,1,8/9/2007,Yes,YES,P,503915,ZOOC,97,97,50,,,1,7796
NLA06608-0433,1,8/9/2007,Yes,YES,P,503916,ZOOF,97,97,50,F1,WATER LOOKS DARKER MYSIDS?,1,7796
NLA06608-0435,1,7/23/2007,Yes,YES,P,506585,ZOOC,5.2,5.2,4,,,1,7797
NLA06608-0435,1,7/23/2007,Yes,YES,P,506586,ZOOF,5.2,5.2,4,,,1,7797
NLA06608-0436,1,9/5/2007,Yes,YES,P,516635,ZOOC,8.2,8.2,7.7,,,1,7798
NLA06608-0436,1,9/5/2007,Yes,YES,P,516636,ZOOF,8.2,8.2,7.7,,,1,7798
NLA06608-0439,1,6/27/2007,Yes,YES,P,514015,ZOOC,0.9,0.9,0.5,IM;G2,IM: TOW LENGTH MAY BE 1 (TWO TOWS?); THIS TOW DEPTH CHOSEN TO AVOID STIRRING BOTTOM,1,7799
NLA06608-0439,1,6/27/2007,Yes,YES,P,514016,ZOOF,0.9,0.9,0.5,IM; G2,IM: TOW LENGTH MAY BE 1 (TWO TOWS?); THIS TOW DEPTH CHOSEN TO AVOID STIRRING BOTTOM,1,7799
NLA06608-0440,1,8/8/2007,Yes,YES,P,507635,ZOOC,9,9,8.5,,,1,7800
NLA06608-0440,1,8/8/2007,Yes,YES,P,507636,ZOOF,9,9,8.5,,,1,7800
NLA06608-0442,1,8/14/2007,Yes,YES,P,512515,ZOOC,2.2,2.2,1.7,,,1,7801
NLA06608-0442,1,8/14/2007,Yes,YES,P,512516,ZOOF,2.2,2.2,1.7,,,1,7801
NLA06608-0444,1,7/12/2007,Yes (No tow length),YES,P,502225,ZOOC,,,,K,"TEAM LOST INDEX FORM, FORM FILLED OUT BY IM 12/18/2007",,7802
NLA06608-0444,1,7/12/2007,Yes (No tow length),YES,P,502226,ZOOF,,,,K,"TEAM LOST INDEX FORM, FORM FILLED OUT BY IM 12/18/2007",,7802
NLA06608-0445,1,6/28/2007,Yes,YES,P,515036,ZOOC,8.4,8.4,8,,,1,7803
NLA06608-0445,1,6/28/2007,Yes,YES,P,515035,ZOOF,8.4,8.4,8,,,1,7803
NLA06608-0447,1,8/25/2007,Yes,YES,P,509725,ZOOC,14.8,14.8,14.3,,,1,7804
NLA06608-0447,1,8/25/2007,Yes,YES,P,509726,ZOOF,14.8,14.8,14.3,,,1,7804
NLA06608-0449,1,7/26/2007,Yes,YES,P,508505,ZOOC,5.8,5.8,5.3,,,1,7805
NLA06608-0449,1,7/26/2007,Yes,YES,P,508506,ZOOF,5.8,5.8,5.3,,,1,7805
NLA06608-0452,1,6/15/2007,Yes,YES,P,502236,ZOOC,7.2,7.2,6.5,,,1,7806
NLA06608-0452,1,6/15/2007,Yes,YES,P,502235,ZOOF,7.2,7.2,6.5,,,1,7806
NLA06608-0453,1,7/31/2007,Yes,YES,P,507185,ZOOC,3.9,3.9,3.4,,,1,7807
NLA06608-0453,1,7/31/2007,Yes,YES,P,507186,ZOOF,3.9,3.9,3.4,,,1,7807
NLA06608-0454,1,7/25/2007,Yes,YES,P,503815,ZOOC,2.2,2.2,1.3,,,1,7808
NLA06608-0454,1,7/25/2007,Yes,YES,P,503816,ZOOF,2.2,2.2,1.3,,,1,7808
NLA06608-0456,1,8/9/2007,Yes,YES,P,503925,ZOOC,12.7,12.7,12.2,,,1,7809
NLA06608-0456,1,8/9/2007,Yes,YES,P,503926,ZOOF,12.7,12.7,12.2,,,1,7809
NLA06608-0458,1,7/25/2007,Yes,YES,P,502886,ZOOC,3.7,3.7,3.2,,,1,7810
NLA06608-0458,1,7/25/2007,Yes,YES,P,502885,ZOOF,3.7,3.7,3.2,,,1,7810
NLA06608-0459,1,7/16/2007,Yes,YES,P,507705,ZOOC,9.6,9.6,7.6,,,1,7811
NLA06608-0459,1,7/16/2007,Yes,YES,P,507706,ZOOF,9.6,9.6,8.5,,,1,7811
NLA06608-0462,1,8/20/2007,Yes,YES,P,509655,ZOOC,13,12.2,11.5,,,1,7812
NLA06608-0462,1,8/20/2007,Yes,YES,P,509656,ZOOF,13,12.2,11.5,,,1,7812
NLA06608-0463,1,8/19/2007,Yes,YES,P,515385,ZOOC,5.8,5.8,5.8,,,1,7813
NLA06608-0463,1,8/19/2007,Yes,YES,P,515386,ZOOF,5.8,5.8,5.8,,,1,7813
NLA06608-0467,1,7/9/2007,Yes,YES,P,505155,ZOOC,24.5,24.5,24,,,1,7815
NLA06608-0467,1,7/9/2007,Yes,YES,P,505156,ZOOF,24.5,24.5,24,,,1,7815
NLA06608-0468,1,8/1/2007,Yes,YES,P,510645,ZOOC,13.9,13.9,13,F1,LEFT TABLET IN CAR,1,7816
NLA06608-0468,1,8/1/2007,Yes,YES,P,510646,ZOOF,13.9,13.9,13,F1,LEFT TABLET IN CAR,1,7816
NLA06608-0469,1,8/29/2007,Yes,YES,P,513465,ZOOC,11.5,11.5,10.4,,,1,7817
NLA06608-0469,1,8/29/2007,Yes,YES,P,513466,ZOOF,11.5,11.5,10.4,,,1,7817
NLA06608-0470,1,7/24/2007,Yes,YES,P,507285,ZOOC,11.4,,11.5,,,,7818
NLA06608-0470,1,7/24/2007,Yes,YES,P,507286,ZOOF,11.4,,11.5,,,,7818
NLA06608-0471,1,6/25/2007,Yes,YES,P,506736,ZOOC,7.6,7.6,7.6,,,1,7819
NLA06608-0471,1,6/25/2007,Yes,YES,P,506735,ZOOF,7.6,7.6,7.5,,,1,7819
NLA06608-0472,1,7/16/2007,Yes,YES,P,507476,ZOOC,8,8,7.5,,,1,7820
NLA06608-0472,1,7/16/2007,Yes,YES,P,507475,ZOOF,8,8,7.5,,,1,7820
NLA06608-0473,1,6/19/2007,Yes,YES,P,505695,ZOOC,15.3,15.3,14.5,,,1,7821
NLA06608-0473,1,6/19/2007,Yes,YES,P,505696,ZOOF,15.3,15.3,14.5,,,1,7821
NLA06608-0479,1,8/16/2007,Yes,YES,P,505435,ZOOC,5.5,5.5,5,,,1,7822
NLA06608-0479,1,8/16/2007,Yes,YES,P,505436,ZOOF,5.5,5.5,5,,,1,7822
NLA06608-0480,1,8/24/2007,Yes,YES,P,513235,ZOOC,15.9,15.9,15.5,,,1,7823
NLA06608-0480,1,8/24/2007,Yes,YES,P,513236,ZOOF,15.9,15.9,15.5,,,1,7823
NLA06608-0480,2,9/25/2007,Yes,NO,P,517595,ZOOC,15.6,15.6,12.5,,,1,7824
NLA06608-0480,2,9/25/2007,Yes,NO,P,517596,ZOOF,15.6,15.6,12.5,,,1,7824
NLA06608-0480,2,9/25/2007,Yes,NO,D,517225,ZOOC,15.6,15.6,12.5,,,1,7824
NLA06608-0480,2,9/25/2007,Yes,NO,D,517226,ZOOF,15.6,15.6,12.5,,,1,7824
NLA06608-0483,1,7/11/2007,Yes,YES,P,514535,ZOOC,41.6,41.6,41,,,1,7825
NLA06608-0483,1,7/11/2007,Yes,YES,P,514536,ZOOF,41.6,41.6,41,,,1,7825
NLA06608-0484,1,7/12/2007,Yes,YES,P,507075,ZOOC,1.2,1.2,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7826
NLA06608-0484,1,7/12/2007,Yes,YES,P,507076,ZOOF,1.2,1.2,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,7826
