SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,MISSDATA_KM2_BSN,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,FLAG_LU_BASIN,COMMENT_LU_BASIN
NLA06608-0337,1,PROB_Lake,Target_Sampled,4.655307054,465.5307054,4.655307054,0,0.482,0,0.077,0.34,0.056,0,0.006,0,0.013,1.905,0.347,0,0.114,0,0,0,0,0.788,0.041,0.424,0,0,0,0,0.065,0,0,0,0,4.658,10.4,0,10.4,1.7,7.3,1.2,0,10.2,0.1,0.3,40.9,7.5,48.7,2.4,0,16.9,0.9,17.8,9.1,1.4,10.5,,
NLA06608-0339,1,PROB_Lake,Target_Sampled,26.44520426,2644.520426,26.44520426,0,5.468,0,0.753,0.031,0,0,0,0,0.014,0,0,0,0.257,13.553,0,0,0,4.982,1.267,0,0,0,0,0,0.114,0,0,0,0,26.439,20.7,0,20.7,2.8,0.1,0,0,2.9,0,0.1,0,0,0.1,1,51.2,18.8,4.8,23.6,0,0.4,0.4,,
NLA06608-0340,1,PROB_Lake,Target_Sampled,59.32999991,5932.999991,59.32999991,0,0.383,0,0,0,0,0,0.265,0,0.188,56.058,0.04,0,0.573,1.819,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,59.331,0.6,0,0.6,0,0,0,0,0,0.4,0.3,94.5,0.1,94.9,1,3.1,0,0,0,0,0,0,,
NLA06608-0341,1,PROB_Lake,Target_Sampled,3523.602734,352360.2734,3523.602734,0,248.536,0,119.555,61.25,13.911,4.435,8.916,0,1041.663,334.425,101.451,0,373.991,66.479,0,0,0,487.076,329.086,316.122,0,0,0,0,16.653,0,0,0,0,3523.549,7.1,0,7.1,3.4,1.7,0.4,0.1,5.6,0.3,29.6,9.5,2.9,42,10.6,1.9,13.8,9.3,23.1,9,0.5,9.5,,
NLA06608-0343,1,PROB_Lake,Target_Sampled,22.60840937,2260.840937,22.60840937,0,4.936,0,0.926,0.063,0.013,0,0,0,0.145,0,0,0,0,11.426,0,0,0,2.063,1.438,0,0,0,0,0,1.596,0,0,0,0,22.606,21.8,0,21.8,4.1,0.3,0.1,0,4.5,0,0.6,0,0,0.6,0,50.5,9.1,6.4,15.5,0,7.1,7.1,,
NLA06608-0344,1,PROB_Lake,Target_Sampled,215.0066462,21500.66462,215.0066462,0,8.56,0,6.707,0.673,0.031,0,0.014,0,16.621,0.045,0.061,0,0.053,113.04,0,0,0,19.203,49.809,0.122,0,0,0,0,0.077,0,0,0,0,215.016,4,0,4,3.1,0.3,0,0,3.4,0,7.7,0,0,7.7,0,52.6,8.9,23.2,32.1,0.1,0,0.1,,
NLA06608-0345,1,PROB_Lake,Target_Sampled,2.892162477,289.2162477,2.892162477,0,0.103,0,0.884,0.438,0.045,0.018,0,0,1.331,0.007,0.041,0,0.004,0.014,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,2.896,3.6,0,3.6,30.6,15.1,1.6,0.6,47.9,0,46,0.2,1.4,47.6,0.1,0.5,0.4,0,0.4,0,0,0,,
NLA06608-0350,1,PROB_Lake,Target_Sampled,28.42734277,2842.734277,28.42734277,0,0.942,0,0.284,0,0,0,0,0,8.6,0.13,1.448,0,2.003,0.31,0,0,0,0,0.019,12.158,0,0,0,0,2.539,0,0,0,0,28.433,3.3,0,3.3,1,0,0,0,1,0,30.3,0.5,5.1,35.9,7,1.1,0,0.1,0.1,42.8,8.9,51.7,,
NLA06608-0354,1,PROB_Lake,Target_Sampled,1.146197106,114.6197106,1.146197106,0,0.23,0,0.083,0,0,0,0,0,0.433,0.333,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147,20.1,0,20.1,7.2,0,0,0,7.2,0,37.8,29.1,5.9,72.8,0,0,0,0,0,0,0,0,,
NLA06608-0356,1,PROB_Lake,Target_Sampled,54.02694497,5402.694497,54.02694497,0,1.191,0,0.39,0,0,0,0,0,0,0.363,0,0,2.002,45.029,0,0,0,0,3.832,0.015,0,0,0,0,1.209,0,0,0,0,54.031,2.2,0,2.2,0.7,0,0,0,0.7,0,0,0.7,0,0.7,3.7,83.3,0,7.1,7.1,0,2.2,2.2,,
NLA06608-0357,1,PROB_Lake,Target_Sampled,5.5593,555.93,5.5593,0,0.589,0,0.143,0,0,0,0,0,3.063,0.179,1.342,0,0.059,0.006,0,0,0,0,0,0.166,0,0,0,0,0.014,0,0,0,0,5.561,10.6,0,10.6,2.6,0,0,0,2.6,0,55.1,3.2,24.1,82.4,1.1,0.1,0,0,0,3,0.3,3.3,,
NLA06608-0358,1,PROB_Lake,Target_Sampled,5.291290711,529.1290711,5.291290711,0,0.171,0,0,0,0,0,0,0,1.07,1.174,2.462,0,0.098,0,0,0,0,0,0,0.302,0,0,0,0,0.013,0,0,0,0,5.29,3.2,0,3.2,0,0,0,0,0,0,20.2,22.2,46.5,88.9,1.9,0,0,0,0,5.7,0.2,5.9,,
NLA06608-0359,1,PROB_Lake,Target_Sampled,2844.916568,284491.6568,2844.916568,0,113.458,0,114.854,17.186,5.173,1.361,3.137,0,59.979,0,0,0,0.209,446.451,0,0,0,419.059,1496.371,2.554,0,0,0,0,165.087,0,0,0,0,2844.879,4,0,4,4,0.6,0.2,0,4.8,0.1,2.1,0,0,2.1,0,15.7,14.7,52.6,67.3,0.1,5.8,5.9,,
NLA06608-0361,1,PROB_Lake,Target_Sampled,7818.128729,781812.8729,7818.128729,0,236.151,0,762.992,371.121,85.212,31.584,5.079,0,3477.199,718.051,200.276,0,142.562,246.071,0,0,0,1472.87,34.482,33.89,0,0,0,0,0.62,0,0,0,0,7818.16,3,0,3,9.8,4.7,1.1,0.4,16,0.1,44.5,9.2,2.6,56.3,1.8,3.1,18.8,0.4,19.2,0.4,0,0.4,,
NLA06608-0363,1,PROB_Lake,Target_Sampled,375.431381,37543.1381,375.431381,0,13.337,0,11.829,11.791,0.719,0.153,0.673,0,31.264,0.553,0.376,0,0.954,2.897,0,0,0,34.852,207.985,56.634,0,0,0,0,1.411,0,0,0,0,375.428,3.6,0,3.6,3.2,3.1,0.2,0,6.5,0.2,8.3,0.1,0.1,8.5,0.3,0.8,9.3,55.4,64.7,15.1,0.4,15.5,,
NLA06608-0366,1,PROB_Lake,Target_Sampled,85.47353351,8547.353351,85.47353351,0,2.489,0,2.689,0.178,0.062,0.006,0.042,0,23.572,12.512,0.017,0,1.786,2.84,0,0,0,5.275,30.808,0.822,0,0,0,0,2.371,0,0,0,0,85.469,2.9,0,2.9,3.1,0.2,0.1,0,3.4,0,27.6,14.6,0,42.2,2.1,3.3,6.2,36,42.2,1,2.8,3.8,,
NLA06608-0367,1,PROB_Lake,Target_Sampled,93.74916301,9374.916301,93.74916301,0,7.457,0,7.936,3.167,0.4,0.112,0.064,0,39.502,0.366,0.158,0,0.064,5.519,0,0,0,8.586,19.642,0.634,0,0,0,0,0.142,0,0,0,0,93.749,8,0,8,8.5,3.4,0.4,0.1,12.4,0.1,42.1,0.4,0.2,42.7,0.1,5.9,9.2,21,30.2,0.7,0.2,0.9,,
NLA06608-0369,1,PROB_Lake,Target_Sampled,18.03217055,1803.217055,18.03217055,0,3.202,0,0.797,0.055,0.021,0,0,0,2.532,4.493,3.282,0,0.489,0.067,0,0,0,1.662,1.112,0.322,0,0,0,0,0.007,0,0,0,0,18.041,17.8,0,17.8,4.4,0.3,0.1,0,4.8,0,14,24.9,18.2,57.1,2.7,0.4,9.2,6.2,15.4,1.8,0,1.8,,
NLA06608-0372,1,PROB_Lake,Target_Sampled,22.05176047,2205.176047,22.05176047,0,0.377,0,1.012,0.026,0,0,0.02,0,0,7.336,0,0,5.186,7.94,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,22.058,1.7,0,1.7,4.6,0.1,0,0,4.7,0.1,0,33.3,0,33.3,23.5,36,0,0.7,0.7,0,0,0,,
NLA06608-0373,1,PROB_Lake,Target_Sampled,17.20703067,1720.703067,17.20703067,0,2.608,0,5.279,0.589,0.518,0.081,0.005,0,0,7.502,0.487,0,0.094,0.009,0,0,0,0,0,0.015,0,0,0,0,0.02,0,0,0,0,17.207,15.2,0,15.2,30.7,3.4,3,0.5,37.6,0,0,43.6,2.8,46.4,0.5,0.1,0,0,0,0.1,0.1,0.2,,
NLA06608-0376,1,PROB_Lake,Target_Sampled,911.8233935,91182.33935,911.8233935,0,44.06,0,36.3,2.505,0.388,0.191,0.026,0,294.286,0.784,0,0,0,488.262,0,0,0,37.131,7.9,0,0,0,0,0,0.01,0,0,0,0,911.843,4.8,0,4.8,4,0.3,0,0,4.3,0,32.3,0.1,0,32.4,0,53.5,4.1,0.9,5,0,0,0,,
NLA06608-0377,1,PROB_Lake,Target_Sampled,0.067819939,6.781993947,0.067819939,0,0.06,0,0.002,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,88.5,0,88.5,2.9,0,0,0,2.9,0,7.4,0,0,7.4,0,0,0,0,0,0,0,0,,
NLA06608-0378,1,PROB_Lake,Target_Sampled,278.0809006,27808.09006,278.0809006,0,6.654,0.005,0,0,0,0,5.842,0,0.085,52.885,0.416,0,38.752,162.734,0,0,0,7.25,1.446,1.6,0,0,0,0,0.391,0,0,0,0,278.06,2.4,0,2.4,0,0,0,0,0,2.1,0,19,0.1,19.1,13.9,58.5,2.6,0.5,3.1,0.6,0.1,0.7,,
NLA06608-0384,1,PROB_Lake,Target_Sampled,0.70941871,70.94187097,0.70941871,0,0.696,0,0,0,0,0,0,0,0.001,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.707,98.1,0,98.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0.7,0,0,0,0,0.7,0.7,,
NLA06608-0385,1,PROB_Lake,Target_Sampled,23.03319588,2303.319588,23.03319588,0,0.339,0,0,0,0,0,0.955,0,5.969,5.414,0.545,0,6.194,3.161,0,0,0,0.438,0,0.005,0,0,0,0,0.015,0,0,0,0,23.035,1.5,0,1.5,0,0,0,0,0,4.1,25.9,23.5,2.4,51.8,26.9,13.7,1.9,0,1.9,0,0.1,0.1,,
NLA06608-0386,1,PROB_Lake,Target_Sampled,32.57822865,3257.822865,32.57822865,0,0.573,0,1.754,0.157,0.075,0,0.555,0,27.184,1.054,0.341,0,0,0,0,0,0,0.671,0.197,0,0,0,0,0,0.013,0,0,0,0,32.574,1.8,0,1.8,5.4,0.5,0.2,0,6.1,1.7,83.4,3.2,1,87.6,0,0,2.1,0.6,2.7,0,0,0,,
NLA06608-0388,1,PROB_Lake,Target_Sampled,11.81207192,1181.207192,11.81207192,0,0.863,0,0.372,0,0,0,0.004,0,10.107,0.039,0.118,0,0.006,0.299,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,11.811,7.3,0,7.3,3.1,0,0,0,3.1,0,85.6,0.3,1,86.9,0.1,2.5,0,0,0,0,0,0,,
NLA06608-0393,1,PROB_Lake,Target_Sampled,2539.357088,253935.7088,2539.357088,0,58.188,0.021,27.013,9.275,1.463,0.33,105.141,0,69.332,1358.439,7.213,0,670.271,228.139,0,0,0,0.482,1.451,0.008,0,0,0,0,2.541,0,0,0,0,2539.307,2.3,0,2.3,1.1,0.4,0.1,0,1.6,4.1,2.7,53.5,0.3,56.5,26.4,9,0,0.1,0.1,0,0.1,0.1,,
NLA06608-0395,1,PROB_Lake,Target_Sampled,23343.85153,2334385.153,23343.85153,0,436.223,0,1635.928,538.401,135.854,58.46,99.689,0,8908.082,3829.178,1796.953,0,753.84,905.528,0,0,0,3225.622,745.218,273.004,0,0,0,0,1.809,0,0,0,0,23343.789,1.9,0,1.9,7,2.3,0.6,0.3,10.2,0.4,38.2,16.4,7.7,62.3,3.2,3.9,13.8,3.2,17,1.2,0,1.2,,
NLA06608-0399,1,PROB_Lake,Target_Sampled,190.9804416,19098.04416,190.9804416,0,8.225,0,8.605,4.487,0.374,0.107,0.548,0,44.332,1.468,2.081,0,0.219,2.32,0,0,0,35.121,38.5,40.401,0,0,0,0,4.181,0,0,0,0,190.969,4.3,0,4.3,4.5,2.3,0.2,0.1,7.1,0.3,23.2,0.8,1.1,25.1,0.1,1.2,18.4,20.2,38.6,21.2,2.2,23.4,,
NLA06608-0401,1,PROB_Lake,Target_Sampled,224.0750265,22407.50265,224.0750265,0,27.876,0,4.217,2.232,0.52,0.074,0.515,0,36.569,25.372,48.416,0,7.572,3.663,0,0,0,7.763,40.683,16.722,0,0,0,0,1.879,0,0,0,0,224.073,12.4,0,12.4,1.9,1,0.2,0,3.1,0.2,16.3,11.3,21.6,49.2,3.4,1.6,3.5,18.2,21.7,7.5,0.8,8.3,,
NLA06608-0402,1,PROB_Lake,Target_Sampled,0.642693828,64.26938282,0.642693828,0,0.056,0,0.093,0.016,0,0,0,0,0,0.226,0.125,0,0.045,0.075,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0.65,8.7,0,8.7,14.5,2.5,0,0,17,0,0,35.2,19.4,54.6,7,11.7,0,0,0,0,2.2,2.2,,
NLA06608-0403,1,PROB_Lake,Target_Sampled,2730.420858,273042.0858,2730.420858,0,296.149,0,66.261,26.033,7.295,2.729,0.803,0,1223.373,462.851,3.178,0,64.357,16.299,0,0,0,221.137,46.757,121.333,0,0,0,0,171.873,0,0,0,0,2730.428,10.8,0,10.8,2.4,1,0.3,0.1,3.8,0,44.8,17,0.1,61.9,2.4,0.6,8.1,1.7,9.8,4.4,6.3,10.7,,
NLA06608-0405,1,PROB_Lake,Target_Sampled,3.55255085,355.255085,3.55255085,0,0.119,0,0.064,0,0,0,0,0,1.979,0.176,0.852,0,0.024,0,0,0,0,0.302,0.024,0,0,0,0,0,0.013,0,0,0,0,3.553,3.3,0,3.3,1.8,0,0,0,1.8,0,55.7,5,24,84.7,0.7,0,8.5,0.7,9.2,0,0.4,0.4,,
NLA06608-0406,1,PROB_Lake,Target_Sampled,22.69871004,2269.871004,22.69871004,0,1.492,0,0.192,0.005,0,0,0.044,0,0,17.704,0,0,2.941,0.294,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,22.694,6.6,0,6.6,0.8,0,0,0,0.8,0.2,0,78,0,78,13,1.3,0,0,0,0,0.1,0.1,,
NLA06608-0407,1,PROB_Lake,Target_Sampled,0.970677055,97.06770547,0.970677055,0,0.563,0,0.009,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0.317,0,0,0,0,0,0.047,0,0,0,0,0.973,58,0,58,0.9,0,0,0,0.9,0,0,0,0,0,0,3.8,0,32.7,32.7,0,4.8,4.8,,
NLA06608-0408,1,PROB_Lake,Target_Sampled,33.16882255,3316.882255,33.16882255,0,0.912,0,0.057,0.002,0,0,0,0,2.142,0.133,0,0,0,29.916,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,33.169,2.7,0,2.7,0.2,0,0,0,0.2,0,6.5,0.4,0,6.9,0,90.2,0,0,0,0,0,0,,
NLA06608-0413,1,PROB_Lake,Target_Sampled,6.940415637,694.0415637,6.940415637,0,0.122,0,0.343,0.042,0,0,0.016,0,1.097,2.626,0.301,0,0.039,0.167,0,0,0,0.59,1.549,0.051,0,0,0,0,0,0,0,0,0,6.943,1.8,0,1.8,4.9,0.6,0,0,5.5,0.2,15.8,37.8,4.3,57.9,0.6,2.4,8.5,22.3,30.8,0.7,0,0.7,,
NLA06608-0414,1,PROB_Lake,Target_Sampled,4.252180296,425.2180296,4.252180296,0,0.047,0,0.101,0,0,0,0,0,2.62,0.005,0,0,0,0.086,0,0,0,0,0,0.66,0,0,0,0,0.738,0,0,0,0,4.257,1.1,0,1.1,2.4,0,0,0,2.4,0,61.6,0.1,0,61.7,0,2,0,0,0,15.5,17.4,32.9,,
NLA06608-0418,1,PROB_Lake,Target_Sampled,2.211010459,221.1010459,2.211010459,0,0.701,0,0.086,0.023,0,0,0,0,0.631,0.389,0.287,0,0,0,0,0,0,0.049,0,0.045,0,0,0,0,0,0,0,0,0,2.211,31.7,0,31.7,3.9,1,0,0,4.9,0,28.5,17.6,13,59.1,0,0,2.2,0,2.2,2,0,2,,
NLA06608-0421,1,PROB_Lake,Target_Sampled,12.49866165,1249.866165,12.49866165,0,0.493,0,1.474,1.049,0.212,0.02,0,0,2.719,0.942,1.47,0,0,0,0,0,0,0.019,0.796,3.139,0,0,0,0,0.167,0,0,0,0,12.5,3.9,0,3.9,11.8,8.4,1.7,0.2,22.1,0,21.8,7.5,11.8,41.1,0,0,0.2,6.4,6.6,25.1,1.3,26.4,,
NLA06608-0425,1,PROB_Lake,Target_Sampled,174.6328042,17463.28042,174.6328042,0,1.564,0,1.275,1.056,0.158,0,0.713,0,33.771,56.161,8.679,0,66.932,2.585,0,0,0,0.387,0.745,0.606,0,0,0,0,0,0,0,0,0,174.632,0.9,0,0.9,0.7,0.6,0.1,0,1.4,0.4,19.3,32.2,5,56.5,38.3,1.5,0.2,0.4,0.6,0.3,0,0.3,,
NLA06608-0426,1,PROB_Lake,Target_Sampled,7.085521907,708.5521907,7.085521907,0,1.805,0,0.356,0.259,0,0,0,0,2.358,0.267,0.085,0,0.115,0.662,0,0,0,0.02,0.048,0.965,0,0,0,0,0.151,0,0,0,0,7.091,25.5,0,25.5,5,3.7,0,0,8.7,0,33.3,3.8,1.2,38.3,1.6,9.3,0.3,0.7,1,13.6,2.1,15.7,,
NLA06608-0432,1,PROB_Lake,Target_Sampled,2570.762187,257076.2187,2570.762187,0,75.723,0,122.911,51.639,13.645,2.47,3.164,0,466.556,110.552,62.915,0,410.845,7.85,0,0,0,592.854,472.05,161.978,0,0,0,0,15.595,0,0,0,0,2570.747,2.9,0,2.9,4.8,2,0.5,0.1,7.4,0.1,18.1,4.3,2.4,24.8,16,0.3,23.1,18.4,41.5,6.3,0.6,6.9,,
NLA06608-0433,1,PROB_Lake,Target_Sampled,18844.17595,1884417.595,18844.17595,735.129,1453.566,0,574.871,257.837,103.695,27.371,17.762,0,5954.298,2935.861,2603.786,0,329.748,124.238,0,0,0,1793.951,887.39,961.475,0,0,0,0,83.166,0,0,0,0,18844.144,7.7,0,7.7,3.1,1.4,0.6,0.1,5.2,0.1,31.6,15.6,13.8,61,1.7,0.7,9.5,4.7,14.2,5.1,0.4,5.5,,
NLA06608-0435,1,PROB_Lake,Target_Sampled,45.73855548,4573.855548,45.73855548,0,2.815,0,0.911,0,0,0,0,0,28.462,1.571,2.129,0,0.306,0.107,0,0,0,0.077,0.603,7.484,0,0,0,0,1.27,0,0,0,0,45.735,6.2,0,6.2,2,0,0,0,2,0,62.2,3.4,4.7,70.3,0.7,0.2,0.2,1.3,1.5,16.4,2.8,19.2,,
NLA06608-0436,1,PROB_Lake,Target_Sampled,4000.763172,400076.3172,4000.763172,0,194.873,0,158.252,51.677,13.945,5.561,1.8,0,1627.509,821.732,622.76,0,22.105,71.307,0,0,0,392.356,2.122,14.296,0,0,0,0,0.502,0,0,0,0,4000.797,4.9,0,4.9,4,1.3,0.3,0.1,5.7,0,40.7,20.5,15.6,76.8,0.6,1.8,9.8,0.1,9.9,0.4,0,0.4,,
NLA06608-0439,1,PROB_Lake,Lake_Shallow,8.996990048,899.6990048,8.996990048,0,1.231,0,0.221,0.005,0,0,0,0,0.013,0,0,0,0.49,4.145,0,0,0,1.348,1.506,0,0,0,0,0,0.042,0,0,0,0,9.001,13.7,0,13.7,2.5,0.1,0,0,2.6,0,0.1,0,0,0.1,5.4,46.1,15,16.7,31.7,0,0.5,0.5,,
NLA06608-0440,1,PROB_Lake,Target_Sampled,41.47348549,4147.348549,41.47348549,0,2.516,0,2.485,0.008,0.01,0,0.014,0,1.082,0.006,0,0,0,19.67,0,0,0,0,15.692,0,0,0,0,0,0,0,0,0,0,41.483,6.1,0,6.1,6,0,0,0,6,0,2.6,0,0,2.6,0,47.4,0,37.8,37.8,0,0,0,,
NLA06608-0442,1,PROB_Lake,Target_Sampled,31.36362524,3136.362524,31.36362524,0,2.556,0,1.417,0.415,0,0,0,0,0.077,0,0,0,0,6.456,0,0,0,0,18.817,0.041,0,0,0,0,1.576,0,0,0,0,31.355,8.1,0,8.1,4.5,1.3,0,0,5.8,0,0.2,0,0,0.2,0,20.6,0,60,60,0.1,5,5.1,,
NLA06608-0444,1,PROB_Lake,Target_Sampled,0.662718791,66.27187911,0.662718791,0,0.082,0,0.263,0.062,0,0,0,0,0.086,0.008,0.011,0,0.092,0,0,0,0,0.029,0.015,0.016,0,0,0,0,0,0,0,0,0,0.664,12.4,0,12.4,39.7,9.4,0,0,49.1,0,13,1.2,1.7,15.9,13.9,0,4.4,2.3,6.7,2.4,0,2.4,,
NLA06608-0445,1,PROB_Lake,Target_Sampled,12.38177893,1238.177893,12.38177893,0,0.446,0,1.337,0.373,0.13,0.014,0,0,5.044,0.074,0,0,0,0.485,0,0,0,3.246,1.235,0,0,0,0,0,0,0,0,0,0,12.384,3.6,0,3.6,10.8,3,1,0.1,14.9,0,40.7,0.6,0,41.3,0,3.9,26.2,10,36.2,0,0,0,,
NLA06608-0447,1,PROB_Lake,Target_Sampled,14.16432904,1416.432904,14.16432904,0,0.748,0,0.412,0.068,0.006,0,0,0,12.507,0.094,0.058,0,0.004,0.098,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,14.168,5.3,0,5.3,2.9,0.5,0,0,3.4,0,88.3,0.7,0.4,89.4,0,0.7,1.2,0,1.2,0,0,0,,
NLA06608-0449,1,PROB_Lake,Target_Sampled,38.24981775,3824.981775,38.24981775,0,0.737,0,0.208,0.153,0.1,0,0,0,0.062,29.501,0,0,5.34,1.739,0,0,0,0.139,0,0.15,0,0,0,0,0.131,0,0,0,0,38.26,1.9,0,1.9,0.5,0.4,0.3,0,1.2,0,0.2,77.1,0,77.3,14,4.5,0.4,0,0.4,0.4,0.3,0.7,,
NLA06608-0452,1,PROB_Lake,Target_Sampled,1.695570369,169.5570369,1.695570369,0,0.207,0,0.152,0.838,0.348,0.072,0,0,0.007,0,0,0,0.005,0.019,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,1.695,12.2,0,12.2,9,49.4,20.5,4.2,83.1,0,0.4,0,0,0.4,0.3,1.1,0,0,0,2.8,0,2.8,,
NLA06608-0453,1,PROB_Lake,Target_Sampled,30.36207375,3036.207375,30.36207375,0,7.483,0,4.89,5.117,1.293,0.191,0.2,0,0,0.662,0,0,0.19,0.792,0,0,0,4.97,1.698,1.93,0,0,0,0,0.948,0,0,0,0,30.364,24.6,0,24.6,16.1,16.9,4.3,0.6,37.9,0.7,0,2.2,0,2.2,0.6,2.6,16.4,5.6,22,6.4,3.1,9.5,,
NLA06608-0454,1,PROB_Lake,Target_Sampled,49.98981051,4998.981051,49.98981051,0,2.522,0,5.759,7.915,6.617,1.239,0.042,0,11.545,3.72,1.103,0,0.321,0.526,0,0,0,1.539,0.539,6.326,0,0,0,0,0.27,0,0,0,0,49.983,5,0,5,11.5,15.8,13.2,2.5,43,0.1,23.1,7.4,2.2,32.7,0.6,1.1,3.1,1.1,4.2,12.7,0.5,13.2,,
NLA06608-0456,1,PROB_Lake,Target_Sampled,1989.653583,198965.3583,1989.653583,0,100.261,0,118.636,63.777,31.055,8.326,1.026,0,266.357,15.755,0.085,0,0.429,803.435,0,0,0,251.726,312.853,10.778,0,0,0,0,5.191,0,0,0,0,1989.69,5,0,5,6,3.2,1.6,0.4,11.2,0.1,13.4,0.8,0,14.2,0,40.4,12.7,15.7,28.4,0.5,0.3,0.8,,
NLA06608-0458,1,PROB_Lake,Target_Sampled,1470.016599,147001.6599,1470.016599,0,12.986,0,66.247,29.857,6.511,3.123,1.351,0,98.669,251.706,63.311,0,2.551,85.765,0,0,0,138.102,516.831,171.437,0,0,0,0,21.578,0,0,0,0,1470.025,0.9,0,0.9,4.5,2,0.4,0.2,7.1,0.1,6.7,17.1,4.3,28.1,0.2,5.8,9.4,35.2,44.6,11.7,1.5,13.2,,
NLA06608-0459,1,PROB_Lake,Target_Sampled,12.0252632,1202.52632,12.0252632,0,0.588,0,1.344,0.689,0.103,0.005,0.008,0,3.108,0.374,0.397,0,1.138,0.063,0,0,0,3.68,0.463,0.068,0,0,0,0,0,0,0,0,0,12.028,4.9,0,4.9,11.2,5.7,0.9,0,17.8,0.1,25.8,3.1,3.3,32.2,9.5,0.5,30.6,3.9,34.5,0.6,0,0.6,,
NLA06608-0462,1,PROB_Lake,Target_Sampled,19.67049436,1967.049436,19.67049436,0,6.71,0,0.357,0,0,0,0,0,2.68,3.611,5.416,0,0.021,0.006,0,0,0,0,0,0.861,0,0,0,0,0.005,0,0,0,0,19.667,34.1,0,34.1,1.8,0,0,0,1.8,0,13.6,18.4,27.5,59.5,0.1,0,0,0,0,4.4,0,4.4,,
NLA06608-0463,1,PROB_Lake,Target_Sampled,2117.272775,211727.2775,2117.272775,0,89.87,0,348.124,213.512,77.064,28.858,6.957,0,400.554,14.077,18.319,0,4.042,39.641,0,0,0,281.015,264.966,289.977,0,0,0,0,40.284,0,0,0,0,2117.26,4.2,0,4.2,16.4,10.1,3.6,1.4,31.5,0.3,18.9,0.7,0.9,20.5,0.2,1.9,13.3,12.5,25.8,13.7,1.9,15.6,,
NLA06608-0467,1,PROB_Lake,Target_Sampled,168.9472021,16894.72021,168.9472021,0,3.789,0,7.463,2.908,0.274,0.094,0.078,0,26.933,1.783,0.159,0,2.415,1.576,0,0,0,22.625,80.871,5.423,0,0,0,0,12.559,0,0,0,0,168.95,2.2,0,2.2,4.4,1.7,0.2,0.1,6.4,0,15.9,1.1,0.1,17.1,1.4,0.9,13.4,47.9,61.3,3.2,7.4,10.6,,
NLA06608-0468,1,PROB_Lake,Target_Sampled,13.30346544,1330.346544,13.30346544,0,0.144,0.176,0,0,0,0,7.372,0,0.068,2.223,0,0,0,2.879,0,0,0,0,0,0.431,0,0,0,0,0.014,0,0,0,0,13.307,1.1,1.3,2.4,0,0,0,0,0,55.4,0.5,16.7,0,17.2,0,21.6,0,0,0,3.2,0.1,3.3,,
