SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_OE5,INDXSAMP_OE5,OE5,OE5_COND,OE5_COND_985,OE5_COND_R,SHORT_ID,FLAG_OE5,COMMENT_OE5
NLA06608-0193,1,PROB_Lake,Target_Sampled,Target,48.7043858,-121.1758404,WA,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_WA_(50,100]",0.03721956,26.60894707,7.9382975,WA,NO,WMTNS,WMT,77,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,17,17110005,,,YES,YES,YES,0.220419,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0249,,
NLA06608-0195,1,PROB_Lake,Target_Sampled,Target,46.8919755,-99.0810106,ND,Region_8,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,679.7800111,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,N,10,10160002,,,YES,YES,YES,0.327089,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0251,,
NLA06608-0196,1,PROB_Lake,Target_Sampled,Target,38.7769252,-88.0616458,IL,Region_5,"(50,100]",,NLALake,Panel_1,"TPL_IL_(50,100]",0.03221882,30.73897208,18.4678725,IL,YES,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,N,5,5120114,,,YES,YES,YES,0.300934,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0252,,
NLA06608-0198,1,PROB_Lake,Target_Sampled,Target,41.713076,-70.0895413,MA,Region_1,"(50,100]",,NLALake,Panel_1,"CPL_MA_(50,100]",0.02011206,49.24276344,31.5940409,MA,YES,PLNLOW,CPL,84,XIV,Eastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,N,1,1090002,,,YES,YES,YES,0.501093,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0254,,
NLA06608-0201,1,PROB_Lake,Target_Sampled,Target,39.1122501,-120.4416484,CA,Region_9,>100,,NLALake,Panel_1,WMT_CA_>100,0.02386782,41.49409224,24.8022361,CA,NO,WMTNS,WMT,5,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,REF,N,18,18020128,,,YES,YES,YES,1.085082,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0257,,
NLA06608-0203,1,PROB_Lake,Target_Sampled,Target,34.0063327,-87.3160987,AL,Region_4,>100,,NLALake,Panel_1,SAP_AL_>100,0.04996823,10.0064041,3.1297178,AL,NO,EHIGH,SAP,68,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,REF,N,3,3160110,,,YES,YES,YES,1.086705,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0259,,
NLA06608-0204,1,PROB_Lake,Target_Sampled,Target,35.4359245,-99.2419746,OK,Region_6,"(20,50]",,NLALake,Panel_1,"SPL_OK_(20,50]",0.02910147,34.0317304,9.3464996,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,Y,11,11130302,,,YES,YES,YES,0.602118,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0260,,
NLA06608-0207,1,PROB_Lake,Target_Sampled,Target,32.6030125,-84.818076,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,3,3130003,,,YES,YES,YES,0.580105,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0263,,
NLA06608-0207,2,PROB_Lake,Target_Sampled,Target,32.6030125,-84.818076,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,3,3130003,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0208,1,PROB_Lake,Target_Sampled,Target,35.583845,-90.9632959,AR,Region_6,"(50,100]",,NLALake,Panel_1,"CPL_AR_(50,100]",0.0153186,64.65169053,31.3730904,AR,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,N,8,8020302,,,YES,YES,YES,0.900087,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0265,,
NLA06608-0209,1,PROB_Lake,Target_Sampled,Target,47.57601,-122.0836788,WA,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,TRASH,N,17,17110012,,,YES,YES,YES,0.620038,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0266,,
NLA06608-0209,2,PROB_Lake,Target_Sampled,Target,47.57601,-122.0836788,WA,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,TRASH,N,17,17110012,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0211,1,PROB_Lake,Target_Sampled,Target,47.4653421,-95.7698221,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,REF,N,9,9020301,,,YES,YES,YES,0.921554,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0269,,
NLA06608-0212,1,PROB_Lake,Target_Sampled,Target,39.0276686,-86.468475,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,YES,EHIGH,SAP,71,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,5,5120208,,,YES,YES,YES,1.134456,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0270,,
NLA06608-0215,1,PROB_Lake,Target_Sampled,Target,45.2593824,-94.9644135,MN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,7,7010204,,,YES,YES,YES,0.646866,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0273,,
NLA06608-0216,1,PROB_Lake,Target_Sampled,Target,40.3285507,-96.5287762,NE,Region_7,"(20,50]",,NLALake,Panel_1,"TPL_NE_(20,50]",0.01204484,82.2238476,21.009679,NE,NO,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10270202,,,YES,YES,YES,0.513163,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0274,,
NLA06608-0217,1,PROB_Lake,Target_Sampled,Target,36.1528831,-79.1460479,NC,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_NC_(50,100]",0.06492479,15.25416276,11.5648715,NC,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,3,3020201,,,YES,YES,YES,0.944849,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0275,,
NLA06608-0219,1,PROB_Lake,Target_Sampled,Target,41.4004365,-85.3710292,IN,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,4,4050001,,,YES,YES,YES,1.239519,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0277,,
NLA06608-0220,1,PROB_Lake,Target_Sampled,Target,42.5046548,-100.5303638,NE,Region_7,"(20,50]",,NLALake,Panel_1,"SPL_NE_(20,50]",0.02472871,40.04953639,10.2333803,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,N,10,10150004,,,YES,YES,YES,0.954879,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0278,,
NLA06608-0221,1,PROB_Lake,Target_Sampled,Target,37.2991359,-76.8212295,VA,Region_3,"(10,20]",,NLALake,Panel_1,"CPL_VA_(10,20]",0.00908188,109.0493485,55.9291268,VA,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,Y,2,2080206,,,YES,YES,YES,0.806486,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0279,,
NLA06608-0222,1,PROB_Lake,Target_Sampled,Target,48.4068932,-102.9398075,ND,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10110101,,,YES,YES,YES,0.366503,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0280,,
NLA06608-0223,1,PROB_Lake,Target_Sampled,Target,33.58413,-84.2075299,GA,Region_4,"(20,50]",,NLALake,Panel_1,"SAP_GA_(20,50]",0.01138647,86.97810692,46.4134289,GA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,3,3070103,,,YES,YES,YES,0.450278,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0281,,
NLA06608-0223,2,PROB_Lake,Target_Sampled,Target,33.58413,-84.2075299,GA,Region_4,"(20,50]",,NLALake,Panel_1,"SAP_GA_(20,50]",0.01138647,86.97810692,46.4134289,GA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,3,3070103,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0224,1,PROB_Lake,Target_Sampled,Target,37.6478366,-90.5898421,MO,Region_7,"(50,100]",,NLALake,Panel_1,"SAP_MO_(50,100]",0.05650101,17.52841975,4.6633817,MO,NO,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,8,8020202,,,YES,YES,YES,0.786337,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0283,,
NLA06608-0224,2,PROB_Lake,Target_Sampled,Target,37.6478366,-90.5898421,MO,Region_7,"(50,100]",,NLALake,Panel_1,"SAP_MO_(50,100]",0.05650101,17.52841975,4.6633817,MO,NO,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,8,8020202,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0225,1,PROB_Lake,Target_Sampled,Target,47.4803998,-112.5389845,MT,Region_8,>100,,NLALake,Panel_1,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,Y,10,10030104,,,YES,YES,YES,0.365824,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0285,,
NLA06608-0225,2,PROB_Lake,Target_Sampled,Target,47.4803998,-112.5389845,MT,Region_8,>100,,NLALake,Panel_1,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,Y,10,10030104,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0226,1,PROB_Lake,Target_Sampled,Target,43.1995256,-71.2474086,NH,Region_1,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,563.1166746,NH,NO,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,Y,1,1070002,,,YES,YES,YES,0.69642,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0287,,
NLA06608-0228,1,PROB_Lake,Target_Sampled,Target,38.0621971,-103.6093941,CO,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.3763008,CO,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,11,11020008,,,YES,YES,YES,0.430347,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0288,,
NLA06608-0228,2,PROB_Lake,Target_Sampled,Target,38.0621971,-103.6093941,CO,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.3763008,CO,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,11,11020008,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0229,1,PROB_Lake,Target_Sampled,Target,43.9529554,-74.449008,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,N,4,4150305,,,YES,YES,YES,0.983124,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0290,,
NLA06608-0234,1,PROB_Lake,Target_Sampled,Target,43.2185569,-85.4679966,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,4,4050006,,,YES,YES,YES,1.155275,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0294,,
NLA06608-0235,1,PROB_Lake,Target_Sampled,Target,41.3229061,-85.7547779,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,5,5120106,,,YES,YES,YES,1.178228,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0295,,
NLA06608-0237,1,PROB_Lake,Target_Sampled,Target,38.3884904,-115.1177953,NV,Region_9,"(50,100]",,NLALake,Panel_1,"XER_NV_(50,100]",0.16438986,6.02454041,0.9414925,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,15,15010011,,,YES,YES,YES,0.633021,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0297,,
NLA06608-0237,2,PROB_Lake,Target_Sampled,Target,38.3884904,-115.1177953,NV,Region_9,"(50,100]",,NLALake,Panel_1,"XER_NV_(50,100]",0.16438986,6.02454041,0.9414925,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,15,15010011,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0238,1,PROB_Lake,Target_Sampled,Target,46.5788167,-94.1753168,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,N,7,7010105,,,YES,YES,YES,0.883818,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0299,,
NLA06608-0239,1,PROB_Lake,Target_Sampled,Target,35.0189509,-85.5598072,TN,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.5552988,TN,YES,EHIGH,SAP,68,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,6,6020004,,,YES,YES,YES,0.882204,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0300,,
NLA06608-0240,1,PROB_Lake,Target_Sampled,Target,48.4775695,-107.5902123,MT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10050004,,,YES,YES,YES,0.531018,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0301,,
NLA06608-0241,1,PROB_Lake,Target_Sampled,Target,42.2915429,-111.7292621,ID,Region_10,>100,,NLALake,Panel_1,XER_ID_>100,0.08201685,12.07524339,3.7431827,ID,NO,WMTNS,XER,80,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,16,16010202,,,YES,YES,YES,0.641064,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0302,,
NLA06608-0242,1,PROB_Lake,Target_Sampled,Target,41.568323,-71.9105117,CT,Region_1,>100,,NLALake,Panel_1,NAP_CT_>100,0.05177385,19.12883297,21.5571734,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,N,1,1100001,,,YES,YES,YES,0.809456,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0303,,
NLA06608-0243,1,PROB_Lake,Target_Sampled,Target,44.7364729,-100.7421974,SD,Region_8,>100,,NLALake,Panel_1,NPL_SD_>100,0.09173631,10.79587135,5.4536491,SD,YES,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10130102,,,YES,NOT DONE,YES,,5:NOT ASSESSED,5:NOT ASSESSED,5:NOT ASSESSED,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated
NLA06608-0244,1,PROB_Lake,Target_Sampled,Target,33.739388,-99.2319984,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,N,11,11130206,,,YES,NOT DONE,YES,,5:NOT ASSESSED,5:NOT ASSESSED,5:NOT ASSESSED,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated
NLA06608-0245,1,PROB_Lake,Target_Sampled,Target,38.3639678,-122.1300516,CA,Region_9,>100,,NLALake,Panel_1,XER_CA_>100,0.02573205,38.48792767,23.0053634,CA,NO,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,Y,18,18050001,,,YES,YES,YES,0.413912,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0306,,
NLA06608-0247,1,PROB_Lake,Target_Sampled,Target,43.5347421,-96.96004,SD,Region_8,"(50,100]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,YES,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,N,10,10170203,,,YES,YES,YES,0.45975,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0308,,
NLA06608-0253,1,PROB_Lake,Target_Sampled,Target,32.4773684,-81.8306872,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,N,3,3060203,,,YES,YES,YES,0.544647,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0312,,
NLA06608-0254,1,PROB_Lake,Target_Sampled,Target,47.9667831,-99.0949499,ND,Region_8,"(50,100]",,NLALake,Panel_1,"TPL_ND_(50,100]",0.01126218,87.938001,79.2455237,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,N,9,9020201,,,YES,YES,YES,0.370698,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0313,,
NLA06608-0255,1,PROB_Lake,Target_Sampled,Target,35.9483577,-85.3193018,TN,Region_4,"(20,50]",,NLALake,Panel_1,"SAP_TN_(20,50]",0.03714234,26.66427285,29.1198737,TN,NO,EHIGH,SAP,68,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,5,5130108,,,YES,YES,YES,0.598462,3:> 40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0314,,
NLA06608-0257,1,PROB_Lake,Target_Sampled,Target,48.5413951,-115.2253416,MT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,17,17010101,,,YES,YES,YES,1.435203,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0315,,
NLA06608-0259,1,PROB_Lake,Target_Sampled,Target,46.3742121,-98.9912397,ND,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,N,10,10160004,,,YES,YES,YES,0.776584,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0317,,
NLA06608-0260,1,PROB_Lake,Target_Sampled,Target,36.6734362,-106.6907196,NM,Region_6,>100,,NLALake,Panel_1,WMT_NM_>100,0.17269874,5.73468789,7.4615296,NM,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,13,13020102,,,YES,YES,YES,0.609649,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0318,,
NLA06608-0268,1,PROB_Lake,Target_Sampled,Target,35.5084897,-96.3212198,OK,Region_6,>100,,NLALake,Panel_1,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,N,11,11100303,,,YES,YES,YES,0.889694,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0324,,
NLA06608-0271,1,PROB_Lake,Target_Sampled,Target,40.4778707,-83.8790661,OH,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,6.7100082,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,N,5,5080001,,,YES,NOT CALCULATED,YES,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0275,1,PROB_Lake,Target_Sampled,Target,46.2719907,-99.3808764,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,N,10,10130106,,,YES,YES,YES,0.374269,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0328,,
NLA06608-0276,1,PROB_Lake,Target_Sampled,Target,38.776371,-105.0043919,CO,Region_8,"(20,50]",,NLALake,Panel_1,"WMT_CO_(20,50]",0.01718414,57.63300104,24.839161,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,REF,N,11,11020002,,,YES,YES,YES,0.810345,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0329,,
NLA06608-0277,1,PROB_Lake,Target_Sampled,Target,42.6781739,-113.4006122,ID,Region_10,>100,,NLALake,Panel_1,XER_ID_>100,0.08201685,12.07524339,3.7431827,ID,NO,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,17,17040209,,,YES,YES,YES,0.893205,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,1:LEAST DISTURBED,L0330,,
NLA06608-0279,1,PROB_Lake,Target_Sampled,Target,44.1924423,-93.8978566,MN,Region_5,"(50,100]",,NLALake,Panel_1,"TPL_MN_(50,100]",0.00404755,244.6847348,176.788656,MN,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,N,7,7020011,,,YES,YES,YES,0.6847,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0332,,
NLA06608-0280,1,PROB_Lake,Target_Sampled,Target,32.0898949,-95.8942635,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,N,12,12030201,,,YES,YES,YES,0.711728,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0333,,
