SITE_ID,YEAR,VISIT_NO,DATE_PROFILE,SAMPLED_PROFILE,DEPTH,METALIMNION,TEMP_FIELD,DO_FIELD,PH_FIELD,COND_FIELD,FLAG_PROFILE,COMMENT_PROFILE
NLA06608-0257,2007,1,7/18/2007,YES,34,,10.2,8.8,8,107.9,,
NLA06608-0257,2007,1,7/18/2007,YES,36,,9.8,8.9,8,109.8,,
NLA06608-0257,2007,1,7/18/2007,YES,38,,9.6,8.7,8,109.8,,
NLA06608-0257,2007,1,7/18/2007,YES,40,,9.2,8.7,8,112.2,,
NLA06608-0257,2007,1,7/18/2007,YES,42,,8.9,8.7,8,114.3,,
NLA06608-0257,2007,1,7/18/2007,YES,44,,8.4,8.7,8,118.7,,
NLA06608-0257,2007,1,7/18/2007,YES,46,,8,8.9,8,120.2,,
NLA06608-0257,2007,1,7/18/2007,YES,48,,7.7,9.1,8,118.9,,
NLA06608-0257,2007,1,7/18/2007,YES,48.3,,7.5,9.1,8,118.1,,
NLA06608-0259,2007,1,6/14/2007,YES,0,,21.3,5.3,7.68,1168,,
NLA06608-0259,2007,1,6/14/2007,YES,0.5,,21.3,5.1,7.67,1165,,
NLA06608-0259,2007,1,6/14/2007,YES,1,,21.2,4.3,7.62,1167,,
NLA06608-0259,2007,1,6/14/2007,YES,1.5,,21.1,3.5,7.59,1169,,
NLA06608-0260,2007,1,8/30/2007,YES,0,,21.2,7.5,7.8,181,,
NLA06608-0260,2007,1,8/30/2007,YES,1,,21.1,7.5,7.9,181,,
NLA06608-0260,2007,1,8/30/2007,YES,2,,21,7.5,8,181,,
NLA06608-0260,2007,1,8/30/2007,YES,3,,20.9,7.4,8,181,,
NLA06608-0260,2007,1,8/30/2007,YES,4,,20.9,7.4,8.1,181,,
NLA06608-0260,2007,1,8/30/2007,YES,5,,20.9,7.4,8.1,181,,
NLA06608-0260,2007,1,8/30/2007,YES,6,,20.7,7.3,8.1,181,,
NLA06608-0260,2007,1,8/30/2007,YES,7,,20.7,7.3,8.1,182,,
NLA06608-0260,2007,1,8/30/2007,YES,8,T,17.7,4,7.8,177,,
NLA06608-0260,2007,1,8/30/2007,YES,9,,15.4,3.8,7.7,179,,
NLA06608-0260,2007,1,8/30/2007,YES,10,,14.1,4,7.7,183,,
NLA06608-0260,2007,1,8/30/2007,YES,11,B,13.1,4.4,7.7,183,,
NLA06608-0260,2007,1,8/30/2007,YES,12,,12.7,4.8,7.7,186,,
NLA06608-0260,2007,1,8/30/2007,YES,13,,12.5,5,7.6,185,,
NLA06608-0260,2007,1,8/30/2007,YES,14,,12.2,5.2,7.3,184,,
NLA06608-0260,2007,1,8/30/2007,YES,15,,11.8,5.5,7.2,185,,
NLA06608-0260,2007,1,8/30/2007,YES,16,,11.6,5.7,7.2,186,,
NLA06608-0260,2007,1,8/30/2007,YES,17,,11.5,5.9,7.2,185,,
NLA06608-0260,2007,1,8/30/2007,YES,18,,11.4,5.9,7.1,185,,
NLA06608-0260,2007,1,8/30/2007,YES,19,,11.2,6.1,7.1,186,,
NLA06608-0260,2007,1,8/30/2007,YES,20,,11,6.4,7.1,186,,
NLA06608-0260,2007,1,8/30/2007,YES,22,,10.7,6.5,7.1,187,,
NLA06608-0260,2007,1,8/30/2007,YES,24,,10.5,6.8,7.1,188,,
NLA06608-0260,2007,1,8/30/2007,YES,26,,10.4,6.8,7.1,188,,
NLA06608-0260,2007,1,8/30/2007,YES,28,,10.2,6.7,7.1,189,,
NLA06608-0260,2007,1,8/30/2007,YES,30,,10,6.7,7.1,190,,
NLA06608-0260,2007,1,8/30/2007,YES,32,,9.9,6.8,7.1,190,,
NLA06608-0260,2007,1,8/30/2007,YES,34,,9.8,6.8,7.1,190,,
NLA06608-0260,2007,1,8/30/2007,YES,36,,9.7,6.8,7.1,191,,
NLA06608-0260,2007,1,8/30/2007,YES,38,,9.6,6.7,7.1,191,,
NLA06608-0260,2007,1,8/30/2007,YES,40,,9.6,0.3,6.9,251,,
NLA06608-0260,2007,1,8/30/2007,YES,41,,9.6,0.1,6.8,255,,
NLA06608-0260,2007,1,8/30/2007,YES,42,,9.6,0.1,6.8,254,,
NLA06608-0260,2007,1,8/30/2007,YES,44,,9.6,0.1,6.8,255,,
NLA06608-0260,2007,1,8/30/2007,YES,48,,9.6,0,6.8,255,,
NLA06608-0268,2007,1,9/10/2007,YES,0.1,,27.27,6.63,7.53,178.5,,
NLA06608-0268,2007,1,9/10/2007,YES,1,,27.57,6.52,7.51,179.3,,
NLA06608-0268,2007,1,9/10/2007,YES,2,,27.6,6.5,7.49,178.8,,
NLA06608-0268,2007,1,9/10/2007,YES,3,,27.61,6.32,7.46,179.1,,
NLA06608-0268,2007,1,9/10/2007,YES,4,,27.34,5.04,7.25,179.5,,
NLA06608-0268,2007,1,9/10/2007,YES,5,T,26.76,3.13,7.07,184.4,,
NLA06608-0268,2007,1,9/10/2007,YES,6,,24.12,0.15,7.16,230.1,,
NLA06608-0268,2007,1,9/10/2007,YES,7,B,19.73,0.13,7.3,269.9,,
NLA06608-0268,2007,1,9/10/2007,YES,7.8,,19.35,0.12,7.33,274.5,,
NLA06608-0271,2007,1,6/27/2007,YES,0,,25.67,,8.56,420,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0271,2007,1,6/27/2007,YES,0.5,,25.7,,8.56,421,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0271,2007,1,6/27/2007,YES,1,,25.7,,8.56,420,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0271,2007,1,6/27/2007,YES,1.5,,25.7,,8.56,420,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0275,2007,1,6/21/2007,YES,0,,19.86,8.48,8.62,4506,,
NLA06608-0275,2007,1,6/21/2007,YES,0.5,,19.89,8.46,8.62,4504,,
NLA06608-0275,2007,1,6/21/2007,YES,1,,19.8,8.43,8.62,4506,,
NLA06608-0275,2007,1,6/21/2007,YES,1.5,,19.76,8.39,8.62,4506,,
NLA06608-0275,2007,1,6/21/2007,YES,2,,19.14,8.35,8.62,4506,,
NLA06608-0275,2007,1,6/21/2007,YES,2.5,,19.72,8.32,8.62,4507,,
NLA06608-0276,2007,1,8/7/2007,YES,0,,15.5,7,7.46,31,,
NLA06608-0276,2007,1,8/7/2007,YES,1,,15.4,7.1,7.48,31,,
NLA06608-0276,2007,1,8/7/2007,YES,2,,15.4,7,7.45,31,,
NLA06608-0276,2007,1,8/7/2007,YES,3,,15.3,7,7.43,31,,
NLA06608-0276,2007,1,8/7/2007,YES,4,,15.3,6.97,7.37,31,,
NLA06608-0276,2007,1,8/7/2007,YES,5,,15,6.93,7.34,31,,
NLA06608-0276,2007,1,8/7/2007,YES,6,,14.6,6.9,7.29,32,,
NLA06608-0276,2007,1,8/7/2007,YES,7,,11,6.78,7.04,32,,
NLA06608-0276,2007,1,8/7/2007,YES,8,,8.73,4.8,6.84,33,,
NLA06608-0276,2007,1,8/7/2007,YES,9,,7.84,3.45,6.74,34,,
NLA06608-0276,2007,1,8/7/2007,YES,10,,7.4,1.48,6.63,36,,
NLA06608-0276,2007,1,8/7/2007,YES,11,,7,0.42,6.54,38,,
NLA06608-0276,2007,1,8/7/2007,YES,12,,6.84,0.18,6.44,43,,
NLA06608-0276,2007,1,8/7/2007,YES,13,,6.66,0.08,6.45,52,,
NLA06608-0277,2007,1,7/20/2007,YES,0,,22.7,6.7,8.6,456,,
NLA06608-0277,2007,1,7/20/2007,YES,1,,22.8,6.3,8.6,455,,
NLA06608-0277,2007,1,7/20/2007,YES,2,,22.8,6.2,8.6,457,,
NLA06608-0277,2007,1,7/20/2007,YES,3,,22.7,6.1,8.7,454,,
NLA06608-0277,2007,1,7/20/2007,YES,4,,22.7,6,8.7,454,,
NLA06608-0277,2007,1,7/20/2007,YES,5,,22.7,5.9,8.7,455,,
NLA06608-0277,2007,1,7/20/2007,YES,6,,22.7,5.9,8.7,455,,
NLA06608-0277,2007,1,7/20/2007,YES,7,,22.7,5.8,8.7,455,,
NLA06608-0277,2007,1,7/20/2007,YES,7.6,,22.7,5.7,8.7,456,,
NLA06608-0279,2007,1,8/8/2007,YES,0,,24.3,8.8,9.5,267,,
NLA06608-0279,2007,1,8/8/2007,YES,0.5,,24.3,8.6,9.5,267,,
NLA06608-0279,2007,1,8/8/2007,YES,1,,24.3,8.4,9.4,268,,
NLA06608-0279,2007,1,8/8/2007,YES,1.5,,24.2,7,9.3,269,,
NLA06608-0279,2007,1,8/8/2007,YES,2,,23.2,1.3,8.2,280,,
NLA06608-0280,2007,1,7/25/2007,YES,0,,28.8,4.4,6.9,107.5,,
NLA06608-0280,2007,1,7/25/2007,YES,0.5,,28.8,4.2,6.8,107.3,,
NLA06608-0280,2007,1,7/25/2007,YES,1,,28.7,4.2,6.8,107.6,,
NLA06608-0280,2007,1,7/25/2007,YES,1.5,,28.5,1.9,6.6,109.3,,
NLA06608-0280,2007,1,7/25/2007,YES,2,,27.9,0.2,6.5,125.1,,
NLA06608-0281,2007,1,6/20/2007,YES,0,,27.4,,8.4,132.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0281,2007,1,6/20/2007,YES,1,T,27.5,,8.4,134.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0281,2007,1,6/20/2007,YES,2,,26.1,,7.7,129.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0281,2007,1,6/20/2007,YES,3,,24.4,,6.9,123.4,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0281,2007,1,6/20/2007,YES,3.7,B,20.8,,6.9,139.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0283,2007,1,7/9/2007,YES,0,,31.3,5.6,7.4,365.2,F1,BARGE PASSED THROUGH SAMPLING POINT JUST BEFORE SAMPLING
NLA06608-0283,2007,1,7/9/2007,YES,1,,31,5.4,7.4,362.5,,
NLA06608-0283,2007,1,7/9/2007,YES,2,,31,5.4,7.4,359.7,,
NLA06608-0283,2007,1,7/9/2007,YES,3,,30.9,5.3,7.4,358.9,,
NLA06608-0283,2007,1,7/9/2007,YES,4,,30.9,5.3,7.4,356.8,,
NLA06608-0283,2007,1,7/9/2007,YES,5,,30.3,5.1,7.3,283,,
NLA06608-0283,2007,1,7/9/2007,YES,6.9,,30.1,5,7.3,261.6,,
NLA06608-0283,2007,1,7/9/2007,YES,7,,30.1,5,7.3,260.3,,
NLA06608-0283,2007,1,7/9/2007,YES,8,,30.1,5,7.3,260.4,,
NLA06608-0283,2007,1,7/9/2007,YES,9,,32,4.9,7.3,255.3,,
NLA06608-0283,2007,1,7/9/2007,YES,10,,30,4.9,7.3,252.5,,
NLA06608-0283,2007,1,7/9/2007,YES,11,,30,4.9,7.3,248,,
NLA06608-0283,2007,1,7/9/2007,YES,12,,30,4.9,7.3,248,,
NLA06608-0283,2007,1,7/9/2007,YES,13,,30,4.9,7.3,248,,
NLA06608-0283,2007,1,7/9/2007,YES,14,,30,4.9,7.3,248.3,,
NLA06608-0283,2007,1,7/9/2007,YES,15,,30,4.9,7.3,247.4,,
NLA06608-0283,2007,1,7/9/2007,YES,15.4,,30,4.8,7.3,246.6,,
NLA06608-0284,2007,1,7/30/2007,YES,0.1,T,30.65,6.44,7.69,905.7,,
NLA06608-0284,2007,1,7/30/2007,YES,1,B,28.78,3.12,7.4,919.4,,
NLA06608-0284,2007,1,7/30/2007,YES,1.2,,28.48,3.25,7.4,942.3,,
NLA06608-0285,2007,1,7/24/2007,YES,0,,25.6,10.5,8.8,147,,
NLA06608-0285,2007,1,7/24/2007,YES,0.5,,25,11.2,8.9,147,,
NLA06608-0285,2007,1,7/24/2007,YES,1,,23.9,11.5,8.5,148,,
NLA06608-0285,2007,1,7/24/2007,YES,1.5,,23.7,5.7,7.2,149,,
NLA06608-0286,2007,1,8/8/2007,YES,0,,24.1,8,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,1,,24,7.9,8.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,2,,24,7.9,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,3,,23.9,7.9,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,4,,23.9,7.8,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,5,,23.7,7.8,7.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,6,T,22.4,8,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,7,,17,10.4,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,8,,12.5,11.2,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,9,,9.7,10.5,6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,10,,8.2,8.9,5.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,11,,7.1,7.3,5.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,12,,6.4,5.1,5.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,13,,6.1,3.9,5.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,13.5,,5.9,2.7,5.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,14,,5.9,1.8,5.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,14.5,,5.8,1.6,5.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,15,,5.7,1.3,5.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,15.5,,5.7,0.7,5.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0286,2007,1,8/8/2007,YES,16,,5.7,0.5,5.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0290,2007,1,7/11/2007,YES,0,,21.3,6.6,8,140,,
NLA06608-0290,2007,1,7/11/2007,YES,1,,21.2,6.6,8,140,,
NLA06608-0290,2007,1,7/11/2007,YES,2,,21.2,6.6,8,140,,
NLA06608-0290,2007,1,7/11/2007,YES,2.5,,20.1,5.5,7.8,139,,
NLA06608-0290,2007,2,9/10/2007,YES,0,,19,8.6,8,165,,
NLA06608-0290,2007,2,9/10/2007,YES,0.5,,18.8,8.6,8.1,165,,
NLA06608-0290,2007,2,9/10/2007,YES,1,,14.3,8.1,8.1,167,,
NLA06608-0291,2007,1,7/11/2007,YES,0,,24.4,10.4,8.7,496,,
NLA06608-0291,2007,1,7/11/2007,YES,0.5,,24.4,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,1,,24.4,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,2,,24.4,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,3,,24.4,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,4,,24.4,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,5,,24.3,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,6,,24.3,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,7,,24.3,10.3,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,8,T,24.2,10.1,8.8,496,,
NLA06608-0291,2007,1,7/11/2007,YES,9,,17.9,7.5,8.4,515,,
NLA06608-0291,2007,1,7/11/2007,YES,10,,16.6,7.2,8.4,516,,
NLA06608-0291,2007,1,7/11/2007,YES,11,,16.3,7,8.3,517,,
NLA06608-0291,2007,1,7/11/2007,YES,12,,14.5,7,8.2,518,,
NLA06608-0291,2007,1,7/11/2007,YES,13,,14.3,6.7,8.2,518,,
NLA06608-0291,2007,1,7/11/2007,YES,14,,13.5,6.7,8.2,518,,
NLA06608-0291,2007,1,7/11/2007,YES,15,,13.2,6.9,8.2,518,,
NLA06608-0291,2007,1,7/11/2007,YES,16,,10.8,8.3,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,17,,9.8,9,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,18,,9.7,9.5,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,19,,8.7,10.1,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,20,B,8.6,10.2,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,22,,8.3,10.4,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,24,,7.6,11.2,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,26,,7.5,11.3,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,28,,7.3,11.4,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,30,,6.7,11.7,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,32,,6.3,11.9,8.2,519,,
NLA06608-0291,2007,1,7/11/2007,YES,34,,6.1,11.9,8.2,520,,
NLA06608-0291,2007,1,7/11/2007,YES,36,,5.8,11.8,8.2,520,,
NLA06608-0291,2007,1,7/11/2007,YES,38,,5.6,11.7,8.1,521,,
NLA06608-0291,2007,1,7/11/2007,YES,40,,5.4,11.7,8.1,521,,
NLA06608-0291,2007,1,7/11/2007,YES,42,,5.2,11.5,8.1,522,,
NLA06608-0291,2007,1,7/11/2007,YES,44,,5.2,11.4,8.1,522,,
NLA06608-0291,2007,1,7/11/2007,YES,46,,5.2,11.4,8.1,522,,
NLA06608-0291,2007,1,7/11/2007,YES,48,,5.2,11.3,8,522,,
NLA06608-0291,2007,1,7/11/2007,YES,48.5,,5.2,11.3,8,522,,
NLA06608-0293,2007,1,7/25/2007,YES,0,,25.1,11.1,8.88,353,,
NLA06608-0293,2007,1,7/25/2007,YES,1,,24.3,11.6,8.93,352,,
NLA06608-0293,2007,1,7/25/2007,YES,2,,24,10.7,8.78,353,,
NLA06608-0293,2007,1,7/25/2007,YES,3,T,22.9,6.2,7.73,361,,
NLA06608-0293,2007,1,7/25/2007,YES,4,,20.4,0.62,7.23,391,,
NLA06608-0293,2007,1,7/25/2007,YES,5,,15.7,0.23,7.19,454,,
NLA06608-0293,2007,1,7/25/2007,YES,5.5,,13.5,0.18,7.21,528,,
NLA06608-0294,2007,1,6/26/2007,YES,0.2,,21.5,8.5,8.2,315,,
NLA06608-0294,2007,1,6/26/2007,YES,1,,21.2,8.6,8.2,314.3,,
NLA06608-0294,2007,1,6/26/2007,YES,2,,20.8,8.6,8.2,313.5,,
NLA06608-0294,2007,1,6/26/2007,YES,3,,20.7,8.5,8.2,315.4,,
NLA06608-0294,2007,1,6/26/2007,YES,4,,20.4,8.4,8.2,315.5,,
NLA06608-0294,2007,1,6/26/2007,YES,5,,20.3,7.4,8,318.9,,
NLA06608-0295,2007,1,6/26/2007,YES,0,,23.6,6.85,8.3,1301,,
NLA06608-0295,2007,1,6/26/2007,YES,1,,23.6,6.5,8.3,1302,,
NLA06608-0295,2007,1,6/26/2007,YES,2,,23.6,6.9,8.2,1303,,
NLA06608-0295,2007,1,6/26/2007,YES,3,,23.6,6.2,8.2,1302,,
NLA06608-0295,2007,1,6/26/2007,YES,4,,23.6,6.8,8.2,1302,,
NLA06608-0295,2007,1,6/26/2007,YES,4.2,,23.6,6.6,8.2,1303,,
NLA06608-0297,2007,1,7/24/2007,YES,0,,28,,6.2,51.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0297,2007,1,7/24/2007,YES,0.5,,28.1,,6.3,51.4,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0297,2007,1,7/24/2007,YES,1,T,28.2,,6.3,51.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0297,2007,1,7/24/2007,YES,1.5,,28.2,,6.3,51.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0297,2007,1,7/24/2007,YES,2,,28.1,,6.1,51.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0297,2007,1,7/24/2007,YES,2.2,B,28,,5.9,51.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,0,,26.5,8.6,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,1,,26.5,8.6,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,2,T,26,8.3,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,3,,24.9,7.6,8.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,4,,23.3,12.6,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,5,,17.3,,8.2,,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,6,,10.7,0.1,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,7,,8.3,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,8,,7.2,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,9,B,6.7,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,10,,6.4,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,11,,6.1,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,12,,5.9,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,13,,5.9,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,14,,5.8,0.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,15,,5.7,0.1,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,16,,5.7,0.1,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,17,,5.6,0.1,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,18,,5.6,0.1,7.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0299,2007,1,7/30/2007,YES,18.5,,5.6,0,7.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0302,2007,1,6/23/2007,YES,0,,24.8,13.6,8.8,1380,,
NLA06608-0302,2007,1,6/23/2007,YES,1,,23.7,12.5,8.7,1390,,
NLA06608-0302,2007,1,6/23/2007,YES,2,,21.6,0.6,8.6,1430,,
NLA06608-0302,2007,1,6/23/2007,YES,2.4,,21.1,0.3,7.7,1500,,
NLA06608-0303,2007,1,8/7/2007,YES,0,,27.1,9.3,8.4,621,,
NLA06608-0303,2007,1,8/7/2007,YES,1,,26.9,9.15,8.37,620,,
NLA06608-0303,2007,1,8/7/2007,YES,2,,26.41,7.33,8.06,623,,
NLA06608-0303,2007,1,8/7/2007,YES,3,,25.65,3.05,7.41,655,,
NLA06608-0303,2007,1,8/7/2007,YES,4,,24.76,1.06,7.24,656,,
NLA06608-0306,2007,1,7/16/2007,YES,0,,21.4,7.2,8.3,332,,
NLA06608-0306,2007,1,7/16/2007,YES,0.5,,21.3,7.1,8.3,333,,
NLA06608-0306,2007,1,7/16/2007,YES,1,,20.9,5.9,8.2,333,,
NLA06608-0312,2007,1,7/16/2007,YES,0,,29.5,10.1,8.8,451.7,,
NLA06608-0312,2007,1,7/16/2007,YES,1,,29.2,10.1,8.8,537.5,,
NLA06608-0312,2007,1,7/16/2007,YES,2,T,23.6,0.6,8.2,510.8,,
NLA06608-0312,2007,1,7/16/2007,YES,3,,20,0.3,7.2,490.4,,
NLA06608-0312,2007,1,7/16/2007,YES,3.4,B,19.5,0.3,6.9,519.5,,
NLA06608-0313,2007,1,7/13/2007,YES,0,,28,,6.1,47.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0313,2007,1,7/13/2007,YES,0.5,,28,,6,47.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0313,2007,1,7/13/2007,YES,1,,27.9,,6,47.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0313,2007,1,7/13/2007,YES,1.5,,26.3,,6.1,54.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0318,2007,1,7/20/2007,YES,0,,22.9,10.8,9,366,,
NLA06608-0318,2007,1,7/20/2007,YES,1,,22.5,10.4,8.9,366,,
NLA06608-0318,2007,1,7/20/2007,YES,2,T,22,10.5,8.9,366,,
NLA06608-0318,2007,1,7/20/2007,YES,3,,19.6,3.6,7.7,372,,
NLA06608-0318,2007,1,7/20/2007,YES,4,B,16.8,0.3,7.1,411,,
NLA06608-0319,2007,1,7/22/2007,YES,0,,26.9,,7.2,44.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0319,2007,1,7/22/2007,YES,0.5,,27.2,,7.1,44.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0319,2007,1,7/22/2007,YES,1,T,27.2,,7.1,44.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0319,2007,1,7/22/2007,YES,1.5,,26.1,,6.6,45.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0319,2007,1,7/22/2007,YES,2,,25,,6.3,44.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0319,2007,1,7/22/2007,YES,2.5,B,23.7,,6.1,47.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0324,2007,1,8/8/2007,YES,0,,28.7,7.4,8.3,427,,
NLA06608-0324,2007,1,8/8/2007,YES,1,,28.3,7.6,8.3,427,,
NLA06608-0324,2007,1,8/8/2007,YES,1.5,,27.8,7.2,8.2,432,,
NLA06608-0324,2007,1,8/8/2007,YES,2,T,26.7,6.5,8,429,,
NLA06608-0324,2007,1,8/8/2007,YES,2.5,,25.7,5.6,7.9,428,,
