SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,AREA_HA,SAMPLED_ASSESS,DATE_ASSESS,RES_RESIDENCES,RES_LAWNS,RES_CONSTRUCTION,RES_PIPES,RES_DUMPING,RES_ROADS,RES_BRIDGES,RES_SEWAGE,RES_STRING,REC_TRAILS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_MARINAS,REC_TRASH,REC_FILMS,REC_STRING,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,AGR_STRING,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,IND_STRING,MAN_LIMING,MAN_TREATMENT,MAN_ANGLING,MAN_DRINKING_WATER,MAN_MACROPHYTE,MAN_LEVEL_FLUCTUATIONS,MAN_FISH_STOCKING,MAN_STRING,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,FLIGHT_HAZARDS,MBOAT_DENSITY,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,RCH_FOREST,RCH_GRASS,RCH_SHRUB,RCH_WETLAND,RCH_BARE_GROUND,RCH_AGRICULTURE,RCH_SHOREMODS,RCH_DEVELOPMENT,MACRY_FLOAT,MACRY_SUBMERGED,MACRY_DENSITY,PRISTINE,APPEALING,BIOTIC_INTEGRITY,TROPHIC_STATE,RECREATIONAL_VALUE,GENERAL_ASSESSMENT,WILDLIFE,VISUAL_ASSESSMENT,ALGAL_ABUNDANCE,NUTRIENT_SOURCES,TROPHIC_OTHER,CONDITIONS,OBSERVATIONS,FLAG_ASSESS,COMMENT_ASSESS,PHOTOGRAPHS
NLA06608-0470,1,PROB_Lake,Target_Sampled,132.8445725,YES,7/24/2007,M,L,L,,,L,,,LLML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,6,0,0,0,3,,NATURAL,NO,LOW,GOOD,NO,,25-75,05-25,25-75,05-25,05-25,0-05,05-25,05-25,05-25,05-25,SPARSE,4,5,,,,,,,,,,,,,,
NLA06608-0471,1,PROB_Lake,Target_Sampled,857.1952963,YES,6/25/2007,M,M,,,,L,,,MML,,L,L,,,,,LL,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,0,0,0,SEEPAGE,NONE,NO,LOW,GOOD,NO,,05-25,25-75,05-25,0-05,0-05,,25-75,25-75,0-05,05-25,,2,4,GOOD,MESOTROPHIC,EXCELLENT,"LOTS OF HUMAN INFLUENCE--HOMES, COTTAGES, SHORELINE MODIFICATIONS, AND ALSO SOME MORE NATURAL AREAS.","GEESE, CORMORANTS","MOSTLY BIG OPEN WATER, HALF LAWN SHORELINE, HALF NATURAL","GREEN ALGAE MATS, CHARA",SEPTIC LAWNS,,"NICE BIG BOATING LAKE, FAIR AMOUNT OF FISH HABITAT","TWO BOAT RAMPS, LOTS OF PERSONAL WATERCRAFT IN FRONT OF PEOPLE'S HOMES.",,,
NLA06608-0472,1,PROB_Lake,Target_Sampled,158.9734793,YES,7/16/2007,L,,,,,L,,,LL,,,,,,,L,L,,H,,,,,L,HL,,,L,,,,,,L,,,,,,,,,2,1,6,1,0,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,NO,,25-75,25-75,05-25,0-05,0-05,75-100,0-05,0-05,05-25,0-05,MODERATE,4,3,GOOD,MESOTROPHIC,GOOD,THIS LAKE IS A SANDY SUBSTRATE BASED RESERVOIR IT SUPPLIES THE CITY OF COALGATE WITH WATER. THE SHORELINE IS HIGHLY POPULATED WITH MACROPHYTES,"SOME FISH ALONG SHORELINE, TURTLES, HERONS",,,POSSIBLE AGRICULTURAL NUTRIENT SOURCES,,"ONE FISHERMAN OBSERVED, 2 BOATS","GOOD BOAT RAMP, GOOD SWIMMING",,"BELONGS TO THE CITY OF DUNCAN, OK",Y
NLA06608-0473,1,PROB_Lake,Target_Sampled,909.0342354,YES,6/19/2007,,,,L,,L,L,L,LLLL,,,,,,M,M,MM,,,,,,,,,,,,M,,,,,M,,,,,,,,,4,6,0,3,0,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,,0.2,25-75,05-25,25-75,0-05,0-05,0-05,0-05,05-25,0-05,05-25,MODERATE,3,3,GOOD,EUTROPHIC,GOOD,"CURRENT FROM DAM ON UPSTREAM END WAS QUITE STRONG CHANGING THE OVERALL DYNAMIC OF THE LAKE, RELATIVELY TURBID","MINNOWS, TURTLES, MULTIPLE FISH JUMPING THROUGHOUT THE LAKE.",MODERATE BIOMASS,MODERATE AMOUNT OF ALGAE ALONG SHORELINE.,,,NO LOCAL CONTACTS,LAKE VERY ACCESSIBLE ALTHOUGH UPSTREAM END IS VERY SHALLOW AND HAD STRONG CURRENT AT TIME OF SAMPLING.,,,Y
NLA06608-0479,1,PROB_Lake,Target_Sampled,18.27545989,YES,8/16/2007,L,H,M,L,L,H,M,,MMLHLLH,L,,,,,L,,LL,,,,,,,,,,,,,,,,H,H,,,L,,,M,H,LHM,19,2,0,5,9,DRAINAGE,NONE,NO,RESTRICTED,GOOD,,,05-25,25-75,25-75,05-25,25-75,0-05,0-05,05-25,05-25,25-75,MODERATE,2,2,FAIR,EUTROPHIC,FAIR,"THIS VERY SMALL LAKE IS OLD QUARRY LAKE, MINED FOR GRAVEL. IT IS NOW USED AS A RECREATIONAL LAKE FOR THE ANDERSON CONCRETE EMPLOYEES.","GREEN HERON, OSPREY, GREAT BLUE HERON, MALLARD DUCK, SNAPPING TURTLE, VARIOUS SONG BIRDS, TURKEY VULTURE.",A PLEASANT LAKE SURROUNDED BY ABUNDANT URGAN CHARACTERISTICS.,,"RUN OFF, LAWN FERTILIZER, OVERFLOW FROM THE SCIOTO RIVER",,,PERMISSION REQUIRED FOR ACCESS,,,N
NLA06608-0480,1,PROB_Lake,Target_Sampled,16.24353412,YES,8/24/2007,H,H,L,L,,H,L,,LLHLHH,,,L,,,L,,LL,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,0,0,0,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,NO,,05-25,0-05,05-25,0-05,05-25,0-05,25-75,05-25,0-05,0-05,SPARSE,4,4,GOOD,OLIGOTROPHIC,EXCELLENT,"CLEAR LAKE WITH HEAVY RESIDENTIAL DEVELOPMENT, NARROW-LAKE",GEESE,NICE LITTLE LAKE.,"PLANKTONIC, LOW ABUNDANCE",SEPTIC TANKS,,,GRAVEL BOAT RAMP,,WITNESSED SEVERAL SEPTIC PUMP OUT TRUCKS DRIVING BY.,N
NLA06608-0480,2,PROB_Lake,Target_Sampled,16.24353412,YES,9/25/2007,M,L,L,M,L,L,L,L,LLLLMMLL,L,L,L,L,L,L,L,LLLLLLL,L,L,L,L,L,L,L,LLLLLLL,L,L,L,L,L,L,L,L,LLLLLLLL,L,L,L,L,L,M,L,LLLMLLL,12,7,7,8,9,RESERVOIR,NONE,NO,LOW,GOOD,,-0.2,25-75,05-25,05-25,0-05,05-25,0-05,05-25,05-25,0-05,0-05,SPARSE,4,5,GOOD,MESOTROPHIC,EXCELLENT,"NICE, CLEAR AND PRETTY DEEP. NO FLOATING ALGAE, LOTS OF FORESTED SHORELINE AND VISIBLE SNAGS. LOOKS LIKE A GOOD PLACE TO FISH.","CANADA GEESE, WOOD DUCKS",RELATIVELY CLEAR,ATTACHED ALGAE ON COBBLE SUBSTRATE,RESIDENCES ON SHORELINE,,,,,,N
NLA06608-0483,1,PROB_Lake,Target_Sampled,14130.01792,YES,7/11/2007,L,,L,,,L,L,,LLLL,L,M,L,L,L,,,LMLLL,,,L,,,,,L,,,,M,,,,,M,,,M,,,H,H,MHH,4,7,1,3,13,RESERVOIR,ARTIFICIAL,YES,LOW,GOOD,YES,,0-05,05-25,75-100,0-05,25-75,0-05,0-05,05-25,0-05,0-05,SPARSE,3,4,GOOD,OLIGOTROPHIC,EXCELLENT,"AS LARGE RESERVOIRS IN TEXAS GO, AMISTAD IS ONE OF THE LEAST PRESSURED. ONLY BIG HUMAN ACTIVITY HERE IS FISHING, CAMPING AND RECREATING.","SOME GULLS, GRAY FOX AT BOAT RAMP",WATER CLARITY IS EXCELLENT. RESERVOIR IS CLEAN LOOKING.,"ATTACHED ALGAE ABUNDANT ON ROCKS IN SHALLOWS, PERIPHYTON","UNTREATED WASTEWATER ON MEXICO SIDE OF RIO GRANDE, AGRICULTURE",,NATIONAL PARK SERVICE OPERATES AND MANAGES NATIONAL RECREATION AREA ON RESERVOIR. OFFICE IS ON US HIGHWAY 90 IN DEL RIO.,"EXCELLENT ACCESSIBILITY ON U.S. SIDE, GOOD BOATING, FISHING OPPORTUNITIES.",,"RESERVOIR IS ON THE RIO GRANDE WHICH IS AN INTERNATIONAL BORDER WITH MEXICO. US CITIZENS ARE TO STAY IN US WATERS WHICH IS MARKED WITH BUOYS DOWN CENTER LENGTH OF RESERVOIR. ALMOST NO ACCESS EXISTS ON MEXICAN SIDE OF RESERVOIR. UNTREATED WASTEWATER FROM MEXICO DOES OCCUR IN THE RIO GRANDE BASIN, BUT NOT DIRECTLY TO THE RESERVOIR IN ANY SIGNIFICANT QUANTITY. SOME AGRICULTURE DOES EXIST IN BASIN AROUND EL PASO, BUT MOST AGRICULTURAL DENSITY OCCURS DOWNSTREAM OF AMISTAD RESERVOIR.",Y
NLA06608-0484,1,PROB_Lake,Target_Sampled,37.31498489,YES,7/12/2007,L,L,,,,,,,LL,,,,,,,M,M,,L,,,,,,L,,,,,,,,,,,,L,,,,,L,2,3,1,0,1,DRAINAGE,ARTIFICIAL,NO,RESTRICTED,UNSWIMMABLE,NO,,25-75,25-75,05-25,0-05,0-05,0-05,0-05,0-05,0-05,0-05,ABSENT,3,2,GOOD,EUTROPHIC,FAIR,"ONLY DAM AREA MOWED, REST IS FOREST, HOMEOWNER KEEPS WATCH ON LAKE AND ITS USE.","GREAT BLUE HERON, EGRET, KINGBIRD, SONGBIRDS, MALLARDS, FISH (SHAD/CRAPPIE/CATFISH), HEAR BULLFROGS & OTHER FROGS.","WATER VERY GREEN, SOME BACTERIA (FIXING) SCUM ON WATER",BRIGHT GREEN FLOCKS ON SURFACE.,"COWS UPSTREAM (HOMEOWNER SAID), AGRICULTURE",VERY LITTLE USEAGE,"CHUCK STEVENS AT 6100 BRIAR PATCH LAKE ROAD, OWNS 27 ACRES WITH LOCKED GATE ACCESS, VERY HELPFUL AND CONCERNED FOR LAKE, FORMER TWRA.","NO RAMP BUT HAS DOCK; NEED PERMISSION TO ACCESS, LOW BASS POPULATION, GOOD SHAD AND HIGH IN CRAPPIE.",,"LAKE LOOKS GOOD WITH HEAVY TREE LINE, BUT 1 OF THE NORTHERN STREAMS HAS A HEAVY SEDIMENT LOAD THIS IS FILLING THE LAKE IN, HOMEOWNER IS AWARE AND HAS ACCESS NEAR DAM; ONLY ONE OTHER RESIDENCE SEEN (MAINLY CAMPER), WATER VERY MURKY, DEEPEST WAS AT 7.8 FEET, BOAT WAS STUCK ON SHALLOW PLACES OFTEN. AWAY FROM SEDIMENT WAS FIRMER SAND (BUT JUST AT A FEW SHORELINES FOR ABOUT 1 FOOT).",N
NLA06608-0488,1,PROB_Lake,Target_Sampled,13.48195629,YES,7/19/2007,L,,,,,L,,,LL,,,,,,L,,L,L,,L,,,,,LL,,,,,,,,,,,,,,,,,,2,1,2,0,0,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,NO,,25-75,25-75,25-75,,05-25,0-05,0-05,0-05,,,ABSENT,4,5,GOOD,MESOTROPHIC,GOOD,FLOOD WATER REACHED OVER 10 FEET HIGH. ABNORMAL AMOUNT OF DETRITUS BECAUSE OF FLOOD.,"BLUE HERON, BIRDS, DOG, FISH, CAT",NO ALGAE FLOATING ON THE SURFACE NOTICED.,NONE OBSERVED.,"PASTURE, RESIDENCE",,EASY ACCESS. ONE PART OF THE LAKE HAS A LOT OF WOOD DEBRIS FROM THE FLOOD,EASY ACCESS SINCE THE DIRT ROAD WAS DRY. ONLY ONE WAY TO ACCESS THE LAKE.,,,N
NLA06608-0489,1,PROB_Lake,Target_Sampled,21.62741859,YES,7/10/2007,L,L,,L,,L,,L,LLLLL,,,,,,,,,H,H,H,,,,,HHH,,,,,,,,,,,,L,,,,,L,5,0,15,0,1,RESERVOIR,ARTIFICIAL,NO,BANNED,UNSWIMMABLE,,0.3,05-25,75-100,0-05,0-05,0-05,05-25,0-05,0-05,0-05,0-05,SPARSE,2,2,FAIR,MESOTROPHIC,FAIR,"AGRICULTURE POND, COWS AND CORN ARE PRESENT IN MANY AREAS. POND HAS A LOT OF SEDIMENT, NOT FROM FARM, BUT UPSTREAM DEVELOPMENT.","TURTLES, FISH, SONGBIRDS, GEESE","TURBID FROM SEDIMENT, KEEP ALGAE BIOMASS LOW",LOW,CORN FIELDS AND DAIRY COWS,,,FISHERMAN CAN PAY FIVE DOLLARS PER DAY TO FISH POND. WE OBSERVED FISHERMAN CATCHING CATFISH.,,"JUST WEST OF POND, CULPEPER BYPASS IS PLANED. HIGH DEVELOPMENT PRESSURE.",Y
NLA06608-0491,1,PROB_Lake,Target_Sampled,53.13592451,YES,7/17/2007,L,L,,L,,L,L,,LLLLL,,,,,,L,L,LL,,,,,,,,,,,,,,,,L,L,,,L,,L,,,LL,5,2,0,1,2,DRAINAGE,NONE,NO,LOW,FAIR,NO,,25-75,05-25,25-75,75-100,0-05,0-05,05-25,05-25,75-100,75-100,HIGH,4,2,GOOD,MESOTROPHIC,FAIR,"MOST OF THE LAKE'S AREA IS COVERED IN MACROPHYTE/EMERGENT BEDS EXCEPT FOR CHANNELS; SHALLOW, WITH EXTENSIVE WETLAND, GOOD HABITAT","GREAT BLUE HERON, BEAVER, TURTLES, GEESE, DUCKS, SONG BIRDS, FROGS, VARIOUS FISH SPECIES.","LAKE HAD NO SCUM, HOWEVER, EXTENSIVE PLANT GROWTH",SOME SUSPENDED,RESIDENTIAL LAWNS/RUNOFF; ROADS & RAILROAD,,"GREAT LAKE FOR FISHING AND OBSERVING WILDLIFE, POOR FOR BOATING AND SWIMMING ACTIVITIES DUE TO MACROPHYTE COVER","NO ACCESS POINT ON LAKE, MUST PUT IN AT LAKE WAWASEE OR SYCAMORE LAKE. A LOT OF TRASH/DEBRIS WAS OBSERVED IN CHANNELS.",,,Y
NLA06608-0493,1,PROB_Lake,Target_Sampled,288.9176192,YES,7/11/2007,M,L,L,L,,L,L,,LLLLML,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,H,,M,,LHM,8,0,0,0,9,RESERVOIR,ARTIFICIAL,NO,BANNED,,YES,2,25-75,05-25,0-05,0-05,0-05,0-05,0-05,25-75,05-25,0-05,SPARSE,3,4,GOOD,MESOTROPHIC,POOR,NICE SUBURBAN WATER SUPPLY RESERVOIR WITH THREE GOLF COURSES AND MANY HOUSES ON THE NORTH END OF THE LAKE.,"GREAT BLUE HERONS, SWAN, LIZARD, MUSKRATS, FISH",APPEALING,LOW,"THREE GOLF COURSES, TWO STORM DRAINS, LAWNS.",,CITY OF MANASSAS,LAKE MANASSAS IS OWNED BY THE CITY OF MANASSAS WHICH DOES NOT ALLOW FISHING OR BOATS ON THE LAKE.,,TWO OF THREE GOLF COURSES PUT IN STORMWATER BMP'S DURING CONSTRUCTION AND CAREFULLY MANAGE NUTRIENT INPUTS.,Y
NLA06608-0494,1,PROB_Lake,Target_Sampled,631.0209246,YES,7/11/2007,M,M,,,,L,,,MML,,L,,L,L,,L,LLLL,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,0,0,0,,NONE,NO,LOW,GOOD,YES,1.5,25-75,0-05,25-75,05-25,,,05-25,25-75,05-25,05-25,,4,4,GOOD,EUTROPHIC,GOOD,NICE LAKE WITH GREAT RECREATION,"LOONS, GULLS, BLUE HERON",CLEAR TO LIGHT GREEN WATER,"LOW, SOME MATS",LAWNS AND ROADS,,WINDY AND FAIR,"BOATING, FISHING. OVERALL LOW RECREATION DUE TO WEATHER",,,Y
NLA06608-0495,1,PROB_Lake,Target_Sampled,367.9212786,YES,9/5/2007,,,,,,L,,,L,L,L,L,,,,L,LLLL,L,L,L,,,,M,LLLM,,,,,,,,,,,,L,,,M,,LM,1,4,6,0,4,RESERVOIR,ARTIFICIAL,YES,RESTRICTED,GOOD,,,05-25,,05-25,,25-75,,0-05,,,0-05,SPARSE,5,5,EXCELLENT,OLIGOTROPHIC,EXCELLENT,"VERY SPECTACULAR, SCENIC SETTING. VERY REMOTE FOR FISHING OR RECREATION.","FISH, HAWK, VULTURES, EAGLES.",VERY APPEALING WATER QUALITY,GREEN BENTHIC OCCASIONALLY OBSERVED,"BEDROCK PHOSPHORUS, ATMOSPHERIC DEPOSITION",,NEED SPECIAL PERMISSION TO ACCESS VIA NATIONAL PARK SERVICE BOAT VIA CURECANTI NRA.,"TO FISH OR BOAT ON THIS RESERVOIR, LIGHT BOATS MUST BE CARRIED IN ABOUT ONE DOWN, ALONG STEEP STEPS AND TRAIL.",,"VERY REMOTE AREA, WHERE EASY PUBLIC ACCESS IS NON EXISTANT.",Y
NLA06608-0496,1,PROB_Lake,Target_Sampled,12.44122713,YES,6/23/2007,,,,,,L,,,L,,,,,,,,,,H,H,,,,,HH,,,,,,,,,,,,,,,,,,1,0,10,0,0,RESERVOIR,ARTIFICIAL,NO,,FAIR,YES,0.5,,75-100,0-05,0-05,25-75,75-100,0-05,,0-05,75-100,HIGH,3,2,GOOD,EUTROPHIC,POOR,"THIS IS A RESERVOIR USED MAINLY FOR WATERING LIVESTOCK, IT IS IN THE MIDDLE OF PASTURE IN THE MIDDLE OF NO WHERE. BIRDS LIKE IT.","DUCKS, BIRDS, AND MANY BIRD NESTS WITH EGGS IN THEM ON THE SURFACE OF THE WATER (ON EMERGENT MACROPHYTES AND ALGAL MATS)",,ALGAL MATS ALONG MOST OF THE EDGES.,LIVESTOCK MANURE,,,NO REAL ACCESS. (SEE DIRECTIONS TO LAKE),,UNSURE OF MANAGEMENT ACTIVITIES.,Y
NLA06608-0497,1,PROB_Lake,Target_Sampled,34.22642526,YES,8/17/2007,L,,,,,M,,,LM,,,M,,,M,L,LMM,M,,M,,,,,MM,,,,,,,,,,,,,,,M,,M,4,7,6,0,3,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,YES,5,0-05,0-05,0-05,,75-100,0-05,0-05,0-05,05-25,,,2,2,FAIR,MESOTROPHIC,FAIR,SOME AREAS WITH AQUATIC VEGETATION THAT IS DENSE. LOTS OF BARE BANKS,"GULLS, GEESE, DUCKS, MUSKRAT",WATER WAS A BLUE GREEN COLOR,,SURROUNDING AG LANDS AND HOMES,,NO LOCAL CONTACTS,WATERSKIERS OBSERVED,,,Y
NLA06608-0498,1,PROB_Lake,Target_Sampled,36.73223812,YES,7/31/2007,L,L,,,,L,,,LLL,M,M,,,,,H,HMM,H,H,H,,,,,HHH,,,,,,,,,,,,M,,M,,,MM,3,11,15,0,6,DRAINAGE,NONE,NO,LOW,UNSWIMMABLE,YES,0.3,25-75,25-75,25-75,25-75,0-05,0-05,05-25,05-25,05-25,0-05,MODERATE,3,2,FAIR,HYPEREUTROPHIC,FAIR,"EUTROPHIC BUT SHORELINE NOT HEAVILY DEVELOPED, MANY BEAUTIFUL WETLAND BORDERS.","SPOTTED SANDPIPER, GEESE FLYOVER, SONGBIRDS, FROGS, JUMPING FISH, GREAT BLUE HERON",GREEN WATER PLUS FILAMENTOUS MATS,ALGAL MATS AROUND ENTIRE PERIMETER,AGRICULTURE (DAIRY) IN WATERSHED,MUCH WETLAND BORDER,TOWN PARK WITH LAUNCH; LAUNCH IS AT THE END OF A LONG DIRT ROAD.,"NOT A SWIMMABLE LAKE, SOME SHORELINE RECREATION AND LIGHT BOATING AND FISHING.",,"PATCHES OF PHRAGMITES HAVE BEEN CUT AND TREATED, SOME STANDS STILL HEALTHY; EUTROPHICATION LARGELY ATTRIBUTED TO AGRICULTURE IN WATERSHED.",Y
NLA06608-0500,1,PROB_Lake,Target_Sampled,392.2005889,YES,9/14/2007,,,,,,L,L,,LL,,L,,,,L,L,LLL,,,,,,,,,,,,,L,,,,L,,,L,,,L,L,LLL,2,3,0,1,3,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,NO,,25-75,25-75,25-75,05-25,05-25,0-05,05-25,0-05,0-05,0-05,SPARSE,2,4,GOOD,MESOTROPHIC,EXCELLENT,"LARGE NARROW RESERVOIR, DEEP, SEVERAL LOCATIONS DEEPER THAN 20 METERS. SOME OF THE UPPER ARMS MORE TURBID THAN MAIN RESERVOIR","OSPREY, CORMORANT, WOOD DUCKS, GREAT BLUE HERON, SNOWY EGRET, BLACK VULTURE, SUNFISH, SILVERSIDES. OTHER GAME FISH OBSERVED FEEDING AT THE SURFACE.",CLEAR.,SOME ALGAL MATS IN UPPER PORTION OF RESERVOIR,WATERSHED,,ARMY CORPS OF ENGINEERS RESERVOIR,"THREE PUBLIC LAUNCHES AND TWO SWIMMING AREAS ON RESERVOIR, FEE AREA $4.00 PER DAY. SEVERAL AREAS WITH STANDING TREES IN WATER.",,"WHITETAIL DEER OBSERVED NEAR LAUNCH AT SUNSET, NOTE - THIS RESERVOIR APPEARS TO BE FULL UP TO NORMAL POOL ELEVATION. THE WATER LEVEL MAY HAVE RISEN DURING THE LAST THREE WEEKS OF PRECIPITATION IN THE REGION.",Y
NLA06608-0501,1,PROB_Lake,Target_Sampled,99.6608727,YES,7/24/2007,,,,M,,L,L,,LML,M,,,,,L,,ML,,,,,,,M,M,,,,,,,,,,,,,,,,M,M,5,4,3,0,3,RESERVOIR,ARTIFICIAL,YES,BANNED,GOOD,YES,10,75-100,05-25,05-25,0-05,0-05,0-05,0-05,0-05,0-05,05-25,SPARSE,5,5,EXCELLENT,MESOTROPHIC,EXCELLENT,VERY NICE AREA FOR FISHING AND SWIMMING.,"BIRDS, DEER",CLEAN,,SIX SMALLER RIVERS,,NICE AREA NEED TO TALK WITH RANGER STATION LOCATED ON THE LAKE.,NO BOATING ONLY SHORE FISHING A LOT OF HIKING TRAILS.,,,N
NLA06608-0502,1,PROB_Lake,Target_Sampled,30.33533655,YES,8/18/2007,H,H,,L,,L,,,HLHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,DRAINAGE,,NO,LOW,FAIR,,,0-05,75-100,0-05,05-25,0-05,,75-100,75-100,0-05,25-75,MODERATE,2,2,FAIR,EUTROPHIC,FAIR,EXCESSIVE MACROPHYTE GROWTH.,"TURTLES IN CHANNEL, MUSKRAT, FISH","SHALLOW, LOTS OF MACROPHYTE GROWTH.",ALGAL,"LAWNS, SEPTIC",,"HIGHLY MODIFIED SHORELINE, BUT LOTS OF PLANTS FOR FISH COVER.",ALL PRIVATE ACCESSIBLE THROUGH CHANNEL FORM LAKE POWEMAH.,,,Y
NLA06608-0503,1,PROB_Lake,Target_Sampled,20.76973087,YES,8/1/2007,L,,,,,L,,,LL,,,,,,,,,H,L,M,,,,,HML,,,,,,,,,,,,,,,,,,2,0,9,0,0,SEEPAGE,NATURAL,YES,RESTRICTED,UNSWIMMABLE,NO,,0-05,25-75,0-05,0-05,0-05,25-75,05-25,0-05,0-05,0-05,SPARSE,3,3,FAIR,HYPEREUTROPHIC,POOR,"OPEN WATER SLOUGH RINGED BY CATTAILS. ROAD ON SOUTH SIDE, CORN ON NORTH SIDE.",FARMSTEADS ON EAST AND WEST SIDES. NONE.,,PEA SOUP,,,,,,,N
NLA06608-0508,1,PROB_Lake,Lake_Shallow,15.37347752,YES,7/10/2007,,,,L,,,,,L,,,,,,,L,L,H,,,,,,,H,,,,,,,,,,,,L,,,,,L,1,1,5,0,1,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,UNSWIMMABLE,YES,1,05-25,25-75,25-75,0-05,0-05,75-100,0-05,,25-75,05-25,MODERATE,2,2,FAIR,EUTROPHIC,POOR,LAKE HAS BEEN USED FOR FISH AND CROP PRODUCTION IN THE PAST. DAM HAS A CAVE IN ON PART SO NOT ABLE TO CONTROL WATER LEVEL AT PRESENT TIME. A LOT OF RUNOFF FROM AG. FIELDS.,"EGRETS, HERONS, KILLDEER, WOOD DUCKS, WATER SNAKES.",NOT A VERY VISUALY APPEALING LAKE.,,RUNOFF FROM SURROUNDING CROP FIELDS.,,"HOT, HUMID, RAIN IN THE AM AND PAST FEW DAYS","HARD TO GET BOAT IN, MUST PULL IT IN WITH A 4 WHEELER. WOULD NOT SWIM, FISHING IS LIMITED DUE TO SHALLOW WATER. DAM IS CAVED IN AT ONE POINT. SILTATION IS HEAVY.",,,Y
NLA06608-0509,1,PROB_Lake,Target_Sampled,412.1244393,YES,6/20/2007,L,L,,L,,L,M,L,MLLLLL,,L,,,,L,,LL,L,L,L,,,,,LLL,,L,H,,M,,,,MLH,L,L,,L,,M,,LMLL,8,2,3,9,6,RESERVOIR,ARTIFICIAL,YES,BANNED,GOOD,YES,2,75-100,05-25,75-100,0-05,0-05,0-05,0-05,0-05,0-05,0-05,SPARSE,5,5,EXCELLENT,MESOTROPHIC,POOR,"VERY NICE, GREAT HABITAT, MOSTLY UNDISTURBED. COULD BE OLIGOTROPHIC, SEEMS EXECEPTIONALLY CLEAN","CANADA GEESE, MALLARDS, SMALLMOUTH BASS, SWALLOWS NESTING UNDERBRIDGE, CHIPMONK, HEARD A HAWK.",VERY CLEAR WATER EXCEPT ON WAVE SWEPT SHORELINE,"VERY LOW, 1000 ML FILTERED, SOME CLUMPS OF ALGAE SEEN ALONGSHORE.",ONE OR TWO SMALL PACKAGE PLANTS (TRAILER COURT),SOME AMD INFLUENCE IN ONE SUB-WATERSHED.,LOCAL CONTACT INDICATED LAKE IS DRAWN DOWN ABOUT 3 FEET NOW,NOT PUBLIC. WATER COMPANY PATROLS THE LAKE AND LEVIES FINES ON ANY FOUND FISHING OR CAMPING OR SWIMMING.,,"RECREATIONAL VALUE LOW (NONE) BECAUSE THERE IS NO PUBLIC ACCESS. A TOTAL OF 4 DWELLINGS, 2 CAUSEWAYS (ONE BISECTS THE LAKE). JAPANESE KNOTWEED PERVASIVE ON CAUSEWAY. EURASIAN WATERMILFOIL LOOKS LKE THE MOST COMMON MACROPHYTE, ALONG WITH SOME POT. CRISPIS (CRISPY PONDWEED). ALSO SAW PTOTMEGETON SPP. AND POLYGONIUM AQUATIC.",Y
NLA06608-0510,1,PROB_Lake,Target_Sampled,180.9745987,YES,6/27/2007,L,L,,,,L,,,LLL,,L,,,,,,L,H,L,,,,,,HL,,,,,,,,,,,,,,,,,,3,1,6,0,0,SEEPAGE,NONE,NO,LOW,GOOD,NO,,,75-100,05-25,05-25,05-25,25-75,0-05,05-25,05-25,05-25,SPARSE,4,5,EXCELLENT,EUTROPHIC,EXCELLENT,VERY NICE LAKE,"DEER, DUCKS, GEESE, FISH, AND OTHER SMALL BIRDS, MUSKRAT",GOOD LAKES FOR DUCKS AND GEESE.,LOTS: GREEN AND BLUE GREENS,LOTS,,NO ONE NEEDS TO BE CONTACTED. THERE IS A SMALL AREA KEPT MOWED AND CLEANED.,"NICE AREA FOR RECREATION, BOATING, SWIMMING. NICE WARM WATER. SEEMS LIKE IT WOULD BE NICE FISHING. NO HEALTH CONCERNS.",,VERY WINDY.,N
