SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_OE5,INDXSAMP_OE5,OE5,FLAG_OE5,COMMENT_OE5,SAMPLED_ZOOP,SAMPLED_PHYT,WSA_ECO3,AREA_HA,SAMPLED_PHAB,SHORT_ID
NLA06608-0207,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,7.39308686,YES,
NLA06608-0208,1,PROB_Lake,Target_Sampled,YES,YES,0.900087,,,YES,YES,PLNLOW,95.89271234,YES,L0265
NLA06608-0209,1,PROB_Lake,Target_Sampled,YES,YES,0.620038,,,YES,YES,WMTNS,1934.331091,YES,L0266
NLA06608-0209,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,WMTNS,1934.331091,YES,
NLA06608-0211,1,PROB_Lake,Target_Sampled,YES,YES,0.921554,,,YES,YES,PLNLOW,57.96213093,YES,L0269
NLA06608-0212,1,PROB_Lake,Target_Sampled,YES,YES,1.134456,,,YES,YES,EHIGH,2761.794457,YES,L0270
NLA06608-0215,1,PROB_Lake,Target_Sampled,YES,YES,0.646866,,,YES,YES,PLNLOW,385.3673642,YES,L0273
NLA06608-0216,1,PROB_Lake,Target_Sampled,YES,YES,0.513163,,,YES,YES,PLNLOW,32.08407696,YES,L0274
NLA06608-0217,1,PROB_Lake,Target_Sampled,YES,YES,0.944849,,,YES,YES,EHIGH,55.19553768,YES,L0275
NLA06608-0219,1,PROB_Lake,Target_Sampled,YES,YES,1.239519,,,YES,YES,PLNLOW,47.00750836,YES,L0277
NLA06608-0220,1,PROB_Lake,Target_Sampled,YES,YES,0.954879,,,YES,YES,PLNLOW,20.18127341,YES,L0278
NLA06608-0221,1,PROB_Lake,Target_Sampled,YES,YES,0.806486,,,YES,YES,PLNLOW,18.43275791,YES,L0279
NLA06608-0222,1,PROB_Lake,Target_Sampled,YES,YES,0.366503,,,YES,YES,PLNLOW,20.30657879,YES,L0280
NLA06608-0223,1,PROB_Lake,Target_Sampled,YES,YES,0.450278,,,YES,YES,EHIGH,27.57731889,YES,L0281
NLA06608-0223,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,27.57731889,YES,
NLA06608-0224,1,PROB_Lake,Target_Sampled,YES,YES,0.786337,,,YES,YES,EHIGH,70.64734976,YES,L0283
NLA06608-0224,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,70.64734976,YES,
NLA06608-0225,1,PROB_Lake,Target_Sampled,YES,YES,0.365824,,,YES,YES,PLNLOW,205.6045623,YES,L0285
NLA06608-0225,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,205.6045623,YES,
NLA06608-0226,1,PROB_Lake,Target_Sampled,YES,YES,0.69642,,,YES,YES,EHIGH,5.05517327,YES,L0287
NLA06608-0228,1,PROB_Lake,Target_Sampled,YES,YES,0.430347,,,YES,YES,PLNLOW,217.2780867,YES,L0288
NLA06608-0228,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,217.2780867,YES,
NLA06608-0229,1,PROB_Lake,Target_Sampled,YES,YES,0.983124,,,YES,YES,EHIGH,1683.029871,YES,L0290
NLA06608-0234,1,PROB_Lake,Target_Sampled,YES,YES,1.155275,,,YES,YES,PLNLOW,20.59024428,YES,L0294
NLA06608-0235,1,PROB_Lake,Target_Sampled,YES,YES,1.178228,,,YES,YES,PLNLOW,323.1371464,YES,L0295
NLA06608-0237,1,PROB_Lake,Target_Sampled,YES,YES,0.633021,,,YES,YES,WMTNS,72.28415911,YES,L0297
NLA06608-0237,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,WMTNS,72.28415911,YES,
NLA06608-0238,1,PROB_Lake,Target_Sampled,YES,YES,0.883818,,,YES,YES,PLNLOW,3375.871224,YES,L0299
NLA06608-0239,1,PROB_Lake,Target_Sampled,YES,YES,0.882204,,,YES,YES,EHIGH,3177.007136,YES,L0300
NLA06608-0240,1,PROB_Lake,Target_Sampled,YES,YES,0.531018,,,YES,YES,PLNLOW,1665.988717,YES,L0301
NLA06608-0241,1,PROB_Lake,Target_Sampled,YES,YES,0.641064,,,YES,YES,WMTNS,170.2226844,YES,L0302
NLA06608-0242,1,PROB_Lake,Target_Sampled,YES,YES,0.809456,,,YES,YES,EHIGH,320.1372478,YES,L0303
NLA06608-0243,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,134133.9019,NOT DONE,
NLA06608-0244,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,6140.977218,NOT DONE,
NLA06608-0245,1,PROB_Lake,Target_Sampled,YES,YES,0.413912,,,YES,YES,WMTNS,152.7359691,YES,L0306
NLA06608-0247,1,PROB_Lake,Target_Sampled,YES,YES,0.45975,,,YES,YES,PLNLOW,87.89140131,YES,L0308
NLA06608-0253,1,PROB_Lake,Target_Sampled,YES,YES,0.544647,,,YES,YES,PLNLOW,7.660024612,YES,L0312
NLA06608-0254,1,PROB_Lake,Target_Sampled,YES,YES,0.370698,,,YES,YES,PLNLOW,96.47198068,YES,L0313
NLA06608-0255,1,PROB_Lake,Target_Sampled,YES,YES,0.598462,,,YES,YES,EHIGH,27.57971984,YES,L0314
NLA06608-0257,1,PROB_Lake,Target_Sampled,YES,YES,1.435203,,,YES,YES,WMTNS,10127.62131,NOT DONE,L0315
NLA06608-0259,1,PROB_Lake,Target_Sampled,YES,YES,0.776584,,,YES,YES,PLNLOW,10.38935164,YES,L0317
NLA06608-0260,1,PROB_Lake,Target_Sampled,YES,YES,0.609649,,,YES,YES,WMTNS,1918.981332,NOT DONE,L0318
NLA06608-0268,1,PROB_Lake,Target_Sampled,YES,YES,0.889694,,,YES,YES,PLNLOW,285.7856053,YES,L0324
NLA06608-0271,1,PROB_Lake,Target_Sampled,NOT CALCULATED,YES,,K,OE5 not calculated,YES,YES,PLNLOW,2010.568777,NOT DONE,
NLA06608-0275,1,PROB_Lake,Target_Sampled,YES,YES,0.374269,,,YES,YES,PLNLOW,56.20261632,YES,L0328
NLA06608-0276,1,PROB_Lake,Target_Sampled,YES,YES,0.810345,,,YES,YES,WMTNS,40.33012996,YES,L0329
NLA06608-0277,1,PROB_Lake,Target_Sampled,YES,YES,0.893205,,,YES,YES,WMTNS,3395.548853,YES,L0330
NLA06608-0279,1,PROB_Lake,Target_Sampled,YES,YES,0.6847,,,YES,YES,PLNLOW,186.683289,YES,L0332
NLA06608-0280,1,PROB_Lake,Target_Sampled,YES,YES,0.711728,,,YES,YES,PLNLOW,5.361184254,YES,L0333
NLA06608-0281,1,PROB_Lake,Target_Sampled,YES,YES,0.636114,,,YES,YES,EHIGH,95.02838878,YES,L0334
NLA06608-0283,1,PROB_Lake,Target_Sampled,YES,YES,0.831179,,,YES,YES,PLNLOW,4731.475925,YES,L0336
NLA06608-0284,1,PROB_Lake,Target_Sampled,YES,YES,0.687937,,,YES,YES,PLNLOW,16.50629257,YES,L0337
NLA06608-0285,1,PROB_Lake,Target_Sampled,YES,YES,0.753868,,,YES,YES,PLNLOW,34.458845,YES,L0338
NLA06608-0286,1,PROB_Lake,Target_Sampled,YES,YES,0.906817,,,YES,YES,PLNLOW,55.6243386,YES,L0339
NLA06608-0290,1,PROB_Lake,Target_Sampled,YES,YES,0.521221,,,YES,YES,WMTNS,59.23892783,YES,L0343
NLA06608-0290,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,WMTNS,59.23892783,YES,
NLA06608-0291,1,PROB_Lake,Target_Sampled,YES,YES,0.886092,,,YES,YES,PLNLOW,3104.867993,YES,L0345
NLA06608-0293,1,PROB_Lake,Target_Sampled,YES,YES,0.895402,,,YES,YES,EHIGH,23.55242621,YES,L0347
NLA06608-0294,1,PROB_Lake,Target_Sampled,YES,YES,0.705303,,,YES,YES,EHIGH,76.19533937,YES,L0348
NLA06608-0295,1,PROB_Lake,Target_Sampled,YES,YES,0.868005,,,YES,YES,PLNLOW,18.4312026,YES,L0349
NLA06608-0297,1,PROB_Lake,Target_Sampled,YES,YES,1.003593,,,YES,YES,PLNLOW,4.036674708,YES,L0351
NLA06608-0299,1,PROB_Lake,Target_Sampled,YES,YES,1.067219,,,YES,YES,PLNLOW,37.52278071,YES,L0353
NLA06608-0302,1,PROB_Lake,Target_Sampled,YES,YES,0.505213,,,YES,YES,PLNLOW,12.65144566,YES,L0356
NLA06608-0303,1,PROB_Lake,Target_Sampled,YES,YES,0.591516,,,YES,YES,PLNLOW,80.71896369,YES,L0357
NLA06608-0306,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.380643,X,No phytoplankton data-- O/E value likely invalid,YES,SAMPLE LOST,WMTNS,107.8299604,YES,L0358
NLA06608-0312,1,PROB_Lake,Target_Sampled,YES,YES,0.950817,,,YES,YES,PLNLOW,11.85974776,YES,L0362
NLA06608-0313,1,PROB_Lake,Target_Sampled,YES,YES,0.429601,,,YES,YES,PLNLOW,15.6237424,YES,L0363
NLA06608-0318,1,PROB_Lake,Target_Sampled,YES,YES,0.869806,,,YES,YES,PLNLOW,32.64826375,YES,L0367
NLA06608-0319,1,PROB_Lake,Target_Sampled,YES,YES,0.484361,,,YES,YES,EHIGH,100.7268008,YES,L0368
NLA06608-0324,1,PROB_Lake,Target_Sampled,YES,YES,0.922765,,,YES,YES,EHIGH,29.68255501,YES,L0372
NLA06608-0325,1,PROB_Lake,Target_Sampled,YES,YES,1.000155,,,YES,YES,PLNLOW,62.80382821,YES,L0373
NLA06608-0326,1,PROB_Lake,Target_Sampled,YES,YES,1.246839,,,YES,YES,EHIGH,67.38909542,YES,L0374
NLA06608-0327,1,PROB_Lake,Target_Sampled,YES,YES,0.696991,,,YES,YES,PLNLOW,41.3189242,YES,L0375
NLA06608-0328,1,PROB_Lake,Target_Sampled,YES,YES,0.752073,,,YES,YES,PLNLOW,3351.525738,YES,L0376
NLA06608-0328,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,3351.525738,YES,
NLA06608-0330,1,PROB_Lake,Target_Sampled,YES,YES,0.619577,,,YES,YES,PLNLOW,115.1075948,YES,L0379
NLA06608-0332,1,PROB_Lake,Target_Sampled,YES,YES,0.684054,,,YES,YES,EHIGH,5462.694674,NOT DONE,L0381
NLA06608-0333,1,PROB_Lake,Target_Sampled,YES,YES,1.147406,,,YES,YES,EHIGH,920.7200566,YES,L0382
NLA06608-0334,1,PROB_Lake,Target_Sampled,YES,YES,1.011702,,,YES,YES,PLNLOW,501.2989105,YES,L0383
NLA06608-0337,1,PROB_Lake,Target_Sampled,YES,YES,0.9505,,,YES,YES,WMTNS,51.8523035,YES,L0385
NLA06608-0339,1,PROB_Lake,Target_Sampled,YES,YES,0.331632,,,YES,YES,PLNLOW,65.07439225,YES,L0387
NLA06608-0340,1,PROB_Lake,Target_Sampled,YES,YES,0.933972,,,YES,YES,WMTNS,11.02740921,YES,L0388
NLA06608-0341,1,PROB_Lake,Target_Sampled,YES,YES,0.638878,,,YES,YES,EHIGH,20700.45539,NOT DONE,L0389
NLA06608-0343,1,PROB_Lake,Target_Sampled,YES,YES,0.736291,,,YES,YES,PLNLOW,427.244916,YES,L0391
NLA06608-0344,1,PROB_Lake,Target_Sampled,YES,YES,0.871374,,,YES,YES,PLNLOW,673.3547134,YES,L0392
NLA06608-0345,1,PROB_Lake,Target_Sampled,YES,YES,0.782781,,,YES,YES,EHIGH,11.042643,YES,L0393
NLA06608-0350,1,PROB_Lake,Target_Sampled,YES,YES,0.891236,,,YES,YES,PLNLOW,35.28669789,YES,L0398
NLA06608-0354,1,PROB_Lake,Target_Sampled,YES,YES,0.691898,,,YES,YES,EHIGH,21.96049736,YES,L0402
NLA06608-0356,1,PROB_Lake,Target_Sampled,YES,YES,0.27461,,,YES,YES,PLNLOW,91.80896919,YES,L0404
NLA06608-0357,1,PROB_Lake,Target_Sampled,YES,YES,1.18253,,,YES,YES,EHIGH,58.46368161,YES,L0405
NLA06608-0358,1,PROB_Lake,Target_Sampled,YES,YES,1.165755,,,YES,YES,EHIGH,13.10743679,YES,L0406
NLA06608-0359,1,PROB_Lake,Target_Sampled,NOT CALCULATED,YES,,K,OE5 not calculated,YES,YES,PLNLOW,4821.588411,NOT DONE,
NLA06608-0361,1,PROB_Lake,Target_Sampled,YES,YES,0.90739,,,YES,YES,EHIGH,4528.488176,YES,L0409
NLA06608-0363,1,PROB_Lake,Target_Sampled,YES,YES,0.803595,,,YES,YES,PLNLOW,294.5937826,YES,L0411
NLA06608-0366,1,PROB_Lake,Target_Sampled,YES,YES,0.885665,,,YES,YES,PLNLOW,209.1807756,YES,L0413
NLA06608-0367,1,PROB_Lake,Target_Sampled,YES,YES,0.66858,,,YES,YES,EHIGH,568.3463456,YES,L0414
NLA06608-0369,1,PROB_Lake,Target_Sampled,YES,YES,1.041893,,,YES,YES,EHIGH,306.6713126,YES,L0416
NLA06608-0372,1,PROB_Lake,Target_Sampled,YES,YES,1.002204,,,YES,YES,PLNLOW,37.95695515,YES,L0419
NLA06608-0373,1,PROB_Lake,Target_Sampled,YES,YES,0.61433,,,YES,YES,WMTNS,302.3385348,YES,L0420
NLA06608-0376,1,PROB_Lake,Target_Sampled,YES,YES,0.510794,,,YES,YES,PLNLOW,4223.97665,YES,L0423
NLA06608-0377,1,PROB_Lake,Target_Sampled,YES,YES,0.73741,,,YES,YES,EHIGH,5.459823439,YES,L0424
NLA06608-0378,1,PROB_Lake,Target_Sampled,YES,YES,0.583402,,,YES,YES,PLNLOW,532.2075413,YES,L0425
NLA06608-0384,1,PROB_Lake,Target_Sampled,YES,YES,0.396847,,,YES,YES,PLNLOW,70.72461764,YES,L0430
NLA06608-0385,1,PROB_Lake,Target_Sampled,YES,YES,0.620853,,,YES,YES,PLNLOW,39.84089927,YES,L0431
NLA06608-0386,1,PROB_Lake,Target_Sampled,YES,YES,1.103738,,,YES,YES,EHIGH,31.54660136,YES,L0432
NLA06608-0388,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,1.215612,X,Incomplete zooplankton data-- O/E value likely invalid,YES (1 SAMPLE ONLY),YES,EHIGH,90.55692107,YES,L0433
NLA06608-0388,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,90.55692107,NOT DONE,
NLA06608-0393,1,PROB_Lake,Target_Sampled,YES,YES,0.507911,,,YES,YES,WMTNS,401.3816881,YES,L0439
NLA06608-0395,1,PROB_Lake,Target_Sampled,YES,YES,1.140016,,,YES,YES,EHIGH,4768.351596,NOT DONE,L0440
NLA06608-0399,1,PROB_Lake,Target_Sampled,YES,YES,0.978997,,,YES,YES,PLNLOW,18.7308107,YES,L0444
NLA06608-0401,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.73233,X,Incomplete zooplankton data-- O/E value likely invalid,YES (1 SAMPLE ONLY),YES,EHIGH,2677.177683,YES,L0446
NLA06608-0402,1,PROB_Lake,Target_Sampled,YES,YES,0.415991,,,YES,YES,WMTNS,7.451150403,YES,L0447
NLA06608-0402,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,WMTNS,7.451150403,YES,
NLA06608-0403,1,PROB_Lake,Target_Sampled,YES,YES,0.946924,,,YES,YES,PLNLOW,6605.134097,YES,L0449
NLA06608-0405,1,PROB_Lake,Target_Sampled,YES,YES,0.382169,,,YES,YES,EHIGH,12.61942837,YES,L0451
NLA06608-0406,1,PROB_Lake,Target_Sampled,YES,YES,1.002059,,,YES,YES,WMTNS,141.8718591,YES,L0452
NLA06608-0407,1,PROB_Lake,Target_Sampled,YES,YES,0.262421,,,YES,YES,PLNLOW,27.4683107,YES,L0453
NLA06608-0408,1,PROB_Lake,Target_Sampled,YES,YES,0.830864,,,YES,YES,PLNLOW,82.85155996,YES,L0454
NLA06608-0413,1,PROB_Lake,Target_Sampled,YES,YES,0.57498,,,YES,YES,EHIGH,8.557671899,YES,L0457
NLA06608-0414,1,PROB_Lake,Target_Sampled,YES,YES,0.948934,,,YES,YES,PLNLOW,19.57568112,YES,L0458
NLA06608-0418,1,PROB_Lake,Target_Sampled,YES,YES,0.883578,,,YES,YES,EHIGH,51.28077598,YES,L0462
NLA06608-0421,1,PROB_Lake,Target_Sampled,YES,YES,0.786114,,,YES,YES,EHIGH,25.86570924,YES,L0465
NLA06608-0425,1,PROB_Lake,Target_Sampled,YES,YES,0.310403,,,YES,YES,WMTNS,144.3154395,YES,L0467
NLA06608-0426,1,PROB_Lake,Target_Sampled,YES,YES,0.966774,,,YES,YES,PLNLOW,159.9850198,YES,L0468
NLA06608-0432,1,PROB_Lake,Target_Sampled,YES,YES,1.003208,,,YES,YES,PLNLOW,3907.84138,YES,L0472
NLA06608-0433,1,PROB_Lake,Target_Sampled,YES,YES,0.941421,,,YES,YES,EHIGH,107359.9005,NOT DONE,L0473
NLA06608-0435,1,PROB_Lake,Target_Sampled,YES,YES,0.480723,,,YES,YES,PLNLOW,368.6973816,YES,L0475
NLA06608-0436,1,PROB_Lake,Target_Sampled,YES,YES,1.213215,,,YES,YES,EHIGH,500.1143836,YES,L0476
NLA06608-0439,1,PROB_Lake,Lake_Shallow,YES,YES,0.692539,,,YES,YES,PLNLOW,17.48389586,YES,L0478
NLA06608-0440,1,PROB_Lake,Target_Sampled,YES,YES,0.547664,,,YES,YES,PLNLOW,179.6547197,YES,L0479
NLA06608-0442,1,PROB_Lake,Target_Sampled,YES,YES,0.37975,,,YES,YES,PLNLOW,30.17185053,YES,L0481
NLA06608-0444,1,PROB_Lake,Target_Sampled,YES,YES,0.981947,,,YES (NO TOW LENGTH),YES,PLNLOW,4.398899052,YES,L0483
NLA06608-0445,1,PROB_Lake,Target_Sampled,YES,YES,0.606594,,,YES,YES,EHIGH,43.04307317,YES,L0484
NLA06608-0447,1,PROB_Lake,Target_Sampled,YES,YES,0.914896,,,YES,YES,EHIGH,70.45608606,YES,L0485
NLA06608-0449,1,PROB_Lake,Target_Sampled,YES,YES,0.535435,,,YES,YES,WMTNS,48.19243402,YES,L0487
NLA06608-0452,1,PROB_Lake,Target_Sampled,YES,YES,0.608486,,,YES,YES,PLNLOW,5.391015571,YES,L0490
NLA06608-0453,1,PROB_Lake,Target_Sampled,YES,YES,0.803502,,,YES,YES,PLNLOW,743.0730589,YES,L0491
NLA06608-0454,1,PROB_Lake,Target_Sampled,YES,YES,0.563077,,,YES,YES,EHIGH,202.4298506,YES,L0492
NLA06608-0456,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,9288.403959,NOT DONE,
NLA06608-0458,1,PROB_Lake,Target_Sampled,YES,YES,0.860958,,,YES,YES,PLNLOW,128.0576834,YES,L0496
NLA06608-0459,1,PROB_Lake,Target_Sampled,YES,YES,0.995998,,,YES,YES,EHIGH,72.95040407,YES,L0497
NLA06608-0462,1,PROB_Lake,Target_Sampled,YES,YES,0.791282,,,YES,YES,PLNLOW,149.7868259,YES,L0500
NLA06608-0463,1,PROB_Lake,Target_Sampled,YES,YES,0.960674,,,YES,YES,PLNLOW,272.7513592,YES,L0501
NLA06608-0467,1,PROB_Lake,Target_Sampled,YES,YES,0.876236,,,YES,YES,PLNLOW,183.5188922,YES,L0504
NLA06608-0468,1,PROB_Lake,Target_Sampled,YES,YES,0.725629,,,YES,YES,WMTNS,6.780172834,YES,L0505
NLA06608-0469,1,PROB_Lake,Target_Sampled,YES,YES,0.683242,,,YES,YES,EHIGH,12.71231975,YES,L0506
NLA06608-0470,1,PROB_Lake,Target_Sampled,YES,YES,1.041471,,,YES,YES,EHIGH,132.8445725,YES,L0507
NLA06608-0471,1,PROB_Lake,Target_Sampled,YES,YES,1.016925,,,YES,YES,PLNLOW,857.1952963,YES,L0508
NLA06608-0472,1,PROB_Lake,Target_Sampled,YES,YES,1.215037,,,YES,YES,EHIGH,158.9734793,YES,L0509
NLA06608-0473,1,PROB_Lake,Target_Sampled,YES,YES,0.784362,,,YES,YES,EHIGH,909.0342354,YES,L0510
NLA06608-0479,1,PROB_Lake,Target_Sampled,YES,YES,1.03479,,,YES,YES,PLNLOW,18.27545989,YES,L0515
NLA06608-0480,1,PROB_Lake,Target_Sampled,YES,YES,1.014705,,,YES,YES,EHIGH,16.24353412,YES,L0516
NLA06608-0480,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,16.24353412,YES,
NLA06608-0483,1,PROB_Lake,Target_Sampled,YES,YES,0.611718,,,YES,YES,WMTNS,14130.01792,NOT DONE,L0520
NLA06608-0484,1,PROB_Lake,Target_Sampled,YES,YES,1.040465,,,YES,YES,PLNLOW,37.31498489,YES,L0521
NLA06608-0488,1,PROB_Lake,Target_Sampled,YES,YES,0.951829,,,YES,YES,PLNLOW,13.48195629,YES,L0525
NLA06608-0489,1,PROB_Lake,Target_Sampled,YES,YES,0.829047,,,YES,YES,EHIGH,21.62741859,YES,L0526
NLA06608-0491,1,PROB_Lake,Target_Sampled,YES,YES,1.100131,,,YES,YES,PLNLOW,53.13592451,YES,L0528
NLA06608-0493,1,PROB_Lake,Target_Sampled,YES,YES,0.701756,,,YES,YES,EHIGH,288.9176192,YES,L0530
NLA06608-0494,1,PROB_Lake,Target_Sampled,YES,YES,0.825982,,,YES,YES,PLNLOW,631.0209246,YES,L0531
NLA06608-0495,1,PROB_Lake,Target_Sampled,YES,YES,1.244167,,,YES,YES,WMTNS,367.9212786,YES,L0532
NLA06608-0496,1,PROB_Lake,Target_Sampled,YES,YES,0.236371,,,YES,YES,PLNLOW,12.44122713,YES,L0533
NLA06608-0497,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.853306,X,Incomplete zooplankton data-- O/E value likely invalid,YES (1 SAMPLE ONLY),YES,WMTNS,34.22642526,YES,L0534
NLA06608-0498,1,PROB_Lake,Target_Sampled,YES,YES,0.803852,,,YES,YES,EHIGH,36.73223812,YES,L0535
NLA06608-0500,1,PROB_Lake,Target_Sampled,YES,YES,1.039789,,,YES,YES,EHIGH,392.2005889,YES,L0536
NLA06608-0501,1,PROB_Lake,Target_Sampled,YES,YES,0.615158,,,YES,YES,WMTNS,99.6608727,YES,L0537
NLA06608-0502,1,PROB_Lake,Target_Sampled,YES,YES,0.914049,,,YES,YES,PLNLOW,30.33533655,YES,L0538
NLA06608-0503,1,PROB_Lake,Target_Sampled,YES,YES,0.261715,,,YES,YES,PLNLOW,20.76973087,YES,L0539
NLA06608-0508,1,PROB_Lake,Lake_Shallow,YES,YES,0.982642,,,YES,YES,PLNLOW,15.37347752,YES,L0544
NLA06608-0509,1,PROB_Lake,Target_Sampled,YES,YES,1.030416,,,YES,YES,EHIGH,412.1244393,YES,L0545
NLA06608-0510,1,PROB_Lake,Target_Sampled,YES,YES,0.496931,,,YES,YES,PLNLOW,180.9745987,YES,L0546
NLA06608-0511,1,PROB_Lake,Target_Sampled,YES,YES,1.019953,,,YES,YES,WMTNS,75.54786412,YES,L0547
NLA06608-0512,1,PROB_Lake,Target_Sampled,YES,YES,0.53459,,,YES,YES,PLNLOW,35.11300262,YES,L0548
NLA06608-0514,1,PROB_Lake,Target_Sampled,YES,YES,1.105041,,,YES,YES,EHIGH,3347.380555,YES,L0550
NLA06608-0515,1,PROB_Lake,Target_Sampled,YES,YES,0.336852,,,YES,YES,PLNLOW,69.27151861,YES,L0551
NLA06608-0523,1,PROB_Lake,Target_Sampled,YES,YES,0.435559,,,YES,YES,PLNLOW,411.6060301,YES,L0559
NLA06608-0526,1,PROB_Lake,Target_Sampled,YES,YES,0.874893,,,YES,YES,PLNLOW,24.04902764,YES,L0561
NLA06608-0528,1,PROB_Lake,Target_Sampled,YES,YES,0.686264,,,YES,YES,PLNLOW,878.2474956,YES,L0562
NLA06608-0529,1,PROB_Lake,Target_Sampled,YES,YES,0.622673,,,YES,YES,WMTNS,2606.638733,YES,L0563
NLA06608-0530,1,PROB_Lake,Target_Sampled,YES,YES,0.599297,,,YES,YES,PLNLOW,9.741201494,YES,L0564
NLA06608-0531,1,PROB_Lake,Target_Sampled,YES,YES,0.69962,,,YES,YES,PLNLOW,13.88016093,YES,L0565
NLA06608-0533,1,PROB_Lake,Target_Sampled,YES,YES,0.65672,,,YES,YES,EHIGH,168.057458,YES,L0567
NLA06608-0537,1,PROB_Lake,Target_Sampled,YES,YES,1.136351,,,YES,YES,EHIGH,35.86934062,YES,L0571
NLA06608-0540,1,PROB_Lake,Target_Sampled,YES,YES,0.430168,,,YES,YES,PLNLOW,10.09053282,YES,L0573
NLA06608-0541,1,PROB_Lake,Target_Sampled,YES,YES,0.727151,,,YES,YES,EHIGH,10.11175187,YES,L0574
NLA06608-0542,1,PROB_Lake,Target_Sampled,YES,YES,0.888654,,,YES,YES,PLNLOW,4.612377664,YES,L0575
NLA06608-0546,1,PROB_Lake,Target_Sampled,YES,YES,0.603173,,,YES,YES,EHIGH,6.579366257,YES,L0579
NLA06608-0547,1,PROB_Lake,Target_Sampled,YES,YES,0.477226,,,YES,YES,PLNLOW,123.811974,YES,L0580
NLA06608-0550,1,PROB_Lake,Target_Sampled,YES,YES,0.615103,,,YES,YES,EHIGH,61.59577382,YES,L0583
NLA06608-0551,1,PROB_Lake,Target_Sampled,YES,YES,0.617482,,,YES,YES,PLNLOW,219.6509157,YES,L0584
NLA06608-0555,1,PROB_Lake,Target_Sampled,YES,YES,1.016608,,,YES,YES,PLNLOW,11.79625324,YES,L0588
NLA06608-0558,1,PROB_Lake,Target_Sampled,YES,YES,1.037555,,,YES,YES,PLNLOW,14.03501697,YES,L0590
NLA06608-0560,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,6559.392801,NOT DONE,
NLA06608-0561,1,PROB_Lake,Target_Sampled,YES,YES,1.152573,,,YES,YES,WMTNS,2018.422831,YES,L0593
NLA06608-0562,1,PROB_Lake,Target_Sampled,YES,YES,1.311391,,,YES,YES,EHIGH,157.2914486,YES,L0594
NLA06608-0562,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,OE5 not calculated,YES,YES,EHIGH,157.2914486,YES,
NLA06608-0564,1,PROB_Lake,Target_Sampled,YES,YES,0.888687,,,YES,YES,WMTNS,40.7999372,YES,L0597
NLA06608-0565,1,PROB_Lake,Target_Sampled,YES,YES,0.547093,,,YES,YES,WMTNS,19.3007469,YES,L0598
NLA06608-0569,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.101585,X,No zooplankton data-- O/E value likely invalid,SAMPLE LOST,YES,WMTNS,119.1797911,YES,L0602
NLA06608-0570,1,PROB_Lake,Target_Sampled,YES,YES,0.696284,,,YES,YES,PLNLOW,296.9416249,YES,L0603
NLA06608-0579,1,PROB_Lake,Target_Sampled,YES,YES,0.334871,,,YES,YES,PLNLOW,314.2066556,YES,L0612
NLA06608-0580,1,PROB_Lake,Target_Sampled,YES,YES,0.735389,,,YES,YES,EHIGH,476.3427424,YES,L0613
NLA06608-0581,1,PROB_Lake,Target_Sampled,YES,YES,0.908006,,,YES,YES,WMTNS,1560.7504,YES,L0614
