SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DATE_COL,SAMPLED_PHYT,DATEPHYT,SAMPLE_CATEGORY,INDXSAMP_PHYT,SAMPLE_DEPTH,PHYT_VOLUME,PRESERVED_PHYT,SAMPLE_ID,FLAG_FLD_PHYT,COMMENT_FLD_PHYT,LAB_ID,SAMPLE_TYPE,INIT_VOL,CONC_VOL,TOT_AREA,CNT_AREA,SOURCELAB,SOURCEDATE,TAXONOMIST_CNT,COMMENT_PHYT_LAB,DATATYPE,VISIT_ID
NLA06608-0340,1,PROB_Lake,Target_Sampled,6/21/2007,YES,6/21/2007,P,YES,2,1000,Y,503333,,,5069.29.11,ALGAE,25,25,380,4.95,EA,20081217b,JS,No slide required. Lots of oocystis. Good diversity,PHYT,7750
NLA06608-0341,1,PROB_Lake,Target_Sampled,9/18/2007,YES,9/18/2007,P,YES,2,1000,Y,517573,,,5069.30.07,ALGAE,333,2,394,23.76,EA,20081217b,JKE,,PHYT,7751
NLA06608-0343,1,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,YES,2,1000,Y,512163,,,5069.39.24,ALGAE,333,10,394,3.582907878,EA,20081217b,KMM,,PHYT,7753
NLA06608-0344,1,PROB_Lake,Target_Sampled,7/5/2007,YES,7/5/2007,P,YES,1.8,1000,Y,504443,,,5069.25.27,ALGAE,333,5,394,7.354389854,EA,20081217b,KMM,,PHYT,7754
NLA06608-0345,1,PROB_Lake,Target_Sampled,6/21/2007,YES,6/21/2007,P,YES,2,1000,Y,515073,,,5069.44.19,ALGAE,25,25,380,4.95,EA,20081217b,JS,No slide required. Lots of coccoid greens/bgs.,PHYT,7755
NLA06608-0350,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,514883,,,FS000126,ALGAE,,,530.9292,2.38186,WI,20080415,Dawn Perkins,,PHYT,7756
NLA06608-0354,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,1000,Y,505473,,,5069.19.08,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,7757
NLA06608-0356,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,504843,F1,"LABEL WET, LABEL ON JAR WRITTEN TO ?",5069.29.01,ALGAE,333,20,394,59.4,EA,20081217b,JKE,,PHYT,7758
NLA06608-0357,1,PROB_Lake,Target_Sampled,7/27/2007,YES,7/27/2007,P,YES,2,1000,Y,507023,,,5069.19.09,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7759
NLA06608-0358,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,2,1000,,505463,,,5069.27.02,ALGAE,333,1,394,35.64,EA,20081217b,JKE,,PHYT,7760
NLA06608-0359,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,0.6,1000,Y,503063,,,5069.39.01,ALGAE,333,20,394,8.674408546,EA,20081217b,KMM,,PHYT,7761
NLA06608-0361,1,PROB_Lake,Target_Sampled,7/15/2007,YES,7/15/2007,P,YES,2,1000,Y,507333,,,5069.31.16,ALGAE,25,25,380,2.7,EA,20081217b,JS,Slide required,PHYT,7762
NLA06608-0363,1,PROB_Lake,Target_Sampled,7/21/2007,YES,7/21/2007,P,YES,2,1000,Y,511523,,,5069.20.22,ALGAE,25,25,380,1.8,EA,20081217b,JS,Slide required.,PHYT,7763
NLA06608-0366,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,2,1000,Y,502093,,,5069.21.02,ALGAE,25,25,380,6.75,EA,20081217b,JS,No slide required.,PHYT,7764
NLA06608-0367,1,PROB_Lake,Target_Sampled,8/23/2007,YES,8/23/2007,P,YES,0.58,975,Y,508973,,,5069.33.14,ALGAE,25,25,380,0.675,EA,20081217b,JS,70-100 microns,PHYT,7765
NLA06608-0369,1,PROB_Lake,Target_Sampled,7/26/2007,YES,7/26/2007,P,YES,2,950,Y,505583,,,5069.43.10,ALGAE,333,2,394,71.28,EA,20081217b,JKE,,PHYT,7766
NLA06608-0372,1,PROB_Lake,Target_Sampled,8/3/2007,YES,8/3/2007,P,YES,2,1000,Y,502033,,,5069.05.01,ALGAE,333,20,254.4690049,31.35,EA,20081217b,EEW,,PHYT,7767
NLA06608-0373,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,2,980,Y,504833,,,5069.04.01,ALGAE,333,1,394,71.28,EA,20081217b,JKE,,PHYT,7768
NLA06608-0376,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,2,1000,Y,509693,,,5069.34.27,ALGAE,25,25,380,1.575,EA,20081217b,JS,Slide required,PHYT,7769
NLA06608-0377,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,1.1,1000,Y,502503,,,5069.36.01,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,7770
NLA06608-0378,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,2,1000,Y,514073,,,5069.24.35,ALGAE,333,3,394,28.28611482,EA,20081217b,KMM,,PHYT,7771
NLA06608-0384,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,2,1000,Y,503473,,,5069.32.10,ALGAE,333,5,394,27.90896662,EA,20081217b,KMM,,PHYT,7772
NLA06608-0385,1,PROB_Lake,Target_Sampled,7/6/2007,YES,7/6/2007,P,YES,2,1000,Y,510633,,,5069.24.26,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,7773
NLA06608-0386,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,2,1000,Y,506053,,,5069.36.08,ALGAE,333,2,394,71.28,EA,20081217b,JKE,,PHYT,7774
NLA06608-0388,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,2,1000,Y,515783,,,5069.15.08,ALGAE,333,2,394,59.4,EA,20081217b,JKE,,PHYT,7775
NLA06608-0388,2,PROB_Lake,Target_Sampled,8/26/2007,YES,8/26/2007,P,NO,2,1000,Y,515583,,,5069.15.12,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,7776
NLA06608-0388,2,PROB_Lake,Target_Sampled,8/26/2007,YES,8/26/2007,D,NO,2,1000,Y,517633,,,5069.15.11,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,7776
NLA06608-0393,1,PROB_Lake,Target_Sampled,7/23/2007,YES,7/23/2007,P,YES,2,980,Y,507143,,,5069.04.03,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7778
NLA06608-0395,1,PROB_Lake,Target_Sampled,6/27/2007,YES,6/27/2007,P,YES,1.3,1000,Y,505993,,,5069.01.04,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7779
NLA06608-0399,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,507903,,,5069.20.12,ALGAE,25,25,380,4.5,EA,20081217b,JS,Slide required.,PHYT,7780
NLA06608-0401,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,2,1000,Y,513083,,,5069.17.29,ALGAE,333,20,387.1,7.99,EA,20081217b,MH,,PHYT,7781
NLA06608-0402,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,1.3,1000,Y,505803,,,5069.35.09,ALGAE,333,1,394,23.76,EA,20081217b,JKE,,PHYT,7782
NLA06608-0402,2,PROB_Lake,Target_Sampled,9/6/2007,YES,9/6/2007,P,NO,2,1000,Y,517293,,,5069.35.32,ALGAE,25,25,380,0.45,EA,20081217b,JS,Slide required. Rich! Loaded in diatoms coccoid b-g and g.,PHYT,7783
NLA06608-0402,2,PROB_Lake,Target_Sampled,9/6/2007,YES,9/6/2007,D,NO,2,1000,Y,505823,,,5069.35.33,ALGAE,25,25,380,0.675,EA,20081217b,JS,Slide required. Loaded C Frag. Cf. construens,PHYT,7783
NLA06608-0403,1,PROB_Lake,Target_Sampled,8/6/2007,YES,8/6/2007,P,YES,2,980,Y,508413,,,5069.21.66,ALGAE,333,2,394,23.76,EA,20081217b,JKE,,PHYT,7784
NLA06608-0405,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,2,995,Y,517073,,,5069.36.17,ALGAE,333,1,394,47.52,EA,20081217b,JKE,,PHYT,7785
NLA06608-0406,1,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,YES,2,1000,Y,512083,,,5069.35.19,ALGAE,25,25,380,7.65,EA,20081217b,JS,No slide required. Lots of debris/detritus,PHYT,7786
NLA06608-0407,1,PROB_Lake,Target_Sampled,7/23/2007,YES,7/23/2007,P,YES,2,1000,Y,503873,,,5069.39.08,ALGAE,333,5,394,25.64607744,EA,20081217b,KMM,,PHYT,7787
NLA06608-0408,1,PROB_Lake,Target_Sampled,6/20/2007,YES,6/20/2007,P,YES,2,1000,Y,502553,,,5069.34.11,ALGAE,333,2,394,35.64,EA,20081217b,JKE,,PHYT,7788
NLA06608-0413,1,PROB_Lake,Target_Sampled,6/27/2007,YES,6/27/2007,P,YES,2,1000,Y,506763,,,5069.44.20,ALGAE,25,25,380,2.25,EA,20081217b,JS,Slide required. Bloom of cyclotella but not certain? Also lyngbya small fil and Aphaniz.!,PHYT,7789
NLA06608-0414,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,1.8,1000,Y,505313,,,FS000109,ALGAE,,,530.9292,2.93152,WI,20080415,Dawn Perkins,,PHYT,7790
NLA06608-0418,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,1000,,507243,,,5069.27.04,ALGAE,25,25,380,11.7,EA,20081217b,JS,No slide required.,PHYT,7791
NLA06608-0421,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,,1000,,504943,F1,"LUGOLS NOT INCLUDED IN KIT, ADDED BACK IN OFFICE",5069.30.11,ALGAE,333,2,394,23.76,EA,20081217b,JKE,,PHYT,7792
NLA06608-0425,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,2,1000,Y,504023,,,5069.42.19,ALGAE,333,20,254.4690049,4.66,EA,20081217b,EEW,,PHYT,7793
NLA06608-0426,1,PROB_Lake,Target_Sampled,9/17/2007,YES,9/17/2007,P,YES,2,1000,Y,516393,,,5069.20.40,ALGAE,25,25,380,4.05,EA,20081217b,JS,,PHYT,7794
NLA06608-0432,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,0.6,1000,Y,506563,,,5069.22.11,ALGAE,333,20,394,35.64,EA,20081217b,JKE,,PHYT,7795
NLA06608-0433,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,950,Y,503913,,,5069.43.07,ALGAE,333,2,394,71.28,EA,20081217b,JKE,,PHYT,7796
NLA06608-0435,1,PROB_Lake,Target_Sampled,7/23/2007,YES,7/23/2007,P,YES,1.6,1000,Y,506583,,,FS000111,ALGAE,,,530.9292,3.84762,WI,20080415,Dawn Perkins,,PHYT,7797
NLA06608-0436,1,PROB_Lake,Target_Sampled,9/5/2007,YES,9/5/2007,P,YES,2,1000,Y,516633,,,5069.03.10,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7798
NLA06608-0439,1,PROB_Lake,Lake_Shallow,6/27/2007,YES,6/27/2007,P,YES,0.2,1000,Y,514013,,,5069.39.32,ALGAE,333,20,394,2.262889186,EA,20081217b,KMM,,PHYT,7799
NLA06608-0440,1,PROB_Lake,Target_Sampled,8/8/2007,YES,8/8/2007,P,YES,0.1,1000,Y,507633,,,5069.34.37,ALGAE,25,25,380,7.65,EA,20081217b,JS,50-100 micron,PHYT,7800
NLA06608-0442,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,1.5,1000,Y,512513,,,5069.32.36,ALGAE,333,10,394,23.00604006,EA,20081217b,KMM,,PHYT,7801
NLA06608-0444,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,,,,502223,K,"TEAM LOST INDEX FORM, FORM FILLED OUT BY IM 12/18/2007",5069.22.02,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,7802
NLA06608-0445,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,2,980,Y,515033,,,5069.33.09,ALGAE,25,25,380,7.2,EA,20081217b,JS,Slide required.,PHYT,7803
NLA06608-0447,1,PROB_Lake,Target_Sampled,8/25/2007,YES,8/25/2007,P,YES,2,1000,Y,509723,,,5069.15.10,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,7804
NLA06608-0449,1,PROB_Lake,Target_Sampled,7/26/2007,YES,7/26/2007,P,YES,2,1000,Y,508503,,,5069.45.10,ALGAE,333,20,394,15.08592791,EA,20081217b,KMM,,PHYT,7805
NLA06608-0452,1,PROB_Lake,Target_Sampled,6/15/2007,YES,6/15/2007,P,YES,2,975,Y,502233,,,5069.05.03,ALGAE,333,20,254.4690049,8.36,EA,20081217b,EEW,,PHYT,7806
NLA06608-0453,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,1.4,1000,Y,507183,,,5069.08.10,ALGAE,333,20,394,142.56,EA,20081217b,JKE,,PHYT,7807
NLA06608-0454,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,2,1000,Y,503813,,,5069.19.02,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7808
NLA06608-0456,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,503923,,,5069.41.10,ALGAE,25,25,380,1.35,EA,20081217b,JS,No slide required,PHYT,7809
NLA06608-0458,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,2,1000,Y,502883,,,5069.09.05,ALGAE,333,20,394,47.52,EA,20081217b,JKE,,PHYT,7810
NLA06608-0459,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,507703,,,5069.01.11,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7811
NLA06608-0462,1,PROB_Lake,Target_Sampled,8/20/2007,YES,8/20/2007,P,YES,2,1000,Y,509653,,,5069.20.17,ALGAE,25,25,380,10.8,EA,20081217b,JS,No slide required.,PHYT,7812
NLA06608-0463,1,PROB_Lake,Target_Sampled,8/19/2007,YES,8/19/2007,P,YES,1.1,1000,Y,515383,,,5069.20.55,ALGAE,25,25,380,0.9,EA,20081217b,JS,Slide required.,PHYT,7813
NLA06608-0467,1,PROB_Lake,Target_Sampled,7/9/2007,YES,7/9/2007,P,YES,2,1000,Y,505153,,,FS000015,ALGAE,,,530.9292,2.01542,WI,20080415,Dawn Perkins,,PHYT,7815
NLA06608-0468,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,2,1000,Y,510643,,,5069.05.26,ALGAE,333,1.8,254.4690049,14.39,EA,20081217b,EEW,,PHYT,7816
NLA06608-0469,1,PROB_Lake,Target_Sampled,8/29/2007,YES,8/29/2007,P,YES,2,995,Y,513463,,,5069.36.15,ALGAE,333,1,394,47.52,EA,20081217b,JKE,,PHYT,7817
NLA06608-0470,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,2,1000,,507283,,,5069.27.05,ALGAE,25,25,380,13.95,EA,20081217b,JS,Sparse sample.,PHYT,7818
NLA06608-0471,1,PROB_Lake,Target_Sampled,6/25/2007,YES,6/25/2007,P,YES,2,1000,Y,506733,,,5069.39.16,ALGAE,333,5,394,12.63446462,EA,20081217b,KMM,,PHYT,7819
NLA06608-0472,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,0.5,1000,Y,507473,,,5069.34.21,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,7820
NLA06608-0473,1,PROB_Lake,Target_Sampled,6/19/2007,YES,6/19/2007,P,YES,2,1000,Y,505693,,,5069.31.11,ALGAE,25,25,380,0.45,EA,20081217b,JS,Slide required,PHYT,7821
NLA06608-0479,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,2,1000,Y,505433,,,5069.33.04,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,7822
NLA06608-0480,1,PROB_Lake,Target_Sampled,8/24/2007,YES,8/24/2007,P,YES,2,2000,Y,513233,IM,Sample volume may be 1000 base on visit 2 info,5069.23.25,ALGAE,333,1,394,71.28,EA,20081217b,JKE,,PHYT,7823
NLA06608-0480,2,PROB_Lake,Target_Sampled,9/25/2007,YES,9/25/2007,P,NO,2,1000,Y,517593,,,5069.23.26,ALGAE,25,25,380,2.7,EA,20081217b,JS,No Slide required.,PHYT,7824
NLA06608-0480,2,PROB_Lake,Target_Sampled,9/25/2007,YES,9/25/2007,D,NO,2,1000,Y,517223,,,5069.23.27,ALGAE,25,25,380,9.45,EA,20081217b,JS,,PHYT,7824
NLA06608-0483,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,2,1000,Y,514533,,,5069.41.32,ALGAE,25,25,380,7.65,EA,20081217b,JS,Slide required. No dinobryon colonies. See sketch.,PHYT,7825
NLA06608-0484,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,0.55,1000,Y,507073,,,5069.40.07,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,7826
NLA06608-0488,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,0.9,1000,Y,504923,,,5069.14.13,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7827
NLA06608-0489,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,1,1000,Y,504553,,,5069.44.13,ALGAE,25,25,380,0.9,EA,20081217b,JS,150-200 m L fil,PHYT,7828
NLA06608-0491,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,1,1000,Y,512813,,,5069.16.19,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7830
NLA06608-0493,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,2,1000,Y,506483,,,5069.44.14,ALGAE,25,25,380,1.8,EA,20081217b,JS,No slide required. Lyngbya bloom. Contorta and Limnetica. Drawings.,PHYT,7831
NLA06608-0494,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,2,1000,Y,503613,,,5069.21.10,ALGAE,25,25,380,11.7,EA,20081217b,JS,No slide required. Lots of phyto debris.,PHYT,7832
NLA06608-0495,1,PROB_Lake,Target_Sampled,9/5/2007,YES,9/5/2007,P,YES,2,980,Y,513833,,,5069.05.38,ALGAE,333,20,254.4690049,28.36,EA,20081217b,EEW,,PHYT,7833
NLA06608-0496,1,PROB_Lake,Target_Sampled,6/23/2007,YES,6/23/2007,P,YES,1.8,1000,Y,514083,,,5069.24.36,ALGAE,333,5,394,26.21179974,EA,20081217b,KMM,,PHYT,7834
NLA06608-0497,1,PROB_Lake,Target_Sampled,8/17/2007,YES,8/17/2007,P,YES,2,1000,Y,511843,,,5069.10.13,ALGAE,25,25,380,13.5,EA,20081217b,JS,"No slide required. Lots of inorganic particulate debris, silt?",PHYT,7835
NLA06608-0498,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,2,1000,Y,512213,F1,10 ML LUGOLS,5069.06.16,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7836
NLA06608-0500,1,PROB_Lake,Target_Sampled,9/14/2007,YES,9/14/2007,P,YES,2,1000,Y,507963,,,5069.03.06,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7837
NLA06608-0501,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,2,980,Y,507163,,,5069.04.04,ALGAE,333,1,394,71.28,EA,20081217b,JKE,,PHYT,7838
NLA06608-0502,1,PROB_Lake,Target_Sampled,8/18/2007,YES,8/18/2007,P,YES,2,1000,Y,515733,,,5069.20.34,ALGAE,25,25,380,8.1,EA,20081217b,JS,No slide required.,PHYT,7839
NLA06608-0503,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,0.3,1000,Y,512883,,,5069.39.27,ALGAE,333,20,394,4.148630174,EA,20081217b,KMM,,PHYT,7840
NLA06608-0508,1,PROB_Lake,Lake_Shallow,7/10/2007,YES,7/10/2007,P,YES,0.5,1000,Y,502463,,,5069.22.03,ALGAE,333,20,394,35.64,EA,20081217b,JKE,,PHYT,7842
NLA06608-0509,1,PROB_Lake,Target_Sampled,6/20/2007,YES,6/20/2007,P,YES,2,1000,Y,502513,,,5069.36.02,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7843
NLA06608-0510,1,PROB_Lake,Target_Sampled,6/27/2007,YES,6/27/2007,P,YES,0.9,1000,Y,503463,,,5069.32.09,ALGAE,333,15,394,8.674408546,EA,20081217b,KMM,,PHYT,7844
NLA06608-0511,1,PROB_Lake,Target_Sampled,9/6/2007,YES,9/6/2007,P,YES,2,980,Y,512203,,,5069.05.30,ALGAE,333,5.3,254.4690049,33.77,EA,20081217b,EEW,,PHYT,7845
NLA06608-0512,1,PROB_Lake,Target_Sampled,8/13/2007,YES,8/13/2007,P,YES,1.44,1000,Y,512453,,,5069.32.35,ALGAE,333,10,394,8.674408546,EA,20081217b,KMM,,PHYT,7846
NLA06608-0514,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,2,1000,Y,502523,,,5069.36.03,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7847
NLA06608-0515,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,1.6,1000,Y,514173,,,5069.32.39,ALGAE,333,5,394,26.02322564,EA,20081217b,KMM,,PHYT,7848
NLA06608-0523,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,512893,,,5069.39.28,ALGAE,333,10,394,5.845797063,EA,20081217b,KMM,,PHYT,7849
NLA06608-0526,1,PROB_Lake,Target_Sampled,7/18/2007,YES,7/18/2007,P,YES,2,,Y,506673,IM,IM: Volume not recorded on field form,5069.21.27,ALGAE,25,25,380,2.7,EA,20081217b,JS,No slide required,PHYT,7850
NLA06608-0528,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,1.2,1000,Y,504903,,,5069.25.19,ALGAE,333,5,394,12.63446462,EA,20081217b,KMM,,PHYT,7851
NLA06608-0529,1,PROB_Lake,Target_Sampled,9/4/2007,YES,9/4/2007,P,YES,2,1000,Y,517813,,,5069.45.38,ALGAE,333,20,394,9.240130842,EA,20081217b,KMM,,PHYT,7852
NLA06608-0530,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,2,1000,Y,508453,,,5069.09.14,ALGAE,333,2,394,35.64,EA,20081217b,JKE,,PHYT,7853
NLA06608-0531,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,1.3,1000,Y,505223,,,5069.32.23,ALGAE,333,5,394,24.13748465,EA,20081217b,KMM,,PHYT,7854
NLA06608-0533,1,PROB_Lake,Target_Sampled,7/18/2007,YES,7/18/2007,P,YES,2,1000,Y,505023,,,5069.30.01,ALGAE,333,2,394,23.76,EA,20081217b,JKE,,PHYT,7855
NLA06608-0537,1,PROB_Lake,Target_Sampled,6/6/2007,YES,6/6/2007,P,YES,2,1000,Y,502643,,,5069.46.10,ALGAE,333,2,394,35.64,EA,20081217b,JKE,,PHYT,7856
NLA06608-0540,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,0.5,1000,Y,509903,,,5069.34.29,ALGAE,25,25,380,3.825,EA,20081217b,JS,Lots! See drawing,PHYT,7857
NLA06608-0541,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,2,1000,Y,514253,,,5069.44.21,ALGAE,25,25,380,3.15,EA,20081217b,JS,"Slide required. Lots of greens, bloom of colonial green I think. Looks like oocystis or a species of planctosphaeria or spchaerocystis or coelastrum synura. I cannot key out so Julia will have to name it. Let me know. I will call it oocystis. See drawing.",PHYT,7858
NLA06608-0542,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,0.6,1000,Y,513563,,,FS000171,ALGAE,,,530.9292,4.39728,WI,20080415,Dawn Perkins,,PHYT,7859
NLA06608-0546,1,PROB_Lake,Target_Sampled,7/18/2007,YES,7/18/2007,P,YES,1,1000,Y,513133,,,5069.19.12,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7860
NLA06608-0547,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,2,1000,Y,506573,,,FS000127,ALGAE,,,530.9292,1.64898,WI,20080415,Dawn Perkins,,PHYT,7861
NLA06608-0550,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,2,,,504383,IM,IM: Volume not recorded on field form,5069.27.01,ALGAE,333,1,394,59.4,EA,20081217b,JKE,,PHYT,7862
NLA06608-0551,1,PROB_Lake,Target_Sampled,8/20/2007,YES,8/20/2007,P,YES,2,,Y,509443,IM,IM: Volume not recorded on field form,5069.21.44,ALGAE,25,25,380,2.25,EA,20081217b,JS,20-30 cells/filament. Short.,PHYT,7863
NLA06608-0555,1,PROB_Lake,Target_Sampled,7/23/2007,YES,7/23/2007,P,YES,2,1000,Y,506933,,,5069.12.47,ALGAE,333,10,394,8.674408546,EA,20081217b,KMM,,PHYT,7864
NLA06608-0558,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,506963,,,5069.21.34,ALGAE,25,25,380,9.45,EA,20081217b,JS,,PHYT,7865
NLA06608-0560,1,PROB_Lake,Target_Sampled,9/12/2007,YES,9/12/2007,P,YES,1.58,1000,Y,507663,,,5069.41.26,ALGAE,25,25,380,1.35,EA,20081217b,JS,No slide required.,PHYT,7866
NLA06608-0561,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,513753,,,5069.10.19,ALGAE,25,25,380,8.55,EA,20081217b,JS,Diatom slide required,PHYT,7867
NLA06608-0562,1,PROB_Lake,Target_Sampled,7/13/2007,YES,7/13/2007,P,YES,2,1000,Y,508773,,,5069.37.03,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7868
NLA06608-0562,2,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,NO,2,1000,Y,513593,,,5069.37.06,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7869
NLA06608-0562,2,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,D,NO,2,1000,Y,508983,,,5069.37.05,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,7869
NLA06608-0564,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,2,1000,Y,509493,,,5069.29.12,ALGAE,25,25,380,4.05,EA,20081217b,JS,No slide required.,PHYT,7870
NLA06608-0565,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,980,Y,507513,,,5069.04.07,ALGAE,333,20,394,47.52,EA,20081217b,JKE,,PHYT,7871
NLA06608-0569,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,0.7,1000,Y,509873,,,5069.02.15,ALGAE,333,20,394,7.165815755,EA,20081217b,KMM,,PHYT,7872
