SITE_ID,YEAR,VISIT_NO,UID,ST,DATEPHAB,SAMPLED_PHAB,ssfpBedrock,ssfpBoulders,ssfpCobble,ssfpGravel,ssfpSand,ssfpSilt,ssfpOrganic,ssfpWood,ssfpOther,ssfcBedrock,ssfcBoulders,ssfcCobble,ssfcGravel,ssfcSand,ssfcSilt,ssfcOrganic,ssfcWood,ssfcOther,ssiStaVariety,ssiSiteVariety,ssiStStaVariety,ssvBedrock,ssvBoulders,ssvCobble,ssvGravel,ssvSand,ssvSilt,ssvOrganic,ssvWood,ssvOther,ssnBedrock,ssnBoulders,ssnCobble,ssnGravel,ssnSand,ssnSilt,ssnOrganic,ssnWood,ssnOther,ssxLdia,ssvLdia,ss16Ldia,ss25Ldia,ss50Ldia,ss75Ldia,ss84Ldia,ssopClass,ssofClass,hipwBuildings,hipwCommercial,hipwRoads,hipwWalls,hipwDocks,hipwPowerlines,hipwLandfill,hipwLawn,hipwPark,hipwCrops,hipwOrchard,hipwPasture,hiiAll,hiiNonAg,hiiAg,hiiAllCirca,hiiNonAgCirca,hiiAgCirca,hifpAny,hifpAnyCirca,hinBuildings,hinCommercial,hinRoads,hinWalls,hinDocks,hinPowerlines,hinLandfill,hinLawn,hinPark,hinCrops,hinOrchard,hinPasture,hipwAg,hipwNonag,hipwAll,hinAg,hinNonag,hinAll,lmfpBedrock,lmfpCobble,lmfpSand,lmfpMud,lmoSubstrate,lmnSubstrate,lmpwHuman,lmnHuman,lmnCover,lmfpLittle,lmfpPatchy,lmfpContinuous,lmoCover,lmnCoverTypes,lmfpWoody,lmfpVeg,lmfpBoulders,lmfpFill,lmfpArtificial,lmfpNone,bffFlat,bffGradual,bffSteep,bffVertical,bfoAngle,bfnAngle,bfxHorizDist,bfxVertHeight,bfnHorizDist,bfnVertHeight,L_HorizDist,L_VertHeight,L_RtHzVrt,RDisIn,RDisInAg,RDisInNonAG,RDisInEx1,RDisInEx1a,RDisInEx2,RDisInEx2a,RDisLev_x1,RDisLev_x1a,RDisLev_x2,RDisLev_x2a,RVegQ_1,RVegQ_2,RVegQ_3,RVegQ_4,RVegQ_5,RVegQ_5a,RVegQ_6,RVegQ_6a,LITCVR_A,LITCVR_B,LITCVR_C,LITCVR_D,LRCVQ_1A,LRCVQ_1B,LRCVQ_1C,LRCVQ_1D,LRCVQ_2A,LRCVQ_2B,LRCVQ_2C,LRCVQ_2D,LRCVQ_3A,LRCVQ_3B,LRCVQ_3C,LRCVQ_3D,LRCVQ_4A,LRCVQ_4B,LRCVQ_4C,LRCVQ_4D,LRCVQ_5A,LRCVQ_5Aa,LRCVQ_5B,LRCVQ_5Ba,LRCVQ_5C,LRCVQ_5Ca,LRCVQ_5D,LRCVQ_5Da,LRCVQ_6A,LRCVQ_6Aa,LRCVQ_6B,LRCVQ_6Ba,LRCVQ_6C,LRCVQ_6Ca,LRCVQ_6D,LRCVQ_6Da,FLAG_PHABMET,COMMENT_PHABMET
NLA06608-0860,2007,2,NLA06608-0860+2007+2,IA,8/21/2007,YES,0.1,0.4,0.5,0.4,0.4,0.5,0,0.4,0.8,0.085365854,0.085169653,0.168483555,0.038714147,0.242174733,0.210818429,0,0.022424687,0.146848942,3.5,7,2,0.269950532,0.135646313,0.258536599,0.070102647,0.355158476,0.316976243,0,0.030313263,0.214093429,10,10,10,10,10,10,10,10,10,0.042110272,0.349962843,-0.351820729,-0.268461386,-0.076195675,0.374749325,0.402483408,Other,Sand,0.25,0,0.25,0,0.1,0.1,0.1,0.05,0.15,0,0,0,1,1,0,0.6,0.6,0,0.6,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.111111111,0.083333333,30,90,120,0,0.3,0.1,0.6,M,10,0.24,10,10,0.8,0.2,0,NO COVER,10,0.4,,0.4,,,0.3,0.3,0.3,0.2,0.2,"FLAT, GRADUAL",10,6.33,2,10,10,0.865103975,0.477121255,0.38798272,0.5,0,0.5,0.55,0.4,0.547722558,0.387298335,2,2,2,2,0.213,0.0695,0.148181818,0.133571429,0.15975,0.15975,0.098787879,0.098787879,0.08,0.04,0.026666667,0.017777778,0.1465,0.1265,0.119833333,0.115388889,0.07475,0.05475,0.048083333,0.043638889,0.114090909,0.094090909,0.087424242,0.082979798,0.106785714,0.086785714,0.080119048,0.075674603,0.119875,0.119875,0.099875,0.099875,0.093208333,0.093208333,0.088763889,0.088763889,0.089393939,0.089393939,0.069393939,0.069393939,0.062727273,0.062727273,0.058282828,0.058282828,,
NLA06608-0860,2007,2,NLA06608-0860+2007+2,IA,8/21/2007,YES,0.1,0.4,0.5,0.4,0.4,0.5,0,0.4,0.8,0.085365854,0.085169653,0.168483555,0.038714147,0.242174733,0.210818429,0,0.022424687,0.146848942,3.5,7,2,0.269950532,0.135646313,0.258536599,0.070102647,0.355158476,0.316976243,0,0.030313263,0.214093429,10,10,10,10,10,10,10,10,10,0.042110272,0.349962843,-0.351820729,-0.268461386,-0.076195675,0.374749325,0.402483408,Other,Sand,0.25,0,0.25,0,0.1,0.1,0.1,0.05,0.15,0,0,0,1,1,0,0.6,0.6,0,0.6,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.111111111,0.083333333,30,90,120,0,0.3,0.1,0.6,M,10,0.24,10,10,0.8,0.2,0,NO COVER,10,0.4,,0.4,,,0.3,0.3,0.3,0.2,0.2,"FLAT, GRADUAL",10,6.33,2,10,10,0.865103975,0.477121255,0.38798272,0.5,0,0.5,0.55,0.4,0.547722558,0.387298335,2,2,2,2,0.213,0.0695,0.148181818,0.133571429,0.15975,0.15975,0.098787879,0.098787879,0.08,0.04,0.026666667,0.017777778,0.1465,0.1265,0.119833333,0.115388889,0.07475,0.05475,0.048083333,0.043638889,0.114090909,0.094090909,0.087424242,0.082979798,0.106785714,0.086785714,0.080119048,0.075674603,0.119875,0.119875,0.099875,0.099875,0.093208333,0.093208333,0.088763889,0.088763889,0.089393939,0.089393939,0.069393939,0.069393939,0.062727273,0.062727273,0.058282828,0.058282828,,
NLA06608-0862,2007,1,NLA06608-0862+2007+1,WI,8/8/2007,YES,0,0.3,0.3,0.1,0.2,0.6,1,1,1,0,0.046599017,0.031504677,0.045098039,0.009049774,0.045055495,0.062072301,0.322767168,0.437853529,4.5,7,1.555555556,0,0.089512498,0.074330912,0.142612522,0.019289418,0.066415949,0.056517098,0.178601091,0.196146101,10,10,10,10,10,10,10,10,10,-0.064683533,0.306315225,-0.351820729,-0.351820729,-0.107138906,0.19262193,0.3569318,"Organic, Wood, Other",Other,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.2,0.2,0,0,0,0,0.3,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0.022222222,0.016666667,30,90,120,0,0,0.3,0.7,M,10,0,10,10,0,1,0,PATCHY COVER,10,1,1,0.3,,,,0,0.2,0.2,0.6,NEAR_VERTICAL,10,0.22,0.3,10,10,0.086359831,0.113943352,-0.027583522,0.166666667,0,0.166666667,0.233333333,0.083333333,0.223606798,0,2,1,2,1,0.588614164,0.432921245,0.4299667,0.061849817,0.494691555,0.451361613,0.357619043,0.299845787,0.7075,0.47548913,0.330194074,0.151582963,0.648057082,0.532051647,0.459404119,0.370098563,0.570210623,0.454205188,0.38155766,0.292252104,0.56873335,0.452727915,0.380080387,0.290774831,0.384674908,0.268669474,0.196021945,0.10671639,0.601095777,0.579430806,0.485090343,0.463425372,0.412442814,0.390777843,0.323137259,0.301472288,0.532559521,0.503672893,0.416554087,0.387667459,0.343906558,0.31501993,0.254601003,0.225714375,,
NLA06608-0863,2007,1,NLA06608-0863+2007+1,OH,7/2/2007,YES,0,0.1,0.2,0.3,0.2,0.9,0,0.8,0.1,0,0.045454545,0.011596639,0.132442068,0.129411765,0.398301184,0,0.234877133,0.047916667,2.6,6,2.307692308,0,0.143739894,0.02445107,0.237574327,0.319553706,0.229437987,0,0.19131249,0.151525805,10,10,10,10,10,10,10,10,10,-0.173683859,0.183161912,-0.351820729,-0.351820729,-0.191878777,0.015776116,0.041071023,Silt,Silt,0.55,0,0.55,0.25,0.6,0.5,0.15,0.5,0.45,0,0,0.05,3.6,3.55,0.05,0.6,0.6,0,1,0.5,10,10,10,10,10,10,10,10,10,10,10,10,0.016666667,0.394444444,0.3,30,90,120,0,0.1,0.2,0.7,M,10,0.47,10,10,0.3,0.2,0.5,CONTINUOUS COVER,10,0.8,0.1,0.1,,0.1,0.2,0.2,0.1,0.3,0.4,NEAR_VERTICAL,10,1.01,0.57,10,10,0.303196057,0.195899652,0.107296405,0.782608696,0.047619048,0.78021978,0.891304348,0.641304348,0.884651737,0.625543242,3,2,3,2,0.384666667,0.177,0.200909091,0.062857143,0.298298729,0.302938944,0.147004366,0.153191319,0.3325,0.192336957,0.147476563,0.087754341,0.358583333,0.288501812,0.266071615,0.236210504,0.25475,0.184668478,0.162238281,0.13237717,0.266704545,0.196623024,0.174192827,0.144331716,0.197678571,0.12759705,0.105166853,0.075305742,0.315399364,0.317719472,0.245317843,0.24763795,0.222887646,0.225207753,0.193026535,0.195346642,0.239752183,0.24284566,0.169670661,0.172764138,0.147240464,0.150333941,0.117379353,0.12047283,,
NLA06608-0864,2007,1,NLA06608-0864+2007+1,CO,6/25/2007,YES,0,0,0,0,0,1,0.8,0.7,0.3,0,0,0,0,0,0.66929547,0.246914225,0.060121067,0.023669239,2.8,3,1.071428571,0,0,0,0,0,0.172835421,0.198441688,0.075266646,0.046243868,10,10,10,10,10,10,10,10,10,-0.351820729,0,-0.351820729,-0.351820729,-0.351820729,-0.351820729,-0.351820729,Silt,Silt,0.25,0,0.05,0,0.2,0,0.25,0.05,0.1,0,0,0.1,1,0.9,0.1,0.6,0.6,0,0.6,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0.033333333,0.1,0.083333333,30,90,120,0,0,0,1,M,10,0.21,10,10,0.6,0.4,0,NO COVER,10,0.9,0.3,,,,,1,0,0,0,FLAT,10,6.8,0.63,10,10,0.892094603,0.212187604,0.679906998,0.5,0.090909091,0.473684211,0.55,0.4,0.547722558,0.387298335,2,2,2,2,0.014298851,0.021448276,0.085721003,0.107019704,0.061306765,0.023100376,0.124590838,0.073648986,0.09,0.045,0.04650165,0.03650165,0.052149425,0.029649425,0.03040025,0.02540025,0.055724138,0.033224138,0.033974963,0.028974963,0.087860502,0.065360502,0.066111327,0.061111327,0.098509852,0.076009852,0.076760677,0.071760677,0.075653383,0.056550188,0.053153383,0.034050188,0.053904208,0.034801013,0.048904208,0.029801013,0.107295419,0.081824493,0.084795419,0.059324493,0.085546244,0.060075318,0.080546244,0.055075318,,
NLA06608-0865,2007,1,NLA06608-0865+2007+1,FL,9/12/2007,YES,0,0.1,0,0,0.1,0,0,0,1,0,0.005405405,0,0,0.03030303,0,0,0,0.964291564,1.2,2,1.666666667,0,0.017093393,0,0,0.095826596,0,0,0,0.09545114,10,10,10,10,10,10,10,10,10,0.04232651,0.162608224,0,0,0,0,0,Other,Other,0.4,0.1,0.6,0,0.35,0.65,0.7,0.7,0.15,0,0,0,3.65,3.65,0,1.9,1.9,0,1,0.9,10,10,10,10,10,10,10,10,10,10,10,10,0,0.405555556,0.304166667,30,90,120,0,0,1,0,S,10,0,10,10,0.7,0.2,0.1,NO COVER,10,,0.7,,,,0.3,0,0.3,0.7,0,STEEP,10,6.1,1.5,10,10,0.851258349,0.397940009,0.45331834,0.784946237,0,0.784946237,0.892473118,0.842473118,0.885971916,0.84050676,3,3,3,3,0.214,0.121,0.223181818,0.177857143,0.177184322,0.186490099,0.171033641,0.183441344,0.1575,0.07875,0.087153465,0.034653465,0.18575,0.146375,0.150576733,0.124326733,0.13925,0.099875,0.104076733,0.077826733,0.190340909,0.150965909,0.155167642,0.128917642,0.167678571,0.128303571,0.132505304,0.106255304,0.167342161,0.17199505,0.127967161,0.13262005,0.132168894,0.136821782,0.105918894,0.110571782,0.164266821,0.170470672,0.124891821,0.131095672,0.129093553,0.135297405,0.102843553,0.109047405,,
NLA06608-0868,2007,1,NLA06608-0868+2007+1,KY,8/18/2007,YES,0,0,0.1,0.1,0.6,1,0,0.9,1,0,0,0.027777778,0.027777778,0.034172491,0.189755241,0,0.07910589,0.641410822,3.7,5,1.351351351,0,0,0.087841046,0.087841046,0.029992035,0.150675091,0,0.085052591,0.224778941,10,10,10,10,10,10,10,10,10,-0.24786321,0.163088361,-0.351820729,-0.351820729,-0.30597309,-0.214277813,-0.214277813,"Silt, Other",Other,0.05,0,0.25,0.2,0.05,0.1,0,0.25,0.15,0,0,0,1.05,1.05,0,0.2,0.2,0,0.7,0.1,10,10,10,10,10,10,10,10,10,10,10,10,0,0.116666667,0.0875,30,90,120,0,0,0,1,M,10,0.37,10,10,0.1,0.9,0,PATCHY COVER,10,0.6,1,,,0.1,,0.1,0.8,0.1,0,GRADUAL,10,1.22,0.53,10,10,0.346352974,0.184691431,0.161661544,0.512195122,0,0.512195122,0.606097561,0.306097561,0.598779246,0.226317282,2,2,2,2,0.400666667,0.151,0.277272727,0.22,0.33175,0.339278878,0.226515152,0.236553655,0.34,0.222173913,0.199821113,0.098710001,0.370333333,0.31142029,0.30024389,0.249688334,0.2455,0.186586957,0.175410556,0.124855001,0.308636364,0.24972332,0.23854692,0.187991364,0.28,0.221086957,0.209910556,0.159355001,0.335875,0.339639439,0.276961957,0.280726395,0.265785556,0.269549995,0.215230001,0.21899444,0.283257576,0.288276828,0.224344532,0.229363784,0.213168132,0.218187384,0.162612576,0.167631828,,
NLA06608-0869,2007,1,NLA06608-0869+2007+1,PA,8/9/2007,YES,0,0.111111111,0,0,0.111111111,0.111111111,0.777777778,0.666666667,1,0,0.050505051,0,0,0.050505051,0.009259259,0.22610611,0.170470733,0.493153797,2.777777778,5,1.8,0,0.151515152,0,0,0.151515152,0.027777778,0.218171157,0.212400377,0.317641804,9,9,9,9,9,9,9,9,9,-0.015576464,0.144214478,0,0,0,0,0,Other,Other,0.222222222,0,0.222222222,0,0.111111111,0.222222222,0.055555556,0.125,0.055555556,0,0,0.111111111,1.125,1.013888889,0.111111111,0.680555556,0.569444444,0.111111111,0.666666667,0.444444444,9,9,9,9,9,9,9,8,9,9,9,9,0.037037037,0.1125,0.093457944,27,80,107,0,0,1,0,S,3,0.188888889,9,9,0,0.111111111,0.888888889,CONTINUOUS COVER,9,0.111111111,1,,,,,1,0,0,0,FLAT,9,0,0,9,9,0,0,0,0.529411765,0.1,0.503448276,0.598039216,0.486928105,0.594088526,0.48507125,2,2,2,2,0.318888889,0.145,0.217171717,0.134126984,0.40806968,0.369117162,0.369985162,0.318048472,1.108333333,0.66044686,0.613565233,0.289799801,0.713611111,0.489667874,0.466227061,0.304344345,0.626666667,0.40272343,0.379282617,0.217399901,0.662752525,0.438809289,0.415368475,0.253485759,0.621230159,0.397286922,0.373846109,0.211963393,0.758201507,0.738725248,0.53425827,0.514782011,0.510817457,0.491341198,0.348934741,0.329458481,0.739159248,0.713190902,0.515216011,0.489247666,0.491775198,0.465806852,0.329892482,0.303924136,,
NLA06608-0870,2007,1,NLA06608-0870+2007+1,OR,8/9/2007,YES,0.2,0.8,0.8,0.8,0.7,0.8,0.6,0.7,0,0.185185185,0.106851116,0.161586908,0.10545766,0.047689937,0.242995434,0.02900241,0.12123135,0,5.4,8,1.481481481,0.391963157,0.122410311,0.155402918,0.090911577,0.049955282,0.234622927,0.027046347,0.228451462,0,10,10,10,10,10,10,10,10,10,0.149608876,0.297954783,-0.122785938,-0.084318265,0.062255034,0.307597067,0.595761387,"Boulders, Cobble, Gravel, Silt",Silt,0.1,0.1,0.55,0.05,0.1,0,0.35,0,0.15,0,0,0,1.4,1.4,0,0.6,0.6,0,1,0.4,10,10,10,10,10,10,10,10,10,10,10,10,0,0.155555556,0.116666667,30,90,120,0,0.7,0.3,0,C,10,0.23,10,10,0,1,0,PATCHY COVER,10,0.8,0.2,0.9,,,,0.1,0,0.4,0.5,NEAR_VERTICAL,10,0.62,1.1,10,10,0.209515015,0.322219295,-0.11270428,0.583333333,0,0.583333333,0.791666667,0.491666667,0.763762616,0.483045892,2,2,2,2,0.443666667,0.2655,0.257727273,0.025714286,0.33275,0.33275,0.171818182,0.171818182,0.55,0.448913043,0.299275362,0.214830918,0.496833333,0.446289855,0.371471014,0.329248792,0.40775,0.357206522,0.282387681,0.240165459,0.403863636,0.353320158,0.278501318,0.236279095,0.287857143,0.237313665,0.162494824,0.120272602,0.441375,0.441375,0.390831522,0.390831522,0.316012681,0.316012681,0.273790459,0.273790459,0.360909091,0.360909091,0.310365613,0.310365613,0.235546772,0.235546772,0.19332455,0.19332455,,
NLA06608-0871,2007,1,NLA06608-0871+2007+1,MN,7/12/2007,YES,0,0.5,0.5,0.6,0.6,0.2,0.6,0.9,0.8,0,0.08467433,0.102452107,0.125945799,0.129197832,0.013211382,0.099867209,0.084541538,0.360109803,4.7,7,1.489361702,0,0.169715992,0.164567621,0.155068291,0.205286585,0.029018336,0.150440974,0.074935275,0.388893509,10,10,10,10,10,10,10,10,10,0.124350921,0.247857284,-0.076734896,-0.020358165,0.143367642,0.293822824,0.425171666,Wood,Other,0,0,0.05,0,0,0,0.05,0,0,0.15,0,0.15,0.4,0.1,0.3,0.1,0,0.1,0.5,0.1,10,10,10,10,10,10,10,10,10,10,10,10,0.1,0.011111111,0.033333333,30,90,120,0,0,0.1,0.9,M,10,0,10,9,0,0.888888889,0.111111111,PATCHY COVER,10,0.7,0.7,0.1,,,,0.1,0.6,0.3,0,GRADUAL,10,1.314285714,0.5,7,7,0.364416975,0.176091259,0.188325715,0.285714286,0.230769231,0.090909091,0.392857143,0.192857143,0.377964473,0.169030851,2,1,2,1,0.349333333,0.124,0.204090909,0.186428571,0.30357839,0.320993399,0.191498459,0.214718472,0.3525,0.184945652,0.201954967,0.113343856,0.350916667,0.267139493,0.27564415,0.231338595,0.23825,0.154472826,0.162977484,0.118671928,0.278295455,0.194518281,0.203022938,0.158717383,0.269464286,0.185687112,0.194191769,0.149886214,0.328039195,0.3367467,0.244262021,0.252969526,0.252766679,0.261474183,0.208461123,0.217168628,0.27199923,0.283609236,0.188222056,0.199832062,0.196726713,0.20833672,0.152421158,0.164031164,,
NLA06608-0872,2007,1,NLA06608-0872+2007+1,KS,6/21/2007,YES,0,0.2,0.2,0.1,0.2,0.8,0.4,0.7,0.5,0,0.150692156,0.010283454,0.004878049,0.094188034,0.31598916,0.038778999,0.100213824,0.284976324,3.1,7,2.258064516,0,0.330391369,0.021715029,0.015425745,0.282577942,0.336828282,0.06952623,0.116963649,0.406506952,10,10,10,10,10,10,10,10,10,-0.128005122,0.330168631,-0.351820729,-0.351820729,-0.340817296,0,0.408560237,Silt,Silt,0.15,0,0.25,0.25,0.05,0.05,0.5,0.55,0.4,0,0,0,2.2,2.2,0,1.6,1.6,0,0.8,0.6,10,10,10,10,10,10,10,10,10,10,10,10,0,0.244444444,0.183333333,30,90,120,0,0.1,0.1,0.8,M,10,0.53,10,10,0.4,0.5,0.1,PATCHY COVER,10,0.2,0.9,0.2,,0.2,,0.1,0.4,0.3,0.2,GRADUAL,10,0.19,0.11,10,10,0.075546961,0.045322979,0.030223983,0.6875,0,0.6875,0.74375,0.64375,0.741619849,0.642261629,2,2,2,2,0.238681572,0.158022358,0.299522358,0.248808072,0.192252704,0.199638242,0.217336939,0.227184322,0.4275,0.231141304,0.181596953,0.099652509,0.333090786,0.234911438,0.210139262,0.16916704,0.292761179,0.194581831,0.169809655,0.128837433,0.363511179,0.265331831,0.240559655,0.199587433,0.338154036,0.239974688,0.215202513,0.17423029,0.309876352,0.313569121,0.211697004,0.215389773,0.186924829,0.190617597,0.145952607,0.149645375,0.32241847,0.327342161,0.224239122,0.229162813,0.199466946,0.204390638,0.158494724,0.163418415,,
NLA06608-0873,2007,1,NLA06608-0873+2007+1,AZ,6/20/2007,YES,0,0.7,0.4,0,0,0.8,0,0.1,0,0,0.352385841,0.073414544,0,0,0.545628186,0,0.028571429,0,2,4,2,0,0.331387759,0.10657135,0,0,0.405662024,0,0.09035079,0,10,10,10,10,10,10,10,10,10,0.023893552,0.338211226,-0.351820729,-0.305776365,-0.044218799,0.310706505,0.466742963,Silt,Silt,0,0,0.15,0,0,0,0.1,0,0,0,0,0,0.25,0.25,0,0.2,0.2,0,0.3,0.2,10,10,10,10,10,10,10,10,10,10,10,10,0,0.027777778,0.020833333,30,90,120,0,0,0,1,M,10,0.04,10,10,0.9,0.1,0,NO COVER,10,0.1,0.1,0.1,,,0.8,0,1,0,0,GRADUAL,10,4.55,0.91,10,10,0.744292983,0.281033367,0.463259616,0.2,0,0.2,0.25,0.2,0.244948974,0.2,2,1,2,2,0,0,0.008181818,0.012857143,0,0,0.005454545,0.005454545,0.13,0.091086957,0.060724638,0.04294686,0.065,0.045543478,0.030362319,0.02147343,0.065,0.045543478,0.030362319,0.02147343,0.069090909,0.049634387,0.034453228,0.025564339,0.071428571,0.05197205,0.03679089,0.027902001,0.065,0.065,0.045543478,0.045543478,0.030362319,0.030362319,0.02147343,0.02147343,0.067727273,0.067727273,0.048270751,0.048270751,0.033089592,0.033089592,0.024200703,0.024200703,,
NLA06608-0874,2007,1,NLA06608-0874+2007+1,MI,8/30/2007,YES,0,0.1,0.2,0.1,0.1,0,0,0.5,0.9,0,0.01754386,0.008914177,0.1,0.038333333,0,0,0.103705476,0.731503154,1.9,5,2.631578947,0,0.055478555,0.019317129,0.316227766,0.121220644,0,0,0.132236741,0.305074444,10,10,10,10,10,10,10,10,10,0.092426649,0.182488008,0,0,0,0.175600831,0.350343332,Other,Other,0.55,0,0.1,0.35,0.6,0.1,0,0.7,0.05,0,0,0,2.45,2.45,0,1.7,1.7,0,0.8,0.6,10,10,10,10,10,10,10,10,10,10,10,10,0,0.272222222,0.204166667,30,90,120,0,0,0,1,M,10,0.27,10,10,0.1,0.3,0.6,CONTINUOUS COVER,10,0.4,0.8,,,0.4,,0.5,0.3,0,0.2,FLAT,10,0,0,10,10,0,0,0,0.710144928,0,0.710144928,0.755072464,0.655072464,0.753734663,0.652753366,2,2,2,2,0.344,0.166,0.241363636,0.142142857,0.346983051,0.30090429,0.279553159,0.218114811,1.105,0.5525,0.425539054,0.172761276,0.7245,0.44825,0.384769527,0.258380638,0.6355,0.35925,0.295769527,0.169380638,0.673181818,0.396931818,0.333451345,0.207062456,0.623571429,0.347321429,0.283840956,0.157452067,0.725991525,0.702952145,0.449741525,0.426702145,0.386261052,0.363221672,0.259872163,0.236832783,0.692276579,0.661557406,0.416026579,0.385307406,0.352546106,0.321826933,0.226157217,0.195438044,,
NLA06608-0875,2007,1,NLA06608-0875+2007+1,MI,9/14/2007,YES,0,0.1,0.2,0.1,0.1,0,0.3,0.333333333,1,0,0.005128205,0.015692308,0.007692308,0.058974359,0,0.02022792,0.079455524,0.820774929,2.1,6,2.857142857,0,0.016216809,0.033090238,0.024325213,0.186493298,0,0.03323701,0.142453308,0.330974249,10,10,10,10,10,10,10,9,10,0.058271931,0.132863634,0,0,0,0,0.262972081,Other,Other,0.4,0,0.05,0.3,0.3,0.1,0,0.45,0,0,0,0,1.6,1.6,0,1.1,1.1,0,0.5,0.4,10,10,10,10,10,10,10,10,10,10,10,10,0,0.177777778,0.133333333,30,90,120,0,0,0.4,0.6,M,10,0.36,10,10,0.2,0.2,0.6,CONTINUOUS COVER,10,0.1,1,,,0.1,,0.4,0.3,0,0.3,FLAT,10,0.03,0.04,10,10,0.012837225,0.017033339,-0.004196115,0.615384615,0,0.615384615,0.557692308,0.507692308,0.554700196,0.496138938,2,2,2,2,0.399531532,0.299297297,0.342751843,0.28015444,0.416703733,0.446467497,0.384574675,0.424259693,0.565,0.2825,0.384091798,0.211869576,0.482265766,0.341015766,0.391811665,0.305700554,0.432148649,0.290898649,0.341694548,0.255583437,0.453875921,0.312625921,0.36342182,0.277310709,0.42257722,0.28132722,0.332123119,0.246012008,0.490851867,0.505733749,0.349601867,0.364483749,0.400397766,0.415279648,0.314286655,0.329168537,0.474787337,0.494629847,0.333537337,0.353379847,0.384333236,0.404175746,0.298222125,0.318064635,,
NLA06608-0877,2007,1,NLA06608-0877+2007+1,AZ,9/13/2007,YES,0,0,0,0.7,1,1,1,0.3,1,0,0,0,0.027501278,0.232929339,0.412053268,0.11768243,0.02297502,0.186858665,5,5,1,0,0,0,0.020351704,0.139566098,0.122877592,0.064423479,0.048633829,0.098587782,10,10,10,10,10,10,10,10,10,-0.237639267,0.036609946,-0.268461386,-0.243086402,-0.243086402,-0.243086402,-0.243086402,"Sand, Silt, Organic, Other",Silt,0.1,0,0.25,0.2,0.1,0.05,0,0,0.15,0,0,0.05,0.9,0.85,0.05,0.3,0.3,0,0.5,0.2,10,10,10,10,10,10,10,10,10,10,10,10,0.016666667,0.094444444,0.075,30,90,120,0,0,0.1,0.9,M,10,0.26,10,9,0.555555556,0.444444444,0,NO COVER,10,0.1,1,,,,,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,3.13,0.3,10,10,0.615950052,0.113943352,0.502006699,0.473684211,0.047619048,0.459459459,0.486842105,0.336842105,0.486664263,0.307793506,2,2,2,2,0.194108159,0.191162238,0.344116784,0.377947953,0.216555695,0.172808842,0.324043958,0.26571482,0.3,0.15,0.13630363,0.055192519,0.247054079,0.172054079,0.165205895,0.124650339,0.245581119,0.170581119,0.163732934,0.123177379,0.322058392,0.247058392,0.240210207,0.199654652,0.338973976,0.263973976,0.257125792,0.216570236,0.258277848,0.236404421,0.183277848,0.161404421,0.176429663,0.154556236,0.135874107,0.114000681,0.312021979,0.28285741,0.237021979,0.20785741,0.230173794,0.201009225,0.189618238,0.160453669,,
NLA06608-0878,2007,1,NLA06608-0878+2007+1,MN,8/1/2007,YES,0,0.1,0.3,0,0.5,0.7,0.2,0.1,0.7,0,0.05,0.134384384,0,0.251146146,0.316656657,0.038888889,0.003333333,0.205590591,2.6,6,2.307692308,0,0.158113883,0.236925804,0,0.41158358,0.303632085,0.083024118,0.010540926,0.237125551,10,10,10,9,10,10,10,10,10,-0.129200189,0.25785041,-0.351820729,-0.351820729,-0.118892752,-0.076734896,0.125320559,"Silt, Other",Silt,0.3,0,0,0.1,0.5,0,0,0.2,0,0,0,0,1.1,1.1,0,0.7,0.7,0,0.7,0.4,10,10,10,10,10,10,10,10,10,10,10,10,0,0.122222222,0.091666667,30,90,120,0,0,0.2,0.8,M,10,0.55,10,10,0.1,0.2,0.7,CONTINUOUS COVER,10,,0.9,,,0.4,,0.1,0.6,0.3,0,GRADUAL,10,0.02,0.25,10,10,0.008600172,0.096910013,-0.088309841,0.523809524,0,0.523809524,0.611904762,0.461904762,0.605530071,0.457737708,2,2,2,2,0.430135802,0.145203704,0.194158249,0.100846561,0.487591259,0.487618354,0.349424708,0.349460835,0.85,0.442391304,0.514949538,0.287727316,0.640067901,0.436263553,0.47254267,0.358931559,0.497601852,0.293797504,0.330076621,0.21646551,0.522079125,0.318274777,0.354553894,0.240942783,0.47542328,0.271618933,0.30789805,0.194286939,0.668795629,0.668809177,0.464991281,0.465004829,0.501270399,0.501283946,0.387659287,0.387672835,0.599712354,0.599730417,0.395908006,0.39592607,0.432187123,0.432205187,0.318576012,0.318594076,,
