SITE_ID,YEAR,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED,DATE_COL,SAMPLE_CATEGORY,DATECHEM,SAMPLED_CHEM,INDXSAMP_CHEM,PH_FIELD,PH_FIELD_DEPTH,SAMPLE_DEPTH,SAMPLE_ID_CHEM,LAB_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NTL_PPM,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CL_PPM,CL,CL_FLAG,CL_RL_ALERT,NO3N_PPM,NO3,NO3_FLAG,NO3_RL_ALERT,SO4_PPM,SO4,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA,CA_FLAG,CA_RL_ALERT,MG_PPM,MG,MG_FLAG,MG_RL_ALERT,NA_PPM,NA,NA_FLAG,NA_RL_ALERT,K_PPM,K,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,H,OH,NH4ION,CATSUM,ANSUM2,ANDEF2,SOBC,BALANCE2,ORGION,CONCAL2,CONDHO2,DAY_SHIP,DAYSHIP_ALERT,DATE_RECEIVED,DATE_FILTERED,DATEFILT_ALERT,PHLAB_HT,PHLAB_HT_ALERT,COND_HT,COND_HT_ALERT,ANC_HT,ANC_HT_ALERT,TURB_HT,TURB_HT_ALERT,TOC_HT,TOC_HT_ALERT,DOC_HT,DOC_HT_ALERT,NH4_HT,NH4_HT_ALERT,NO3NO2_HT,NO3NO2_HT_ALERT,NTL_HT,NTL_HT_ALERT,PTL_HT,PTL_HT_ALERT,CL_HT,CL_HT_ALERT,NO3_HT,NO3_HT_ALERT,SO4_HT,SO4_HT_ALERT,CA_HT,CA_HT_ALERT,MG_HT,MG_HT_ALERT,NA_HT,NA_HT_ALERT,K_HT,K_HT_ALERT,COLOR_HT,COLOR_HT_ALERT,SIO2_HT,SIO2_HT_ALERT,COM_FIELD_PH,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM,COMMENT_IM_CHEM,INDXSAMP_CHLA,DATECHLA,SAMPLED_CHLA,CHLA,SAMPLE_ID_CHLA,LAB_ID_CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,COMMENT_LAB_CHLA,CHLA_HT_ALERT,CHLA_HT,DATESECCHI,SAMPLED_SECCHI,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,VISIT_ID,FLAG_SECCHI
NLA06608-0340,2007,1,PROB_Lake,Target_Sampled,Yes,6/21/2007,P,6/21/2007,YES,YES,8.1,1,2,503331,0710096,7.11,,66.59,,N,454.91,,4.97,,N,7.03,,N,6.5,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.333,333,,N,23,,N,1.082,30.518892,,N,0.005,0.5,<RL (0.02),Y,5.348,111.34536,,N,5.745,286.6755,,N,2.164,178.071232,,N,2.842,123.6202076,,N,0.672,17.1874752,,N,22,,N,12.757,,N,0.078,0.129,0.070934994,605.7,596.85,8.85,605.55,0.74,63.79,65.48,59.98,2,N,6/23/2007,6/23/2007,N,7,Y,6,N,7,N,4,Y,14,N,14,N,28,N,6,N,50,Y,50,Y,4,N,4,N,4,N,301,Y,301,Y,301,Y,301,Y,4,Y,6,N,,,,,YES,6/21/2007,YES,9.904,503332,0710096,N,F2,PUMP BROKE IN FIELD; FILTRATION DELAYED,,,Y,29,6/21/2007,YES,1.87,,,7750,
NLA06608-0341,2007,1,PROB_Lake,Target_Sampled,Yes,9/18/2007,P,9/18/2007,YES,YES,7.37,1,2,517571,0711296,8.34,,358.7,,N,1826.98,,1.51,<RL (2),Y,2.92,,N,3.24,,N,0.01,0.71393,<RL (0.02),Y,0.013,<RL (0.02),Y,0.333,333,,N,23,,N,23.415,660.44349,,N,0.073,5.211689,,N,44.085,917.8497,,N,39.82,1987.018,,N,9.123,750.713424,,N,12.44,541.1102684,,N,1.1,28.13426,,N,7,,N,6.54,,N,0.005,2.188,0.643382694,3307.62,3410.49,-102.87,3306.98,-1.53,32.32,393.01,344.51,2,N,9/20/2007,9/20/2007,N,3,N,2,N,3,N,2,N,149,Y,90,Y,10,N,9,Y,24,N,24,N,8,Y,6,N,8,Y,205,Y,205,Y,205,Y,205,Y,2,N,9,Y,,,,,YES,9/18/2007,YES,5.28,517572,0711296,N,,,,,N,21,9/18/2007,YES,3.65,,,7751,
NLA06608-0343,2007,1,PROB_Lake,Target_Sampled,Yes,8/21/2007,P,8/21/2007,YES,YES,8.6,0.5,2,512161,0710931,8.78,,1554,,N,4430.85,,10.4,,N,17.54,,N,16.95,,N,0.313,22.346009,,N,0.027,,N,2.606,2606,,N,117,,N,14.166,399.566196,,N,0.031,2.213183,,N,674.153,14035.86546,,N,74.69,3727.031,,N,164.7,13552.8336,,N,34.64,1506.75721,,N,21.83,558.337178,,N,19,,N,28.249,,N,0.002,6.026,17.16279557,19362.12,18868.5,493.63,19344.96,1.29,169.3,2409.31,1721.15,1,N,8/22/2007,8/22/2007,N,1,N,1,N,1,N,1,N,71,Y,104,Y,9,N,2,N,52,Y,22,N,165,Y,165,Y,168,Y,181,Y,181,Y,181,Y,181,Y,1,N,2,N,,,,,YES,8/21/2007,YES,45.36,512162,0710931,N,,,,,N,17,8/21/2007,YES,1.36,,,7753,
NLA06608-0344,2007,1,PROB_Lake,Target_Sampled,Yes,7/5/2007,P,7/5/2007,YES,YES,8.7,1,1.8,504441,0710214,8.68,,404.3,,N,3544.56,,6.15,,N,7.42,,N,7.1,,N,0.026,1.856218,,N,0.005,<RL (0.02),Y,0.848,848,,N,53,,N,8.692,245.166552,,N,0.005,0.5,<RL (0.02),Y,35.367,736.34094,,N,31.69,1581.331,,N,8.354,687.433952,,N,20.59,895.6157899,,N,10.59,270.856194,,N,10,,N,0.4,,N,0.002,4.786,1.497083527,3436.74,4526.07,-1089.33,3435.24,-13.68,70.9,431.43,381.61,2,N,7/7/2007,7/7/2007,N,7,Y,2,N,7,N,2,N,12,N,12,N,24,N,5,N,88,Y,88,Y,97,Y,97,Y,97,Y,298,Y,298,Y,298,Y,298,Y,4,Y,5,N,,,,,YES,7/5/2007,YES,24.8,504442,0710214,N,,,,,N,27,7/5/2007,YES,1,,,7754,
NLA06608-0345,2007,1,PROB_Lake,Target_Sampled,Yes,6/21/2007,P,6/21/2007,YES,YES,7.8,1,2,515071,0710091,7.88,,118.6,,N,853.15,,2.66,,N,3.71,,N,3.72,,N,0.012,0.856716,<RL (0.02),Y,0.005,<RL (0.02),Y,0.511,511,,N,22,,N,6.103,172.141218,,N,0.005,0.5,<RL (0.02),Y,5.86,122.0052,,N,9.658,481.9342,,N,3.776,310.719488,,N,5.073,220.6633755,,N,2.41,61.639606,,N,10,,N,4.083,,N,0.013,0.759,0.825336772,1075.8,1147.31,-71.51,1074.96,-3.22,36.99,121.75,114.16,2,N,6/23/2007,6/23/2007,N,7,Y,6,N,7,N,4,Y,14,N,14,N,28,N,6,N,50,Y,50,Y,4,N,4,N,4,N,301,Y,301,Y,301,Y,301,Y,4,Y,6,N,,,,,YES,6/21/2007,YES,6.048,515072,0710091,N,,,,,Y,29,6/21/2007,YES,2.45,,,7755,
NLA06608-0350,2007,1,PROB_Lake,Target_Sampled,Yes,8/9/2007,P,8/9/2007,YES,YES,8.3,1,2,514881,0710787,7.93,,85.38,,N,802.99,,5.39,,N,15.96,,N,14.52,,N,0.013,0.928109,<RL (0.02),Y,0.005,<RL (0.02),Y,0.902,902,,N,18,,N,0.401,11.310606,,N,0.005,0.5,<RL (0.02),Y,2.371,49.36422,,N,10.93,545.407,,N,3.463,284.963344,,N,1.983,86.25576063,,N,0.541,13.8369406,,N,46,,N,2.961,,N,0.012,0.851,0.890136627,931.36,863.68,67.69,930.46,3.77,144.45,93.62,89.45,2,N,8/11/2007,8/11/2007,N,2,N,2,N,2,N,2,N,22,Y,14,N,18,N,7,N,29,Y,29,Y,154,Y,154,Y,154,Y,280,Y,280,Y,280,Y,280,Y,2,N,7,N,,,,,YES,8/9/2007,YES,17.44,514882,0710787,N,,,,,N,27,8/9/2007,YES,1.15,,,7756,
NLA06608-0354,2007,1,PROB_Lake,Target_Sampled,Yes,7/19/2007,P,7/19/2007,YES,YES,6.14,0.5,2,505471,0710412,6.42,,34.03,,N,27.21,,0.432,<RL (2),Y,2.65,,N,2.29,,N,0.012,0.856716,<RL (0.02),Y,0.005,<RL (0.02),Y,0.188,188,,N,5,,N,5.762,162.522972,,N,0.005,0.5,<RL (0.02),Y,3.321,69.14322,,N,0.939,46.8561,,N,0.242,19.913696,,N,3.953,171.9460523,,N,0.363,9.2843058,,N,5,<RL (5),N,0.135,,N,0.38,0.026,0.855588087,249.24,259.26,-10.02,248,-1.97,21.78,32.5,29.37,1,N,7/20/2007,7/20/2007,N,1,N,2,N,1,N,1,N,85,Y,11,N,18,N,4,N,35,Y,35,Y,110,Y,110,Y,110,Y,287,Y,287,Y,287,Y,287,Y,4,Y,4,N,,,,,YES,7/19/2007,YES,2.088,505472,0710412,N,,,,,N,26,7/19/2007,"YES, CLEAR TO BOTTOM",,Y, -ATH:Clear to Bottom Secchi numbers set to missing,7757,
NLA06608-0356,2007,1,PROB_Lake,Target_Sampled,Yes,7/16/2007,P,7/16/2007,YES,YES,10.1,0.5,2,504841,0710372,8.61,,1269,,N,1564.79,,47.4,,N,16.12,,N,9.47,,N,0.026,1.856218,,N,0.005,<RL (0.02),Y,2.897,2897,,N,167,,N,26.841,757.077246,,N,0.005,0.5,<RL (0.02),Y,529.674,11027.81268,,N,47.11,2350.789,,N,61.44,5055.77472,,N,117.6,5115.318936,,N,5.783,147.9094778,,N,12,,N,0.551,,N,0.002,4.074,1.541480135,12671.34,13349.68,-678.35,12669.79,-2.61,94.55,1685.17,1165.5,2,N,7/18/2007,7/18/2007,N,2,N,2,N,2,N,2,N,16,Y,4,N,21,N,3,N,86,Y,36,Y,115,Y,109,Y,115,Y,290,Y,290,Y,290,Y,290,Y,4,Y,3,N,,,,,YES,7/16/2007,YES,110.7,504842,0710372,N,,,,,N,25,7/16/2007,YES,1.85,,,7758,
NLA06608-0357,2007,1,PROB_Lake,Target_Sampled,Yes,7/27/2007,P,7/27/2007,YES,YES,6.47,0.5,2,507021,0710579,6.66,,30.1,,N,42.96,,1.5,<RL (2),Y,4.65,,N,4.39,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.276,276,,N,14,,N,3.401,95.928606,,N,0.005,0.5,<RL (0.02),Y,3.634,75.65988,,N,1.752,87.4248,,N,0.504,41.473152,,N,1.974,85.86428214,,N,0.423,10.8189018,,N,15,,N,0.835,,N,0.219,0.046,0.498608724,226.3,214.77,11.53,225.58,2.61,42.35,27.91,24.68,1,N,7/28/2007,7/28/2007,N,1,N,1,N,1,N,1,N,19,Y,15,Y,12,N,5,N,45,Y,45,Y,143,Y,143,Y,143,Y,290,Y,290,Y,290,Y,290,Y,4,Y,5,N,,,,,YES,7/27/2007,YES,5.616,507022,0710579,N,,,,,N,27,7/27/2007,YES,1.78,,,7759,
NLA06608-0358,2007,1,PROB_Lake,Target_Sampled,Yes,7/17/2007,P,7/17/2007,YES,YES,6.5,0.9,2,505461,0710353,6.79,,20.58,,N,82.33,,1.15,<RL (2),Y,5.68,,N,5.45,,N,0.013,0.928109,<RL (0.02),Y,0.005,<RL (0.02),Y,0.209,209,,N,7,,N,0.219,6.177114,,N,0.005,0.5,<RL (0.02),Y,3.166,65.91612,,N,2.109,105.2391,,N,0.458,37.687904,,N,0.686,29.83936046,,N,0.283,7.2381778,,N,16,,N,3.738,,N,0.162,0.062,0.925249632,181.09,154.59,26.51,180,7.9,52.89,19.83,17.08,1,N,7/18/2007,7/18/2007,N,1,N,1,N,1,N,1,N,15,Y,3,N,17,N,2,N,35,Y,35,Y,108,Y,108,Y,108,Y,289,Y,289,Y,289,Y,289,Y,3,N,2,N,,,,,YES,7/17/2007,YES,3.687,505462,0710353,N,,,,,N,24,7/17/2007,YES,2.23,,.,7760,
NLA06608-0359,2007,1,PROB_Lake,Target_Sampled,Yes,7/10/2007,P,7/10/2007,YES,YES,8.6,0.5,0.6,503061,0710230,8.57,,979.1,,N,3878.14,,23.5,,N,11.54,,N,9.9,,N,0.214,15.278102,,N,0.017,<RL (0.02),Y,1.296,1296,,N,191,,N,12.814,361.431684,,N,0.181,12.922133,,N,329.307,6856.17174,,N,91.22,4551.878,,N,54,4443.552,,N,34.56,1503.277402,,N,8.309,212.5159694,,N,20,,N,24.075,,N,0.003,3.715,12.87972406,10724.11,11108.67,-384.56,10711.22,-1.76,98.83,1348.2,1018.09,1,N,7/11/2007,7/11/2007,N,2,N,2,N,2,N,1,N,13,N,7,N,19,N,8,Y,38,Y,38,Y,104,Y,94,Y,106,Y,293,Y,293,Y,293,Y,293,Y,3,N,8,Y,,,,,YES,7/10/2007,YES,42.655,503062,0710230,N,,,,,N,22,7/10/2007,YES,0.3,,,7761,
NLA06608-0361,2007,1,PROB_Lake,Target_Sampled,Yes,7/15/2007,P,7/15/2007,YES,YES,6.8,1,2,507331,0710339,7.67,,99.69,,N,481.89,,1.92,<RL (2),Y,2.26,,N,2.32,,N,0.031,2.213183,,N,0.005,<RL (0.02),Y,0.171,171,,N,19,,N,8.577,241.922862,,N,0.033,2.355969,,N,9.378,195.24996,,N,5.403,269.6097,,N,2.126,174.944288,,N,7.992,347.6328991,,N,2.178,55.7058348,,N,8,,N,11.222,,N,0.021,0.468,2.162488041,850.08,921.44,-71.36,847.89,-4.03,23.02,102.74,93.13,2,N,7/17/2007,7/17/2007,N,2,N,2,N,2,N,2,N,12,N,5,N,19,N,4,N,37,Y,37,Y,108,Y,108,Y,108,Y,290,Y,290,Y,290,Y,290,Y,2,N,4,N,,,,,YES,7/15/2007,YES,11.856,507332,0710339,N,,,,,N,23,7/15/2007,YES,1.98,,,7762,
NLA06608-0363,2007,1,PROB_Lake,Target_Sampled,Yes,7/21/2007,P,7/21/2007,YES,YES,8,1,2,511521,0710477,8.52,,475,,N,3111.68,,1.93,<RL (2),Y,5.74,,N,5.3,,N,0.012,0.856716,<RL (0.02),Y,0.005,<RL (0.02),Y,0.567,567,,N,18,,N,22.426,632.547756,,N,0.005,0.5,<RL (0.02),Y,61.407,1278.49374,,N,56.06,2797.394,,N,19.54,1607.90752,,N,6.842,297.6106476,,N,1.633,41.7665878,,N,5,<RL (5),N,16.15,,N,0.003,3.311,0.734771224,4745.42,5022.72,-277.31,4744.68,-2.84,52.9,559.14,486.49,3,Y,7/24/2007,7/24/2007,N,3,N,3,N,3,N,3,N,17,Y,12,N,17,N,9,Y,47,Y,47,Y,121,Y,121,Y,131,Y,289,Y,289,Y,289,Y,289,Y,6,Y,9,Y,,,,,YES,7/21/2007,YES,11.68,511522,0710477,N,,,,,N,27,7/21/2007,YES,1.7,,,7763,
NLA06608-0366,2007,1,PROB_Lake,Target_Sampled,Yes,7/31/2007,P,7/31/2007,YES,YES,8.4,1,2,502091,0710606,8.52,,330.1,,N,3182.45,,1.96,<RL (2),Y,3.87,,N,3.59,,N,0.017,1.213681,<RL (0.02),Y,0.188,,N,0.601,601,,N,14,,N,6.698,188.923788,,N,0.259,18.490787,,N,9.815,204.3483,,N,33.63,1678.137,,N,19.99,1644.93712,,N,3.283,142.8026536,,N,1.418,36.2676188,,N,12,,N,8.812,,N,0.003,3.311,1.0409259,3503.19,3594.22,-91.03,3502.14,-1.28,35.83,371.09,345.8,1,N,8/1/2007,8/1/2007,N,1,N,2,N,1,N,1,N,17,Y,14,N,8,N,1,N,35,Y,35,Y,141,Y,141,Y,141,Y,287,Y,287,Y,287,Y,287,Y,2,N,6,N,,,,,YES,7/31/2007,YES,7.568,502092,0710606,N,,,,,Y,29,7/31/2007,YES,2.55,,,7764,
NLA06608-0367,2007,1,PROB_Lake,Target_Sampled,Yes,8/23/2007,P,8/23/2007,YES,YES,8.57,1,0.58,508971,0710988,8.63,,339.3,,N,1501.36,,8.2,,N,5.4,,N,4.66,,N,0.012,0.856716,<RL (0.02),Y,0.005,<RL (0.02),Y,2.157,2157,,N,54,,N,45.629,1287.011574,,N,0.005,0.5,<RL (0.02),Y,16.327,339.92814,,N,28.46,1420.154,,N,5.847,481.137936,,N,23.57,1025.238668,,N,1.644,42.0479304,,N,13,,N,1.794,,N,0.002,4.266,0.705812187,2969.29,3128.3,-159.02,2968.58,-2.61,46.53,357.31,331.59,1,N,8/24/2007,8/24/2007,N,2,N,1,N,2,N,1,N,77,Y,15,Y,8,N,6,N,20,N,20,N,174,Y,167,Y,167,Y,180,N,180,N,180,N,180,N,1,N,6,N,,,,,YES,8/23/2007,YES,59.4,508972,0710988,N,,,,,N,20,8/23/2007,YES,0.29,,-ATH: field form numbers in cm converted to m,7765,
NLA06608-0369,2007,1,PROB_Lake,Target_Sampled,Yes,7/26/2007,P,7/26/2007,YES,YES,8.4,0.2,2,505581,0710578,8.23,,153,,N,1256.53,,0.53,<RL (2),Y,2.5,,N,2.67,,N,0.005,0.35,<RL (0.02),Y,0.034,,N,0.163,163,,N,1,<RL (4),Y,5.221,147.263526,,N,0.05,3.56965,,N,5.723,119.15286,,N,22.94,1144.706,,N,2.179,179.305552,,N,2.858,124.3161694,,N,0.604,15.4482664,,N,7,,N,2.587,,N,0.006,1.698,0.592136709,1464.37,1526.52,-62.15,1463.78,-2.08,26.62,162.19,152.78,2,N,7/28/2007,7/28/2007,N,2,N,2,N,2,N,2,N,20,Y,16,Y,13,N,6,N,46,Y,46,Y,144,Y,144,Y,144,Y,291,Y,291,Y,291,Y,291,Y,5,Y,6,N,,,,,YES,7/26/2007,YES,1.744,505582,0710578,N,,,,,N,28,7/26/2007,YES,6,,,7766,
NLA06608-0372,2007,1,PROB_Lake,Target_Sampled,Yes,8/3/2007,P,8/3/2007,YES,YES,8.73,1,2,502031,0710689,7.88,,177.9,,N,1125.99,,3.39,,N,2.98,,N,3.26,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.229,229,,N,16,,N,1.836,51.786216,,N,0.005,0.5,<RL (0.02),Y,20.747,431.95254,,N,22.55,1125.245,,N,3.394,279.285472,,N,4.796,208.6145376,,N,1.413,36.1397358,,N,12,,N,5.088,,N,0.013,0.759,0.619002579,1649.92,1609.74,40.17,1649.28,1.23,32.42,183.61,161.89,1,N,8/4/2007,8/4/2007,N,1,N,1,N,1,N,3,N,20,Y,14,N,6,N,3,N,33,Y,33,Y,153,Y,153,Y,153,Y,285,Y,285,Y,285,Y,285,Y,1,N,3,N,,,,,YES,8/3/2007,YES,3.16,502032,0710689,N,,,,,N,26,8/3/2007,YES,5.4,,,7767,
NLA06608-0373,2007,1,PROB_Lake,Target_Sampled,Yes,7/12/2007,P,7/12/2007,YES,YES,7.7,1,2,504831,0710321,8.04,,178.8,,N,1149.21,,0.36,<RL (2),Y,3.21,,N,3.18,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.104,104,,N,1,<RL (4),Y,15.739,443.934234,,N,0.005,0.5,<RL (0.02),Y,4.016,83.61312,,N,17.1,853.29,,N,2.99,246.04112,,N,10.53,458.0298333,,N,1.961,50.1557126,,N,0,<RL (5),Y,0.303,,N,0.009,1.096,0.541391563,1608.07,1676.77,-68.7,1607.52,-2.09,31.66,182.33,173.91,2,N,7/14/2007,7/14/2007,N,5,Y,2,N,5,N,2,N,15,Y,7,N,22,N,6,N,40,Y,40,Y,110,Y,109,Y,109,Y,293,Y,293,Y,293,Y,293,Y,5,Y,6,N,,,,,YES,7/12/2007,YES,0.68,504832,0710321,N,,,,,N,26,7/12/2007,YES,7.74,,,7768,
NLA06608-0376,2007,1,PROB_Lake,Target_Sampled,Yes,8/22/2007,P,8/22/2007,YES,YES,7.74,0.1,2,509691,0710982,7.62,,249.5,,N,1338.79,,2.4,,N,5.72,,N,5.62,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.324,324,,N,6,,N,26.447,745.964082,,N,0.005,0.5,<RL (0.02),Y,10.835,225.5847,,N,23.47,1171.153,,N,5.714,470.193632,,N,10.83,471.0791163,,N,2.236,57.1892776,,N,19,,N,5.027,,N,0.024,0.417,0.629386909,2170.27,2310.36,-140.09,2169.62,-3.13,55.72,257.03,240.61,2,N,8/24/2007,8/24/2007,N,2,N,2,N,2,N,2,N,78,Y,16,Y,9,N,7,N,21,N,21,N,175,Y,168,Y,168,Y,181,Y,181,Y,181,Y,181,Y,2,N,7,N,,,,,YES,8/22/2007,YES,4.245,509692,0710982,N,,,,,N,21,8/22/2007,YES,1.73,,,7769,
NLA06608-0377,2007,1,PROB_Lake,Target_Sampled,Yes,7/12/2007,P,7/12/2007,YES,YES,9.6,0.5,1.1,502501,0710290,8.53,,153.6,,N,748.96,,5.51,,N,5.3,,N,4.63,,N,0.02,1.42786,,N,0.005,<RL (0.02),Y,0.85,850,,N,46,,N,14.137,398.748222,,N,0.005,0.5,<RL (0.02),Y,10.886,226.64652,,N,13.26,661.674,,N,3.772,310.390336,,N,6.616,287.7801878,,N,1.686,43.1221476,,N,12,,N,0.992,,N,0.003,3.388,1.220571876,1304.19,1374.36,-70.17,1302.97,-2.62,46.21,155.88,143.63,1,N,7/13/2007,7/13/2007,N,2,N,2,N,2,N,1,N,12,N,7,N,21,N,6,N,36,Y,36,Y,106,Y,104,Y,104,Y,292,Y,292,Y,292,Y,292,Y,1,N,6,N,,ICED,,,YES,7/12/2007,YES,44.928,502502,0710290,N,,,,,Y,29,7/12/2007,YES,0.55,,,7770,
NLA06608-0378,2007,1,PROB_Lake,Target_Sampled,Yes,6/26/2007,P,6/26/2007,YES,YES,8.5,1,2,514071,0710146,8.28,,471.5,,N,3162.04,,1.77,<RL (2),Y,2.62,,N,2.54,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.223,223,,N,9,,N,1.272,35.878032,,N,0.005,0.5,<RL (0.02),Y,92.331,1922.33142,,N,48.14,2402.186,,N,22.42,1844.89696,,N,13.28,577.6482608,,N,1.587,40.5900642,,N,0,<RL (5),Y,4.979,,N,0.005,1.905,0.912369199,4866.24,5120.25,-254.02,4865.32,-2.54,25.33,570.15,471.45,2,N,6/28/2007,6/28/2007,N,9,Y,9,Y,9,Y,3,N,16,Y,15,Y,36,Y,7,N,97,Y,49,Y,98,Y,98,Y,102,Y,297,Y,297,Y,297,Y,297,Y,3,N,7,N,,,,,YES,6/26/2007,YES,0.548,514072,0710146,N,,,,,Y,30,6/26/2007,YES,3,,,7771,
NLA06608-0384,2007,1,PROB_Lake,Target_Sampled,Yes,6/28/2007,P,6/28/2007,YES,YES,8.8,0.5,2,503471,0710171,8.88,,3714,,N,17526.38,,2.61,,N,52.99,,N,51.51,,N,0.179,12.779347,,N,0.005,<RL (0.02),Y,4.291,4291,,N,68,,N,83.469,2354.326614,,N,0.005,0.5,<RL (0.02),Y,1489.863,31018.94766,,N,19.92,994.008,,N,340.4,28010.8352,,N,431.9,18786.61776,,N,141.6,3621.64656,,N,31,,N,4.522,,N,0.001,7.586,9.259060653,51422.37,50899.66,522.71,51413.11,0.51,514.59,6193.58,4287.2,2,N,6/30/2007,6/30/2007,N,8,Y,8,Y,8,Y,4,Y,15,Y,15,Y,34,Y,5,N,102,Y,47,Y,103,Y,96,Y,106,Y,302,Y,302,Y,302,Y,302,Y,4,Y,5,N,,,,,YES,6/28/2007,YES,3.387,503472,0710171,N,,,,,N,28,6/28/2007,"YES, CLEAR TO BOTTOM",,Y,CLEAR TO BOTTOM-ATH:Clear to Bottom Secchi numbers set to missing,7772,
NLA06608-0385,2007,1,PROB_Lake,Target_Sampled,Yes,7/6/2007,P,7/6/2007,YES,YES,9,1,2,510631,0710219,8.73,,929.5,,N,11012.03,,5.25,,N,29.49,,N,25.52,,N,0.077,5.497261,,N,0.005,<RL (0.02),Y,1.834,1834,,N,51,,N,6.756,190.559736,,N,0.005,0.5,<RL (0.02),Y,18.989,395.35098,,N,20.16,1005.984,,N,87.06,7163.99328,,N,75.11,3267.105487,,N,5.284,135.1467544,,N,22,,N,0.919,,N,0.002,5.37,4.331415695,11576.56,11597.94,-21.38,11572.23,-0.09,254.87,1150.41,1020.39,4,Y,7/10/2007,7/10/2007,N,4,Y,4,N,133,Y,4,Y,17,Y,12,N,23,N,4,N,87,Y,87,Y,98,Y,98,Y,98,Y,297,Y,297,Y,297,Y,297,Y,4,Y,4,N,,,,,YES,7/6/2007,YES,2.312,510632,0710219,N,,,,,N,26,7/6/2007,"YES, CLEAR TO BOTTOM",,Y,,7773,
NLA06608-0386,2007,1,PROB_Lake,Target_Sampled,Yes,8/7/2007,P,8/7/2007,YES,YES,7.39,1,2,506051,0710725,7.11,,155.3,,N,317.68,,0.803,<RL (2),Y,1.59,,N,1.39,,N,0.024,1.713432,,N,0.382,,N,0.475,475,,N,9,,N,8.52,240.31512,,N,0.35,24.98755,,N,35.54,739.9428,,N,13.95,696.105,,N,4.627,380.746576,,N,4.723,205.439212,,N,1.152,29.4642432,,N,8,,N,2.63,,N,0.078,0.129,1.702439845,1313.54,1323,-9.47,1311.76,-0.36,13.64,167.66,135.82,1,N,8/8/2007,8/8/2007,N,2,N,1,N,2,N,1,N,20,Y,118,Y,2,N,1,N,29,Y,29,Y,153,Y,153,Y,153,Y,282,Y,282,Y,282,Y,282,Y,2,N,1,N,,,,,YES,8/7/2007,YES,0.832,506052,0710725,N,,,,,N,24,8/7/2007,YES,6.8,,,7774,
NLA06608-0388,2007,1,PROB_Lake,Target_Sampled,Yes,8/16/2007,P,8/16/2007,YES,YES,7.1,1,2,515781,0710889,7.14,,40.34,,N,128.91,,1.37,<RL (2),Y,1.44,,N,1.35,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.085,85,,N,3,<RL (4),Y,0.774,21.831444,,N,0.005,0.5,<RL (0.02),Y,8.042,167.43444,,N,2.61,130.239,,N,1.876,154.372288,,N,0.838,36.45099718,,N,0.759,19.4126394,,N,1,<RL (5),Y,4.455,,N,0.072,0.138,0,340.55,318.25,22.3,340.47,3.38,13.26,40.03,33.04,2,N,8/18/2007,8/18/2007,N,2,N,2,N,2,N,2,N,75,Y,13,N,14,N,4,N,26,N,26,N,168,Y,168,Y,168,Y,182,Y,182,Y,182,Y,182,Y,2,N,4,N,,,,,YES,8/16/2007,YES,0.33,515782,0710889,N,U,KEPT ON WET ICE 24 HR BEFORE FROZEN ON DRY ICE.,,,N,22,8/16/2007,YES,3.48,,,7775,
