SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_PHAB,AREA_HA,CLASSP,EcoP6,RDis_IX,RVeg_OE,LitCvr_OE,LitRipCvr_OE,RDIS_COND,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,UID
NLA06608-0442,1,PROB_Lake,Target_Sampled,Target,48.2861019,-101.9047579,ND,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10110101,,,YES,YES,30.17185053,T,CENPL,0.3571,0.0202,1.2352,0.4716,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0442+2007+1
NLA06608-0444,1,PROB_Lake,Target_Sampled,Target,34.1657892,-89.9116161,MS,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,373.2837123,MS,NO,PLNLOW,CPL,74,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,8,8030203,,,YES,YES,4.39889905,S,CPL,0.8295,1.1819,0.3953,0.7547,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0444+2007+1
NLA06608-0445,1,PROB_Lake,Target_Sampled,Target,40.0407566,-81.0154886,OH,Region_5,"(20,50]",,NLALake,Panel_1,"SAP_OH_(20,50]",0.02943198,33.64956123,28.8221929,OH,YES,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5030106,,,YES,YES,43.04307317,T,SAP,0.5149,1.1754,1.1223,1.0626,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0445+2007+1
NLA06608-0447,1,PROB_Lake,Target_Sampled,Target,38.4796138,-82.8760354,KY,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_KY_(50,100]",0.12271009,8.07083884,2.9665016,KY,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5090104,,,YES,YES,70.45608606,S,SAP,0.1152,0.7648,0.7291,0.6909,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0447+2007+1
NLA06608-0449,1,PROB_Lake,Target_Sampled,Target,48.1358037,-117.6915241,WA,Region_10,"(20,50]",,NLALake,Panel_1,"WMT_WA_(20,50]",0.01374344,72.06151606,21.4982483,WA,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17020003,,,YES,YES,48.19243402,S,WEST,0.6887,0.573,0.6678,0.5966,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0449+2007+1
NLA06608-0452,1,PROB_Lake,Target_Sampled,Target,39.8068455,-105.0360311,CO,Region_8,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,325.1141919,CO,YES,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190004,,,YES,YES,5.39101557,S,CENPL,0.6305,0.4127,0.8083,0.5378,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0452+2007+1
NLA06608-0453,1,PROB_Lake,Target_Sampled,Target,28.5733236,-81.7702539,FL,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3080102,,,YES,YES,743.0730589,S,CPL,0.8065,0.2616,0.5423,0.3899,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-0453+2007+1
NLA06608-0454,1,PROB_Lake,Target_Sampled,Target,41.9709889,-71.1989894,MA,Region_1,>100,,NLALake,Panel_1,NAP_MA_>100,0.02087097,47.45218787,30.4452118,MA,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES,YES,202.4298506,S,NAP,0.5417,1.1054,0.5312,0.8738,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,NLA06608-0454+2007+1
NLA06608-0456,1,PROB_Lake,Target_Sampled,Target,33.063257,-96.4758381,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,SPL,32,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,12,12030106,,,YES,NOT DONE,9288.403959,,CENPL,,,,,4:NOT ASSESSED,4:NOT ASSESSED,4:NOT ASSESSED,4:NOT ASSESSED,NLA06608-0456+2007+1
NLA06608-0458,1,PROB_Lake,Target_Sampled,Target,31.163782,-83.5418964,GA,Region_4,>100,,NLALake,Panel_1,CPL_GA_>100,0.01416412,69.92126053,37.3115209,GA,NO,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3110204,,,YES,YES,128.0576834,S,CPL,0.5177,0.8147,1.2338,0.9913,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0458+2007+1
NLA06608-0459,1,PROB_Lake,Target_Sampled,Target,34.2269109,-86.8423449,AL,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_AL_(50,100]",0.05502101,17.99991205,5.6298591,AL,YES,EHIGH,SAP,68,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3160109,,,YES,YES,72.95040407,S,SAP,0.7361,0.343,0.827,0.5169,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0459+2007+1
NLA06608-0462,1,PROB_Lake,Target_Sampled,Target,46.1990633,-89.293977,MI,Region_5,>100,,NLALake,Panel_1,UMW_MI_>100,0.0142675,69.41462169,37.8665425,MI_UP,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,7,7070001,,,YES,YES,149.786826,R,UMW,0,0.8498,0.9511,0.8503,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0462+2007+1
NLA06608-0463,1,PROB_Lake,Target_Sampled,Target,42.2117641,-83.5209821,MI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.7434612,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,4,4090005,,,YES,YES,272.7513592,S,UMW,0.7485,0.6458,0.7378,0.6519,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0463+2007+1
NLA06608-0467,1,PROB_Lake,Target_Sampled,Target,43.5459215,-89.3644564,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4030201,,,YES,YES,183.5188922,S,CENPL,0.7051,0.2409,0.1887,0.2085,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0467+2007+1
NLA06608-0468,1,PROB_Lake,Target_Sampled,Target,39.4324094,-106.6003635,CO,Region_8,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,325.1141919,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,14,14010004,,,YES,YES,6.78017283,R,WEST,0,2.1995,1.2424,1.8351,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0468+2007+1
NLA06608-0469,1,PROB_Lake,Target_Sampled,Target,41.9097341,-75.3378393,PA,Region_3,"(10,20]",,NLALake,Panel_1,"NAP_PA_(10,20]",0.00721079,137.3459869,57.5752892,PA,NO,EHIGH,NAP,60,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2040101,,,YES,YES,12.71231975,S,NAP,0.7734,0.5007,0.9002,0.6214,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0469+2007+1
NLA06608-0470,1,PROB_Lake,Target_Sampled,Target,43.623088,-71.2654292,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES,YES,132.8445725,S,NAP,0.7684,1.1741,0.5693,0.9299,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,NLA06608-0470+2007+1
NLA06608-0471,1,PROB_Lake,Target_Sampled,Target,45.4401574,-97.2623188,SD,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,REF,10,10160010,,,YES,YES,857.1952963,R,CENPL,0.4472,1.3573,0.4364,0.9412,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,NLA06608-0471+2007+1
NLA06608-0472,1,PROB_Lake,Target_Sampled,Target,34.5706114,-96.2383568,OK,Region_6,>100,,NLALake,Panel_1,SAP_OK_>100,0.03954803,25.0422962,6.8776347,OK,NO,EHIGH,SAP,37,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,11,11140103,,,YES,YES,158.9734793,S,SAP,0.4962,0.588,1.4001,0.8789,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0472+2007+1
NLA06608-0473,1,PROB_Lake,Target_Sampled,Target,35.5162948,-80.2033846,NC,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.9391989,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3040103,,,YES,YES,909.0342354,S,SAP,0.1333,1.291,0.772,0.9763,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0473+2007+1
NLA06608-0479,1,PROB_Lake,Target_Sampled,Target,39.9206178,-83.0042548,OH,Region_5,"(10,20]",,NLALake,Panel_1,"TPL_OH_(10,20]",0.01713606,57.79470445,49.5034722,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,5,5060001,,,YES,YES,18.27545989,S,CENPL,0.5182,0.506,1.9255,1.0075,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0479+2007+1
NLA06608-0480,1,PROB_Lake,Target_Sampled,Target,37.9943376,-90.542139,MO,Region_7,"(10,20]",,NLALake,Panel_1,"SAP_MO_(10,20]",0.01377974,71.87171715,19.1212476,MO,YES,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,7,7140104,,,YES,YES,16.24353412,T,SAP,0.8684,0.8131,0.2919,0.5345,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0480+2007+1
NLA06608-0480,2,PROB_Lake,Target_Sampled,Target,37.9943376,-90.542139,MO,Region_7,"(10,20]",,NLALake,Panel_1,"SAP_MO_(10,20]",0.01377974,71.87171715,19.1212476,MO,YES,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,7,7140104,,,YES,YES,16.24353412,T,SAP,0.8201,0.5601,0.7452,0.5935,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0480+2007+2
NLA06608-0483,1,PROB_Lake,Target_Sampled,Target,29.4914702,-101.1563449,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,WMTNS,XER,24,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,13,13040212,,,YES,NOT DONE,14130.01792,,WEST,,,,,4:NOT ASSESSED,4:NOT ASSESSED,4:NOT ASSESSED,4:NOT ASSESSED,NLA06608-0483+2007+1
NLA06608-0484,1,PROB_Lake,Target_Sampled,Target,36.3106781,-88.4898179,TN,Region_4,"(20,50]",,NLALake,Panel_1,"CPL_TN_(20,50]",0.01878576,52.71936112,57.5744609,TN,NO,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,8,8010203,,,YES,YES,37.31498489,S,CPL,0.2375,0.6616,0.9393,0.7743,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0484+2007+1
NLA06608-0488,1,PROB_Lake,Target_Sampled,Target,37.1924901,-95.9867253,KS,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_KS_(10,20]",0.03464,28.59045899,15.2426706,KS,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11070106,,,YES,YES,13.48195629,S,CENPL,0.3025,0.6474,0.2187,0.4529,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0488+2007+1
NLA06608-0489,1,PROB_Lake,Target_Sampled,Target,38.4936321,-78.0076252,VA,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_VA_(20,50]",0.02718666,36.42865445,18.6834939,VA,YES,EHIGH,SAP,64,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2080103,,,YES,YES,21.62741859,T,SAP,0.9318,0.2201,0.1418,0.1707,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0489+2007+1
NLA06608-0491,1,PROB_Lake,Target_Sampled,Target,41.413144,-85.734175,IN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_IN_(50,100]",0.07748997,12.78066524,3.9994188,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050001,,,YES,YES,53.13592451,S,UMW,0.7437,0.4461,0.7269,0.5334,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0491+2007+1
NLA06608-0493,1,PROB_Lake,Target_Sampled,Target,38.7712489,-77.6455552,VA,Region_3,>100,,NLALake,Panel_1,SAP_VA_>100,0.0668647,14.81160202,7.5965604,VA,YES,EHIGH,SAP,64,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2070010,,,YES,YES,288.9176192,S,SAP,0.4539,0.7344,0.755,0.6862,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0493+2007+1
NLA06608-0494,1,PROB_Lake,Target_Sampled,Target,46.8221905,-94.5335402,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010105,,,YES,YES,631.0209246,S,UMW,0.6039,0.5183,1.1027,0.7186,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0494+2007+1
NLA06608-0495,1,PROB_Lake,Target_Sampled,Target,38.4468179,-107.4380582,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,14,14020002,,,YES,YES,367.9212786,R,WEST,0.1654,1.2012,0.7325,1.0208,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0495+2007+1
NLA06608-0496,1,PROB_Lake,Target_Sampled,Target,48.7517132,-108.0524686,MT,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_MT_(10,20]",0.02600059,38.09041593,8.2393469,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10050010,,,YES,YES,12.44122713,T,CENPL,0.9187,,0.2557,,3:MOST DISTURBED,9:NO DATA,3:MOST DISTURBED,9:NO DATA,NLA06608-0496+2007+1
NLA06608-0497,1,PROB_Lake,Target_Sampled,Target,42.1076527,-111.8159376,ID,Region_10,"(20,50]",,NLALake,Panel_1,"XER_ID_(20,50]",0.0333474,29.69866921,9.2062365,ID,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16010202,,,YES,YES,34.22642526,S,WEST,0.6333,0.5027,0.1477,0.4153,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0497+2007+1
NLA06608-0498,1,PROB_Lake,Target_Sampled,Target,41.9509552,-71.9513309,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1100001,,,YES,YES,36.73223812,S,NAP,0.5568,1.3926,0.7421,1.1258,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0498+2007+1
NLA06608-0500,1,PROB_Lake,Target_Sampled,Target,34.2145297,-94.2146709,AR,Region_6,>100,,NLALake,Panel_1,SAP_AR_>100,0.02750584,36.00593564,17.4723578,AR,NO,EHIGH,SAP,36,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,11,11140109,,,YES,YES,392.2005889,S,SAP,0.0217,0.682,1.4274,0.9381,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0500+2007+1
NLA06608-0501,1,PROB_Lake,Target_Sampled,Target,37.9463519,-122.6247455,CA,Region_9,"(50,100]",,NLALake,Panel_1,"XER_CA_(50,100]",0.02833407,34.95343954,20.8926961,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,F,REF,18,18050005,,,YES,YES,99.6608727,R,WEST,0.1154,1.3509,0.608,0.936,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0501+2007+1
NLA06608-0502,1,PROB_Lake,Target_Sampled,Target,42.8273138,-83.7469401,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4080203,,,YES,YES,30.33533655,S,UMW,0.8355,0.204,0.3186,0.2387,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0502+2007+1
NLA06608-0503,1,PROB_Lake,Target_Sampled,Target,43.5747743,-97.0587349,SD,Region_8,"(20,50]",,NLALake,Panel_1,"TPL_SD_(20,50]",0.00938875,105.4851019,53.28692,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,10,10170102,,,YES,YES,20.76973087,T,CENPL,0.8458,0.0081,0.9699,0.3659,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0503+2007+1
NLA06608-0508,1,PROB_Lake,Lake_Shallow,NonTarget,33.8586211,-90.5420987,MS,Region_4,"(10,20]",,NLALake,Panel_1,"CPL_MS_(10,20]",0.00449002,220.5719812,109.1488452,MS,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,8,8030207,,,YES,YES,15.37347752,T,CPL,0.9225,0.2766,0.3381,0.297,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0508+2007+1
NLA06608-0509,1,PROB_Lake,Target_Sampled,Target,40.4616335,-79.5674543,PA,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.2839429,PA,YES,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5010008,,,YES,YES,412.1244393,T,SAP,0.5561,0.5646,0.6588,0.56,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,NLA06608-0509+2007+1
NLA06608-0510,1,PROB_Lake,Target_Sampled,Target,48.2477538,-98.8914836,ND,Region_8,>100,,NLALake,Panel_1,TPL_ND_>100,0.01022793,96.83028239,87.2588227,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020201,,,YES,YES,180.9745987,S,CENPL,0.6611,0.4315,1.0473,0.6376,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,NLA06608-0510+2007+1
NLA06608-0511,1,PROB_Lake,Target_Sampled,Target,38.2255509,-107.5377617,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14020002,,,YES,YES,75.54786412,S,WEST,0.2643,0.0523,0.1487,0.0726,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0511+2007+1
NLA06608-0512,1,PROB_Lake,Target_Sampled,Target,48.9243478,-100.3053493,ND,Region_8,"(20,50]",,NLALake,Panel_1,"TPL_ND_(20,50]",0.0041586,238.1509368,214.6102423,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9010004,,,YES,YES,35.11300262,S,CENPL,0,1.6698,1.1489,1.3858,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0512+2007+1
NLA06608-0514,1,PROB_Lake,Target_Sampled,Target,40.3574093,-78.1190735,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2050303,,,YES,YES,3347.380555,S,SAP,0.4278,1.0573,0.7491,0.848,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,NLA06608-0514+2007+1
NLA06608-0515,1,PROB_Lake,Target_Sampled,Target,46.0279301,-98.9448475,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10160004,,,YES,YES,69.27151861,S,CENPL,0.7958,0.2961,0.5336,0.3686,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-0515+2007+1
NLA06608-0523,1,PROB_Lake,Target_Sampled,Target,43.9236897,-96.9510362,SD,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10170203,,,YES,YES,411.6060301,S,CENPL,0.7425,0.7962,0.4142,0.611,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,NLA06608-0523+2007+1
NLA06608-0526,1,PROB_Lake,Target_Sampled,Target,47.9485009,-91.3929614,MN,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MN_(20,50]",0.00250556,395.2702715,285.5891281,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,9,9030001,IM,Original lake [Carol L.] was allowed to be replaced,YES,YES,24.04902764,S,UMW,0,0.5383,0.6653,0.5627,1:LEAST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,NLA06608-0526+2007+1
NLA06608-0528,1,PROB_Lake,Target_Sampled,Target,40.6951802,-99.85564,NE,Region_7,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10200101,,,YES,YES,878.2474956,T,CENPL,0.902,0.1581,0.0682,0.1161,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,NLA06608-0528+2007+1
