SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CORE,INDXSAMP_CORE,INDXSAMP_LDC,SAMPLE_ID,SAMPLE_TYPE,PRIMESEDT,SAMPLE_CATEGORY,LDC_ADJ,LDC_COND
NLA06608-0469,1,PROB_Lake,Target_Sampled,Target,41.9097341,-75.3378393,PA,Region_3,"(10,20]",,NLALake,Panel_1,"NAP_PA_(10,20]",0.00721079,137.3459869,57.5752892,PA,NO,EHIGH,NAP,60,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2040101,,,YES,YES (Both),YES,YES,513467,SEDT,1,P,-2.1464,1:LEAST DISTURBED
NLA06608-0470,1,PROB_Lake,Target_Sampled,Target,43.623088,-71.2654292,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES,YES (Both),YES,YES,507287,SEDT,1,P,-4.4516,1:LEAST DISTURBED
NLA06608-0471,1,PROB_Lake,Target_Sampled,Target,45.4401574,-97.2623188,SD,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,REF,10,10160010,,,YES,YES (Both),YES,YES,506738,SEDT,1,P,-13.487,2:INTERMEDIATE DISTURBANCE
NLA06608-0472,1,PROB_Lake,Target_Sampled,Target,34.5706114,-96.2383568,OK,Region_6,>100,,NLALake,Panel_1,SAP_OK_>100,0.03954803,25.0422962,6.8776347,OK,NO,EHIGH,SAP,37,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,11,11140103,,,YES,YES (Top only),YES,YES,507477,SEDT,1,P,0.6776,1:LEAST DISTURBED
NLA06608-0473,1,PROB_Lake,Target_Sampled,Target,35.5162948,-80.2033846,NC,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.9391989,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3040103,,,YES,YES (Top only),YES,YES,505697,SEDT,1,P,0.7715,1:LEAST DISTURBED
NLA06608-0479,1,PROB_Lake,Target_Sampled,Target,39.9206178,-83.0042548,OH,Region_5,"(10,20]",,NLALake,Panel_1,"TPL_OH_(10,20]",0.01713606,57.79470445,49.5034722,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,5,5060001,,,YES,YES (Top only),YES,YES,505437,SEDT,1,P,-9.8215,2:INTERMEDIATE DISTURBANCE
NLA06608-0480,1,PROB_Lake,Target_Sampled,Target,37.9943376,-90.542139,MO,Region_7,"(10,20]",,NLALake,Panel_1,"SAP_MO_(10,20]",0.01377974,71.87171715,19.1212476,MO,YES,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,7,7140104,,,YES,NO,YES,NO,,,,,,4:NOT ASSESSED
NLA06608-0480,2,PROB_Lake,Target_Sampled,Target,37.9943376,-90.542139,MO,Region_7,"(10,20]",,NLALake,Panel_1,"SAP_MO_(10,20]",0.01377974,71.87171715,19.1212476,MO,YES,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,7,7140104,,,YES,YES (Top only),NO,YES,517597,SEDT,2,P,-3.0153,1:LEAST DISTURBED
NLA06608-0483,1,PROB_Lake,Target_Sampled,Target,29.4914702,-101.1563449,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,WMTNS,XER,24,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,13,13040212,,,YES,YES (Top only),YES,YES,514537,SEDT,1,P,9.1338,1:LEAST DISTURBED
NLA06608-0484,1,PROB_Lake,Target_Sampled,Target,36.3106781,-88.4898179,TN,Region_4,"(20,50]",,NLALake,Panel_1,"CPL_TN_(20,50]",0.01878576,52.71936112,57.5744609,TN,NO,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,8,8010203,,,YES,YES (Top only),YES,YES,507077,SEDT,1,P,-13.4971,2:INTERMEDIATE DISTURBANCE
NLA06608-0488,1,PROB_Lake,Target_Sampled,Target,37.1924901,-95.9867253,KS,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_KS_(10,20]",0.03464,28.59045899,15.2426706,KS,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11070106,,,YES,YES (Top only),YES,YES,504927,SEDT,1,P,-2.6421,1:LEAST DISTURBED
NLA06608-0489,1,PROB_Lake,Target_Sampled,Target,38.4936321,-78.0076252,VA,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_VA_(20,50]",0.02718666,36.42865445,18.6834939,VA,YES,EHIGH,SAP,64,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2080103,,,YES,YES (Top only),YES,YES,504557,SEDT,1,P,-20.5133,3:MOST DISTURBED
NLA06608-0491,1,PROB_Lake,Target_Sampled,Target,41.413144,-85.734175,IN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_IN_(50,100]",0.07748997,12.78066524,3.9994188,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050001,,,YES,YES (Both),YES,YES,512817,SEDT,1,P,-13.1557,2:INTERMEDIATE DISTURBANCE
NLA06608-0493,1,PROB_Lake,Target_Sampled,Target,38.7712489,-77.6455552,VA,Region_3,>100,,NLALake,Panel_1,SAP_VA_>100,0.0668647,14.81160202,7.5965604,VA,YES,EHIGH,SAP,64,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2070010,,,YES,YES (Top only),YES,YES,506487,SEDT,1,P,-10.9503,2:INTERMEDIATE DISTURBANCE
NLA06608-0494,1,PROB_Lake,Target_Sampled,Target,46.8221905,-94.5335402,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010105,,,YES,YES (Both),YES,YES,503617,SEDT,1,P,-20.3914,3:MOST DISTURBED
NLA06608-0495,1,PROB_Lake,Target_Sampled,Target,38.4468179,-107.4380582,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,14,14020002,,,YES,YES (Top only),YES,YES,513837,SEDT,1,P,-0.7599,1:LEAST DISTURBED
NLA06608-0496,1,PROB_Lake,Target_Sampled,Target,48.7517132,-108.0524686,MT,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_MT_(10,20]",0.02600059,38.09041593,8.2393469,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10050010,,,YES,YES (Top only),YES,YES,514087,SEDT,1,P,-27.1845,3:MOST DISTURBED
NLA06608-0497,1,PROB_Lake,Target_Sampled,Target,42.1076527,-111.8159376,ID,Region_10,"(20,50]",,NLALake,Panel_1,"XER_ID_(20,50]",0.0333474,29.69866921,9.2062365,ID,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16010202,,,YES,YES (Top only),YES,YES,511847,SEDT,1,P,33.0884,1:LEAST DISTURBED
NLA06608-0498,1,PROB_Lake,Target_Sampled,Target,41.9509552,-71.9513309,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1100001,,,YES,YES (Both),YES,YES,512217,SEDT,1,P,-5.7331,1:LEAST DISTURBED
NLA06608-0500,1,PROB_Lake,Target_Sampled,Target,34.2145297,-94.2146709,AR,Region_6,>100,,NLALake,Panel_1,SAP_AR_>100,0.02750584,36.00593564,17.4723578,AR,NO,EHIGH,SAP,36,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,11,11140109,,,YES,YES (Top only),YES,YES,507967,SEDT,1,P,3.9612,1:LEAST DISTURBED
NLA06608-0501,1,PROB_Lake,Target_Sampled,Target,37.9463519,-122.6247455,CA,Region_9,"(50,100]",,NLALake,Panel_1,"XER_CA_(50,100]",0.02833407,34.95343954,20.8926961,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,F,REF,18,18050005,,,YES,YES (Top only),YES,YES,507167,SEDT,1,P,6.9967,1:LEAST DISTURBED
NLA06608-0502,1,PROB_Lake,Target_Sampled,Target,42.8273138,-83.7469401,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4080203,,,YES,YES (Both),YES,YES,515738,SEDT,1,P,-6,1:LEAST DISTURBED
NLA06608-0503,1,PROB_Lake,Target_Sampled,Target,43.5747743,-97.0587349,SD,Region_8,"(20,50]",,NLALake,Panel_1,"TPL_SD_(20,50]",0.00938875,105.4851019,53.28692,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,10,10170102,,,YES,YES (Both),YES,YES,512887,SEDT,1,P,-31.5046,3:MOST DISTURBED
NLA06608-0508,1,PROB_Lake,Lake_Shallow,NonTarget,33.8586211,-90.5420987,MS,Region_4,"(10,20]",,NLALake,Panel_1,"CPL_MS_(10,20]",0.00449002,220.5719812,109.1488452,MS,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,8,8030207,,,YES,YES (Both),YES,YES,502467,SEDT,1,P,-14.482,2:INTERMEDIATE DISTURBANCE
NLA06608-0509,1,PROB_Lake,Target_Sampled,Target,40.4616335,-79.5674543,PA,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.2839429,PA,YES,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5010008,,,YES,YES (Top only),YES,YES,502517,SEDT,1,P,2.7992,1:LEAST DISTURBED
NLA06608-0510,1,PROB_Lake,Target_Sampled,Target,48.2477538,-98.8914836,ND,Region_8,>100,,NLALake,Panel_1,TPL_ND_>100,0.01022793,96.83028239,87.2588227,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020201,,,YES,YES (Both),YES,YES,503467,SEDT,1,P,-24.8541,3:MOST DISTURBED
NLA06608-0511,1,PROB_Lake,Target_Sampled,Target,38.2255509,-107.5377617,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14020002,,,YES,YES (Top only),YES,YES,512207,SEDT,1,P,-11.5151,2:INTERMEDIATE DISTURBANCE
NLA06608-0512,1,PROB_Lake,Target_Sampled,Target,48.9243478,-100.3053493,ND,Region_8,"(20,50]",,NLALake,Panel_1,"TPL_ND_(20,50]",0.0041586,238.1509368,214.6102423,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9010004,,,YES,YES (Both),YES,YES,512457,SEDT,1,P,-7.1786,2:INTERMEDIATE DISTURBANCE
NLA06608-0514,1,PROB_Lake,Target_Sampled,Target,40.3574093,-78.1190735,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2050303,,,YES,YES (Top only),YES,YES,502527,SEDT,1,P,-21.3855,3:MOST DISTURBED
NLA06608-0515,1,PROB_Lake,Target_Sampled,Target,46.0279301,-98.9448475,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10160004,,,YES,YES (Both),YES,YES,514177,SEDT,1,P,-21.0554,3:MOST DISTURBED
NLA06608-0523,1,PROB_Lake,Target_Sampled,Target,43.9236897,-96.9510362,SD,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10170203,,,YES,YES (Both),YES,YES,512897,SEDT,1,P,-20.1325,3:MOST DISTURBED
NLA06608-0526,1,PROB_Lake,Target_Sampled,Target,47.9485009,-91.3929614,MN,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MN_(20,50]",0.00250556,395.2702715,285.5891281,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,9,9030001,IM,Original lake [Carol L.] was allowed to be replaced,YES,YES (Both),YES,YES,506677,SEDT,1,P,3.7314,1:LEAST DISTURBED
NLA06608-0528,1,PROB_Lake,Target_Sampled,Target,40.6951802,-99.85564,NE,Region_7,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10200101,,,YES,YES (Top only),YES,YES,504907,SEDT,1,P,-7.2236,2:INTERMEDIATE DISTURBANCE
NLA06608-0529,1,PROB_Lake,Target_Sampled,Target,47.1844144,-119.3639845,WA,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,XER,10,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,SO-SO,17,17020015,,,YES,YES (Both),YES,YES,517817,SEDT,1,P,28.0633,1:LEAST DISTURBED
NLA06608-0530,1,PROB_Lake,Target_Sampled,Target,31.0598838,-81.4130868,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,NO,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,3,3070203,,,YES,YES (Lost sample),YES,YES,,,,,,9:NO DATA
NLA06608-0531,1,PROB_Lake,Target_Sampled,Target,46.0340736,-99.1679106,ND,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130106,,,YES,YES (Both),YES,YES,505227,SEDT,1,P,-19.9788,3:MOST DISTURBED
NLA06608-0533,1,PROB_Lake,Target_Sampled,Target,42.2521803,-78.2923708,NY,Region_2,>100,,NLALake,Panel_1,NAP_NY_>100,0.0106732,92.79069254,99.7134991,NY,NO,EHIGH,NAP,60,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,5,5010001,,,YES,YES (Top only),YES,YES,505027,SEDT,1,P,-14.9375,2:INTERMEDIATE DISTURBANCE
NLA06608-0537,1,PROB_Lake,Target_Sampled,Target,37.6955888,-81.0548323,WV,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_WV_(20,50]",0.28054317,3.5301995,10.7699239,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5050004,,,YES,YES (Top only),YES,YES,502647,SEDT,1,P,12.3699,1:LEAST DISTURBED
NLA06608-0540,1,PROB_Lake,Target_Sampled,Target,35.1710432,-99.3711523,OK,Region_6,"(10,20]",,NLALake,Panel_1,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11120303,,,YES,YES (Top only),YES,YES,509907,SEDT,1,P,-14.9594,2:INTERMEDIATE DISTURBANCE
NLA06608-0541,1,PROB_Lake,Target_Sampled,Target,38.9650435,-77.3374568,VA,Region_3,"(10,20]",,NLALake,Panel_1,"SAP_VA_(10,20]",0.01795628,55.15471965,28.2877005,VA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2070008,,,YES,YES (Top only),YES,YES,514257,SEDT,1,P,4.0376,1:LEAST DISTURBED
NLA06608-0542,1,PROB_Lake,Target_Sampled,Target,45.7857507,-88.3657935,WI,Region_5,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,724.8867084,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,4,4030108,,,YES,YES (Both),YES,YES,513567,SEDT,1,P,4.8787,1:LEAST DISTURBED
NLA06608-0546,1,PROB_Lake,Target_Sampled,Target,42.3549666,-71.4797893,MA,Region_1,"(4,10]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.0261818,MA,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,TRASH,1,1070005,,,YES,YES (Both),YES,YES,513137,SEDT,1,P,-25.4237,3:MOST DISTURBED
NLA06608-0547,1,PROB_Lake,Target_Sampled,Target,44.2067283,-89.8348641,WI,Region_5,>100,,NLALake,Panel_1,UMW_WI_>100,0.01464239,67.63740898,64.9960344,WI,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,7,7070003,,,YES,YES (Top only),YES,YES,506577,SEDT,1,P,-8.8353,2:INTERMEDIATE DISTURBANCE
NLA06608-0550,1,PROB_Lake,Target_Sampled,Target,43.9575273,-71.9679131,NH,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_NH_(50,100]",0.03639742,27.20998824,20.3121784,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1080104,,,YES,YES (Both),YES,YES,504387,SEDT,1,P,-4.6543,1:LEAST DISTURBED
NLA06608-0551,1,PROB_Lake,Target_Sampled,Target,45.1082347,-94.1680192,MN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010204,,,YES,YES (Top only),YES,YES,509447,SEDT,1,P,-16.2535,2:INTERMEDIATE DISTURBANCE
NLA06608-0555,1,PROB_Lake,Target_Sampled,Target,41.7209286,-85.0076901,IN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_IN_(10,20]",0.01889863,52.40451623,16.3988026,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050001,,,YES,YES (Both),YES,YES,506937,SEDT,1,P,-25.8533,3:MOST DISTURBED
NLA06608-0558,1,PROB_Lake,Target_Sampled,Target,46.7633039,-96.2151878,MN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_MN_(10,20]",0.00165488,598.4580363,432.3955559,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,REF,9,9020106,,,YES,YES (Both),YES,YES,506968,SEDT,1,P,-12.1393,2:INTERMEDIATE DISTURBANCE
NLA06608-0560,1,PROB_Lake,Target_Sampled,Target,35.6185888,-101.6607655,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11090106,,,YES,YES (Top only),YES,YES,507667,SEDT,1,P,-19.0749,2:INTERMEDIATE DISTURBANCE
NLA06608-0561,1,PROB_Lake,Target_Sampled,Target,44.9484358,-116.0893222,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,NO,WMTNS,WMT,16,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17050123,,,YES,YES (Both),YES,YES,513757,SEDT,1,P,7.7018,1:LEAST DISTURBED
NLA06608-0562,1,PROB_Lake,Target_Sampled,Target,41.6868681,-71.6108784,RI,Region_1,>100,,NLALake,Panel_1,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES,YES (Both),YES,YES,508777,SEDT,1,P,10.0584,1:LEAST DISTURBED
NLA06608-0562,2,PROB_Lake,Target_Sampled,Target,41.6868681,-71.6108784,RI,Region_1,>100,,NLALake,Panel_1,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES,YES (Both),NO,NO,508987,SEDT,,P,9.688,1:LEAST DISTURBED
NLA06608-0564,1,PROB_Lake,Target_Sampled,Target,35.9747259,-105.9168212,NM,Region_6,"(20,50]",,NLALake,Panel_1,"XER_NM_(20,50]",0.07570243,13.08245175,17.0218682,NM,YES,WMTNS,XER,22,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,REF,13,13020101,,,YES,YES (Top only),YES,YES,509498,SEDT,1,P,-3.4764,1:LEAST DISTURBED
NLA06608-0565,1,PROB_Lake,Target_Sampled,Target,37.2452592,-121.9668773,CA,Region_9,"(10,20]",,NLALake,Panel_1,"XER_CA_(10,20]",0.00691025,143.3194638,85.6662476,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,18,18050003,,,YES,YES (Top only),YES,YES,507517,SEDT,1,P,13.1682,1:LEAST DISTURBED
NLA06608-0569,1,PROB_Lake,Target_Sampled,Target,34.6051754,-112.4389242,AZ,Region_9,>100,,NLALake,Panel_1,WMT_AZ_>100,0.19769461,5.00961241,1.2953054,AZ,YES,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15060202,,,YES,YES (Top only),YES,YES,509877,SEDT,1,P,-24.2719,3:MOST DISTURBED
NLA06608-0570,1,PROB_Lake,Target_Sampled,Target,45.4421355,-109.2242066,MT,Region_8,>100,,NLALake,Panel_1,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10070006,,,YES,YES (Top only),YES,YES,504007,SEDT,1,P,-13.3621,2:INTERMEDIATE DISTURBANCE
NLA06608-0579,1,PROB_Lake,Target_Sampled,Target,46.8246971,-99.7794296,ND,Region_8,>100,,NLALake,Panel_1,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES (Both),YES,YES,503507,SEDT,1,P,-13.7659,2:INTERMEDIATE DISTURBANCE
NLA06608-0580,1,PROB_Lake,Target_Sampled,Target,37.1771885,-82.3910488,VA,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,4.0178193,VA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5070202,,,YES,YES (Top only),YES,YES,509837,SEDT,1,P,-26.2112,3:MOST DISTURBED
NLA06608-0581,1,PROB_Lake,Target_Sampled,Target,43.2526386,-114.3827885,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,NO,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17040219,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0582,1,PROB_Lake,Target_Sampled,Target,41.8007937,-72.5246839,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,TRASH,1,1080205,,,YES,YES (Both),YES,YES,508147,SEDT,1,P,-16.0112,2:INTERMEDIATE DISTURBANCE
NLA06608-0583,1,PROB_Lake,Lake_Shallow,NonTarget,31.2062744,-91.5469012,MS,Region_4,"(20,50]",,NLALake,Panel_1,"CPL_MS_(20,50]",0.00679811,145.683643,72.0907583,MS,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES,YES (Both),YES,YES,502607,SEDT,1,P,-18.3862,2:INTERMEDIATE DISTURBANCE
NLA06608-0585,1,PROB_Lake,Target_Sampled,Target,39.4865853,-118.7255216,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES,YES (Top only),YES,YES,503367,SEDT,1,P,-7.5896,2:INTERMEDIATE DISTURBANCE
