SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,FLAG_LU_BUFFER,COMMENT_LU_BUFFER
NLA06608-0384,1,PROB_Lake,Target_Sampled,0.001798644,1.478,147.8,0,0.806,0,0.041,0,0,0,0,0,0.02,0,0,0,0,0.517,0,0,0,0.005,0.021,0,0,0,0,0,0.068,0,0,0,0,1.478,54.5,0,54.5,2.8,0,0,0,2.8,0,1.4,0,0,1.4,0,35,0.3,1.4,1.7,0,4.6,4.6,,
NLA06608-0385,1,PROB_Lake,Target_Sampled,0.001798644,0.941,94.1,0,0.376,0,0,0,0,0,0,0,0.175,0,0,0,0.077,0.305,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.941,40,0,40,0,0,0,0,0,0,18.6,0,0,18.6,8.2,32.4,0.9,0,0.9,0,0,0,,
NLA06608-0386,1,PROB_Lake,Target_Sampled,0.001798644,0.863,86.3,0,0.36,0,0.105,0.029,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0.863,41.7,0,41.7,12.2,3.4,0,0,15.6,0,41.3,0,0,41.3,0,0,1.5,0,1.5,0,0,0,,
NLA06608-0388,1,PROB_Lake,Target_Sampled,0.001798644,2.778,277.8,0,0.859,0,0.095,0,0,0,0.004,0,1.685,0.038,0.064,0,0.004,0.021,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,2.778,30.9,0,30.9,3.4,0,0,0,3.4,0.1,60.7,1.4,2.3,64.4,0.1,0.8,0.3,0,0.3,0,0,0,,
NLA06608-0393,1,PROB_Lake,Target_Sampled,0.001798644,12.148,1214.8,0,4.275,0,0.407,0.32,0.075,0.005,0.033,0,1.125,0.196,0.012,0,2.404,3.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.148,35.2,0,35.2,3.4,2.6,0.6,0,6.6,0.3,9.3,1.6,0.1,11,19.8,27.1,0,0,0,0,0,0,,
NLA06608-0395,1,PROB_Lake,Target_Sampled,0.001798644,108.377,10837.7,0,46.451,0,3.783,0.624,0.171,0.025,0.905,0,23.449,13.106,2.75,0,1.349,3.445,0,0,0,6.593,2.303,3.414,0,0,0,0,0.009,0,0,0,0,108.377,42.9,0,42.9,3.5,0.6,0.2,0,4.3,0.8,21.6,12.1,2.5,36.2,1.2,3.2,6.1,2.1,8.2,3.2,0,3.2,,
NLA06608-0399,1,PROB_Lake,Target_Sampled,0.001798644,0.708,70.8,0,0.126,0,0.03,0.01,0,0,0.014,0,0.336,0.004,0.021,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0.038,0,0,0,0,0.708,17.8,0,17.8,4.2,1.4,0,0,5.6,2,47.5,0.6,3,51.1,0,0,0,0,0,18.2,5.4,23.6,,
NLA06608-0401,1,PROB_Lake,Target_Sampled,0.001798644,35.74,3574,0,27.43,0,1.386,0.725,0.14,0,0.095,0,0.437,1.015,1.489,0,0.08,0.054,0,0,0,0.174,1.492,1.048,0,0,0,0,0.175,0,0,0,0,35.74,76.7,0,76.7,3.9,2,0.4,0,6.3,0.3,1.2,2.8,4.2,8.2,0.2,0.2,0.5,4.2,4.7,2.9,0.5,3.4,,
NLA06608-0402,1,PROB_Lake,Target_Sampled,0.001798644,0.37,37,0,0.063,0,0.1,0.05,0.005,0,0,0,0,0.02,0.05,0,0.005,0.054,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0.37,17,0,17,27,13.5,1.4,0,41.9,0,0,5.4,13.5,18.9,1.4,14.6,0,0,0,0,6.2,6.2,,
NLA06608-0403,1,PROB_Lake,Target_Sampled,0.001798644,77.245,7724.5,0,66.435,0,0.351,0.123,0.02,0.028,0,0,4.405,1.316,0.01,0,0.336,0.011,0,0,0,0.085,0.09,0.667,0,0,0,0,3.368,0,0,0,0,77.245,86,0,86,0.5,0.2,0,0,0.7,0,5.7,1.7,0,7.4,0.4,0,0.1,0.1,0.2,0.9,4.4,5.3,,
NLA06608-0405,1,PROB_Lake,Target_Sampled,0.001798644,0.461,46.1,0,0.119,0,0.004,0,0,0,0,0,0.141,0.029,0.15,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.013,0,0,0,0,0.461,25.8,0,25.8,0.9,0,0,0,0.9,0,30.6,6.3,32.5,69.4,0,0,1.1,0,1.1,0,2.8,2.8,,
NLA06608-0406,1,PROB_Lake,Target_Sampled,0.001798644,3.081,308.1,0,1.461,0,0,0,0,0,0.036,0,0,1.246,0,0,0.15,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.081,47.4,0,47.4,0,0,0,0,0,1.2,0,40.4,0,40.4,4.9,6.1,0,0,0,0,0,0,,
NLA06608-0407,1,PROB_Lake,Target_Sampled,0.001798644,0.695,69.5,0,0.554,0,0.024,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0.008,0.07,0,0,0,0,0,0.004,0,0,0,0,0.695,79.7,0,79.7,3.5,0,0,0,3.5,0,0,0,0,0,0,5,1.2,10.1,11.3,0,0.6,0.6,,
NLA06608-0408,1,PROB_Lake,Target_Sampled,0.001798644,2.141,214.1,0,0.879,0,0.01,0.005,0,0,0,0,0.737,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.141,41.1,0,41.1,0.5,0.2,0,0,0.7,0,34.4,0,0,34.4,0,23.8,0,0,0,0,0,0,,
NLA06608-0413,1,PROB_Lake,Target_Sampled,0.001798644,0.484,48.4,0,0.075,0,0.005,0,0,0,0,0,0.075,0.292,0.018,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0.484,15.5,0,15.5,1,0,0,0,1,0,15.5,60.3,3.7,79.5,0,0,0,0,0,3.9,0,3.9,,
NLA06608-0414,1,PROB_Lake,Target_Sampled,0.001798644,0.591,59.1,0,0.041,0,0,0,0,0,0,0,0.2,0,0,0,0,0.005,0,0,0,0,0,0.011,0,0,0,0,0.334,0,0,0,0,0.591,6.9,0,6.9,0,0,0,0,0,0,33.8,0,0,33.8,0,0.8,0,0,0,1.9,56.5,58.4,,
NLA06608-0418,1,PROB_Lake,Target_Sampled,0.001798644,1.291,129.1,0,0.534,0,0.042,0.01,0,0,0,0,0.362,0.133,0.139,0,0,0,0,0,0,0.021,0,0.05,0,0,0,0,0,0,0,0,0,1.291,41.4,0,41.4,3.3,0.8,0,0,4.1,0,28,10.3,10.8,49.1,0,0,1.6,0,1.6,3.9,0,3.9,,
NLA06608-0421,1,PROB_Lake,Target_Sampled,0.001798644,0.955,95.5,0,0.254,0,0.126,0.061,0.05,0.002,0,0,0.162,0.064,0.092,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0.955,26.6,0,26.6,13.2,6.4,5.2,0.2,25,0,17,6.7,9.6,33.3,0,0,0,0,0,15.1,0,15.1,,
NLA06608-0425,1,PROB_Lake,Target_Sampled,0.001798644,2.702,270.2,0,1.526,0,0.093,0.085,0.011,0,0,0,0.005,0.024,0,0,0.773,0.055,0,0,0,0,0.03,0.1,0,0,0,0,0,0,0,0,0,2.702,56.5,0,56.5,3.4,3.1,0.4,0,6.9,0,0.2,0.9,0,1.1,28.6,2,0,1.1,1.1,3.7,0,3.7,,
NLA06608-0426,1,PROB_Lake,Target_Sampled,0.001798644,3.063,306.3,0,1.814,0,0.246,0.154,0,0,0,0,0.278,0.068,0.044,0,0.005,0.108,0,0,0,0.009,0,0.245,0,0,0,0,0.092,0,0,0,0,3.063,59.2,0,59.2,8,5,0,0,13,0,9.1,2.2,1.4,12.7,0.2,3.5,0.3,0,0.3,8,3,11,,
NLA06608-0432,1,PROB_Lake,Target_Sampled,0.001798644,54.725,5472.5,0,45.75,0,0.224,0.109,0.149,0,0,0,3.771,0.22,0.287,0,0.716,0.012,0,0,0,0.169,0.437,2.516,0,0,0,0,0.365,0,0,0,0,54.725,83.6,0,83.6,0.4,0.2,0.3,0,0.9,0,6.9,0.4,0.5,7.8,1.3,0,0.3,0.8,1.1,4.6,0.7,5.3,,
NLA06608-0433,1,PROB_Lake,Target_Sampled,0.001798644,1188.511,118851.1,0,1056.525,0,11.932,8.005,2.373,0.57,3.31,0,21.274,12.328,6.406,0,1.966,0.86,0,0,0,20.291,6.57,24.911,0,0,0,0,11.19,0,0,0,0,1188.511,88.9,0,88.9,1,0.7,0.2,0,1.9,0.3,1.8,1,0.5,3.3,0.2,0.1,1.7,0.6,2.3,2.1,0.9,3,,
NLA06608-0435,1,PROB_Lake,Target_Sampled,0.001798644,5.87,587,0,2.34,0,0.052,0,0,0,0,0,1.1,0.07,0.067,0,0.006,0.012,0,0,0,0,0.023,1.265,0,0,0,0,0.935,0,0,0,0,5.87,39.9,0,39.9,0.9,0,0,0,0.9,0,18.7,1.2,1.1,21,0.1,0.2,0,0.4,0.4,21.6,15.9,37.5,,
NLA06608-0436,1,PROB_Lake,Target_Sampled,0.001798644,12.341,1234.1,0,4.91,0,1.014,0.372,0.06,0,0.005,0,2.147,1.193,2.217,0,0.039,0.181,0,0,0,0,0.025,0.178,0,0,0,0,0,0,0,0,0,12.341,39.8,0,39.8,8.2,3,0.5,0,11.7,0,17.4,9.7,18,45.1,0.3,1.5,0,0.2,0.2,1.4,0,1.4,,
NLA06608-0439,1,PROB_Lake,Lake_Shallow,0.001798644,0.595,59.5,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0.008,0.262,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.595,54.1,0,54.1,0,0,0,0,0,0,0,0,0,0,1.3,44,0.5,0,0.5,0,0,0,,
NLA06608-0440,1,PROB_Lake,Target_Sampled,0.001798644,4.234,423.4,0,2.349,0,0.37,0,0,0,0,0,0.319,0,0,0,0,1.076,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,4.234,55.5,0,55.5,8.7,0,0,0,8.7,0,7.5,0,0,7.5,0,25.4,0,2.8,2.8,0,0,0,,
NLA06608-0442,1,PROB_Lake,Target_Sampled,0.001798644,0.988,98.8,0,0.105,0,0.059,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0.417,0,0,0,0,0,0.102,0,0,0,0,0.988,10.6,0,10.6,6,0,0,0,6,0,0,0,0,0,0,30.9,0,42.2,42.2,0,10.3,10.3,,
NLA06608-0444,1,PROB_Lake,Target_Sampled,0.001798644,0.353,35.3,0,0.05,0,0.071,0.01,0,0,0,0,0.065,0.044,0.007,0,0.059,0,0,0,0,0.015,0.006,0.021,0,0,0,0,0.005,0,0,0,0,0.353,14.2,0,14.2,20.1,2.8,0,0,22.9,0,18.4,12.5,2,32.9,16.7,0,4.2,1.7,5.9,5.9,1.4,7.3,,
NLA06608-0445,1,PROB_Lake,Target_Sampled,0.001798644,1.607,160.7,0,0.388,0,0,0,0,0,0,0,1.136,0.006,0,0,0,0.016,0,0,0,0.018,0.043,0,0,0,0,0,0,0,0,0,0,1.607,24.1,0,24.1,0,0,0,0,0,0,70.7,0.4,0,71.1,0,1,1.1,2.7,3.8,0,0,0,,
NLA06608-0447,1,PROB_Lake,Target_Sampled,0.001798644,2.66,266,0,0.748,0,0.05,0.037,0.006,0,0,0,1.697,0.037,0.015,0,0,0.023,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,2.66,28.1,0,28.1,1.9,1.4,0.2,0,3.5,0,63.8,1.4,0.6,65.8,0,0.9,1.8,0,1.8,0,0,0,,
NLA06608-0449,1,PROB_Lake,Target_Sampled,0.001798644,1.072,107.2,0,0.508,0,0,0,0,0,0,0,0,0.366,0,0,0.039,0.089,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,1.072,47.4,0,47.4,0,0,0,0,0,0,0,34.1,0,34.1,3.6,8.3,0,0,0,0,6.5,6.5,,
NLA06608-0452,1,PROB_Lake,Target_Sampled,0.001798644,0.339,33.9,0,0.149,0,0.028,0.124,0.011,0,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0.339,44,0,44,8.3,36.6,3.2,0,48.1,0,0,1.5,0,1.5,0,1.5,0,0,0,5,0,5,,
NLA06608-0453,1,PROB_Lake,Target_Sampled,0.001798644,9.527,952.7,0,7.014,0,0.72,0.494,0.05,0.021,0.028,0,0,0.049,0,0,0.023,0.237,0,0,0,0.093,0,0.453,0,0,0,0,0.345,0,0,0,0,9.527,73.6,0,73.6,7.6,5.2,0.5,0.2,13.5,0.3,0,0.5,0,0.5,0.2,2.5,1,0,1,4.8,3.6,8.4,,
NLA06608-0454,1,PROB_Lake,Target_Sampled,0.001798644,3.848,384.8,0,2.189,0,0.264,0.284,0.198,0.023,0,0,0.344,0.275,0.032,0,0,0,0,0,0,0.058,0,0.121,0,0,0,0,0.06,0,0,0,0,3.848,56.9,0,56.9,6.9,7.4,5.1,0.6,20,0,8.9,7.1,0.8,16.8,0,0,1.5,0,1.5,3.1,1.6,4.7,,
NLA06608-0456,1,PROB_Lake,Target_Sampled,0.001798644,123.295,12329.5,0,81.709,0,2.451,1.979,0.575,0.195,0.012,0,16.403,0.29,0,0,0,12.729,0,0,0,1.251,0.19,2.733,0,0,0,0,2.778,0,0,0,0,123.295,66.3,0,66.3,2,1.6,0.5,0.2,4.3,0,13.3,0.2,0,13.5,0,10.3,1,0.2,1.2,2.2,2.3,4.5,,
NLA06608-0458,1,PROB_Lake,Target_Sampled,0.001798644,2.736,273.6,0,0.408,0,0.058,0.04,0.009,0,0.005,0,0.042,0.364,0.044,0,0,0.057,0,0,0,0.02,0.028,1.534,0,0,0,0,0.127,0,0,0,0,2.736,14.9,0,14.9,2.1,1.5,0.3,0,3.9,0.2,1.5,13.3,1.6,16.4,0,2.1,0.7,1,1.7,56.1,4.6,60.7,,
NLA06608-0459,1,PROB_Lake,Target_Sampled,0.001798644,2.875,287.5,0,0.592,0,0.199,0.102,0,0,0.008,0,0.743,0.128,0.077,0,0.227,0.008,0,0,0,0.68,0.041,0.07,0,0,0,0,0,0,0,0,0,2.875,20.6,0,20.6,6.9,3.5,0,0,10.4,0.3,25.8,4.5,2.7,33,7.9,0.3,23.7,1.4,25.1,2.4,0,2.4,,
NLA06608-0462,1,PROB_Lake,Target_Sampled,0.001798644,2.705,270.5,0,1.497,0,0.015,0,0,0,0,0,0.452,0.181,0.481,0,0.004,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,2.705,55.3,0,55.3,0.6,0,0,0,0.6,0,16.7,6.7,17.8,41.2,0.1,0,0,0,0,2.8,0,2.8,,
NLA06608-0463,1,PROB_Lake,Target_Sampled,0.001798644,5.476,547.6,0,2.629,0,0.684,0.706,0.279,0.114,0.023,0,0.222,0.021,0.035,0,0,0.041,0,0,0,0.062,0.102,0.293,0,0,0,0,0.265,0,0,0,0,5.476,48,0,48,12.5,12.9,5.1,2.1,32.6,0.4,4.1,0.4,0.6,5.1,0,0.7,1.1,1.9,3,5.4,4.8,10.2,,
NLA06608-0467,1,PROB_Lake,Target_Sampled,0.001798644,3.801,380.1,0,1.642,0,0.231,0.037,0,0,0,0,0.588,0.072,0,0,0.074,0.02,0,0,0,0.135,0.227,0.156,0,0,0,0,0.619,0,0,0,0,3.801,43.2,0,43.2,6.1,1,0,0,7.1,0,15.5,1.9,0,17.4,1.9,0.5,3.6,6,9.6,4.1,16.3,20.4,,
NLA06608-0468,1,PROB_Lake,Target_Sampled,0.001798644,0.387,38.7,0,0.059,0,0,0,0,0,0.073,0,0.014,0.194,0,0,0,0.023,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0.387,15.2,0,15.2,0,0,0,0,0,18.9,3.6,50.1,0,53.7,0,5.9,0,0,0,6.2,0,6.2,,
NLA06608-0469,1,PROB_Lake,Target_Sampled,0.001798644,0.572,57.2,0,0.139,0,0.046,0.007,0,0,0,0,0.191,0.041,0.082,0,0,0.008,0,0,0,0.038,0,0.011,0,0,0,0,0.009,0,0,0,0,0.572,24.3,0,24.3,8,1.2,0,0,9.2,0,33.4,7.2,14.3,54.9,0,1.4,6.6,0,6.6,1.9,1.6,3.5,,
NLA06608-0470,1,PROB_Lake,Target_Sampled,0.001798644,2.419,241.9,0,1.372,0,0.093,0.014,0,0,0,0,0.078,0.274,0.411,0,0.013,0.01,0,0,0,0.035,0,0.119,0,0,0,0,0,0,0,0,0,2.419,56.7,0,56.7,3.8,0.6,0,0,4.4,0,3.2,11.3,17,31.5,0.5,0.4,1.4,0,1.4,4.9,0,4.9,,
NLA06608-0471,1,PROB_Lake,Target_Sampled,0.001798644,11.751,1175.1,0,9.04,0,0.3,0.05,0.002,0,0,0,0.395,0,0,0,0,1.421,0,0,0,0,0,0,0,0,0,0,0.543,0,0,0,0,11.751,76.9,0,76.9,2.6,0.4,0,0,3,0,3.4,0,0,3.4,0,12.1,0,0,0,0,4.6,4.6,,
NLA06608-0472,1,PROB_Lake,Target_Sampled,0.001798644,3.627,362.7,0,1.517,0,0.048,0,0,0,0,0,0.869,0,0,0,0,0.943,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,3.627,41.8,0,41.8,1.3,0,0,0,1.3,0,24,0,0,24,0,26,6.9,0,6.9,0,0,0,,
NLA06608-0473,1,PROB_Lake,Target_Sampled,0.001798644,20.667,2066.7,0,9.62,0,0.174,0.035,0.011,0,0,0,4.499,4.777,0.397,0,0.068,0.377,0,0,0,0.656,0.007,0,0,0,0,0,0.046,0,0,0,0,20.667,46.5,0,46.5,0.8,0.2,0.1,0,1.1,0,21.8,23.1,1.9,46.8,0.3,1.8,3.2,0,3.2,0,0.2,0.2,,
NLA06608-0479,1,PROB_Lake,Target_Sampled,0.001798644,0.613,61.3,0,0.374,0,0.091,0.011,0.034,0.014,0.049,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,61,0,61,14.8,1.8,5.5,2.3,24.4,8,6.5,0,0,6.5,0,0,0,0,0,0,0,0,,
NLA06608-0480,1,PROB_Lake,Target_Sampled,0.001798644,0.804,80.4,0,0.136,0,0.16,0,0,0,0,0,0.464,0,0.007,0,0,0.03,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.804,16.9,0,16.9,19.9,0,0,0,19.9,0,57.7,0,0.9,58.6,0,3.7,0,0,0,0.9,0,0.9,,
NLA06608-0483,1,PROB_Lake,Target_Sampled,0.001798644,241.629,24162.9,7.808,75.47,0,0.677,0.269,0.011,0,3.353,0,0.848,0.593,0,0,152.402,0,0,0,0,0,0,0.184,0,0,0,0,0.014,0,0,0,0,241.629,31.2,0,31.2,0.3,0.1,0,0,0.4,1.4,0.4,0.2,0,0.6,63.1,0,0,0,0,0.1,0,0.1,,
NLA06608-0484,1,PROB_Lake,Target_Sampled,0.001798644,1.12,112,0,0.274,0,0,0,0,0,0,0,0.579,0.026,0,0,0.017,0.014,0,0,0,0.056,0.038,0.111,0,0,0,0,0.005,0,0,0,0,1.12,24.5,0,24.5,0,0,0,0,0,0,51.7,2.3,0,54,1.5,1.3,5,3.4,8.4,9.9,0.4,10.3,,
NLA06608-0488,1,PROB_Lake,Target_Sampled,0.001798644,0.934,93.4,0,0.114,0,0.037,0,0,0,0,0,0.492,0,0.008,0,0,0.149,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0.934,12.2,0,12.2,4,0,0,0,4,0,52.7,0,0.9,53.6,0,16,14.3,0,14.3,0,0,0,,
NLA06608-0489,1,PROB_Lake,Target_Sampled,0.001798644,0.856,85.6,0,0.13,0,0.01,0,0,0,0.019,0,0.01,0.007,0,0,0,0,0,0,0,0.57,0.085,0.007,0,0,0,0,0.018,0,0,0,0,0.856,15.2,0,15.2,1.2,0,0,0,1.2,2.2,1.2,0.8,0,2,0,0,66.6,9.9,76.5,0.8,2.1,2.9,,
NLA06608-0491,1,PROB_Lake,Target_Sampled,0.001798644,1.315,131.5,0,0.269,0,0.104,0.351,0.061,0.017,0,0,0.024,0,0,0,0,0.003,0,0,0,0,0,0.007,0,0,0,0,0.479,0,0,0,0,1.315,20.5,0,20.5,7.9,26.7,4.6,1.3,40.5,0,1.8,0,0,1.8,0,0.2,0,0,0,0.5,36.4,36.9,,
NLA06608-0493,1,PROB_Lake,Target_Sampled,0.001798644,7.309,730.9,0,2.424,0,0.197,0.106,0.02,0,0.133,0,1.605,0.605,0,0,0,0,0,0,0,1.057,0.428,0.258,0,0,0,0,0.476,0,0,0,0,7.309,33.2,0,33.2,2.7,1.5,0.3,0,4.5,1.8,22,8.3,0,30.3,0,0,14.5,5.9,20.4,3.5,6.5,10,,
NLA06608-0494,1,PROB_Lake,Target_Sampled,0.001798644,8.43,843,0,6.258,0,0.136,0.007,0,0,0,0,1.039,0.132,0,0,0.102,0.077,0,0,0,0.031,0,0.166,0,0,0,0,0.482,0,0,0,0,8.43,74.2,0,74.2,1.6,0.1,0,0,1.7,0,12.3,1.6,0,13.9,1.2,0.9,0.4,0,0.4,2,5.7,7.7,,
NLA06608-0495,1,PROB_Lake,Target_Sampled,0.001798644,11.454,1145.4,0,2.675,0,0.017,0.084,0,0,0.009,0,0.812,4.821,0,0,3.025,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,11.454,23.4,0,23.4,0.1,0.7,0,0,0.8,0.1,7.1,42.1,0,49.2,26.4,0,0.1,0,0.1,0,0,0,,
NLA06608-0496,1,PROB_Lake,Target_Sampled,0.001798644,0.619,61.9,0,0.052,0,0,0,0,0,0,0,0,0.005,0,0,0.165,0.317,0,0,0,0,0,0.004,0,0,0,0,0.076,0,0,0,0,0.619,8.4,0,8.4,0,0,0,0,0,0,0,0.8,0,0.8,26.7,51.2,0,0,0,0.6,12.3,12.9,,
NLA06608-0497,1,PROB_Lake,Target_Sampled,0.001798644,0.944,94.4,0,0.349,0,0.081,0,0,0,0,0,0,0,0,0,0.239,0.056,0,0,0,0,0.202,0.017,0,0,0,0,0,0,0,0,0,0.944,37,0,37,8.6,0,0,0,8.6,0,0,0,0,0,25.3,5.9,0,21.4,21.4,1.8,0,1.8,,
NLA06608-0498,1,PROB_Lake,Target_Sampled,0.001798644,0.929,92.9,0,0.381,0,0.083,0.023,0,0,0,0,0.062,0.113,0.017,0,0,0,0,0,0,0.018,0,0.221,0,0,0,0,0.011,0,0,0,0,0.929,41,0,41,8.9,2.5,0,0,11.4,0,6.7,12.2,1.8,20.7,0,0,1.9,0,1.9,23.8,1.2,25,,
NLA06608-0500,1,PROB_Lake,Target_Sampled,0.001798644,11.039,1103.9,0,4.874,0,0.076,0.009,0.006,0.009,0,0,4.09,0.348,1.297,0,0,0.196,0,0,0,0,0.009,0.119,0,0,0,0,0.006,0,0,0,0,11.039,44.2,0,44.2,0.7,0.1,0.1,0.1,1,0,37.1,3.2,11.7,52,0,1.8,0,0.1,0.1,1.1,0.1,1.2,,
NLA06608-0501,1,PROB_Lake,Target_Sampled,0.001798644,3.342,334.2,0,0.637,0,0.188,0.038,0,0,0,0,0.07,1.268,0.211,0,0.471,0.165,0,0,0,0,0,0.235,0,0,0,0,0.059,0,0,0,0,3.342,19.1,0,19.1,5.6,1.1,0,0,6.7,0,2.1,37.9,6.3,46.3,14.1,4.9,0,0,0,7,1.8,8.8,,
NLA06608-0502,1,PROB_Lake,Target_Sampled,0.001798644,0.897,89.7,0,0.314,0,0.069,0.223,0.023,0,0,0,0.045,0.005,0,0,0,0.002,0,0,0,0.037,0.008,0.098,0,0,0,0,0.073,0,0,0,0,0.897,35,0,35,7.7,24.9,2.6,0,35.2,0,5,0.6,0,5.6,0,0.2,4.1,0.9,5,10.9,8.1,19,,
NLA06608-0503,1,PROB_Lake,Target_Sampled,0.001798644,0.597,59.7,0,0.242,0,0.021,0,0,0,0,0,0.006,0,0,0,0,0.008,0,0,0,0.104,0.204,0,0,0,0,0,0.012,0,0,0,0,0.597,40.5,0,40.5,3.5,0,0,0,3.5,0,1,0,0,1,0,1.3,17.4,34.2,51.6,0,2,2,,
NLA06608-0508,1,PROB_Lake,Lake_Shallow,0.001798644,0.538,53.8,0,0.198,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.111,0.218,0,0,0,0,0.007,0,0,0,0,0.538,36.8,0,36.8,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,20.6,20.6,40.5,1.3,41.8,,
NLA06608-0509,1,PROB_Lake,Target_Sampled,0.001798644,10.214,1021.4,0,4.351,0,0.135,0.099,0,0,0,0,5.045,0.304,0.128,0,0,0,0,0,0,0.147,0.005,0,0,0,0,0,0,0,0,0,0,10.214,42.6,0,42.6,1.3,1,0,0,2.3,0,49.4,3,1.3,53.7,0,0,1.4,0,1.4,0,0,0,,
NLA06608-0510,1,PROB_Lake,Target_Sampled,0.001798644,3.383,338.3,0,1.865,0,0.111,0,0,0,0,0,0.042,0,0,0,0,0.206,0,0,0,0,0.883,0.028,0,0,0,0,0.248,0,0,0,0,3.383,55.1,0,55.1,3.3,0,0,0,3.3,0,1.2,0,0,1.2,0,6.1,0,26.1,26.1,0.8,7.3,8.1,,
NLA06608-0511,1,PROB_Lake,Target_Sampled,0.001798644,1.781,178.1,0,0.897,0,0,0,0,0,0,0,0.393,0.063,0.018,0,0.034,0.321,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,1.781,50.4,0,50.4,0,0,0,0,0,0,22.1,3.5,1,26.6,1.9,18,0,0,0,3.1,0,3.1,,
NLA06608-0512,1,PROB_Lake,Target_Sampled,0.001798644,1.018,101.8,0,0.447,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0.024,0.004,0,0,0,0,0.018,0,0,0,0,1.018,43.9,0,43.9,0,0,0,0,0,0,51.6,0,0,51.6,0,0,0,2.4,2.4,0.4,1.8,2.2,,
NLA06608-0514,1,PROB_Lake,Target_Sampled,0.001798644,63.826,6382.6,0,35.537,0,1.245,0.428,0.158,0.015,0.032,0,23.706,0.946,0.845,0,0,0,0,0,0,0.48,0.434,0,0,0,0,0,0,0,0,0,0,63.826,55.7,0,55.7,2,0.7,0.2,0,2.9,0.1,37.1,1.5,1.3,39.9,0,0,0.8,0.7,1.5,0,0,0,,
