SITE_ID,YEAR,VISIT_NO,UID,ST,DATEPHAB,SAMPLED_PHAB,sifpIsland,sixDepth,sivDepth,sinDepth,L_sixDepth,L_sivDepth,CVLitDepth,lzoFilm,lzfpFilm,lziFilmVariety,bsfpBedrock,bsfpBoulders,bsfpCobble,bsfpGravel,bsfpSand,bsfpSilt,bsfpOrganic,bsfpWood,bsfcBedrock,bsfcBoulders,bsfcCobble,bsfcGravel,bsfcSand,bsfcSilt,bsfcOrganic,bsfcWood,bsiStaVariety,bsiSiteVariety,bsiStStaVariety,bsvBedrock,bsvBoulders,bsvCobble,bsvGravel,bsvSand,bsvSilt,bsvOrganic,bsvWood,bsnBedrock,bsnBoulders,bsnCobble,bsnGravel,bsnSand,bsnSilt,bsnOrganic,bsnWood,bsxLdia,bsvLdia,bs16Ldia,bs25Ldia,bs50Ldia,bs75Ldia,bs84Ldia,bsopClass,bsofClass,bsfBlack,bsfBrown,bsfGray,bsfRed,bsfOtherColor,bsoColor,bsnColor,bsfNoneOdor,bsfAnoxic,bsfChemical,bsfH2S,bsfOil,bsfOtherOdor,bsoOdor,bsnOdor,amfpEmergent,amfpFloating,amfpSubmergent,amfpAll,amfcEmergent,amfcFloating,amfcSubmergent,amfcAll,amfcFltEmg,amvEmergent,amvFloating,amvSubmergent,amvAll,amiqAll,amidAll,amnEmergent,amnFloating,amnSubmergent,amnAll,amiTotal,fcfpAquatic,fcfpBoulders,fcfpBrush,fcfpLedges,fcfpLivetrees,fcfpOverhang,fcfpSnag,fcfpStructures,fcfcAquatic,fcfcBoulders,fcfcBrush,fcfcLedges,fcfcLiveTrees,fcfcOverhang,fcfcSnag,fcfcStructures,fcfpAll,fciAll,fciBig,fciNatural,fciRipVeg,SomeNatCvr,fcvAquatic,fcvBoulders,fcvBrush,fcvLedges,fcvLivetrees,fcvOverhang,fcvSnag,fcvStructures,fcnAquatic,fcnBoulders,fcnBrush,fcnLedges,fcnLiveTrees,fcnOverhang,fcnSnag,fcnStructures,fcnAll,rvfpCanBroadleaf,rvfpCanConiferous,rvfpCanDeciduous,rvfpCanMixed,rvfpCanNone,rvfpUndBroadleaf,rvfpUndConiferous,rvfpUndDeciduous,rvfpUndMixed,rvfpUndNone,rvnCanopy,rvnUnderstory,rvfpCanBig,rvfpCanSmall,rvfpUndNonw,rvfpUndWoody,rvfpGndBare,rvfpGndInundated,rvfpGndNonw,rvfpGndWoody,rvfcCanBig,rvfcCanSmall,rvfcUndNonw,rvfcUndWoody,rvfcGndBare,rvfcGndInundated,rvfcGndNonw,rvfcGndWoody,rvvCanBig,rvvCanSmall,rvvUndNonw,rvvUndWoody,rvvGndBare,rvvGndInundated,rvvGndNonw,rvvGndWoody,rvnCanBig,rvnCanSmall,rvnUndNonw,rvnUndWoody,rvnGndBare,rvnGndInundated,rvnGndNonw,rvnGndWoody,rviCanopy,rviUnderstory,rviGround,rviWoody,rviTallWood,rviHerbs,rviCanUnd,rviTotalVeg,FLAG_PHABMET,COMMENT_PHABMET
NLA06608-0890,2007,1,NLA06608-0890+2007+1,MN,7/30/2007,YES,0,1.414272,0.349657548,10,0.180203892,-0.347118112,0.247235007,N,0,0,0,1,1,0.8,0.1,0.9,0.7,0.9,0,0.147812847,0.591258,0.089494421,0.004651163,0.058865013,0.047285195,0.06063336,5.4,7,1.296296296,0,0.13911457,0.142481275,0.087325448,0.014708268,0.026066092,0.035923981,0.026094314,10,10,10,10,10,10,10,10,0.30895022,0.039072185,0.259437095,0.273250364,0.300188167,0.348485122,0.354535994,"Boulders, Cobble",Cobble,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0.6,0.2,0.7,0.7,0.07,0.01,0.035,0.055,0.08,0.097752522,0.021081851,0.024152295,0.072456884,0.05,0.15,10,10,10,10,0.115,0.6,0.6,0.8,0,0,1,0,0.1,0.05,0.03,0.08,0,0,0.13,0,0.005,1,0.295,0.165,0.29,0.08,0.24,0.074535599,0.025819889,0.091893658,0,0,0.103279556,0,0.015811388,10,10,10,10,10,10,10,10,10,0,0,0.1,0.9,0,0,0,0,1,0,10,10,0,1,1,1,0.2,1,1,1,0,0.15,0.2225,0.49,0.03536036,0.147865723,0.612003432,0.204770485,0,0.105409255,0.155657209,0.185292561,0.086594144,0.09696042,0.206026334,0.165274644,10,10,10,10,10,10,10,10,0.15,0.7125,0.8025,0.835,0.64,0.7,0.8625,1.535,,
NLA06608-0891,2007,1,NLA06608-0891+2007+1,NE,8/18/2007,YES,0,0.84,0.894675608,10,-0.026872146,-0.002318532,1.06509001,N,0.1,0.1,0,0,0.1,0.5,0,1,0,0.1,0,0,0.005128205,0.209013209,0,0.780730381,0,0.005128205,1.7,4,2.352941176,0,0,0.016216809,0.325864323,0,0.335712455,0,0.016216809,10,10,10,10,10,10,10,10,-0.237835614,0.180404079,-0.351820729,-0.351820729,-0.337566092,-0.234615938,0.015776116,Silt,Silt,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,1,0,0,0.2,0.2,0.6,10,10,0,0,0.3,0.4,1,0,1,0.5,0,0,0.035,0.04,0.751115041,0,0.218109068,0.030775891,0,0,0.078351062,0.077459667,0.179144069,0,0.16800464,0.03429159,10,10,10,10,10,10,10,10,0,0.075,0.2275,0.065,0.04,0.2375,0.075,0.3025,,
NLA06608-0893,2007,1,NLA06608-0893+2007+1,OH,6/28/2007,YES,0,1.47,0.333499958,10,0.195899652,-0.36301094,0.22687072,N,0,0,0,0.111111111,0.3,0.7,1,0.9,0.444444444,1,0,0.011111111,0.061102776,0.076380287,0.460856997,0.270318559,0.02770513,0.096406765,4.4,7,1.590909091,0,0.033333333,0.155987952,0.123740828,0.362414192,0.36655987,0.036325852,0.07787101,10,9,10,10,10,10,9,10,-0.110389485,0.203930617,-0.336951225,-0.329813862,-0.077901568,-0.048850198,0.012955359,"Sand, Wood",Sand,0.3,0.6,0.1,0,0,BR,10,1,0,0,0,0,0,N,10,0,0,0.8,0.8,0,0,0.0925,0.0925,0,0,0,0.170802843,0.170802843,0,0.3125,10,10,10,10,0.0925,0.8,0.2,0.9,0,0,0.8,0.5,0,0.0925,0.01,0.105,0,0,0.04,0.025,0,1,0.2725,0.05,0.2725,0.13,0.155,0.170802843,0.021081851,0.101242284,0,0,0.021081851,0.026352314,0,10,10,10,10,10,10,10,10,10,0,0,0.6,0.4,0,0,0,0.9,0.1,0,10,10,1,1,1,1,0.7,0,1,0.8,0.15,0.1825,0.1825,0.15,0.107407407,0,0.800042328,0.092550265,0.105409255,0.169987745,0.169987745,0.105409255,0.090551966,0,0.130907709,0.059196074,10,10,10,10,10,10,10,10,0.3325,0.3325,0.42,0.5225,0.4825,0.5625,0.665,1.085,,
NLA06608-0895,2007,1,NLA06608-0895+2007+1,AZ,7/9/2007,YES,0,1.99832,1.23694508,10,0.32187172,0.126113567,0.618992494,N,0,0,0.1,0.3,0.3,0.7,1,0.6,0,0.1,0.056097561,0.137319867,0.064616183,0.116675525,0.415279449,0.204606009,0,0.005405405,3.1,7,2.258064516,0.177396064,0.252410491,0.130735259,0.158346652,0.334754124,0.295060325,0,0.017093393,10,10,10,10,10,10,10,10,0.041706111,0.277313923,-0.243086402,-0.214277813,-0.02066029,0.307597067,0.443616245,Sand,Sand,0,0.6,0.1,0.3,0,BR,10,1,0,0,0,0,0,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0.1,0.2,0.2,0,0,0,0,0,0.005,0.175,0.01,0,0,0,0,0,0.5,0.19,0.175,0.19,0.01,0.185,0.015811388,0.368932394,0.021081851,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0.4,0,0.6,0,0,0.8,0,0.2,10,10,0.111111111,0.333333333,0.2,0.8,1,0.1,0.3,0.8,0.027777778,0.038888889,0.01,0.2025,0.887889199,0.005405405,0.014511729,0.092193667,0.083333333,0.082073815,0.021081851,0.260994359,0.088813872,0.017093393,0.023486565,0.090100736,9,9,10,10,10,10,10,10,0.066666667,0.2125,0.12,0.3625,0.2625,0.025,0.2725,0.3875,,
NLA06608-0899,2007,1,NLA06608-0899+2007+1,ND,6/20/2007,YES,0,0.6,0.188561808,10,-0.15490196,-0.539761149,0.314269681,N,0.1,0.1,0,0.3,0.3,0.7,0.9,1,0.2,0,0,0.049304029,0.074839744,0.185039199,0.242186656,0.457145322,0.037199582,0,3.3,6,1.818181818,0,0.119960769,0.146137386,0.248027816,0.241331295,0.385035395,0.095885069,0,10,10,10,10,10,9,10,10,-0.089823319,0.232335785,-0.336951225,-0.310666504,-0.112436368,0.117841032,0.1183891,Silt,Silt,0.1,0.4,0.5,0,0,GY,10,0.5,0,0,0.5,0,0,"H, N",10,0.8,0,0.9,1,0.04,0,0.635,0.64,0.04,0.021081851,0,0.307363339,0.296085573,0.3,0.725,10,10,10,10,0.675,1,0.3,0.1,0,0,0,0,0,0.475,0.015,0.005,0,0,0,0,0,1,0.495,0.015,0.495,0.005,0.02,0.35,0.024152295,0.015811388,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,1,0,0,0,0,1,10,10,0,0,0.3,0,0.6,1,1,0,0,0,0.2,0,0.121805696,0.119246024,0.75894828,0,0,0,0.364196223,0,0.13028813,0.143608606,0.143721859,0,10,10,10,10,10,10,10,10,0,0.2,0.7125,0,0,0.8425,0.2,0.8425,,
NLA06608-0900,2007,1,NLA06608-0900+2007+1,IL,6/18/2007,YES,0,1.42,0.584617634,10,0.181843588,-0.164551919,0.411702559,N,0.6,0.6,0,0,0.111111111,0.888888889,1,1,1,0.8,0,0,0.005420054,0.086532794,0.278404421,0.417354235,0.155128635,0.094195587,4.6,6,1.304347826,0,0,0.016260163,0.071845915,0.2505129,0.30706254,0.074515647,0.077852691,9,9,9,9,9,10,10,10,-0.379375242,0.619782372,-0.329813862,-0.292375737,-0.264776276,-0.079984911,-0.078420089,"Sand, Silt, Organic",Silt,0.555555556,0.444444444,0,0,0,BL,9,1,0,0,0,0,0,N,9,0.6,0,0.8,0.8,0.2275,0,0.2675,0.525,0.2275,0.258588584,0,0.306197558,0.403801381,0.825,0.875,10,10,10,10,0.495,0.7,0,0.9,0.3,0.1,0.9,0.4,0.1,0.2625,0,0.045,0.035,0.005,0.1975,0.02,0.0875,1,0.6525,0.32,0.565,0.07,0.2825,0.310521515,0,0.015811388,0.078351062,0.015811388,0.170151077,0.025819889,0.276699295,10,10,10,10,10,10,10,10,10,0,0,1,0,0,0,0,1,0,0,10,9,0.9,1,0.9,1,0.1,0,1,1,0.1775,0.4125,0.085,0.49,0.045454545,0,0.747454545,0.207090909,0.174980158,0.17129004,0.088349055,0.185292561,0.143739894,0,0.272916515,0.256042583,10,10,10,10,10,10,10,10,0.59,0.575,0.475,1.15,1.08,0.49,1.165,1.64,,
NLA06608-0904,2007,1,NLA06608-0904+2007+1,IA,7/31/2007,YES,0,0.82296,0.289158669,10,-0.03481712,-0.40987329,0.351364184,N,0.1,0.1,0,0.1,0.1,0.1,0.4,0.9,0.9,0.1,0,0.004878049,0.004081633,0.020408163,0.155030024,0.602978147,0.162623984,0.05,2.6,7,2.692307692,0,0.015425745,0.012907256,0.064536279,0.303425055,0.320409138,0.09251558,0.158113883,10,10,10,10,10,10,10,10,-0.283838355,0.12711766,-0.351820729,-0.351820729,-0.351820729,-0.294030649,-0.091604401,"Silt, Organic",Silt,0.8,0.1,0.1,0,0,BL,10,0.4,0,0,0.6,0,0,H,10,0.7,0.5,0,0.9,0.2825,0.355,0,0.5625,0.6375,0.30162753,0.44780328,0,0.384463912,0.825,0.85,10,10,10,10,0.6375,0.9,0.1,0.2,0,0,0.2,0.1,0,0.5625,0.005,0.03,0,0,0.01,0.005,0,1,0.6125,0.015,0.6125,0.035,0.045,0.384463912,0.015811388,0.078881064,0,0,0.021081851,0.015811388,0,10,10,10,10,10,10,10,10,10,0,0,0.7,0,0.3,0,0,0.9,0,0.1,10,10,0.4,0.6,0.8,0.6,0.1,0.8,0.7,0.6,0.13,0.2125,0.440277778,0.222222222,0.065714286,0.647008547,0.198876679,0.088400488,0.20976177,0.237244014,0.367176623,0.294260949,0.207806818,0.438766809,0.352500491,0.110625077,10,10,10,10,10,10,10,10,0.3725,0.675,0.9075,0.6875,0.5975,0.65,1.0475,1.3375,,
NLA06608-0905,2007,1,NLA06608-0905+2007+1,NV,6/21/2007,YES,0,5.42,2.623737792,10,0.741939078,0.435165297,0.484084463,N,0.2,0.2,0,0.7,0.6,0.8,0.8,0.1,0.4,0.5,0,0.194705882,0.106156099,0.284840845,0.213287214,0.085185185,0.096260221,0.019564553,3.9,7,1.794871795,0,0.21096406,0.103647788,0.224817631,0.170689153,0.269379208,0.220665573,0.021780682,10,10,10,10,10,10,10,10,0.148076289,0.205648797,0.049432967,0.076788455,0.16178375,0.22216799,0.337800415,"Gravel, Sand",Gravel,0,0.75,0,0,0.25,BR,8,1,0,0,0,0,0,N,10,0.1,0,0.9,0.8,0.005,0,0.6675,0.2225,0.005,0.015811388,0,0.277901361,0.255617444,0.2,0.5625,10,10,10,10,0.6725,0.6,0.7,0.5,0.7,0,0.3,0.4,0,0.2475,0.2725,0.045,0.2,0,0.035,0.02,0,1,0.82,0.5075,0.82,0.065,0.5525,0.373692164,0.235540159,0.076194196,0.22453656,0,0.078351062,0.025819889,0,10,10,10,10,10,10,10,10,10,0,0.6,0.1,0.1,0.2,0,0.2,0.3,0.1,0.4,10,10,0.6,0.555555556,0.1,0.6,0.4,0,1,0.8,0.07,0.258333333,0.025,0.3175,0.155089947,0,0.590455026,0.254455026,0.097752522,0.333775748,0.079056942,0.396696427,0.27573466,0,0.350818635,0.303971815,10,9,10,10,10,10,10,10,0.3025,0.3425,0.4525,0.7525,0.62,0.345,0.645,1.0975,,
NLA06608-0906,2007,1,NLA06608-0906+2007+1,WY,6/12/2007,YES,0,1.67,1.353226597,10,0.247973266,0.162333338,0.810315327,N,0,0,0,0.7,1,1,0.4,0.1,0.2,0.9,0,0.115290523,0.311997561,0.247006641,0.23009839,0.008333333,0.009302326,0.077971227,4.3,7,1.627906977,0,0.130252682,0.215191375,0.247341277,0.357511432,0.026352314,0.019611024,0.085158844,10,10,10,10,10,10,10,10,0.211679537,0.164442448,-0.041893155,0.08350628,0.248547181,0.341981388,0.383117094,"Cobble, Gravel",Cobble,0,0.6,0.4,0,0,BR,10,1,0,0,0,0,0,N,10,0,0,0.3,0.3,0,0,0.035,0.035,0,0,0,0.078351062,0.078351062,0.05,0.15,10,10,10,10,0.035,0.3,0.7,0.9,0.5,0,0.8,0.3,0,0.035,0.095,0.065,0.19,0,0.08,0.015,0,1,0.48,0.365,0.48,0.08,0.43,0.078351062,0.109163486,0.066874675,0.232797003,0,0.091893658,0.024152295,0,10,10,10,10,10,10,10,10,10,0,0.8,0,0.2,0,0,0,0.1,0.9,0,10,10,0.8,1,0.1,1,0.9,0.1,1,1,0.06,0.09,0.005,0.1825,0.150657975,0.006896552,0.441969315,0.400476157,0.06992059,0.084327404,0.015811388,0.169987745,0.247992866,0.021808811,0.268267852,0.258924667,10,10,10,10,10,10,10,10,0.15,0.1875,0.535,0.5875,0.3325,0.28,0.3375,0.8675,,
NLA06608-0913,2007,1,NLA06608-0913+2007+1,ME,9/6/2007,YES,0,0.16,0.10749677,10,-0.585026652,-0.682988659,0.671854812,N,0,0,0,0.1,0.1,0,0,1,0.4,0.4,0,0.022222222,0.022222222,0,0,0.766689189,0.153055556,0.035810811,2,5,2.5,0,0.070272837,0.070272837,0,0,0.238974938,0.23664772,0.069261069,10,10,10,10,10,10,10,10,-0.311613681,0.084944431,-0.351820729,-0.351820729,-0.351820729,-0.351820729,-0.162527234,Silt,Silt,0.1,0.9,0,0,0,BR,10,0.9,0,0,0.1,0,0,N,10,0.4,0.7,0.4,0.7,0.02,0.22,0.1225,0.1575,0.24,0.025819889,0.352727468,0.275491984,0.269271136,0.25,0.5625,10,10,10,10,0.3625,0.5,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.5,0.19,0,0.19,0,0,0.361747303,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0.6,0,0,0.4,0,0.9,0,0.1,0,10,10,0.6,0.6,0.6,0.8,0.1,0.7,0.9,0.9,0.03,0.37,0.1325,0.1125,0.005405405,0.093118323,0.379751765,0.421724507,0.025819889,0.392074256,0.271326474,0.176874877,0.017093393,0.12917353,0.275127155,0.286902451,10,10,10,10,10,10,10,10,0.4,0.245,0.5375,0.795,0.5125,0.3525,0.645,1.1475,,
NLA06608-0914,2007,1,NLA06608-0914+2007+1,ME,8/2/2007,YES,0,1.17,0.866730767,10,0.103803721,-0.014694459,0.740795527,N,0,0,0.1,1,1,1,0.6,0.5,0.2,0.9,0.02,0.260551878,0.347752578,0.181072549,0.029469921,0.026939302,0.005892473,0.128321299,5.3,8,1.509433962,0.063245553,0.094576881,0.074460076,0.057883211,0.040058398,0.041212537,0.012492137,0.062865783,10,10,10,10,10,10,10,10,0.329296215,0.071446345,0.270660075,0.296953057,0.352890825,0.380605445,0.380605445,"Boulders, Cobble, Gravel",Cobble,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,1,0.5,1,1,0.2525,0.0775,0.5075,0.38,0.33,0.238178854,0.176560503,0.200364252,0.167829278,0.325,0.325,10,10,10,10,0.8375,0.6,0.8,0.9,0.3,0.1,0.9,0.2,0,0.03,0.1,0.1975,0.035,0.025,0.105,0.03,0,1,0.5225,0.24,0.5225,0.2525,0.4625,0.025819889,0.105409255,0.170151077,0.078351062,0.079056942,0.101242284,0.078881064,0,10,10,10,10,10,10,10,10,10,0,0.9,0,0.1,0,0,0.2,0,0.8,0,10,10,0.8,1,0.5,1,0.9,0.1,0.9,1,0.355555556,0.436944444,0.094722222,0.560277778,0.567216474,0.018181818,0.187549235,0.227052474,0.278024582,0.195841761,0.181898849,0.194422618,0.253994776,0.057495957,0.193661714,0.075599672,10,10,10,10,10,10,10,10,0.8475,0.6675,0.4625,1.6475,1.4175,0.305,1.515,1.9525,,
NLA06608-0915,2007,1,NLA06608-0915+2007+1,MN,8/8/2007,YES,0,0.789432,0.1785676,10,-0.05088725,-0.555069397,0.22619757,A,0.9,0.9,0,0,0,0,0.9,0.5,0,0,0,0,0,0,0.747474747,0.252525253,0,0,1.4,2,1.428571429,0,0,0,0,0.333919493,0.333919493,0,0,10,10,10,10,10,10,10,10,-0.146201016,0.091856522,-0.214277813,-0.214277813,-0.107299989,-0.076734896,-0.076734896,Sand,Sand,0.2,0.8,0,0,0,BR,10,1,0,0,0,0,0,N,9,1,1,1,1,0.4775,0.55,0.315,0.875,1.0275,0.156989915,0.24832774,0.137032032,0,0,0,10,10,10,9,1.3425,1,0,0,0,0.1,0,0,0,0.875,0,0,0,0.005,0,0,0,1,0.88,0,0.88,0.005,0.005,0,0,0,0,0.015811388,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0.4,0,0.6,0,0,0.4,0,0.6,10,10,0.3,0.4,0.4,0.3,0,1,0.5,0,0.1125,0.25,0.2,0.1625,0,0.760344828,0.239655172,0,0.225231363,0.367990036,0.324679329,0.300751374,0,0.254494543,0.254494543,0,10,10,10,10,10,10,10,10,0.3775,0.3775,1.0425,0.5475,0.5475,0.495,0.755,1.0425,,
NLA06608-0916,2007,1,NLA06608-0916+2007+1,CO,8/8/2007,YES,0,1.868424,0.860192666,10,0.294118652,-0.017641615,0.460384081,N,0,0,0,0.6,0.9,0.9,0.5,0,0,0.111111111,0,0.247008389,0.349081969,0.353869649,0.043588379,0,0,0.007168459,3,5,1.666666667,0,0.374452816,0.254111361,0.282160211,0.071373484,0,0,0.021505376,10,10,10,10,10,9,9,9,0.314614589,0.131736939,0.19262193,0.211108075,0.2609185,0.438703857,0.5,"Cobble, Gravel",Gravel,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0.1,0.4,0,0,0,0.1,0,0,0.005,0.02,0,0,0,0.005,0,0,0.6,0.03,0.025,0.03,0,0.025,0.015811388,0.025819889,0,0,0,0.015811388,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0.1,0.9,0,0,0,0.4,0.6,10,10,0.125,0.125,0.222222222,0.444444444,0.1,0.1,0.9,0.8,0.00625,0.03125,0.011111111,0.044444444,0.094594595,0.033333333,0.472072072,0.4,0.01767767,0.088388348,0.022047928,0.080794664,0.299134373,0.105409255,0.30367325,0.296064724,8,8,9,9,10,10,10,10,0.0375,0.055555556,0.2025,0.13,0.077777778,0.1475,0.088888889,0.2775,,
NLA06608-0918,2007,1,NLA06608-0918+2007+1,ME,8/14/2007,YES,0,1.76,1.132548748,10,0.269512944,0.090804105,0.643493607,N,0,0,0,0.7,0.9,0.6,0.8,0.2,0,0.2,0,0.146751696,0.284902896,0.110310005,0.339266356,0.092465192,0,0.026303855,3.4,6,1.764705882,0,0.213741805,0.256867876,0.10811328,0.301982759,0.208897287,0,0.070023616,10,10,10,10,10,10,10,10,0.134592556,0.223091047,-0.160094239,-0.004872902,0.15185204,0.319532445,0.325787448,Cobble,Sand,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0.3,0.2,0.2,0.3,0.0875,0.03,0.03,0.0875,0.1175,0.188285392,0.078881064,0.078881064,0.188285392,0.05,0.4125,10,10,10,10,0.1475,0.2,0.4,0,0.2,0,0,0,0,0.115,0.06,0,0.05,0,0,0,0,0.7,0.225,0.11,0.225,0,0.11,0.242441287,0.102198065,0,0.105409255,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0.2,0.8,0,0,0.1,0.2,0.6,0.1,10,10,0.4,1,1,1,0,0.1,1,1,0.02,0.5475,0.167222222,0.477777778,0,0.033333333,0.45,0.516666667,0.025819889,0.288542795,0.101242284,0.219462025,0,0.105409255,0.193250301,0.1995365,10,10,10,10,10,10,10,10,0.5675,0.6575,0.345,1.225,1.055,0.32,1.225,1.545,,
NLA06608-0921,2007,1,NLA06608-0921+2007+1,NC,,NOT DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA06608-0922,2007,1,NLA06608-0922+2007+1,WY,6/8/2007,YES,0,1.55,0.490464632,10,0.217483944,-0.228806111,0.316428795,N,0,0,0,0.8,0.8,0.8,0.7,0.2,0,0.3,0,0.151922212,0.157203691,0.40941178,0.210491491,0.05536643,0,0.015604396,3.6,6,1.666666667,0,0.197940853,0.117125328,0.306107628,0.317582586,0.160689807,0,0.025227315,10,10,10,10,10,10,10,10,0.172189014,0.154835715,-0.033096406,0.080657395,0.209672893,0.244064355,0.266353862,"Boulders, Cobble, Gravel",Gravel,0,0.9,0,0.1,0,BR,10,1,0,0,0,0,0,N,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0.2,0.8,0.6,0.6,0.2,0.4,0.1,0,0.01,0.1525,0.05,0.195,0.03,0.04,0.005,0,1,0.4825,0.3875,0.4825,0.085,0.4675,0.021081851,0.181218867,0.074535599,0.228764799,0.078881064,0.077459667,0.015811388,0,10,10,10,10,10,10,10,10,10,0,0,0.2,0,0.8,0,0,0.4,0,0.6,10,10,0,0.2,0.1,0.4,0.8,0.2,1,1,0,0.01,0.005,0.0725,0.131648792,0.055598456,0.648885369,0.163867384,0,0.021081851,0.015811388,0.178126827,0.270342013,0.117268348,0.333726287,0.197564057,10,10,10,10,10,10,10,10,0.01,0.0775,0.7525,0.225,0.0825,0.565,0.0875,0.79,,
NLA06608-0924,2007,1,NLA06608-0924+2007+1,NE,8/12/2007,YES,0,0.62,0.161932771,10,-0.142667504,-0.581810163,0.261181888,N,0,0,0,0,0,0,1,1,0.1,0,0,0,0,0,0.673290043,0.320995671,0.005714286,0,2.1,3,1.428571429,0,0,0,0,0.062161062,0.063130695,0.018070158,0,10,10,10,10,10,10,10,10,-0.165512597,0.01713435,-0.160094239,-0.160094239,-0.160094239,-0.160094239,-0.160094239,"Sand, Silt",Sand,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0.1,0,0.1,0.2,0.005,0,0.025,0.01,0.005,0.015811388,0,0.079056942,0.021081851,0,0.05,10,10,10,10,0.03,1,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,1,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,1,0,0,0,0,1,10,10,0,0,1,0,0,1,1,0,0,0,0.875,0,0,0.460606061,0.539393939,0,0,0,0,0,0,0.083049716,0.083049716,0,10,10,10,10,10,10,10,10,0,0.875,1.085,0,0,1.45,0.875,1.45,,
NLA06608-0925,2007,1,NLA06608-0925+2007+1,NV,,NOT DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA06608-0926,2007,1,NLA06608-0926+2007+1,WI,8/6/2007,YES,0,0.82,0.534997404,10,-0.036212173,-0.19722805,0.652435858,N,0,0,0,0,0.7,1,1,0,1,1,0,0,0.074837545,0.207783801,0.525813791,0,0.110226876,0.081337987,4.7,5,1.063829787,0,0,0.098663103,0.090355505,0.180053614,0,0.146774404,0.064440877,10,10,10,10,10,10,10,10,0.023178866,0.058490278,-0.034678942,-0.000269524,0.019765496,0.019765496,0.081268349,"Gravel, Sand, Organic, Wood",Sand,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0.3,0,0.8,0.8,0.035,0,0.06,0.08,0.035,0.078351062,0,0.06992059,0.091893658,0,0.25,10,10,10,10,0.095,0.8,0,1,0.1,0.1,0.4,0.9,0.2,0.08,0,0.09,0.025,0.005,0.02,0.045,0.01,1,0.275,0.055,0.265,0.14,0.14,0.091893658,0,0.084327404,0.079056942,0.015811388,0.025819889,0.015811388,0.021081851,10,10,10,10,10,10,10,10,10,0,0,0.1,0.9,0,0,0,0,1,0,10,10,1,1,1,1,1,0,1,1,0.2475,0.385,0.11,0.4325,0.23889258,0,0.447929125,0.313178295,0.178904847,0.195149515,0.096609178,0.30642427,0.101518129,0,0.240807888,0.206303914,10,10,10,10,10,10,10,10,0.6475,0.5425,0.68,1.355,1.08,0.515,1.19,1.87,,
