SITE_ID,YEAR,VISIT_NO,UID,ST,SITE_TYPE,LAKE_SAMP,SAMPLED_PHAB,DATEPHAB,AREA_HA,WSA_ECO3,WSA_ECO9,CLASSP,EcoP6,ssiBedBld,ssiNATBedBld,rviLowWood,RVegQ_7,RVegQ_8,L_RVegQ_8,LRCVQ_7A,LRCVQ_7B,LRCVQ_7C,LRCVQ_7D,LRCVQ_8D,L_LRCVQ_8D,ElevXLat,ElevDLat,ElevXLon,XER,XER_X_Elev,WMT,RDisIXAgAdj5,RDisIXAgAdj4,RDisIXAgAdj3,RDisIXAgAdj2,RDis_InEx,RDis_IX,RvegQ_Var,RVegQ,LogRVegQ,Pre3A_L_RVegQ_8,Adj3A_L_RVegQ_8,LOE_RVQ_west,LitCvrQ_Var,LitCvrQ,LogLitCvrQ,Pre3A_L_LitCvrQ,Adj3A_L_LitCvrQ,LOE_LitCv_west,LitRipCVQ_Var,LitRipCVQ,LogLitRipCvQ,Pre3A_L_LRCvQ_8D,Adj3A_L_LRCvQ_8D,LOE_LitRipCv_west,RVeg_OE,LitCvr_OE,LitRipCvr_OE
NLA06608-0302,2007,1,NLA06608-0302+2007+1,SD,PROB_Lake,Target_Sampled,YES,6/23/2007,12.65144566,PLNLOW,TPL,T,CENPL,0.06432247,0,0.076666667,0.021904762,0.0025,-1.903089987,0.104702381,0.057827381,0.061454306,0.036870973,0.027168592,-1.429823892,16305.84155,7.733615693,-34454.49803,0,0,0,0.870634921,0.855660377,0.83372093,0.798484848,0.732608696,0.870634921,RVegQ_7,0.021904762,-1.496144492,,,,LITCVR_D,0.051837184,-1.208750298,,,,LRCVQ_7D,0.036870973,-1.329096033,,,,0.124749484,0.454712138,0.240923764
NLA06608-0303,2007,1,NLA06608-0303+2007+1,OH,PROB_Lake,Target_Sampled,YES,8/7/2007,80.71896369,PLNLOW,TPL,T,CENPL,0.227106227,0,0.192619048,0.055034014,0.14775,-0.802030632,0.062517007,0.045017007,0.039733728,0.035289284,0.081647277,-1.037880433,10263.95976,6.078555437,-20664.44927,0,0,0,0.885057471,0.885057471,0.885057471,0.885057471,0.885057471,0.885057471,RVegQ_7,0.055034014,-1.186859442,,,,LITCVR_D,0.015544554,-1.592701668,,,,LRCVQ_7D,0.035289284,-1.344004545,,,,0.313423393,0.136355741,0.230588631
NLA06608-0306,2007,1,NLA06608-0306+2007+1,OR,PROB_Lake,Target_Sampled,YES,7/16/2007,107.8299604,WMTNS,XER,T,WEST,0.071479885,0,0.038384019,0.010966863,0.004,-1.853871964,0.121733431,0.063608431,0.044233431,0.017983431,0.0145,-1.610833916,55081.21482,29.21538873,-151482.858,1,1268.55,0,0.723076923,0.712280702,0.697959184,0.67804878,0.648484848,0.723076923,RVegQ_8,0.004,-1.853871964,-0.710636664,-1.1432353,-1.1432353,LITCVR_D,0.025,-1.455931956,-1.06640415,-0.389527806,-0.389527806,LRCVQ_8D,0.0145,-1.610833916,-0.863129287,-0.747704629,-0.747704629,0.071905929,0.40782345,0.178770301
NLA06608-0312,2007,1,NLA06608-0312+2007+1,KS,PROB_Lake,Target_Sampled,YES,7/16/2007,11.85974776,PLNLOW,TPL,S,CENPL,0,0,0.482399171,0.137828334,0.19675,-0.684554482,0.176414167,0.15309895,0.132188071,0.098021404,0.127482237,-0.861753411,12427.87471,8.245723169,-30586.51204,0,0,0,0.482608696,0.461904762,0.436842105,0.405882353,0.366666667,0.482608696,RVegQ_7,0.137828334,-0.830242316,,,,LITCVR_D,0.058214474,-1.166123468,,,,LRCVQ_7D,0.098021404,-0.966490182,,,,0.7849441,0.510653277,0.640495322
NLA06608-0313,2007,1,NLA06608-0313+2007+1,NC,PROB_Lake,Target_Sampled,YES,7/13/2007,15.6237424,PLNLOW,CPL,S,CPL,0,0,0.727443079,0.233093405,0.162876263,-0.762264635,0.434046703,0.275296703,0.290586857,0.189197968,0.154089396,-0.784919482,2970.164241,2.440545038,-6784.79468,0,0,0,0.507692308,0.507692308,0.507692308,0.507692308,0.507692308,0.507692308,RVegQ_2,0.175752525,-0.731065273,,,,LITCVR_B,0.3175,-0.484788696,,,,LRCVQ_2B,0.246626263,-0.590698901,,,,0.606043191,1.060347995,0.807287275
NLA06608-0318,2007,1,NLA06608-0318+2007+1,MN,PROB_Lake,Target_Sampled,YES,7/20/2007,32.64826375,PLNLOW,UMW,S,UMW,0.067732759,0.067732759,0.682910986,0.206745332,0.299497143,-0.509343355,0.382122666,0.247095492,0.248142779,0.168559445,0.214935351,-0.647942285,20432.45439,9.071650297,-39799.5089,0,0,0,0.177419355,0.166666667,0.155172414,0.142857143,0.12962963,0.177419355,RVegQ_2,0.215127907,-0.647570666,,,,LITCVR_D,0.130373559,-0.852714689,,,,LRCVQ_2D,0.172750733,-0.738140872,,,,0.852295499,0.77267563,0.783450036
NLA06608-0319,2007,1,NLA06608-0319+2007+1,SC,PROB_Lake,Target_Sampled,YES,7/22/2007,100.7268008,EHIGH,SAP,S,SAP,0.004878049,0,0.974716011,0.278490289,0.25325,-0.57963162,0.301745144,0.220495144,0.197262196,0.148651085,0.136030941,-0.835555117,9228.915484,7.654096358,-22088.71268,0,0,0,0.305172414,0.305172414,0.305172414,0.305172414,0.305172414,0.305172414,RVegQ_2,0.2065,-0.664542099,,,,LITCVR_C,0.116034103,-0.899511924,,,,LRCVQ_2C,0.161267052,-0.766326178,,,,0.879846613,0.607126954,0.698942711
NLA06608-0324,2007,1,NLA06608-0324+2007+1,VA,PROB_Lake,Target_Sampled,YES,8/8/2007,29.68255501,EHIGH,SAP,T,SAP,0.254898435,0,1.037397625,0.299256464,0.325178571,-0.474723754,0.368378232,0.298133667,0.258257818,0.21923004,0.232191094,-0.615841832,17358.19008,12.71785949,-38623.20641,0,0,0,0.277419355,0.277419355,0.277419355,0.277419355,0.277419355,0.277419355,RVegQ_2,0.300357143,-0.508138255,,,,LITCVR_C,0.217259172,-0.643478581,,,,LRCVQ_2C,0.258808157,-0.570557556,,,,1.279749224,1.136768374,1.121692702
NLA06608-0325,2007,1,NLA06608-0325+2007+1,FL,PROB_Lake,Target_Sampled,YES,7/17/2007,62.80382821,PLNLOW,CPL,S,CPL,0,0,0.123,0.035142857,0.102,-0.950781977,0.393821429,0.205696429,0.218895686,0.096812353,0.130240924,-0.853125235,749.5052429,0.918656149,-2136.925038,0,0,0,0.838475836,0.838475836,0.838475836,0.838475836,0.838475836,0.838475836,RVegQ_2,0.054,-1.193820026,,,,LITCVR_B,0.37625,-0.413131508,,,,LRCVQ_2B,0.215125,-0.647576274,,,,0.186206897,1.256554119,0.704173486
NLA06608-0326,2007,1,NLA06608-0326+2007+1,CT,PROB_Lake,Target_Sampled,YES,8/16/2007,67.38909542,EHIGH,NAP,S,NAP,0.003389831,0,0.767578084,0.244308024,0.176305556,-0.729774194,0.499654012,0.315251838,0.290214829,0.190214829,0.156213595,-0.779333458,277.5111735,0.162242476,-483.3818242,0,0,0,0.681021898,0.681021898,0.681021898,0.681021898,0.681021898,0.681021898,RVegQ_2,0.2415,-0.599462011,,,,LITCVR_D,0.136121634,-0.83528548,,,,LRCVQ_2D,0.188810817,-0.70155999,,,,0.900145365,0.9288409,0.881305158
NLA06608-0327,2007,1,NLA06608-0327+2007+1,MS,PROB_Lake,Target_Sampled,YES,6/27/2007,41.3189242,PLNLOW,CPL,S,CPL,0,0,0.297830688,0.087951625,0.135678571,-0.836604326,0.108975813,0.102562769,0.084683949,0.073572837,0.097436311,-0.968848914,523.30938,0.520246742,-1507.531674,0,0,0,0.332608696,0.322727273,0.311904762,0.3,0.286842105,0.332608696,RVegQ_2,0.071357143,-1.089604312,,,,LITCVR_B,0.117173913,-0.895601966,,,,LRCVQ_2B,0.094265528,-0.981859253,,,,0.246059113,0.391323224,0.308561466
NLA06608-0328,2007,1,NLA06608-0328+2007+1,LA,PROB_Lake,Target_Sampled,YES,8/25/2007,3351.525738,PLNLOW,CPL,S,CPL,0.077441077,0,0.552761966,0.200603435,0.3491135,-0.444768268,0.628079495,0.364190606,0.292538302,0.158896327,0.23315136,-0.614123298,1674.30628,1.584704144,-4832.355534,0,0,0,0.594104308,0.594104308,0.594104308,0.594104308,0.594104308,0.594104308,RVegQ_2,0.253782556,-0.578753928,,,,LITCVR_B,0.527777778,-0.269397148,,,,LRCVQ_2B,0.390780167,-0.397093778,,,,0.875112261,1.762608215,1.279149482
NLA06608-0328,2007,1,NLA06608-0328+2007+1,LA,PROB_Lake,Target_Sampled,YES,8/25/2007,3351.525738,PLNLOW,CPL,S,CPL,0.077441077,0,0.552761966,0.200603435,0.3491135,-0.444768268,0.628079495,0.364190606,0.292538302,0.158896327,0.23315136,-0.614123298,1674.30628,1.584704144,-4832.355534,0,0,0,0.594104308,0.594104308,0.594104308,0.594104308,0.594104308,0.594104308,RVegQ_2,0.253782556,-0.578753928,,,,LITCVR_B,0.527777778,-0.269397148,,,,LRCVQ_2B,0.390780167,-0.397093778,,,,0.875112261,1.762608215,1.279149482
NLA06608-0328,2007,2,NLA06608-0328+2007+2,LA,PROB_Lake,Target_Sampled,YES,9/15/2007,3351.525738,PLNLOW,CPL,S,CPL,0.08974359,0,0.20986156,0.304832241,0.338435897,-0.457877108,0.58616612,0.377986773,0.339375213,0.213125213,0.229927041,-0.619920801,1674.279495,1.584729496,-4833.453728,0,0,0,0.55915493,0.55915493,0.55915493,0.55915493,0.55915493,0.55915493,RVegQ_2,0.326871795,-0.472535349,,,,LITCVR_B,0.451141304,-0.336165976,,,,LRCVQ_2B,0.38900655,-0.399019975,,,,1.12714412,1.506667015,1.273343861
NLA06608-0328,2007,2,NLA06608-0328+2007+2,LA,PROB_Lake,Target_Sampled,YES,9/15/2007,3351.525738,PLNLOW,CPL,S,CPL,0.08974359,0,0.20986156,0.304832241,0.338435897,-0.457877108,0.58616612,0.377986773,0.339375213,0.213125213,0.229927041,-0.619920801,1674.279495,1.584729496,-4833.453728,0,0,0,0.55915493,0.55915493,0.55915493,0.55915493,0.55915493,0.55915493,RVegQ_2,0.326871795,-0.472535349,,,,LITCVR_B,0.451141304,-0.336165976,,,,LRCVQ_2B,0.38900655,-0.399019975,,,,1.12714412,1.506667015,1.273343861
NLA06608-0330,2007,1,NLA06608-0330+2007+1,MI,PROB_Lake,Target_Sampled,YES,9/5/2007,115.1075948,PLNLOW,UMW,S,UMW,0,0,0.78903142,0.262926102,0.247994277,-0.588389928,0.782713051,0.457088051,0.367523282,0.211828838,0.204362925,-0.668850326,8208.465289,4.040669386,-15197.54612,0,0,0,0.668421053,0.668421053,0.668421053,0.668421053,0.668421053,0.668421053,RVegQ_2,0.245988553,-0.591779454,,,,LITCVR_D,0.160731573,-0.767686158,,,,LRCVQ_2D,0.203360063,-0.670886869,,,,0.97455946,0.952596297,0.92226786
NLA06608-0332,2007,1,NLA06608-0332+2007+1,OK,PROB_Lake,Target_Sampled,NOT DONE,,5462.694674,EHIGH,SAP,,SAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA06608-0333,2007,1,NLA06608-0333+2007+1,NJ,PROB_Lake,Target_Sampled,YES,7/24/2007,920.7200566,EHIGH,SAP,S,SAP,0.075102375,0,0.347223565,0.102331733,0.1315625,-0.849051776,0.391165866,0.242904997,0.208969951,0.131469951,0.146085335,-0.8066379,4700.291845,2.847520227,-8659.364338,0,0,0,0.624561404,0.624561404,0.624561404,0.624561404,0.624561404,0.624561404,RVegQ_2,0.113125,-0.909653756,,,,LITCVR_D,0.16060817,-0.768000177,,,,LRCVQ_2D,0.136866585,-0.833077004,,,,0.481998296,0.840352498,0.593189376
NLA06608-0334,2007,1,NLA06608-0334+2007+1,ND,PROB_Lake,Target_Sampled,YES,6/27/2007,501.2989105,PLNLOW,TPL,S,CENPL,0.007407407,0.007407407,0.022812813,0.082963119,0.042574438,-1.27922536,0.310231559,0.180204386,0.197219769,0.112636436,0.092442095,-0.989521547,21776.46412,9.32218897,-45396.9009,0,0,0,0.352941176,0.330508475,0.3,0.256097561,0.1875,0.352941176,RVegQ_7,0.082963119,-1.031689314,,,,LITCVR_D,0.142309753,-0.817272287,,,,LRCVQ_7D,0.112636436,-0.91138048,,,,0.472482026,1.248331164,0.735993439
NLA06608-0337,2007,1,NLA06608-0337+2007+1,WA,PROB_Lake,Target_Sampled,YES,7/12/2007,51.8523035,WMTNS,WMT,S,WEST,0.135365854,0,0.629295912,0.237201429,0.244590188,-0.594158339,0.358600715,0.286426802,0.255512275,0.186623387,0.190317766,-0.698280533,128.2502533,0.054756227,-325.0387631,0,0,1,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,RVegQ_8,0.244590188,-0.594158339,-0.489904393,-0.104253946,-0.104253946,LITCVR_D,0.136045344,-0.835512285,-0.97399345,0.138481165,0.138481165,LRCVQ_8D,0.190317766,-0.698280533,-0.673511227,-0.024769305,-0.024769305,0.786585713,1.375565152,0.944562489
NLA06608-0339,2007,1,NLA06608-0339+2007+1,ND,PROB_Lake,Target_Sampled,YES,6/25/2007,65.07439225,PLNLOW,NPL,S,CENPL,0.011893939,0.011893939,0,0.03736998,0.052436253,-1.204563171,0.34493499,0.20354912,0.146878239,0.040906016,0.048439153,-1.233296089,27486.11042,12.92520754,-59259.58425,0,0,0,0.870634921,0.855660377,0.83372093,0.798484848,0.732608696,0.870634921,RVegQ_7,0.03736998,-1.3244968,,,,LITCVR_D,0.044442053,-1.264065507,,,,LRCVQ_7D,0.040906016,-1.293230887,,,,0.212825217,0.389842569,0.267289705
NLA06608-0340,2007,1,NLA06608-0340+2007+1,NM,PROB_Lake,Target_Sampled,YES,6/21/2007,11.02740921,WMTNS,WMT,R,WEST,0.181795444,0,0.180450697,0.051557342,0.15575,-0.780546463,0.134528671,0.106240628,0.08657069,0.060876246,0.112972575,-0.910191733,81399.91511,63.9033754,-241481.5029,0,0,1,0.305172414,0.305172414,0.305172414,0.305172414,0.305172414,0.305172414,RVegQ_8,0.15575,-0.780546463,-0.734289356,-0.046257107,-0.046257107,LITCVR_D,0.07019515,-1.095851896,-1.14029329,0.044441394,0.044441394,LRCVQ_8D,0.112972575,-0.910191733,-0.865538333,-0.0446534,-0.0446534,0.898965227,1.107749069,0.902290947
NLA06608-0341,2007,1,NLA06608-0341+2007+1,NY,PROB_Lake,Target_Sampled,NOT DONE,,20700.45539,EHIGH,NAP,,NAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA06608-0343,2007,1,NLA06608-0343+2007+1,SD,PROB_Lake,Target_Sampled,YES,8/21/2007,427.244916,PLNLOW,TPL,S,CENPL,0.05,0.05,0.29506705,0.159304871,0.0875,-1.010995384,0.228402436,0.175766566,0.16600575,0.122533528,0.086631092,-1.014883111,23545.37948,11.95357546,-51267.17156,0,0,0,0.255882353,0.2375,0.216666667,0.192857143,0.165384615,0.255882353,RVegQ_7,0.159304871,-0.771330546,,,,LITCVR_D,0.085762185,-1.018805954,,,,LRCVQ_7D,0.122533528,-0.877674241,,,,0.907254806,0.752299868,0.800663409
NLA06608-0344,2007,1,NLA06608-0344+2007+1,NE,PROB_Lake,Target_Sampled,YES,7/5/2007,673.3547134,PLNLOW,TPL,S,CENPL,0.303016863,0,0.38825641,0.3582277,0.233648649,-0.613235993,0.60036385,0.38973885,0.323380902,0.216575346,0.15428582,-0.784399919,16000.61126,9.532229059,-37828.30974,0,0,0,0.65,0.645918367,0.641666667,0.637234043,0.632608696,0.65,RVegQ_7,0.3582277,-0.433883544,,,,LITCVR_D,0.074922992,-1.070974712,,,,LRCVQ_7D,0.216575346,-0.644787348,,,,2.040137253,0.657219231,1.415155164
NLA06608-0345,2007,1,NLA06608-0345+2007+1,VA,PROB_Lake,Target_Sampled,YES,6/21/2007,11.042643,EHIGH,SAP,T,SAP,0.08018617,0,0.234105339,0.069451342,0.270032051,-0.552792258,0.339725671,0.191573497,0.144791439,0.080624772,0.180915126,-0.719159661,7837.542402,5.832241493,-17070.83534,0,0,0,0.893617021,0.893617021,0.893617021,0.893617021,0.893617021,0.893617021,RVegQ_2,0.140064103,-0.823723185,,,,LITCVR_C,0.220131535,-0.638023866,,,,LRCVQ_2C,0.180097819,-0.721022866,,,,0.596779304,1.151797483,0.780556576
NLA06608-0350,2007,1,NLA06608-0350+2007+1,WI,PROB_Lake,Target_Sampled,YES,8/9/2007,35.28669789,PLNLOW,UMW,S,UMW,0,0,0.951958874,0.27198825,0.3435,-0.451610582,0.460994125,0.33762456,0.320744448,0.223522226,0.259278101,-0.569798965,20264.33883,9.676145754,-40130.02511,0,0,0,0.305882353,0.305882353,0.305882353,0.305882353,0.305882353,0.305882353,RVegQ_2,0.287,-0.527243551,,,,LITCVR_D,0.175056201,-0.732696357,,,,LRCVQ_2D,0.231028101,-0.617932322,,,,1.137038945,1.037493044,1.047746488
NLA06608-0354,2007,1,NLA06608-0354+2007+1,MA,PROB_Lake,Target_Sampled,YES,7/19/2007,21.96049736,EHIGH,NAP,S,NAP,0.113242346,0,0.873904775,0.271973114,0.405643018,-0.38127951,0.390986557,0.272182209,0.243010281,0.186621392,0.253456344,-0.579291339,10875.14541,6.016805988,-18367.43532,0,0,0,0.115217391,0.115217391,0.115217391,0.115217391,0.115217391,0.115217391,RVegQ_2,0.361286036,-0.430291384,,,,LITCVR_D,0.10126967,-0.953623198,,,,LRCVQ_2D,0.231277853,-0.61748254,,,,1.346625055,0.691024705,1.079526948
NLA06608-0356,2007,1,NLA06608-0356+2007+1,NM,PROB_Lake,Target_Sampled,YES,7/16/2007,91.80896919,PLNLOW,SPL,S,CENPL,0,0,0.142750283,0.093012307,0.038113256,-1.317735251,0.466506154,0.256506154,0.265714074,0.128491852,0.101042327,-0.954511447,66941.98254,50.08159114,-191514.4081,0,0,0,0.539434889,0.520875179,0.494827586,0.455615551,0.389884393,0.539434889,RVegQ_7,0.093012307,-0.987110885,,,,LITCVR_D,0.163971397,-0.759522149,,,,LRCVQ_7D,0.128491852,-0.858575776,,,,0.529713009,1.438345589,0.839596525
NLA06608-0357,2007,1,NLA06608-0357+2007+1,MA,PROB_Lake,Target_Sampled,YES,7/27/2007,58.46368161,EHIGH,NAP,S,NAP,0.118820407,0,0.363531909,0.106723402,0.325428571,-0.474399947,0.454611701,0.271378006,0.213282362,0.133699028,0.243051613,-0.59679089,22715.05055,12.68749919,-39260.6102,0,0,0,0.205172414,0.205172414,0.205172414,0.205172414,0.205172414,0.205172414,RVegQ_2,0.200857143,-0.676011683,,,,LITCVR_D,0.160674654,-0.767830968,,,,LRCVQ_2D,0.180765899,-0.719499257,,,,0.748656837,1.096381129,0.843754195
NLA06608-0358,2007,1,NLA06608-0358+2007+1,NH,PROB_Lake,Target_Sampled,YES,7/17/2007,13.10743679,EHIGH,NAP,R,NAP,0.100254461,0.100254461,1.263756686,0.388904949,0.43272942,-0.353861617,0.319452475,0.269995953,0.250865399,0.231420954,0.25333319,-0.5794944,19922.49642,9.908521797,-31604.84953,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,RVegQ_2,0.365331611,-0.425584857,,,,LITCVR_D,0.073936959,-1.07604677,,,,LRCVQ_2D,0.219634285,-0.638963271,,,,1.361704166,0.504516949,1.025178701
NLA06608-0359,2007,1,NLA06608-0359+2007+1,SD,PROB_Lake,Target_Sampled,NOT DONE,,4821.588411,PLNLOW,TPL,,CENPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA06608-0361,2007,1,NLA06608-0361+2007+1,NC,PROB_Lake,Target_Sampled,YES,7/15/2007,4528.488176,EHIGH,SAP,S,SAP,0.223138237,0,0.366880249,0.104822928,0.18775,-0.703883508,0.064911464,0.06300929,0.059476682,0.057532237,0.098995773,-0.962590344,5667.581875,4.608848179,-13101.23074,0,0,0,0.556915739,0.556915739,0.556915739,0.556915739,0.556915739,0.556915739,RVegQ_2,0.0755,-1.068033885,,,,LITCVR_C,0.014130435,-1.617434853,,,,LRCVQ_2C,0.044815217,-1.261098859,,,,0.32168726,0.073934883,0.194232295
NLA06608-0363,2007,1,NLA06608-0363+2007+1,MI,PROB_Lake,Target_Sampled,YES,7/21/2007,294.5937826,PLNLOW,UMW,T,UMW,0.083333333,0,0.324707769,0.145476351,0.303351351,-0.503968428,0.513988176,0.302058828,0.248445893,0.118029226,0.196966727,-0.684099469,10848.35995,6.166337576,-22066.21559,0,0,0,0.853846154,0.852912621,0.851960784,0.850990099,0.85,0.853846154,RVegQ_2,0.206702703,-0.664135672,,,,LITCVR_D,0.090582102,-0.997479294,,,,LRCVQ_2D,0.148642402,-0.799580723,,,,0.818916456,0.536846451,0.674115203
NLA06608-0366,2007,1,NLA06608-0366+2007+1,MN,PROB_Lake,Target_Sampled,YES,7/31/2007,209.1807756,PLNLOW,UMW,S,UMW,0,0,0.632286598,0.184357017,0.372601852,-0.417252932,0.467178509,0.314461117,0.321775055,0.2337195,0.327841917,-0.471286467,21023.5914,9.535531002,-42660.75675,0,0,0,0.527777778,0.527777778,0.527777778,0.527777778,0.527777778,0.527777778,RVegQ_2,0.245203704,-0.593113027,,,,LITCVR_D,0.283081982,-0.53301088,,,,LRCVQ_2D,0.264142843,-0.562023088,,,,0.971450036,1.677721698,1.197926725
NLA06608-0367,2007,1,NLA06608-0367+2007+1,OH,PROB_Lake,Target_Sampled,YES,8/23/2007,568.3463456,EHIGH,NAP,T,NAP,0,0,0.121597369,0.034742105,0.195,-0.688246139,0.142371053,0.089532888,0.066701288,0.032442028,0.112570976,-0.911612357,13948.90517,8.141785941,-27363.34182,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,RVegQ_2,0.056666667,-1.176091259,,,,LITCVR_D,0.030141951,-1.396401519,,,,LRCVQ_2D,0.043404309,-1.2724237,,,,0.211214233,0.205676912,0.202596663
NLA06608-0369,2007,1,NLA06608-0369+2007+1,VT,PROB_Lake,Target_Sampled,YES,7/26/2007,306.6713126,EHIGH,NAP,S,NAP,0.403973536,0.403973536,0.543362374,0.155246393,0.472993384,-0.316058818,0.225123196,0.160068848,0.132586964,0.115086964,0.27396046,-0.546742129,19035.01379,9.57681689,-30871.23606,0,0,0,0.627586207,0.621428571,0.614814815,0.607692308,0.6,0.627586207,RVegQ_2,0.244,-0.595166283,,,,LITCVR_D,0.074927536,-1.070951475,,,,LRCVQ_2D,0.159463768,-0.770923141,,,,0.90946364,0.511276262,0.74432304
NLA06608-0372,2007,1,NLA06608-0372+2007+1,CO,PROB_Lake,Target_Sampled,YES,8/3/2007,37.95695515,PLNLOW,SPL,R,CENPL,0.064501711,0,0.314776978,0.114473316,0.201625661,-0.674431672,0.402236658,0.29495405,0.245142862,0.166809529,0.210385701,-0.656816587,64304.4512,43.4741911,-175647.061,0,0,0,0.506097561,0.506097561,0.506097561,0.506097561,0.506097561,0.506097561,RVegQ_7,0.114473316,-0.904923739,,,,LITCVR_D,0.219145741,-0.639888211,,,,LRCVQ_7D,0.166809529,-0.752494334,,,,0.651935284,1.922331058,1.089973396
NLA06608-0373,2007,1,NLA06608-0373+2007+1,CA,PROB_Lake,Target_Sampled,YES,7/12/2007,302.3385348,WMTNS,WMT,T,WEST,0.242823603,0,0.138408621,0.03954532,0.0755,-1.068033885,0.10602266,0.06289766,0.059798788,0.049659899,0.067637239,-1.109929919,53447.20514,45.52811321,-182782.4779,0,0,1,0.852912621,0.852912621,0.852912621,0.852912621,0.852912621,0.852912621,RVegQ_8,0.0755,-1.068033885,-0.725605936,-0.342427949,-0.342427949,LITCVR_D,0.059774477,-1.156303407,-1.08767416,-0.068629247,-0.068629247,LRCVQ_8D,0.067637239,-1.109929919,-0.849995836,-0.259934083,-0.259934083,0.454539941,0.853828708,0.549624289
NLA06608-0376,2007,1,NLA06608-0376+2007+1,OK,PROB_Lake,Target_Sampled,YES,8/22/2007,4223.97665,PLNLOW,SPL,S,CENPL,0.209030883,0.209030883,0.447077922,0.170214904,0.265996898,-0.559095798,0.243061998,0.168037294,0.140894063,0.113495073,0.161386071,-0.766024478,7913.718929,5.990951665,-20926.75842,0,0,0,0.178787879,0.178787879,0.178787879,0.178787879,0.178787879,0.178787879,RVegQ_7,0.170214904,-0.744209295,,,,LITCVR_D,0.056775243,-1.175384525,,,,LRCVQ_7D,0.113495073,-0.908350367,,,,0.969388371,0.498028445,0.741603982
NLA06608-0377,2007,1,NLA06608-0377+2007+1,PA,PROB_Lake,Target_Sampled,YES,7/12/2007,5.459823439,EHIGH,SAP,S,SAP,0,0,0.190714286,0.054489796,0.251,-0.583359493,0.083494898,0.055369898,0.110626361,0.094654139,0.192909241,-0.692698174,5531.556625,3.312817375,-10393.03175,0,0,0,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,RVegQ_2,0.102,-0.950781977,,,,LITCVR_D,0.134818482,-0.83917601,,,,LRCVQ_2D,0.118409241,-0.891403721,,,,0.434597358,0.705412735,0.513193954
NLA06608-0378,2007,1,NLA06608-0378+2007+1,MT,PROB_Lake,Target_Sampled,YES,6/26/2007,532.2075413,PLNLOW,NPL,S,CENPL,0.190451311,0.190451311,0.198611111,0.078095506,0.070995898,-1.091536973,0.244256086,0.14165192,0.107450531,0.079557012,0.076007208,-1.065465148,60103.21264,26.5825391,-142110.7995,0,0,0,0.770652174,0.75255102,0.726851852,0.6875,0.619680851,0.770652174,RVegQ_7,0.078095506,-1.055046245,,,,LITCVR_D,0.081018519,-1.040870238,,,,LRCVQ_7D,0.079557012,-1.047900403,,,,0.444760557,0.710688759,0.519844566
NLA06608-0384,2007,1,NLA06608-0384+2007+1,ND,PROB_Lake,Target_Sampled,YES,6/28/2007,70.72461764,PLNLOW,NPL,S,CENPL,0.041818182,0.041818182,0.081526181,0.077041134,0.070828515,-1.0924354,0.159770567,0.099145567,0.093513691,0.053097025,0.049990715,-1.221915961,32751.45242,13.79888445,-69342.41633,0,0,0,0.425,0.407142857,0.383333333,0.35,0.3,0.425,RVegQ_7,0.077041134,-1.06027546,,,,LITCVR_D,0.029152915,-1.407235895,,,,LRCVQ_7D,0.053097025,-1.19999112,,,,0.438755817,0.255727327,0.346948671
NLA06608-0385,2007,1,NLA06608-0385+2007+1,MT,PROB_Lake,Target_Sampled,YES,7/6/2007,39.84089927,PLNLOW,NPL,S,CENPL,0.004081633,0.004081633,0.067062415,0.01916069,0.008020408,-1.744235376,0.139580345,0.074580345,0.069415329,0.026081995,0.020511854,-1.515531399,70885.46996,30.45494522,-165831.9742,0,0,0,0.80990991,0.794736842,0.773417722,0.741269841,0.687234043,0.80990991,RVegQ_7,0.01916069,-1.535202203,,,,LITCVR_D,0.0330033,-1.366498213,,,,LRCVQ_7D,0.026081995,-1.442709456,,,,0.109121761,0.289502634,0.170426001
NLA06608-0386,2007,1,NLA06608-0386+2007+1,PA,PROB_Lake,Target_Sampled,YES,8/7/2007,31.54660136,EHIGH,SAP,S,SAP,0.181723205,0,0.331168831,0.094619666,0.17,-0.744727495,0.303559833,0.192826137,0.144870758,0.113065202,0.150755369,-0.793834513,16595.06095,10.12161547,-32155.85787,0,0,0,0.411904762,0.411904762,0.411904762,0.411904762,0.411904762,0.411904762,RVegQ_2,0.14,-0.823908741,,,,LITCVR_D,0.131510738,-0.849210604,,,,LRCVQ_2D,0.135755369,-0.836375439,,,,0.596506178,0.688105578,0.588373289
