UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG
7588,REGULAR,WRS,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/8/2012,100,<LRL (0.02),1210609,0.01,ND,0.001,0.02,8/6/2012,6,,1210609,0.002,,0.01,0.004,8/2/2012,2,,1210609,,2561,11/8/2012,100,,1210609,0.02,,31.79,0.04,8/3/2012,3,,1210609,0.03,,17.593,0.06,8/2/2012,2,,1210609,,,20,5,8/2/2012,2,,1210609,,,334,2,8/23/2012,23,,1210609,0.1,,5.2,0.2,11/8/2012,100,,1210609,0.01,,17.33,0.02,8/3/2012,3,<LRL (0.02),1210609,0.01,ND,0.002,0.02,8/3/2012,3,,1210609,0.01,ND,0.002,0.02,8/3/2012,3,<LRL (0.02),1210609,0.01,ND,0,0.02,8/8/2012,8,,1210609,0.01,,1.04,0.02,8/2/2012,2,,1210609,,9.02,11/8/2012,100,,1210609,0.04,,3.865,0.08,8/8/2012,8,,1210609,2,,82,4,8/2/2012,2,,1210609,0.005,,9.54,0.01,11/8/2012,100,1210609,0.02,,11.65,0.04,8/3/2012,3,,1210609,0.09,,25.348,0.18,,,,,,,,,,8/2/2012,2,,1210609,,,7.41,2,,,,,,,,,,,,,,,,,,,651830,,651833,
7589,REGULAR,WRS,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210627,0.01,ND,0.006,0.02,8/6/2012,5,,1210627,0.002,,0.0071,0.004,8/2/2012,1,,1210627,,1035,11/14/2012,105,,1210627,0.02,,17.25,0.04,8/3/2012,2,,1210627,0.03,,4.134,0.06,8/2/2012,1,,1210627,,,15,5,8/2/2012,1,,1210627,,,163.2,2,8/23/2012,22,,1210627,0.1,,3.79,0.2,11/14/2012,105,,1210627,0.01,,5.703,0.02,8/3/2012,2,<LRL (0.02),1210627,0.01,ND,0.002,0.02,8/3/2012,2,,1210627,0.01,ND,0.002,0.02,8/3/2012,2,<LRL (0.02),1210627,0.01,ND,0,0.02,8/8/2012,7,,1210627,0.01,,0.428,0.02,8/2/2012,1,,1210627,,8.52,11/14/2012,105,,1210627,0.04,,1.374,0.08,8/8/2012,7,,1210627,2,,19,4,8/2/2012,1,,1210627,0.005,,2.724,0.01,11/14/2012,105,1210627,0.02,,5.107,0.04,8/3/2012,2,,1210627,0.09,,21.31,0.18,,,,,,,,,,8/2/2012,1,,1210627,,,2.01,2,,,,,,,,,,,,,,,,,,,656240,,656243,
7590,REGULAR,WRS,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,106,,1210619,0.01,,0.052,0.02,8/6/2012,6,,1210619,0.002,,0.018,0.004,8/2/2012,2,,1210619,,602,11/14/2012,106,,1210619,0.02,,6.917,0.04,8/3/2012,3,,1210619,0.03,,0.688,0.06,8/2/2012,2,,1210619,,,25,5,8/2/2012,2,,1210619,,,65.1,2,8/23/2012,23,,1210619,0.1,,4.23,0.2,11/14/2012,106,,1210619,0.01,,1.828,0.02,8/3/2012,3,<LRL (0.02),1210619,0.01,ND,0.002,0.02,8/3/2012,3,,1210619,0.01,ND,0.002,0.02,8/3/2012,3,<LRL (0.02),1210619,0.01,ND,0,0.02,8/8/2012,8,,1210619,0.01,,0.696,0.02,8/2/2012,2,,1210619,,9.58,11/14/2012,106,,1210619,0.04,,1.081,0.08,8/8/2012,8,,1210619,2,,79,4,8/2/2012,2,,1210619,0.005,,24.09,0.01,11/14/2012,106,1210619,0.02,,3.656,0.04,8/3/2012,3,,1210619,0.09,,1.35,0.18,,,,,,,,,,8/2/2012,2,,1210619,,,5.37,2,,,,,,,,,,,,,,,,,,,654680,,654683,
7592,REGULAR,WRS,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,,,120801.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/8/2012,101,<LRL (0.02),1210608,0.01,ND,0,0.02,8/6/2012,7,,1210608,0.002,,0.012,0.004,8/1/2012,2,,1210608,,3258,11/8/2012,101,,1210608,0.02,,43.68,0.04,8/3/2012,4,,1210608,0.03,,48.943,0.06,8/1/2012,2,,1210608,,,22,5,8/1/2012,2,,1210608,,,497,2,8/23/2012,24,,1210608,0.1,,5.63,0.2,11/8/2012,101,,1210608,0.01,,20.72,0.02,8/3/2012,4,<LRL (0.02),1210608,0.01,ND,0.002,0.02,8/3/2012,4,,1210608,0.01,ND,0.002,0.02,8/3/2012,4,<LRL (0.02),1210608,0.01,ND,0,0.02,8/8/2012,9,,1210608,0.01,,0.558,0.02,8/1/2012,2,,1210608,,8.47,11/8/2012,101,,1210608,0.04,,2.299,0.08,8/8/2012,9,,1210608,2,,16,4,8/2/2012,3,,1210608,0.005,,5.099,0.01,11/8/2012,101,1210608,0.02,,28.23,0.04,8/3/2012,4,,1210608,0.09,,24.132,0.18,,,,,,,,,,8/1/2012,2,,1210608,,,1.78,2,,,,,,,,,,,,,,,,,,,654080,,654083,
7593,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210645,0.01,ND,0,0.02,8/8/2012,7,,1210645,0.002,,0.011,0.004,8/4/2012,3,,1210645,,2484,11/14/2012,105,,1210645,0.02,,24.29,0.04,8/3/2012,2,,1210645,0.03,,16.572,0.06,8/3/2012,2,,1210645,,,32,5,8/3/2012,2,,1210645,,,492,2,8/24/2012,23,,1210645,0.1,,5.91,0.2,11/14/2012,105,,1210645,0.01,,30.38,0.02,8/3/2012,2,<LRL (0.02),1210645,0.01,ND,0.005,0.02,8/3/2012,2,,1210645,0.01,ND,0.005,0.02,8/3/2012,2,<LRL (0.02),1210645,0.01,ND,0,0.02,8/8/2012,7,,1210645,0.01,,0.473,0.02,8/4/2012,3,,1210645,,9.07,11/14/2012,105,,1210645,0.04,,1.962,0.08,8/8/2012,7,,1210645,2,,27,4,8/7/2012,6,,1210645,0.005,,9.818,0.01,11/14/2012,105,1210645,0.02,,33.22,0.04,8/3/2012,2,,1210645,0.09,,109.439,0.18,,,,,,,,,,8/3/2012,2,,1210645,,L,0.76,2,,,,,,,,,,,,,,,,,,,647030,,647033,
7595,REGULAR,PADEP,,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,,0911-931,0911-931,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,1578863,0.00672,L,0.02,0.02,,,,1578863,,732.4,,,,1578863,0.02237,,12.2,0.03,,,,1578863,0.04373,,7.74,0.5,,,,1578863,,,20,5,,,,1578863,N/A,,101.6,1,,,,1578863,0.03664,,5.05,0.5,,,,1578863,0.00307,,2.24,0.01,,,,1578863,0.01399,L,0.04,0.04,,,,1578863,0.0163,ND,0.016,0.05,,,,,,,,,,,,1578863,0.02214,,0.78,0.25,,,,1578863,H,7.5,,,,1578863,0.08703,,1.14,1,,,,1578863,3.05,,52,10,,,,1578863,0.06282,L,0.439,1.07,,,1578863,0.0322,,4.16,0.2,,,,1578863,0.07863,,5.57,1,,,,,1578863,N/A,L,2,5,,,,1578863,0.2045,,15.17,1,,,,,,,,LAB2,LAB1,,LAB5,,,LAB3,,,LAB6,,620870,,620873,
7596,REGULAR,PADEP,,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,,0911-928,0911-928,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,1577813,0.00672,L,0.02,0.02,,,,1577813,,180.8,,,,1577813,0.02237,,3.77,0.03,,,,1577813,0.04373,,11.04,0.5,,,,1577813,,L,5,5,,,,1577813,N/A,,64.8,1,,,,1577813,0.03664,,1.92,0.5,,,,1577813,0.00307,,1.87,0.01,,,,1577813,0.01399,,0.35,0.04,,,,1577813,0.0163,,0.34,0.05,,,,,,,,,,,,1577813,0.02214,,0.56,0.25,,,,1577813,H,7.4,,,,1577813,0.08703,L,1,1,,,,1577813,3.05,L,7,10,,,,1577813,0.06282,,1.714,1.07,,,1577813,0.0322,,5.78,0.2,,,,1577813,0.07863,,4.53,1,,,,,1577813,N/A,L,4,5,,,,1577813,0.2045,,1.27,1,,,,LAB1,,,,,,,LAB2,LAB3,LAB1,,,,LAB4,,644090,,644093,
7597,REGULAR,MEDHHS,,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,,8/2/2012,8/2/2012,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,NLA12_ME-103,0.001,L,0.01,0.01,8/2/2012,1,,NLA12_ME-103,,259.766,8/2/2012,1,,NLA12_ME-103,0.013,,3.6,0.05,8/2/2012,1,,NLA12_ME-103,0.08,,2.46,1,8/2/2012,1,,NLA12_ME-103,0.37,,31,5,8/2/2012,1,,NLA12_ME-103,0,,42.7,2,8/2/2012,1,,NLA12_ME-103,0.17,,4.9,1,8/2/2012,1,,NLA12_ME-103,0.014,,1.1,0.05,8/2/2012,1,,NLA12_ME-103,0.007,L,0.05,0.05,8/2/2012,1,,NLA12_ME-103,0.001,,0.01,0.01,,,,,,,,,8/2/2012,1,,NLA12_ME-103,0.04,,0.3,0.1,8/2/2012,1,,NLA12_ME-103,,7.5,8/2/2012,1,,NLA12_ME-103,0.013,,0.66,0.05,8/2/2012,1,,NLA12_ME-103,0.2,,6,1,8/2/2012,1,,NLA12_ME-103,0.005,,3.8,0.05,8/2/2012,1,NLA12_ME-103,0.013,,1.8,0.05,8/2/2012,1,,NLA12_ME-103,0.047,,2.51,1,,,8/2/2012,1,NLA12_ME-103,2,L,2,2,8/2/2012,1,,NLA12_ME-103,0,L,0.6,0.6,,,,,,,,,,,,,,,,,,,645140,,645143,
7598,REGULAR,OKDEQ,,NH3-20120803,ANC-20120807,CA-20120809,CL-20120808,COLOR-20120803,COND-20120802,DOC-20120814,MG-20120809,NO2NO3-00111,NO2NO3-00111,,TN-20120911,PH-20120802,K-20120809,TP-20120807,SIO2-20120809,NA-20120815,SO4-20120808,,TSS-20120807,TURB-20120803,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,8/3/2012,2,,NLA_OK-288,0.013,L,0.1,0.1,8/7/2012,6,,NLA_OK-288,,715,8/9/2012,8,,NLA_OK-288,0.13,,9.63,1,8/8/2012,7,,NLA_OK-288,0.391,L,10,10,8/3/2012,2,,NLA_OK-288,N/A,,27,1,8/2/2012,1,,NLA_OK-288,N/A,,105,2,8/14/2012,13,,NLA_OK-288,0.061,,8.31,0.5,8/9/2012,8,,NLA_OK-288,0.12,,3.82,1,8/3/2012,2,,NLA_OK-288,0.008,L,0.05,0.05,8/3/2012,2,,NLA_OK-288,0.008,L,0.05,0.05,,,,,,,,,9/11/2012,41,,NLA_OK-288,CALC,,0.81,0.1,8/2/2012,1,,NLA_OK-288,,8.36,8/9/2012,8,,NLA_OK-288,0.14,,2.394,1,8/7/2012,6,,NLA_OK-288,4,,7,5,8/9/2012,8,,NLA_OK-288,0.011,,1.55,0.05,8/15/2012,14,NLA_OK-288,0.14,,4.51,1,8/8/2012,7,,NLA_OK-288,0.894,L,10,10,,,8/7/2012,6,NLA_OK-288,N/A,,39,10,8/3/2012,2,,NLA_OK-288,N/A,,1.37,0.2,,,,,,,,,,,,,,,,,,,656420,,656423,
7615,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210644,0.01,ND,0.003,0.02,8/8/2012,7,,1210644,0.002,,0.0048,0.004,8/4/2012,3,,1210644,,259.4,11/14/2012,105,,1210644,0.02,,2.108,0.04,8/3/2012,2,,1210644,0.03,,15.349,0.06,8/3/2012,2,,1210644,,,12,5,8/3/2012,2,,1210644,,,82.6,2,8/24/2012,23,,1210644,0.1,,2.01,0.2,11/14/2012,105,,1210644,0.01,,1.57,0.02,8/3/2012,2,<LRL (0.02),1210644,0.01,ND,0.002,0.02,8/3/2012,2,,1210644,0.01,ND,0.002,0.02,8/3/2012,2,<LRL (0.02),1210644,0.01,ND,0,0.02,8/8/2012,7,,1210644,0.01,,0.173,0.02,8/4/2012,3,,1210644,,7.55,11/14/2012,105,,1210644,0.04,,0.819,0.08,8/8/2012,7,,1210644,2,,18,4,8/7/2012,6,,1210644,0.005,,11.717,0.01,11/14/2012,105,1210644,0.02,,10.12,0.04,8/3/2012,2,,1210644,0.09,,3.019,0.18,,,,,,,,,,8/3/2012,2,,1210644,,L,0.62,2,,,,,,,,,,,,,,,,,,,650480,,650483,
7620,REGULAR,WRS,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210629,0.01,ND,0.006,0.02,8/6/2012,5,,1210629,0.002,,0.0078,0.004,8/2/2012,1,,1210629,,175,11/14/2012,105,,1210629,0.02,,2.309,0.04,8/3/2012,2,,1210629,0.03,,1.247,0.06,8/2/2012,1,,1210629,,,12,5,8/2/2012,1,,1210629,,,30.6,2,8/23/2012,22,,1210629,0.1,,4.15,0.2,11/14/2012,105,,1210629,0.01,,0.866,0.02,8/3/2012,2,<LRL (0.02),1210629,0.01,ND,0.002,0.02,8/3/2012,2,,1210629,0.01,ND,0.002,0.02,8/3/2012,2,<LRL (0.02),1210629,0.01,ND,0,0.02,8/8/2012,7,,1210629,0.01,,0.503,0.02,8/2/2012,1,,1210629,,7.29,11/14/2012,105,,1210629,0.04,,0.929,0.08,8/8/2012,7,,1210629,2,,21,4,8/2/2012,1,,1210629,0.005,,4.181,0.01,11/14/2012,105,1210629,0.02,,1.647,0.04,8/3/2012,2,,1210629,0.09,,3.234,0.18,,,,,,,,,,8/2/2012,1,,1210629,,,1.4,2,,,,,,,,,,,,,,,,,,,656660,,656663,
7621,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210638,0.01,ND,0,0.02,8/8/2012,7,,1210638,0.002,,0.021,0.004,8/4/2012,3,,1210638,,7926,11/14/2012,105,,1210638,0.02,,13.68,0.04,8/3/2012,2,,1210638,0.03,,52.745,0.06,8/3/2012,2,,1210638,,,18,5,8/3/2012,2,,1210638,,,1325,2,8/24/2012,23,,1210638,0.1,,8.35,0.2,11/14/2012,105,,1210638,0.01,,64.05,0.02,8/3/2012,2,<LRL (0.02),1210638,0.01,ND,0.003,0.02,8/3/2012,2,,1210638,0.01,ND,0.003,0.02,8/3/2012,2,<LRL (0.02),1210638,0.01,ND,0,0.02,8/8/2012,7,,1210638,0.01,,0.8,0.02,8/4/2012,3,,1210638,,9.22,11/14/2012,105,,1210638,0.04,,23,0.08,8/8/2012,7,,1210638,2,,20,4,8/7/2012,6,,1210638,0.005,,6.708,0.01,11/14/2012,105,1210638,0.02,,192.6,0.04,8/7/2012,6,,1210638,0.09,,257.703,0.18,,,,,,,,,,8/3/2012,2,,1210638,,,1.04,2,,,,,,,,,,,,,,,,,,,633080,,633083,
7622,REGULAR,WRS,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,106,<LRL (0.02),1210621,0.01,ND,0.009,0.02,8/6/2012,6,,1210621,0.002,,0.0054,0.004,8/2/2012,2,,1210621,,165.7,11/14/2012,106,,1210621,0.02,,1.434,0.04,8/3/2012,3,,1210621,0.03,,15.616,0.06,8/2/2012,2,,1210621,,,38,5,8/2/2012,2,,1210621,,,73.5,2,8/23/2012,23,,1210621,0.1,,4.71,0.2,11/14/2012,106,,1210621,0.01,,1.388,0.02,8/3/2012,3,<LRL (0.02),1210621,0.01,ND,0.002,0.02,8/3/2012,3,,1210621,0.01,ND,0.002,0.02,8/3/2012,3,<LRL (0.02),1210621,0.01,ND,0,0.02,8/8/2012,8,,1210621,0.01,,0.181,0.02,8/2/2012,2,,1210621,,7.59,11/14/2012,106,,1210621,0.04,,0.584,0.08,8/8/2012,8,,1210621,2,,12,4,8/2/2012,2,,1210621,0.005,,3.164,0.01,11/14/2012,106,1210621,0.02,,10.19,0.04,8/3/2012,3,,1210621,0.09,,0.843,0.18,,,,,,,,,,8/2/2012,2,,1210621,,,1.01,2,,,,,,,,,,,,,,,,,,,650360,,650363,
