TABLE_NAME	SAMPLE_TYPE	DATA_COLUMN	LABEL	LEGAL_VALUES	RANGE_HIGH	RANGE_LOW	UNITS
tblZOOPMET	ZOOP	SMCLAD300_NAT_PIND	Percent of native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD300_PBIO	Percent of biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD300_PIND	Percent of small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL_NAT_NTAX	Total distinct native taxa richness (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL_NAT_PIND	Percent of native individuals (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL_NAT_PTAX	Percent of distinct native taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL_NTAX	Total distinct taxa richness (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL300_BIO	Total biomass of individuals in 300-count subsamples 9coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL300_NAT_BIO	Total biomass of native individuals in 300-count subsamples 9coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL300_NAT_NTAX	Total distinct native taxa richness in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	TOTL300_NAT_PTAX	Percent of distinct native taxa in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ZOCN_DEN	"Density represented by individuals collected  in coarse mesh net (150-um for 2012 samples, 243 um for 2007 resamples)"				
tblZOOPMET	ZOOP	ZOCN_NAT_DEN	Density represented by native individuals collected in coarse mesh net (150-um)				
tblZOOPMET	ZOOP	ZOCN_NAT_PDEN	Percent of density represented by native individuals in coarse net sample (150-um)				
tblZOOPMET	ZOOP	ZOCN_NAT_PTAX	Percent of distinct taxa represented by native individuals in coarse net sample (150-um)				
tblZOOPMET	ZOOP	ZOCN300_BIO	Biomass of individuals in 300-count subsample of coarse net sample (150 um)				
tblZOOPMET	ZOOP	ZOCN300_FAM_NTAX	Number of distinct native taxa in coarse net samples (150-um) based on 300-count subsample				
tblZOOPMET	ZOOP	ZOCN300_NAT_BIO	Biomass of native individuals in 300-count subsample of coarse net sample (150 um)				
tblZOOPMET	ZOOP	ZOCN300_NAT_PTAX	Percent of distinct native taxa in the coarse net sample (150-um) based on the 300-individual subsamples				
tblZOOPMET	ZOOP	ZOFN_BIO	"Biomass represented by individuals collected  in fine mesh net (50-um for 2012 samples, 80-um for 2007 resamples)"				
tblZOOPMET	ZOOP	ZOFN_FAM_NAT_NTAX	"Number of families represented by distinct native taxa in the fine mesh net (50-um for 2012 samples, 80-um for 2007 resamples)"				
tblZOOPMET	ZOOP	ZOFN_FAM_NTAX	Number of families represented by distinct taxa in fine net sample (ZOFN; 80-um mesh)				
tblZOOPMET	ZOOP	ZOFN_GEN_NAT_NTAX	Number of genera represented by distinct native taxa in fine net sample (ZOFN; 80-um mesh)				
tblZOOPMET	ZOOP	ZOFN_GEN_NTAX	Number of genera represented by distinct taxa in fine net sample (ZOFN; 80-um mesh)				
tblZOOPMET	ZOOP	ZOFN_NAT_NTAX	Number of distinct native taxa in fine net sample (ZOFN; 80-um mesh)				
tblZOOPMET	ZOOP	ZOFN_NTAX	Number of distinct taxa in fine net sample (ZOFN; 80-um mesh)				
tblZOOPMET	ZOOP	ZOFN300_FAM_NAT_NTAX	Number of distinct native families in 300-count subsample of fine-mesh net sample (50-µm)				
tblZOOPMET	ZOOP	ZOFN300_FAM_NTAX	Number of distinct families in 300-count subsample of fine-mesh net sample (50-µm)				
tblZOOPMET	ZOOP	ZOFN300_GEN_NAT_NTAX	Number of distinct native genera in 300-count subsample of fine-mesh net sample (50-µm)				
tblZOOPMET	ZOOP	ZOFN300_GEN_NTAX	Number of distinct genera in 300-count subsample of fine-mesh net sample (50-µm)				
tblZOOPMET	ZOOP	ZOFN300_NTAX	Number of distinct taxa in the 300-count subsample from the fine net sample (50-um)				
		UID	Unique site visit ID				
		ECO_BIO	Bioregions				
		PUBLICATION_DATE	Publication Date				
