UID,SITE_ID,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,YEAR,VISIT_NO,DATE_COL,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SAMPLE_DEPTH,SECCHI,PUBLICATION_DATE
6724,NLA12_LA-155,PLNLOW,CPL,LA,CPL,2012,1,6/21/2012,,2.7,2.5,,2.6,8/23/2016
6731,NLA12_UT-160,WMTNS,XER,UT,WMTNS,2012,1,6/21/2012,Y,,,,,8/23/2016
6735,NLA12_TX-101,PLNLOW,SPL,TX,PLAINS,2012,1,6/21/2012,,0.18,0.17,,0.175,8/23/2016
6741,NLA12_MI-R09,PLNLOW,UMW,MI,UMW,2012,1,6/21/2012,,6.48,5.92,,6.2,8/23/2016
6742,NLA12_MT-138,PLNLOW,NPL,MT,PLAINS,2012,1,6/21/2012,,0.66,0.65,,0.655,8/23/2016
6744,NLA12_TX-160,PLNLOW,SPL,TX,PLAINS,2012,1,6/22/2012,,0.5,0.4,,0.45,8/23/2016
6746,NLA12_MO-104,EHIGH,SAP,MO,EHIGH,2012,1,6/21/2012,,1.71,1.59,,1.65,8/23/2016
6747,NLA12_MO-117,EHIGH,SAP,MO,EHIGH,2012,1,6/21/2012,,2.55,2.45,,2.5,8/23/2016
6753,NLA12_CO-124,PLNLOW,SPL,CO,PLAINS,2012,1,6/22/2012,,3.85,3.5,,3.675,8/23/2016
6754,NLA12_LA-106,PLNLOW,CPL,LA,CPL,2012,1,6/22/2012,,0.8,0.5,,0.65,8/23/2016
6755,NLA12_LA-109,PLNLOW,CPL,LA,CPL,2012,1,6/24/2012,,0.3,0.2,,0.25,8/23/2016
6762,NLA12_TX-195,PLNLOW,CPL,TX,CPL,2012,1,6/24/2012,,0.4,0.3,,0.35,8/23/2016
6768,NLA12_IA-106,PLNLOW,TPL,IA,PLAINS,2012,1,6/25/2012,,0.6,0.55,,0.575,8/23/2016
6774,NLA12_ND-115,PLNLOW,NPL,ND,PLAINS,2012,2,6/25/2012,,0.9,0.85,,0.875,8/23/2016
6775,NLA12_NV-141,WMTNS,XER,NV,WMTNS,2012,1,6/25/2012,,,2.65,,,8/23/2016
6776,NLA12_WI-140,PLNLOW,TPL,WI,PLAINS,2012,1,6/25/2012,Y,1,1,,1,8/23/2016
6777,NLA12_MD-102,EHIGH,SAP,MD,EHIGH,2012,1,6/25/2012,,0.5,0.4,,0.45,8/23/2016
6780,NLA12_DE-105,PLNLOW,CPL,DE,CPL,2012,1,6/25/2012,Y,,,,,8/23/2016
6781,NLA12_KS-126,PLNLOW,TPL,KS,PLAINS,2012,1,6/25/2012,,0.05,0.04,,0.045,8/23/2016
6783,NLA12_IA-R03,PLNLOW,TPL,IA,PLAINS,2012,1,6/26/2012,,2.3,2.2,,2.25,8/23/2016
6789,NLA12_IA-103,PLNLOW,TPL,IA,PLAINS,2012,1,6/26/2012,,3.02,3,,3.01,8/23/2016
6792,NLA12_VA-R01,EHIGH,SAP,VA,EHIGH,2012,1,6/26/2012,,5.35,5,,5.175,8/23/2016
6793,NLA12_NV-193,WMTNS,WMT,NV,WMTNS,2012,1,6/26/2012,,2.33,2.12,,2.225,8/23/2016
6794,NLA12_TX-187,PLNLOW,CPL,TX,CPL,2012,1,6/26/2012,,0.3,0.2,,0.25,8/23/2016
6795,NLA12_CO-102,WMTNS,WMT,CO,WMTNS,2012,1,6/26/2012,,7.1,7.08,,7.09,8/23/2016
6796,NLA12_KS-106,PLNLOW,SPL,KS,PLAINS,2012,1,6/26/2012,,0.85,0.81,,0.83,8/23/2016
6797,NLA12_LA-141,PLNLOW,CPL,LA,CPL,2012,1,6/25/2012,,0.2,0.1,,0.15,8/23/2016
6798,NLA12_MN-105,PLNLOW,UMW,MN,UMW,2012,1,6/26/2012,,1.2,1.1,,1.15,8/23/2016
6799,NLA12_MT-126,PLNLOW,NPL,MT,PLAINS,2012,1,6/26/2012,Y,,,,,8/23/2016
6800,NLA12_NJ-107,EHIGH,NAP,NJ,EHIGH,2012,1,6/26/2012,,1.2,1.1,,1.15,8/23/2016
6804,NLA12_SD-106,PLNLOW,TPL,SD,PLAINS,2012,1,6/26/2012,,1.3,1.3,,1.3,8/23/2016
6805,NLA12_TX-157,PLNLOW,CPL,TX,CPL,2012,1,6/25/2012,,0.6,0.5,,0.55,8/23/2016
6806,NLA12_WV-113,EHIGH,SAP,WV,EHIGH,2012,1,6/26/2012,,1.3,1.2,,1.25,8/23/2016
6808,NLA12_SD-110,PLNLOW,TPL,SD,PLAINS,2012,1,6/27/2012,,1.25,1.4,,1.325,8/23/2016
6809,NLA12_IL-110,PLNLOW,TPL,IL,PLAINS,2012,1,6/26/2012,,1.35,1.3,,1.325,8/23/2016
6812,NLA12_NH-105,EHIGH,NAP,NH,EHIGH,2012,1,6/26/2012,N,1.9,1.8,,1.85,8/23/2016
6813,NLA12_CT-115,EHIGH,NAP,CT,EHIGH,2012,1,6/26/2012,,4.24,4.14,,4.19,8/23/2016
6815,NLA12_IA-R01,PLNLOW,TPL,IA,PLAINS,2012,1,6/27/2012,,1,1,,1,8/23/2016
6816,NLA12_MN-109,PLNLOW,UMW,MN,UMW,2012,1,6/25/2012,,1.5,1.4,,1.45,8/23/2016
6818,NLA12_VA-R17,EHIGH,SAP,VA,EHIGH,2012,1,6/27/2012,,4.03,4,,4.015,8/23/2016
6821,NLA12_MT-154,PLNLOW,NPL,MT,PLAINS,2012,1,6/27/2012,,0.17,0.19,,0.18,8/23/2016
6823,NLA12_ID-194,WMTNS,XER,ID,WMTNS,2012,1,6/26/2012,N,1.05,1.05,,1.05,8/23/2016
6825,NLA12_UT-173,WMTNS,XER,UT,WMTNS,2012,1,6/27/2012,,2.47,2.35,,2.41,8/23/2016
6826,NLA12_UT-165,WMTNS,WMT,UT,WMTNS,2012,1,6/27/2012,Y,,,,,8/23/2016
6827,NLA12_WV-111,EHIGH,SAP,WV,EHIGH,2012,1,6/27/2012,,2.82,2.61,,2.715,8/23/2016
6829,NLA12_NV-109,WMTNS,XER,NV,WMTNS,2012,1,6/27/2012,,4.2,3.5,,3.85,8/23/2016
6830,NLA12_KS-107,PLNLOW,TPL,KS,PLAINS,2012,1,6/27/2012,,1.18,1.12,,1.15,8/23/2016
6831,NLA12_RI-104,EHIGH,NAP,RI,EHIGH,2012,1,6/27/2012,,1.2,1.1,,1.15,8/23/2016
6832,NLA12_PA-118,EHIGH,NAP,PA,EHIGH,2012,1,6/27/2012,,2,1.73,,1.865,8/23/2016
6833,NLA12_PA-109,EHIGH,NAP,PA,EHIGH,2012,1,6/26/2012,Y,,,,,8/23/2016
6834,NLA12_NY-0102,EHIGH,NAP,NY,EHIGH,2012,1,6/27/2012,,2.4,2.1,,2.25,8/23/2016
6837,NLA12_WV-R01,EHIGH,SAP,WV,EHIGH,2012,1,6/27/2012,,4.3,4.1,,4.2,8/23/2016
6838,NLA12_DE-102,PLNLOW,CPL,DE,CPL,2012,1,6/27/2012,,0.35,0.3,,0.325,8/23/2016
6839,NLA12_MN-150,PLNLOW,UMW,MN,UMW,2012,1,6/27/2012,,1.3,1.2,,1.25,8/23/2016
6840,NLA12_IA-R02,PLNLOW,TPL,IA,PLAINS,2012,1,6/28/2012,,0.3,0.3,,0.3,8/23/2016
6841,NLA12_ND-102,PLNLOW,TPL,ND,PLAINS,2012,1,6/27/2012,,0.48,0.4,,0.44,8/23/2016
6843,NLA12_OR-111,WMTNS,XER,OR,WMTNS,2012,1,6/27/2012,,0.3,0.3,,0.3,8/23/2016
6848,NLA12_IA-113,PLNLOW,TPL,IA,PLAINS,2012,1,6/28/2012,,1.5,1.45,,1.475,8/23/2016
6849,NLA12_TX-107,PLNLOW,SPL,TX,PLAINS,2012,1,6/27/2012,,3.2,3.1,,3.15,8/23/2016
6851,NLA12_KS-121,PLNLOW,TPL,KS,PLAINS,2012,1,6/28/2012,,0.5,0.47,,0.485,8/23/2016
6852,NLA12_ND-119,PLNLOW,TPL,ND,PLAINS,2012,1,6/28/2012,Y,,,,,8/23/2016
6853,NLA12_ND-167,PLNLOW,NPL,ND,PLAINS,2012,1,6/28/2012,,0.75,0.7,,0.725,8/23/2016
6854,NLA12_CT-102,EHIGH,NAP,CT,EHIGH,2012,1,6/28/2012,,6.85,6.85,,6.85,8/23/2016
6856,NLA12_LA-134,PLNLOW,CPL,LA,CPL,2012,2,6/28/2012,,1.1,1,,1.05,8/23/2016
6858,NLA12_NH-103,EHIGH,NAP,NH,EHIGH,2012,1,6/28/2012,N,6.5,6.4,,6.45,8/23/2016
6860,NLA12_TX-105,PLNLOW,CPL,TX,CPL,2012,1,6/28/2012,,0.7,0.68,,0.69,8/23/2016
6865,NLA12_ND-187,PLNLOW,NPL,ND,PLAINS,2012,1,6/26/2012,,1.7,1.6,,1.65,8/23/2016
6866,NLA12_LA-101,PLNLOW,CPL,LA,CPL,2012,2,6/26/2012,,0.9,0.8,,0.85,8/23/2016
6868,NLA12_UT-186,WMTNS,WMT,UT,WMTNS,2012,1,6/28/2012,,1.25,1.03,,1.14,8/23/2016
6869,NLA12_UT-141,WMTNS,XER,UT,WMTNS,2012,1,6/28/2012,,0.2,0.1,,0.15,8/23/2016
6870,NLA12_MN-138,PLNLOW,UMW,MN,UMW,2012,1,6/28/2012,,1,0.9,,0.95,8/23/2016
6871,NLA12_SD-102,PLNLOW,TPL,SD,PLAINS,2012,1,6/28/2012,,1.1,1,,1.05,8/23/2016
6874,NLA12_CO-114,WMTNS,WMT,CO,WMTNS,2012,1,6/27/2012,,1.38,1.41,,1.395,8/23/2016
6875,NLA12_CO-131,WMTNS,XER,CO,WMTNS,2012,1,6/28/2012,,3.7,3.6,,3.65,8/23/2016
6876,NLA12_MN-153,PLNLOW,UMW,MN,UMW,2012,1,6/28/2012,,2.5,2.4,,2.45,8/23/2016
6877,NLA12_WV-112,EHIGH,SAP,WV,EHIGH,2012,1,6/28/2012,,0.45,0.4,,0.425,8/23/2016
6888,NLA12_MT-142,PLNLOW,NPL,MT,PLAINS,2012,1,6/28/2012,Y,,,,,8/23/2016
6889,NLA12_GA-118,EHIGH,SAP,GA,EHIGH,2012,1,6/28/2012,,4.05,4.02,,4.035,8/23/2016
6905,NLA12_MD-105,PLNLOW,CPL,MD,CPL,2012,1,6/28/2012,,1.1,1.1,,1.1,8/23/2016
6915,NLA12_IA-150,PLNLOW,TPL,IA,PLAINS,2012,1,7/2/2012,,1.3,1.05,,1.175,8/23/2016
6918,NLA12_LA-172,PLNLOW,CPL,LA,CPL,2012,1,6/29/2012,,0.5,0.4,,0.45,8/23/2016
6919,NLA12_OK-103,PLNLOW,SPL,OK,PLAINS,2012,1,7/2/2012,,0.9,1,,0.95,8/23/2016
6923,NLA12_OH-103,EHIGH,SAP,OH,EHIGH,2012,1,7/2/2012,,1.92,2.14,,2.03,8/23/2016
6925,NLA12_WA-118,WMTNS,WMT,WA,WMTNS,2012,1,7/2/2012,,3.7,3.8,,3.75,8/23/2016
6926,NLA12_UT-148,WMTNS,XER,UT,WMTNS,2012,1,7/2/2012,,0.2,0.1,,0.15,8/23/2016
6927,NLA12_KS-122,PLNLOW,SPL,KS,PLAINS,2012,1,7/2/2012,,0.7,0.5,,0.6,8/23/2016
6929,NLA12_RI-102,EHIGH,NAP,RI,EHIGH,2012,1,7/2/2012,Y,1.1,1.1,,1.1,8/23/2016
6937,NLA12_ID-168,WMTNS,WMT,ID,WMTNS,2012,1,7/2/2012,N,4.6,4.8,,4.7,8/23/2016
6939,NLA12_KY-107,EHIGH,SAP,KY,EHIGH,2012,2,7/2/2012,,1.4,1.3,,1.35,8/23/2016
6940,NLA12_ID-141,WMTNS,WMT,ID,WMTNS,2012,1,7/3/2012,N,5.1,4.9,,5,8/23/2016
6944,NLA12_UT-125,WMTNS,WMT,UT,WMTNS,2012,1,7/4/2012,,5.8,5.75,,5.775,8/23/2016
6945,NLA12_KY-116,PLNLOW,TPL,KY,PLAINS,2012,1,7/1/2012,,2,1.8,,1.9,8/23/2016
6946,NLA12_KY-101,EHIGH,SAP,KY,EHIGH,2012,2,7/2/2012,,3.5,3.4,,3.45,8/23/2016
6953,NLA12_VT-112,EHIGH,NAP,VT,EHIGH,2012,1,7/5/2012,,1.5,1.4,,1.45,8/23/2016
6958,NLA12_ID-113,WMTNS,WMT,ID,WMTNS,2012,1,7/3/2012,N,2.4,2.3,,2.35,8/23/2016
6959,NLA12_ID-101,WMTNS,WMT,ID,WMTNS,2012,1,7/2/2012,N,4.7,4.5,,4.6,8/23/2016
6963,NLA12_SD-183,PLNLOW,NPL,SD,PLAINS,2012,1,7/5/2012,,0.7,0.6,,0.65,8/23/2016
6964,NLA12_ND-196,PLNLOW,NPL,ND,PLAINS,2012,1,7/5/2012,N,0.88,0.8,,0.84,8/23/2016
6966,NLA12_UT-260,WMTNS,WMT,UT,WMTNS,2012,1,7/5/2012,,3.1,3,,3.05,8/23/2016
6967,NLA12_RI-111,EHIGH,NAP,RI,EHIGH,2012,1,7/5/2012,,2.4,1.9,,2.15,8/23/2016
6968,NLA12_MD-101,EHIGH,SAP,MD,EHIGH,2012,1,7/5/2012,,4.8,4.5,,4.65,8/23/2016
6969,NLA12_KS-101,PLNLOW,SPL,KS,PLAINS,2012,2,7/5/2012,,0.05,0.04,,0.045,8/23/2016
6970,NLA12_ID-209,WMTNS,WMT,ID,WMTNS,2012,1,7/5/2012,Y,4.6,4.6,,4.6,8/23/2016
6971,NLA12_ID-175,WMTNS,XER,ID,WMTNS,2012,1,7/5/2012,N,0.25,0.2,,0.225,8/23/2016
6976,NLA12_CO-108,WMTNS,WMT,CO,WMTNS,2012,1,7/5/2012,Y,,,,,8/23/2016
6977,NLA12_IA-152,PLNLOW,TPL,IA,PLAINS,2012,1,7/5/2012,,1.15,1.1,,1.125,8/23/2016
6981,NLA12_ND-106,PLNLOW,TPL,ND,PLAINS,2012,1,7/5/2012,,2.7,2.6,,2.65,8/23/2016
6983,NLA12_WA-157,WMTNS,WMT,WA,WMTNS,2012,1,7/4/2012,Y,,,,,8/23/2016
6984,NLA12_WA-121,WMTNS,WMT,WA,WMTNS,2012,1,7/5/2012,,4.3,4.1,,4.2,8/23/2016
6992,NLA12_MO-108,EHIGH,SAP,MO,EHIGH,2012,1,7/5/2012,,2.85,2.88,,2.865,8/23/2016
6999,NLA12_WY-104,PLNLOW,NPL,WY,PLAINS,2012,1,7/6/2012,,7,6.75,,6.875,8/23/2016
7000,NLA12_WY-107,PLNLOW,SPL,WY,PLAINS,2012,1,7/7/2012,,2.25,2,,2.125,8/23/2016
7001,NLA12_MI-111,PLNLOW,TPL,MI,PLAINS,2012,1,7/5/2012,,1.3,1.2,,1.25,8/23/2016
7002,NLA12_MI-114,PLNLOW,UMW,MI,UMW,2012,1,7/6/2012,,2.35,2.25,,2.3,8/23/2016
7004,NLA12_MI-135,PLNLOW,UMW,MI,UMW,2012,1,7/6/2012,,3,2.7,,2.85,8/23/2016
7005,NLA12_MI-155,PLNLOW,UMW,MI,UMW,2012,1,7/5/2012,,1.5,1.4,,1.45,8/23/2016
7006,NLA12_WY-130,WMTNS,XER,WY,WMTNS,2012,1,7/8/2012,,2.5,2.5,,2.5,8/23/2016
7017,NLA12_IA-104,PLNLOW,TPL,IA,PLAINS,2012,1,7/9/2012,,1.7,1.5,,1.6,8/23/2016
7020,NLA12_CA-101,WMTNS,XER,CA,WMTNS,2012,1,7/9/2012,,1.75,1.5,,1.625,8/23/2016
7021,NLA12_GA-105,EHIGH,SAP,GA,EHIGH,2012,1,7/9/2012,,3.25,3.23,,3.24,8/23/2016
7022,NLA12_MT-107,PLNLOW,NPL,MT,PLAINS,2012,1,7/9/2012,,1.3,1.1,,1.2,8/23/2016
7023,NLA12_OK-105,PLNLOW,SPL,OK,PLAINS,2012,1,7/9/2012,,0.3,0.25,,0.275,8/23/2016
7026,NLA12_WY-105,WMTNS,XER,WY,WMTNS,2012,1,7/9/2012,,2.5,2.5,,2.5,8/23/2016
7027,NLA12_OR-104,WMTNS,WMT,OR,WMTNS,2012,1,7/9/2012,,1.5,1.2,,1.35,8/23/2016
7028,NLA12_OK-106,PLNLOW,SPL,OK,PLAINS,2012,1,7/9/2012,,0.45,0.4,,0.425,8/23/2016
7039,NLA12_ND-101,PLNLOW,TPL,ND,PLAINS,2012,2,7/9/2012,,0.6,0.5,,0.55,8/23/2016
7041,NLA12_IA-127,PLNLOW,TPL,IA,PLAINS,2012,1,7/10/2012,,0.86,0.76,,0.81,8/23/2016
7042,NLA12_MO-R02,EHIGH,SAP,MO,EHIGH,2012,1,7/10/2012,,2.8,2.7,,2.75,8/23/2016
7043,NLA12_NJ-131,PLNLOW,CPL,NJ,CPL,2012,1,7/9/2012,Y,0.9,0.8,,0.85,8/23/2016
7052,NLA12_MN-147,PLNLOW,UMW,MN,UMW,2012,1,7/10/2012,,3,2.75,,2.875,8/23/2016
7053,NLA12_VA-111,PLNLOW,CPL,VA,CPL,2012,1,7/10/2012,,0.62,0.6,,0.61,8/23/2016
7054,NLA12_VA-101,EHIGH,SAP,VA,EHIGH,2012,1,7/10/2012,,0.68,0.65,,0.665,8/23/2016
7055,NLA12_WA-138,WMTNS,WMT,WA,WMTNS,2012,1,7/10/2012,,3.35,2.95,,3.15,8/23/2016
7056,NLA12_VT-R01,EHIGH,NAP,VT,EHIGH,2012,1,7/10/2012,Y,,,,,8/23/2016
7057,NLA12_UT-169,WMTNS,WMT,UT,WMTNS,2012,1,7/10/2012,,0.85,0.75,,0.8,8/23/2016
7058,NLA12_NJ-118,EHIGH,NAP,NJ,EHIGH,2012,1,7/10/2012,,1.5,1.3,,1.4,8/23/2016
7059,NLA12_OK-117,PLNLOW,SPL,OK,PLAINS,2012,1,7/10/2012,,0.3,0.25,,0.275,8/23/2016
7061,NLA12_MN-123,PLNLOW,TPL,MN,PLAINS,2012,1,7/10/2012,,0.8,0.6,,0.7,8/23/2016
7062,NLA12_SD-126,PLNLOW,TPL,SD,PLAINS,2012,1,7/10/2012,,3,2.5,,2.75,8/23/2016
7063,NLA12_TX-176,PLNLOW,SPL,TX,PLAINS,2012,1,7/10/2012,,0.4,0.3,,0.35,8/23/2016
7064,NLA12_CA-180,WMTNS,XER,CA,WMTNS,2012,1,7/10/2012,,5,4.8,,4.9,8/23/2016
7065,NLA12_MT-143,PLNLOW,NPL,MT,PLAINS,2012,1,7/10/2012,,3.75,3.05,,3.4,8/23/2016
7067,NLA12_ND-134,PLNLOW,NPL,ND,PLAINS,2012,1,7/10/2012,,0.68,0.6,,0.64,8/23/2016
7068,NLA12_ND-107,PLNLOW,NPL,ND,PLAINS,2012,1,7/10/2012,,0.6,0.5,,0.55,8/23/2016
7086,NLA12_MO-R01,EHIGH,SAP,MO,EHIGH,2012,1,7/11/2012,,5,4.8,,4.9,8/23/2016
7088,NLA12_WY-135,WMTNS,WMT,WY,WMTNS,2012,1,7/11/2012,,2.5,2.75,,2.625,8/23/2016
7089,NLA12_WY-131,WMTNS,XER,WY,WMTNS,2012,1,7/10/2012,,3,2.9,2,2.95,8/23/2016
7091,NLA12_CT-104,EHIGH,NAP,CT,EHIGH,2012,1,7/11/2012,,1.45,1.45,,1.45,8/23/2016
7092,NLA12_RI-110,EHIGH,NAP,RI,EHIGH,2012,1,7/10/2012,,0.68,0.57,,0.625,8/23/2016
7094,NLA12_VA-121,PLNLOW,CPL,VA,CPL,2012,1,7/11/2012,,0.55,0.51,,0.53,8/23/2016
7095,NLA12_VA-105,EHIGH,SAP,VA,EHIGH,2012,1,7/11/2012,,0.95,0.82,,0.885,8/23/2016
7096,NLA12_VT-R02,EHIGH,NAP,VT,EHIGH,2012,1,7/11/2012,,9.3,9.34,,9.32,8/23/2016
7097,NLA12_UT-210,WMTNS,WMT,UT,WMTNS,2012,1,7/11/2012,,3.3,3.25,,3.275,8/23/2016
7100,NLA12_OR-169,WMTNS,WMT,OR,WMTNS,2012,1,7/11/2012,,4.5,3.6,,4.05,8/23/2016
7102,NLA12_CO-115,WMTNS,WMT,CO,WMTNS,2012,1,7/11/2012,Y,,,,,8/23/2016
7103,NLA12_MI-101,PLNLOW,UMW,MI,UMW,2012,1,7/11/2012,,2.7,2.6,,2.65,8/23/2016
7104,NLA12_NH-102,EHIGH,NAP,NH,EHIGH,2012,1,7/11/2012,N,1.8,1.7,,1.75,8/23/2016
7105,NLA12_OH-136,EHIGH,NAP,OH,EHIGH,2012,1,7/11/2012,,0.36,0.32,,0.34,8/23/2016
7106,NLA12_OK-302,PLNLOW,SPL,OK,PLAINS,2012,1,7/11/2012,,2.2,2.18,,2.19,8/23/2016
7107,NLA12_SD-158,PLNLOW,TPL,SD,PLAINS,2012,1,7/11/2012,,0.5,0.45,,0.475,8/23/2016
7108,NLA12_TX-170,PLNLOW,CPL,TX,CPL,2012,1,7/11/2012,,0.66,0.64,,0.65,8/23/2016
7109,NLA12_TX-190,PLNLOW,SPL,TX,PLAINS,2012,1,7/11/2012,,0.6,0.5,,0.55,8/23/2016
7113,NLA12_PA-105,EHIGH,NAP,PA,EHIGH,2012,1,7/10/2012,,2.75,2.46,,2.605,8/23/2016
7122,NLA12_PA-110,EHIGH,NAP,PA,EHIGH,2012,1,7/11/2012,,0.9,0.8,,0.85,8/23/2016
7124,NLA12_MN-101,PLNLOW,UMW,MN,UMW,2012,1,7/11/2012,,2.1,2,,2.05,8/23/2016
7125,NLA12_IA-134,PLNLOW,TPL,IA,PLAINS,2012,1,7/12/2012,,0.45,0.42,,0.435,8/23/2016
7126,NLA12_CA-105,WMTNS,XER,CA,WMTNS,2012,1,7/11/2012,,0.7,0.6,,0.65,8/23/2016
7132,NLA12_MO-115,PLNLOW,TPL,MO,PLAINS,2012,1,7/11/2012,,1.42,1.35,,1.385,8/23/2016
7133,NLA12_MT-108,PLNLOW,NPL,MT,PLAINS,2012,1,7/11/2012,,0.7,0.55,,0.625,8/23/2016
7135,NLA12_NV-105,WMTNS,XER,NV,WMTNS,2012,1,7/11/2012,,0.66,0.6,,0.63,8/23/2016
7136,NLA12_NV-119,WMTNS,XER,NV,WMTNS,2012,1,7/10/2012,,1.45,1.35,,1.4,8/23/2016
7137,NLA12_NV-104,WMTNS,XER,NV,WMTNS,2012,1,7/12/2012,,0.7,0.65,,0.675,8/23/2016
7138,NLA12_RI-112,EHIGH,NAP,RI,EHIGH,2012,1,7/11/2012,,1.3,1,,1.15,8/23/2016
7141,NLA12_MN-116,PLNLOW,UMW,MN,UMW,2012,1,7/12/2012,,0.7,0.7,,0.7,8/23/2016
7148,NLA12_WA-141,WMTNS,WMT,WA,WMTNS,2012,1,7/11/2012,,3.3,3.3,,3.3,8/23/2016
7149,NLA12_RI-113,EHIGH,NAP,RI,EHIGH,2012,1,7/12/2012,,1.4,1.2,,1.3,8/23/2016
7150,NLA12_SD-111,PLNLOW,TPL,SD,PLAINS,2012,1,7/12/2012,,4,4,,4,8/23/2016
7151,NLA12_NJ-102,EHIGH,NAP,NJ,EHIGH,2012,1,7/12/2012,,1,0.9,,0.95,8/23/2016
7152,NLA12_NJ-119,EHIGH,NAP,NJ,EHIGH,2012,1,7/11/2012,,2.5,2.3,,2.4,8/23/2016
7153,NLA12_UT-101,WMTNS,WMT,UT,WMTNS,2012,2,7/12/2012,Y,1.9,1.9,,1.9,8/23/2016
7154,NLA12_UT-222,WMTNS,WMT,UT,WMTNS,2012,1,7/12/2012,,1.4,1.3,,1.35,8/23/2016
7155,NLA12_UT-137,WMTNS,WMT,UT,WMTNS,2012,1,7/11/2012,,2.1,1.92,,2.01,8/23/2016
7163,NLA12_ID-112,WMTNS,WMT,ID,WMTNS,2012,1,7/12/2012,,3.2,3,,3.1,8/23/2016
7164,NLA12_ID-102,WMTNS,WMT,ID,WMTNS,2012,1,7/13/2012,Y,,,,,8/23/2016
7167,NLA12_ID-108,WMTNS,WMT,ID,WMTNS,2012,1,7/13/2012,,3.3,3.25,,3.275,8/23/2016
7168,NLA12_ID-207,WMTNS,WMT,ID,WMTNS,2012,1,7/12/2012,,1.9,2.05,,1.975,8/23/2016
7172,NLA12_CA-R13,WMTNS,WMT,CA,WMTNS,2012,1,7/13/2012,,11,10,,10.5,8/23/2016
7173,NLA12_CO-101,PLNLOW,SPL,CO,PLAINS,2012,1,7/13/2012,,0.43,0.4,,0.415,8/23/2016
7174,NLA12_NY-R02,EHIGH,NAP,NY,EHIGH,2012,1,7/11/2012,,7.9,7.3,,7.6,8/23/2016
7178,NLA12_TX-136,PLNLOW,SPL,TX,PLAINS,2012,1,7/15/2012,,0.4,0.3,,0.35,8/23/2016
7179,NLA12_WA-101,WMTNS,WMT,WA,WMTNS,2012,1,7/12/2012,,0.95,0.93,,0.94,8/23/2016
7187,NLA12_ID-165,WMTNS,WMT,ID,WMTNS,2012,1,7/15/2012,,2.6,2.4,,2.5,8/23/2016
7188,NLA12_ID-121,WMTNS,WMT,ID,WMTNS,2012,1,7/14/2012,Y,,,,,8/23/2016
7189,NLA12_ID-105,WMTNS,WMT,ID,WMTNS,2012,1,7/13/2012,,2.6,2.5,,2.55,8/23/2016
7190,NLA12_NY-0106,EHIGH,NAP,NY,EHIGH,2012,1,7/12/2012,,4.5,4.2,,4.35,8/23/2016
7196,NLA12_VA-109,EHIGH,SAP,VA,EHIGH,2012,2,7/16/2012,Y,,1.8,,,8/23/2016
7199,NLA12_SD-134,PLNLOW,NPL,SD,PLAINS,2012,1,7/16/2012,,,0.63,,,8/23/2016
7200,NLA12_CA-R12,WMTNS,WMT,CA,WMTNS,2012,1,7/15/2012,,5.5,5.5,,5.5,8/23/2016
7205,NLA12_TX-111,PLNLOW,SPL,TX,PLAINS,2012,1,7/16/2012,,1,0.9,,0.95,8/23/2016
7206,NLA12_NY-0110,EHIGH,NAP,NY,EHIGH,2012,1,7/15/2012,,3.4,3.3,,3.35,8/23/2016
7207,NLA12_OR-113,WMTNS,WMT,OR,WMTNS,2012,1,7/16/2012,,2.6,2.4,,2.5,8/23/2016
7208,NLA12_CA-190,WMTNS,XER,CA,WMTNS,2012,1,7/16/2012,,0.37,0.26,,0.315,8/23/2016
7209,NLA12_NJ-104,PLNLOW,CPL,NJ,CPL,2012,1,7/15/2012,,0.9,0.8,,0.85,8/23/2016
7210,NLA12_NJ-101,EHIGH,NAP,NJ,EHIGH,2012,1,7/13/2012,,1.2,1.1,,1.15,8/23/2016
7217,NLA12_IL-118,PLNLOW,TPL,IL,PLAINS,2012,1,7/17/2012,,0.38,0.35,,0.365,8/23/2016
7219,NLA12_MD-115,PLNLOW,CPL,MD,CPL,2012,1,7/17/2012,,0.4,0.3,,0.35,8/23/2016
7224,NLA12_CT-118,EHIGH,NAP,CT,EHIGH,2012,1,7/17/2012,,4.35,4.35,,4.35,8/23/2016
7225,NLA12_UT-294,WMTNS,WMT,UT,WMTNS,2012,1,7/17/2012,,6.95,5.5,,6.225,8/23/2016
7226,NLA12_OR-123,WMTNS,WMT,OR,WMTNS,2012,1,7/17/2012,,3.1,2.9,,3,8/23/2016
7228,NLA12_AL-102,EHIGH,SAP,AL,EHIGH,2012,1,7/17/2012,,0.7,0.65,,0.675,8/23/2016
7229,NLA12_CA-154,WMTNS,XER,CA,WMTNS,2012,1,7/17/2012,,0.47,0.31,,0.39,8/23/2016
7230,NLA12_CA-R06,WMTNS,WMT,CA,WMTNS,2012,1,7/16/2012,Y,6,6,,6,8/23/2016
7231,NLA12_NH-111,EHIGH,NAP,NH,EHIGH,2012,1,7/17/2012,,2.9,2.8,,2.85,8/23/2016
7232,NLA12_OH-118,PLNLOW,TPL,OH,PLAINS,2012,1,7/17/2012,,1.22,1.17,,1.195,8/23/2016
7233,NLA12_RI-103,EHIGH,NAP,RI,EHIGH,2012,1,7/17/2012,,2,1.8,,1.9,8/23/2016
