UID,SITE_ID,VISIT_NO,DATE_COL,ECO_BIO,AGGR_ECO3_2015,AGGR_ECO9_2015,ZOOP_COND,MMI_ZOOP_NLA6,ABUN_PT,CLAD_PT,COPE_PT,ROTI_PT,RICH_PT,TROP_PT,PUBLICATION_DATE
6665,NLA12_UT-105,1,6/19/2012,WMTNS,WMTNS,WMT,Good,73.03,9.83,7.31,5.81,7.87,7.5,5.5,8/19/2016
6666,NLA12_TX-117,1,6/19/2012,CPL,PLNLOW,CPL,Poor,24.43,2.8,0,4.18,0,6,1.68,8/19/2016
6667,NLA12_OR-110,1,6/18/2012,WMTNS,WMTNS,WMT,Fair,56.63,7.46,3.47,8.96,7.18,0.83,6.08,8/19/2016
6668,NLA12_OK-120,1,6/19/2012,PLAINS,PLNLOW,SPL,Good,42.98,3.11,0.07,0.57,6.43,6.67,8.94,8/19/2016
6669,NLA12_OK-104,1,6/19/2012,PLAINS,PLNLOW,SPL,Good,63.77,10,0.45,0.03,10,7.78,10,8/19/2016
6670,NLA12_NH-101,1,6/19/2012,EHIGH,EHIGH,NAP,Good,85.72,9.11,9.96,9.34,9.95,7.96,5.11,8/19/2016
6680,NLA12_MI-R08,1,6/20/2012,UMW,PLNLOW,UMW,Fair,62.67,10,4.21,5.91,8.37,2.51,6.6,8/19/2016
6683,NLA12_SD-172,1,6/20/2012,PLAINS,PLNLOW,NPL,Good,49.03,8.83,0.15,2.39,5,3.33,9.72,8/19/2016
6684,NLA12_SD-124,1,6/19/2012,PLAINS,PLNLOW,NPL,Poor,26.95,0.86,0.95,0,2.14,2.22,10,8/19/2016
6685,NLA12_SD-140,1,6/19/2012,PLAINS,PLNLOW,NPL,Fair,42.63,3.78,0.22,0.05,7.86,5.56,8.11,8/19/2016
6686,NLA12_MN-108,1,6/19/2012,UMW,PLNLOW,UMW,Good,69.52,10,4.21,9.27,8.78,4.34,5.11,8/19/2016
6689,NLA12_CT-101,1,6/20/2012,EHIGH,EHIGH,NAP,Good,70.85,8.32,9.87,8.51,3.83,5.09,6.89,8/19/2016
6690,NLA12_NH-R04,1,6/18/2012,EHIGH,EHIGH,NAP,Good,80.95,9.23,10,9.61,9.26,3.86,6.61,8/19/2016
6692,NLA12_WV-101,1,6/19/2012,EHIGH,EHIGH,SAP,Good,71.77,9.02,9.95,9.09,9.85,1.82,3.33,8/19/2016
6693,NLA12_ND-155,1,6/20/2012,PLAINS,PLNLOW,NPL,Fair,37.57,10,0,0,1.43,1.11,10,8/19/2016
6694,NLA12_NY-0101,1,6/20/2012,EHIGH,EHIGH,NAP,Poor,58.95,9.5,0,10,5.87,0,10,8/19/2016
6695,NLA12_OK-109,1,6/20/2012,PLAINS,PLNLOW,TPL,Fair,37.8,2.05,0.03,0.14,5.71,6.67,8.08,8/19/2016
6696,NLA12_MT-118,1,6/20/2012,PLAINS,PLNLOW,NPL,Poor,0.07,0,0,0.04,0,0,0,8/19/2016
6697,NLA12_ND-151,1,6/20/2012,PLAINS,PLNLOW,NPL,Poor,29.85,1.17,2.77,0.17,2.14,3.33,8.33,8/19/2016
6714,NLA12_WV-115,1,6/20/2012,EHIGH,EHIGH,SAP,Fair,62.05,4.87,0,8.31,10,5.7,8.35,8/19/2016
6715,NLA12_NH-112,1,6/21/2012,EHIGH,EHIGH,NAP,Good,82.72,9.76,8.56,8,4.23,10,9.08,8/19/2016
6716,NLA12_MN-163,1,6/21/2012,UMW,PLNLOW,UMW,Poor,48.57,0,5.71,7.29,4.52,2.37,9.25,8/19/2016
6717,NLA12_ND-173,1,6/21/2012,PLAINS,PLNLOW,NPL,Poor,30.15,0.04,1.51,0,3.57,4.44,8.53,8/19/2016
6718,NLA12_LA-104,1,6/20/2012,CPL,PLNLOW,CPL,Fair,57.8,9.82,9.41,2.37,0,9,4.08,8/19/2016
6719,NLA12_NV-103,1,6/19/2012,WMTNS,WMTNS,XER,Fair,58.28,5.07,3.66,9.69,6.42,2.5,7.63,8/19/2016
6720,NLA12_NV-102,1,6/20/2012,WMTNS,WMTNS,XER,Good,67.25,10,3.29,5.81,10,5,6.25,8/19/2016
6721,NLA12_MN-130,1,6/21/2012,UMW,PLNLOW,UMW,Good,77.98,10,5.71,9.92,4.74,6.65,9.77,8/19/2016
6722,NLA12_KS-109,2,6/21/2012,PLAINS,PLNLOW,TPL,Good,57.35,6.42,7.19,0.02,6.43,4.44,9.91,8/19/2016
6723,NLA12_LA-154,1,6/21/2012,CPL,PLNLOW,CPL,Fair,49.77,4.96,9.29,1.39,0,7,7.22,8/19/2016
6724,NLA12_LA-155,1,6/21/2012,CPL,PLNLOW,CPL,Good,64.58,9.27,9.88,8.24,0,5,6.36,8/19/2016
6731,NLA12_UT-160,1,6/21/2012,WMTNS,WMTNS,XER,Fair,57.95,10,3.66,5.31,1.97,8.33,5.5,8/19/2016
6735,NLA12_TX-101,1,6/21/2012,PLAINS,PLNLOW,SPL,Good,47.18,9.32,1.99,0.02,2.86,4.44,9.68,8/19/2016
6741,NLA12_MI-R09,1,6/21/2012,UMW,PLNLOW,UMW,Good,69.23,10,4.45,8.71,8.59,3.69,6.1,8/19/2016
6742,NLA12_MT-138,1,6/21/2012,PLAINS,PLNLOW,NPL,Poor,17.97,0.78,0,0,0,0,10,8/19/2016
6744,NLA12_TX-160,1,6/22/2012,PLAINS,PLNLOW,SPL,Good,65.37,10,0.51,0.02,10,8.89,9.8,8/19/2016
6746,NLA12_MO-104,1,6/21/2012,EHIGH,EHIGH,SAP,Fair,69.68,9.95,10,9.1,2.9,3.86,6,8/19/2016
6747,NLA12_MO-117,1,6/21/2012,EHIGH,EHIGH,SAP,Good,82.28,9.22,9.9,8.86,9.41,5.09,6.89,8/19/2016
6753,NLA12_CO-124,1,6/22/2012,PLAINS,PLNLOW,SPL,Poor,18.92,0.41,0.49,0,0,1.11,9.34,8/19/2016
6754,NLA12_LA-106,1,6/22/2012,CPL,PLNLOW,CPL,Fair,53.2,9.53,9.92,1.52,0.02,9,1.93,8/19/2016
6755,NLA12_LA-109,1,6/24/2012,CPL,PLNLOW,CPL,Poor,43.27,10,5.81,7.04,0,0,3.11,8/19/2016
6762,NLA12_TX-195,1,6/24/2012,CPL,PLNLOW,CPL,Good,61.42,8.52,9.4,10,0,7,1.93,8/19/2016
6768,NLA12_IA-106,1,6/25/2012,PLAINS,PLNLOW,TPL,Good,74.88,10,4.91,0.04,10,10,9.98,8/19/2016
6774,NLA12_ND-115,2,6/25/2012,PLAINS,PLNLOW,NPL,Poor,18.05,0.47,0.24,0.07,0,1.11,8.94,8/19/2016
6775,NLA12_NV-141,1,6/25/2012,WMTNS,WMTNS,XER,Poor,50.7,9.86,4.11,6.84,0.44,9.17,0,8/19/2016
6776,NLA12_WI-140,1,6/25/2012,PLAINS,PLNLOW,TPL,Fair,34.32,1.65,0.7,0.51,3.57,5.56,8.6,8/19/2016
6777,NLA12_MD-102,1,6/25/2012,EHIGH,EHIGH,SAP,Poor,43.12,9.57,9.75,1.74,2.99,1.82,0,8/19/2016
6780,NLA12_DE-105,1,6/25/2012,CPL,PLNLOW,CPL,Good,71.38,9.31,9.84,4.12,4.15,8,7.41,8/19/2016
6781,NLA12_KS-126,1,6/25/2012,PLAINS,PLNLOW,TPL,Poor,27.22,0.2,0.67,0.25,6.43,6.67,2.11,8/19/2016
6783,NLA12_IA-R03,1,6/26/2012,PLAINS,PLNLOW,TPL,Good,43.98,2.28,0,0,8.57,5.56,9.98,8/19/2016
6789,NLA12_IA-103,1,6/26/2012,PLAINS,PLNLOW,TPL,Good,58.23,4.29,7.91,0.04,5,8.89,8.81,8/19/2016
6792,NLA12_VA-R01,1,6/26/2012,EHIGH,EHIGH,SAP,Good,75.13,9.75,10,9.71,9.11,3.18,3.33,8/19/2016
6793,NLA12_NV-193,1,6/26/2012,WMTNS,WMTNS,WMT,Fair,59,4.6,2.35,9.62,6.48,5,7.35,8/19/2016
6794,NLA12_TX-187,1,6/26/2012,CPL,PLNLOW,CPL,Poor,43.53,1.54,9.76,9.82,0,5,0,8/19/2016
6795,NLA12_CO-102,1,6/26/2012,WMTNS,WMTNS,WMT,Good,72.13,9.87,6.58,8.01,5.9,6.67,6.25,8/19/2016
6796,NLA12_KS-106,1,6/26/2012,PLAINS,PLNLOW,SPL,Good,67.38,9.02,10,0,6.43,5.56,9.42,8/19/2016
6797,NLA12_LA-141,1,6/25/2012,CPL,PLNLOW,CPL,Fair,50,10,10,10,0,0,0,8/19/2016
6798,NLA12_MN-105,1,6/26/2012,UMW,PLNLOW,UMW,Fair,59.82,10,4.21,7.98,6.38,3.69,3.63,8/19/2016
6799,NLA12_MT-126,1,6/26/2012,PLAINS,PLNLOW,NPL,Poor,2.07,0,0.02,0.11,0,1.11,0,8/19/2016
6800,NLA12_NJ-107,1,6/26/2012,EHIGH,EHIGH,NAP,Poor,49.7,8.83,9.76,0,4.6,5.43,1.2,8/19/2016
6804,NLA12_SD-106,1,6/26/2012,PLAINS,PLNLOW,TPL,Good,48.95,0.04,0.16,0,10,10,9.17,8/19/2016
6805,NLA12_TX-157,1,6/25/2012,CPL,PLNLOW,CPL,Fair,56.27,8.95,9.96,9.09,0,2,3.76,8/19/2016
6806,NLA12_WV-113,1,6/26/2012,EHIGH,EHIGH,SAP,Good,76.35,9.99,9.58,9.61,2.47,7.27,6.89,8/19/2016
6808,NLA12_SD-110,1,6/27/2012,PLAINS,PLNLOW,TPL,Poor,26.52,0.38,0.17,0.02,2.14,4.44,8.76,8/19/2016
6809,NLA12_IL-110,1,6/26/2012,PLAINS,PLNLOW,TPL,Good,45.15,3.24,5.61,0.02,4.29,4.44,9.49,8/19/2016
6812,NLA12_NH-105,1,6/26/2012,EHIGH,EHIGH,NAP,Good,75.82,5.88,9.01,5.32,9.84,6.24,9.2,8/19/2016
6813,NLA12_CT-115,1,6/26/2012,EHIGH,EHIGH,NAP,Fair,67.82,9.2,4.79,9.23,6.38,5.09,6,8/19/2016
6815,NLA12_IA-R01,1,6/27/2012,PLAINS,PLNLOW,TPL,Good,57.95,3.71,6.79,0.05,5.71,8.89,9.62,8/19/2016
6816,NLA12_MN-109,1,6/25/2012,UMW,PLNLOW,UMW,Good,80.98,10,10,9.68,6.53,3.1,9.28,8/19/2016
6818,NLA12_VA-R17,1,6/27/2012,EHIGH,EHIGH,SAP,Good,75.88,9.94,8.02,10,2.99,5.91,8.67,8/19/2016
6821,NLA12_MT-154,1,6/27/2012,PLAINS,PLNLOW,NPL,Fair,33.33,10,0,0,0,0,10,8/19/2016
6823,NLA12_ID-194,1,6/26/2012,WMTNS,WMTNS,XER,Poor,50.67,9.92,4.11,7.06,0.98,8.33,0,8/19/2016
6825,NLA12_UT-173,1,6/27/2012,WMTNS,WMTNS,XER,Good,64.77,9.6,4.39,9.51,6.48,4.17,4.71,8/19/2016
6826,NLA12_UT-165,1,6/27/2012,WMTNS,WMTNS,WMT,Fair,56.4,9.2,4.7,6.35,1.69,8.33,3.57,8/19/2016
6827,NLA12_WV-111,1,6/27/2012,EHIGH,EHIGH,SAP,Poor,48.15,3.19,0,7.05,9.67,5.09,3.89,8/19/2016
6829,NLA12_NV-109,1,6/27/2012,WMTNS,WMTNS,XER,Fair,60.18,9.91,0,3.89,4.81,7.5,10,8/19/2016
6830,NLA12_KS-107,1,6/27/2012,PLAINS,PLNLOW,TPL,Good,71.47,10,0.79,4.96,7.14,10,9.99,8/19/2016
6831,NLA12_RI-104,1,6/27/2012,EHIGH,EHIGH,NAP,Good,71.38,9.94,9.95,8.98,0.55,6.52,6.89,8/19/2016
6832,NLA12_PA-118,1,6/27/2012,EHIGH,EHIGH,NAP,Fair,69.3,8.23,9.21,6.95,7.61,0.15,9.43,8/19/2016
6833,NLA12_PA-109,1,6/26/2012,EHIGH,EHIGH,NAP,Good,76.77,9.62,9.68,9.02,3.99,4.55,9.2,8/19/2016
6834,NLA12_NY-0102,1,6/27/2012,EHIGH,EHIGH,NAP,Fair,64.38,10,9.43,10,0,0,9.2,8/19/2016
6837,NLA12_WV-R01,1,6/27/2012,EHIGH,EHIGH,SAP,Good,82.85,9.39,3.57,9.92,7.4,10,9.43,8/19/2016
6839,NLA12_MN-150,1,6/27/2012,UMW,PLNLOW,UMW,Good,82.63,10,5.34,9.39,8.29,7.68,8.88,8/19/2016
6840,NLA12_IA-R02,1,6/28/2012,PLAINS,PLNLOW,TPL,Good,43.53,5.89,1.34,0.02,5.71,3.33,9.83,8/19/2016
6841,NLA12_ND-102,1,6/27/2012,PLAINS,PLNLOW,TPL,Poor,19.6,1.04,1.03,0.24,0,0,9.45,8/19/2016
6843,NLA12_OR-111,1,6/27/2012,WMTNS,WMTNS,XER,Poor,48.55,10,4.7,0,1.69,9.17,3.57,8/19/2016
6848,NLA12_IA-113,1,6/28/2012,PLAINS,PLNLOW,TPL,Poor,31.67,4.63,0.02,0.04,2.14,2.22,9.95,8/19/2016
6849,NLA12_TX-107,1,6/27/2012,PLAINS,PLNLOW,SPL,Good,59.17,8.23,8.3,0.17,5.71,4.44,8.65,8/19/2016
6851,NLA12_KS-121,1,6/28/2012,PLAINS,PLNLOW,TPL,Poor,31.25,1.2,2.59,0.07,2.14,3.33,9.42,8/19/2016
6852,NLA12_ND-119,1,6/28/2012,PLAINS,PLNLOW,TPL,Poor,14.97,0.81,0.16,0.43,1.43,3.33,2.82,8/19/2016
6853,NLA12_ND-167,1,6/28/2012,PLAINS,PLNLOW,NPL,Poor,4.42,0.15,0.46,0.22,0.71,1.11,0,8/19/2016
6854,NLA12_CT-102,1,6/28/2012,EHIGH,EHIGH,NAP,Good,83.53,9.68,9.86,9.9,9.91,4.77,6,8/19/2016
6856,NLA12_LA-134,2,6/28/2012,CPL,PLNLOW,CPL,Fair,54.97,10,3.99,9.41,0,4,5.58,8/19/2016
6858,NLA12_NH-103,1,6/28/2012,EHIGH,EHIGH,NAP,Fair,65.43,10,9.98,9.79,0,2.23,7.26,8/19/2016
6860,NLA12_TX-105,1,6/28/2012,CPL,PLNLOW,CPL,Poor,31.18,9.77,0,0,0.14,6,2.8,8/19/2016
6865,NLA12_ND-187,1,6/26/2012,PLAINS,PLNLOW,NPL,Good,44.23,0.83,8.35,0.12,7.14,6.67,3.43,8/19/2016
6866,NLA12_LA-101,2,6/26/2012,CPL,PLNLOW,CPL,Poor,44.38,10,9.91,0,0.61,3,3.11,8/19/2016
6868,NLA12_UT-186,1,6/28/2012,WMTNS,WMTNS,WMT,Poor,44.98,9.34,4.11,0,0,9.17,4.37,8/19/2016
6869,NLA12_UT-141,1,6/28/2012,WMTNS,WMTNS,XER,Poor,44.75,0.06,1.5,9.65,7.69,0,7.95,8/19/2016
6870,NLA12_MN-138,1,6/28/2012,UMW,PLNLOW,UMW,Good,82.43,10,4.45,9.99,7.35,7.68,9.99,8/19/2016
6871,NLA12_SD-102,1,6/28/2012,PLAINS,PLNLOW,TPL,Poor,12.77,0.09,0.27,0.04,1.43,2.22,3.61,8/19/2016
6874,NLA12_CO-114,1,6/27/2012,WMTNS,WMTNS,WMT,Good,69.1,9.87,2.53,9.51,9.68,3.33,6.54,8/19/2016
6875,NLA12_CO-131,1,6/28/2012,WMTNS,WMTNS,XER,Good,74.65,9.66,4.7,8.75,9.18,7.5,5,8/19/2016
6876,NLA12_MN-153,1,6/28/2012,UMW,PLNLOW,UMW,Good,74.97,10,5.71,9.03,7.64,3.93,8.67,8/19/2016
6877,NLA12_WV-112,1,6/28/2012,EHIGH,EHIGH,SAP,Fair,60.5,8.1,9.98,5.43,9.61,3.18,0,8/19/2016
6888,NLA12_MT-142,1,6/28/2012,PLAINS,PLNLOW,NPL,Poor,29.52,0.44,1.71,0.01,2.86,3.33,9.36,8/19/2016
6889,NLA12_GA-118,1,6/28/2012,EHIGH,EHIGH,SAP,Good,81.92,7.6,9.97,9.36,9.99,2.23,10,8/19/2016
6905,NLA12_MD-105,1,6/28/2012,CPL,PLNLOW,CPL,Good,67.03,8.56,8.84,10,1.07,4,7.75,8/19/2016
6915,NLA12_IA-150,1,7/2/2012,PLAINS,PLNLOW,TPL,Poor,27.48,0.48,0.22,0,3.57,2.22,10,8/19/2016
6918,NLA12_LA-172,1,6/29/2012,CPL,PLNLOW,CPL,Poor,42.7,8.05,4.7,6.86,0.1,5,0.91,8/19/2016
6919,NLA12_OK-103,1,7/2/2012,PLAINS,PLNLOW,SPL,Good,43.97,4.62,0,0.16,7.86,4.44,9.3,8/19/2016
6923,NLA12_OH-103,1,7/2/2012,EHIGH,EHIGH,SAP,Fair,62.82,8.69,8.01,6.88,5.91,1.82,6.38,8/19/2016
6925,NLA12_WA-118,1,7/2/2012,WMTNS,WMTNS,WMT,Good,66.63,9.07,1.73,10,9.18,0,10,8/19/2016
6926,NLA12_UT-148,1,7/2/2012,WMTNS,WMTNS,XER,Poor,48.85,9.91,0,0,8.36,6.67,4.37,8/19/2016
6927,NLA12_KS-122,1,7/2/2012,PLAINS,PLNLOW,SPL,Fair,40.88,3.35,0.05,1.12,5.71,5.56,8.74,8/19/2016
6929,NLA12_RI-102,1,7/2/2012,EHIGH,EHIGH,NAP,Good,85.18,9.86,6.83,4.94,9.48,10,10,8/19/2016
6937,NLA12_ID-168,1,7/2/2012,WMTNS,WMTNS,WMT,Fair,57.33,1.06,6.58,9.73,3.01,6.67,7.35,8/19/2016
6939,NLA12_KY-107,2,7/2/2012,EHIGH,EHIGH,SAP,Poor,46.63,2.49,0,6.96,9.32,6.85,2.36,8/19/2016
6940,NLA12_ID-141,1,7/3/2012,WMTNS,WMTNS,WMT,Good,73.9,9.87,4.11,9.51,9.18,6.67,5,8/19/2016
6944,NLA12_UT-125,1,7/4/2012,WMTNS,WMTNS,WMT,Good,74.95,9.64,5.49,8.94,5.9,5,10,8/19/2016
6945,NLA12_KY-116,1,7/1/2012,PLAINS,PLNLOW,TPL,Poor,20.9,1.47,0.06,0.86,0,3.33,6.82,8/19/2016
6946,NLA12_KY-101,2,7/2/2012,EHIGH,EHIGH,SAP,Good,80.97,9.66,9.54,9.75,9.56,3.18,6.89,8/19/2016
6953,NLA12_VT-112,1,7/5/2012,EHIGH,EHIGH,NAP,Fair,61.63,5.31,8.24,4.83,8.28,3.18,7.14,8/19/2016
6958,NLA12_ID-113,1,7/3/2012,WMTNS,WMTNS,WMT,Fair,54.82,5.37,6.17,6.82,3.01,4.17,7.35,8/19/2016
6959,NLA12_ID-101,1,7/2/2012,WMTNS,WMTNS,WMT,Good,70.07,8.07,4.7,9.02,5.25,5,10,8/19/2016
6963,NLA12_SD-183,1,7/5/2012,PLAINS,PLNLOW,NPL,Poor,24.42,1.72,0.02,0.14,2.14,2.22,8.41,8/19/2016
6964,NLA12_ND-196,1,7/5/2012,PLAINS,PLNLOW,NPL,Good,58.52,9.16,6.91,0.27,5.71,3.33,9.73,8/19/2016
6966,NLA12_UT-260,1,7/5/2012,WMTNS,WMTNS,WMT,Poor,51.63,0,4.11,9.89,3.44,9.17,4.37,8/19/2016
6967,NLA12_RI-111,1,7/5/2012,EHIGH,EHIGH,NAP,Good,83.63,9.42,9.94,9.23,2.41,9.75,9.43,8/19/2016
6968,NLA12_MD-101,1,7/5/2012,EHIGH,EHIGH,SAP,Good,81.12,9.8,9.92,9.54,9.47,1.59,8.35,8/19/2016
6969,NLA12_KS-101,2,7/5/2012,PLAINS,PLNLOW,SPL,Poor,28.52,0.85,0.55,1.26,5.71,6.67,2.07,8/19/2016
6970,NLA12_ID-209,1,7/5/2012,WMTNS,WMTNS,WMT,Good,70.07,9.76,8.23,9.68,0,10,4.37,8/19/2016
6971,NLA12_ID-175,1,7/5/2012,WMTNS,WMTNS,XER,Fair,63.9,9.71,7.31,8.38,0.44,7.5,5,8/19/2016
6976,NLA12_CO-108,1,7/5/2012,WMTNS,WMTNS,WMT,Good,66.6,7.01,4.7,9.65,5.9,8.33,4.37,8/19/2016
6977,NLA12_IA-152,1,7/5/2012,PLAINS,PLNLOW,TPL,Poor,0.05,0,0,0.03,0,0,0,8/19/2016
6981,NLA12_ND-106,1,7/5/2012,PLAINS,PLNLOW,TPL,Poor,19.02,0.06,0.23,0.03,2.86,7.78,0.45,8/19/2016
6983,NLA12_WA-157,1,7/4/2012,WMTNS,WMTNS,WMT,Good,72.27,6.46,7.05,9.2,6.48,4.17,10,8/19/2016
6984,NLA12_WA-121,1,7/5/2012,WMTNS,WMTNS,WMT,Good,73.13,8.37,8.97,9.79,5.01,5.83,5.91,8/19/2016
6991,NLA12_WY-101,1,7/4/2012,WMTNS,WMTNS,XER,Fair,55.62,9,2.99,8.72,5.01,5.83,1.82,8/19/2016
6992,NLA12_MO-108,1,7/5/2012,EHIGH,EHIGH,SAP,Poor,58.85,7.51,0,9.22,9.99,1.45,7.14,8/19/2016
6999,NLA12_WY-104,1,7/6/2012,PLAINS,PLNLOW,NPL,Poor,17.47,0.04,0.53,0.01,0.71,1.11,8.08,8/19/2016
7000,NLA12_WY-107,1,7/7/2012,PLAINS,PLNLOW,SPL,Poor,30.4,6.64,0.48,0.13,0,1.11,9.88,8/19/2016
7001,NLA12_MI-111,1,7/5/2012,PLAINS,PLNLOW,TPL,Poor,28.22,1.46,0,0,2.14,3.33,10,8/19/2016
7002,NLA12_MI-114,1,7/6/2012,UMW,PLNLOW,UMW,Poor,40.37,0,0,8.29,5.71,0.62,9.6,8/19/2016
7004,NLA12_MI-135,1,7/6/2012,UMW,PLNLOW,UMW,Poor,53.83,6.4,0,9.75,6.73,0,9.42,8/19/2016
7005,NLA12_MI-155,1,7/5/2012,UMW,PLNLOW,UMW,Good,70.43,10,0,9.62,8.08,5.29,9.27,8/19/2016
7006,NLA12_WY-130,1,7/8/2012,WMTNS,WMTNS,XER,Poor,53.17,9.15,8.23,0,0.98,9.17,4.37,8/19/2016
7017,NLA12_IA-104,1,7/9/2012,PLAINS,PLNLOW,TPL,Poor,29.45,0.11,0.9,0.1,4.29,5.56,6.71,8/19/2016
7020,NLA12_CA-101,1,7/9/2012,WMTNS,WMTNS,XER,Fair,56.13,9.62,5.2,7.08,3.56,2.5,5.72,8/19/2016
7021,NLA12_GA-105,1,7/9/2012,EHIGH,EHIGH,SAP,Good,77.33,9.67,5.85,10,7.59,3.86,9.43,8/19/2016
7022,NLA12_MT-107,1,7/9/2012,PLAINS,PLNLOW,NPL,Fair,33.22,5.7,0.19,0,0.71,3.33,10,8/19/2016
7023,NLA12_OK-105,1,7/9/2012,PLAINS,PLNLOW,SPL,Good,47.92,6.78,0,0.01,6.43,5.56,9.97,8/19/2016
7026,NLA12_WY-105,1,7/9/2012,WMTNS,WMTNS,XER,Fair,57.22,10,8.23,6.93,0,9.17,0,8/19/2016
7027,NLA12_OR-104,1,7/9/2012,WMTNS,WMTNS,WMT,Fair,62.93,9.31,5.49,8.65,1.69,5.83,6.79,8/19/2016
7028,NLA12_OK-106,1,7/9/2012,PLAINS,PLNLOW,SPL,Fair,37.4,5.08,0.03,0.38,5,3.33,8.62,8/19/2016
7039,NLA12_ND-101,2,7/9/2012,PLAINS,PLNLOW,TPL,Good,58.07,3.07,9.99,0.05,6.43,7.78,7.52,8/19/2016
7041,NLA12_IA-127,1,7/10/2012,PLAINS,PLNLOW,TPL,Fair,34.97,1.42,0.33,0.93,5,4.44,8.86,8/19/2016
7042,NLA12_MO-R02,1,7/10/2012,EHIGH,EHIGH,SAP,Fair,68.3,10,9.96,9.16,4.82,0,7.04,8/19/2016
7043,NLA12_NJ-131,1,7/9/2012,CPL,PLNLOW,CPL,Good,90.93,9.56,10,10,10,5,10,8/19/2016
7052,NLA12_MN-147,1,7/10/2012,UMW,PLNLOW,UMW,Good,68.15,10,5.71,10,5.92,5.59,3.67,8/19/2016
7053,NLA12_VA-111,1,7/10/2012,CPL,PLNLOW,CPL,Fair,56.02,2.34,9.78,8.43,0,8,5.06,8/19/2016
7054,NLA12_VA-101,1,7/10/2012,EHIGH,EHIGH,SAP,Poor,49.5,9.22,6.04,4.97,5.43,0.15,3.89,8/19/2016
7055,NLA12_WA-138,1,7/10/2012,WMTNS,WMTNS,WMT,Poor,53.18,4.6,1.94,9.9,6.89,0.83,7.75,8/19/2016
7056,NLA12_VT-R01,1,7/10/2012,EHIGH,EHIGH,NAP,Good,81.18,7.38,9.76,9.1,10,7,5.47,8/19/2016
7057,NLA12_UT-169,1,7/10/2012,WMTNS,WMTNS,WMT,Good,69.93,8.15,9.4,7.43,3.44,9.17,4.37,8/19/2016
7058,NLA12_NJ-118,1,7/10/2012,EHIGH,EHIGH,NAP,Poor,46.68,0,1.21,3.87,9.21,7.11,6.61,8/19/2016
7059,NLA12_OK-117,1,7/10/2012,PLAINS,PLNLOW,SPL,Fair,40.85,1.07,1.17,0.01,5.71,6.67,9.88,8/19/2016
7061,NLA12_MN-123,1,7/10/2012,PLAINS,PLNLOW,TPL,Poor,27.87,0.06,8.31,0.04,1.43,1.11,5.77,8/19/2016
7062,NLA12_SD-126,1,7/10/2012,PLAINS,PLNLOW,TPL,Poor,29.93,1.52,0.17,0.17,3.57,4.44,8.09,8/19/2016
7063,NLA12_TX-176,1,7/10/2012,PLAINS,PLNLOW,SPL,Good,48.53,8.31,3.05,0.39,3.57,4.44,9.36,8/19/2016
7064,NLA12_CA-180,1,7/10/2012,WMTNS,WMTNS,XER,Fair,57.47,5.89,1.83,9.85,8.04,0.83,8.04,8/19/2016
7065,NLA12_MT-143,1,7/10/2012,PLAINS,PLNLOW,NPL,Poor,4.52,0.04,0.59,0.07,0,0,2.01,8/19/2016
7067,NLA12_ND-134,1,7/10/2012,PLAINS,PLNLOW,NPL,Poor,18.05,0.62,0.11,0.05,0.71,2.22,7.12,8/19/2016
7068,NLA12_ND-107,1,7/10/2012,PLAINS,PLNLOW,NPL,Good,50.5,9.31,0.07,0.58,5,5.56,9.78,8/19/2016
7086,NLA12_MO-R01,1,7/11/2012,EHIGH,EHIGH,SAP,Good,91.9,9.82,9.97,9.78,6.39,9.75,9.43,8/19/2016
7088,NLA12_WY-135,1,7/11/2012,WMTNS,WMTNS,WMT,Fair,62.73,9.45,2.74,8.3,5.9,5,6.25,8/19/2016
7089,NLA12_WY-131,1,7/10/2012,WMTNS,WMTNS,XER,Fair,62.05,4.61,5.06,9.87,5.9,5,6.79,8/19/2016
7091,NLA12_CT-104,1,7/11/2012,EHIGH,EHIGH,NAP,Good,71.87,9.36,9.99,6.69,7.95,3.86,5.27,8/19/2016
7092,NLA12_RI-110,1,7/10/2012,EHIGH,EHIGH,NAP,Good,84.83,9.99,9.75,8.16,7.44,7.96,7.6,8/19/2016
7094,NLA12_VA-121,1,7/11/2012,CPL,PLNLOW,CPL,Poor,38.32,5.77,10,0,0,4,3.22,8/19/2016
7095,NLA12_VA-105,1,7/11/2012,EHIGH,EHIGH,SAP,Poor,31.58,0,0,4.61,9.96,4.38,0,8/19/2016
7096,NLA12_VT-R02,1,7/11/2012,EHIGH,EHIGH,NAP,Good,71.42,9.76,8.25,9.93,6.38,2.06,6.47,8/19/2016
7097,NLA12_UT-210,1,7/11/2012,WMTNS,WMTNS,WMT,Good,70.63,9.56,6.58,5.92,8.58,5.83,5.91,8/19/2016
7100,NLA12_OR-169,1,7/11/2012,WMTNS,WMTNS,WMT,Fair,63.82,7.2,9.87,9.92,1.97,8.33,1,8/19/2016
7102,NLA12_CO-115,1,7/11/2012,WMTNS,WMTNS,WMT,Fair,63.57,9.91,2.99,8.12,4.5,5.83,6.79,8/19/2016
7103,NLA12_MI-101,1,7/11/2012,UMW,PLNLOW,UMW,Fair,65.47,10,5.34,3.96,8.33,5.29,6.36,8/19/2016
7104,NLA12_NH-102,1,7/11/2012,EHIGH,EHIGH,NAP,Good,78.72,8.66,10,9.07,10,6.17,3.33,8/19/2016
