UID,LAB,CHLL_BATCH_ID,CHLX_BATCH_ID,CHLL_UNITS,CHLX_UNITS,CHLL_DATE_ANALYZED,CHLL_DATE_FILTERED,CHLL_DILUTION_FACTOR,CHLL_EXTRACT,CHLL_HOLDING_TIME,CHLL_LAB_FLAG,CHLL_LAB_SAMPLE_ID,CHLL_MDL,CHLL_QA_FLAG,CHLL_RESULT,CHLL_RL,CHLL_SAMPLEVOL,CHLL_VOLUME_ADJUST,CHLX_DATE_ANALYZED,CHLX_DATE_FILTERED,CHLX_DILUTION_FACTOR,CHLX_EXTRACT,CHLX_HOLDING_TIME,CHLX_LAB_FLAG,CHLX_LAB_SAMPLE_ID,CHLX_MDL,CHLX_QA_FLAG,CHLX_RESULT,CHLX_RL,CHLX_SAMPLEVOL,CHLX_VOLUME_ADJUST,CHLL_LAB_COMMENT,CHLX_LAB_COMMENT
6552,WRS,120628.1,120621.1,ug/L,ug/L,28-Jun-12,,,16.6,16,,1210119,0.5,,0.66,1,1000,,21-Jun-12,,,17.8,9,,1210119,0.5,,1.095384615,1,650,,,
6553,WRS,120628.1,120621.1,ug/L,ug/L,28-Jun-12,,,13.5,16,,1210110,0.5,,2.16,1,250,,21-Jun-12,,,71.6,9,,1210110,0.5,,11.456,1,250,,,
6554,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,109,16,,1210128,0.5,,4.36,1,1000,,27-Jun-12,,,55.8,15,,1210128,0.5,,2.232,1,1000,,,
6555,OKDEQ,CHLL-20120803,CHLX-20120803,ug/L,ug/L,3-Aug-12,,,,53,,NLA12_OK-108,,,12.2,0.1,250,,3-Aug-12,,,,53,,NLA12_OK-108,,,4.56,0.1,450,,,
6556,OKDEQ,CHLL-20120803,CHLX-20120803,ug/L,ug/L,3-Aug-12,,,,53,,NLA12_OK-135,,,10.3,0.1,90,,3-Aug-12,,,,53,,NLA12_OK-135,,,6.41,0.1,500,,,
6558,WPCL,L-263-12_12_1927,L-263-12_12_1927,ug/L,ug/L,,,,107,,<MDL (4),NLA12_CA-174,4,ND;X2,5.7,5,750,,,,,125,,<MDL (4),NLA12_CA-174,4,ND;X2,6.7,5,750,,WPCL_9039_W_CHL,WPCL_9039_W_CHL
6559,WPCL,L-262-12_12_1928,L-262-12_12_1928,ug/L,ug/L,,,,43,,<MDL (4),NLA12_CA-116,4,ND;X2,1.4,5,1250,,,,,45,,<MDL (4),NLA12_CA-116,4,ND;X2,1.4,5,1250,,WPCL_9039_W_CHL,WPCL_9039_W_CHL
6564,WRS,120628.1,120621.1,ug/L,ug/L,28-Jun-12,,,92.3,15,,1210116,0.5,,14.77,1,250,,21-Jun-12,,,101,8,,1210116,0.5,,16.16,1,250,,,
6566,WRS,120628.1,120621.1,ug/L,ug/L,28-Jun-12,,,169,15,,1210113,0.5,,13.52,1,500,,21-Jun-12,,,85,8,,1210113,0.5,,6.8,1,500,,,
6568,WRS,120628.1,120621.1,ug/L,ug/L,28-Jun-12,,,117,15,,1210117,0.5,,9.36,1,500,,21-Jun-12,,,72.6,8,,1210117,0.5,,5.808,1,500,,,
6570,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,35.3,15,,1210138,0.5,,5.88,1,240,,27-Jun-12,,,111,14,,1210138,0.5,,44.4,1,100,,,
6571,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,90.8,15,,1210121,0.5,,7.26,1,500,,27-Jun-12,,,62.2,14,,1210121,0.5,,4.976,1,500,,,
6572,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,355,16,,1210124,0.5,,94.67,1,150,,27-Jun-12,,,377,15,,1210124,0.5,,100.5333333,1,150,,,
6574,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,47.3,15,,1210123,0.5,,37.84,1,50,,27-Jun-12,,,67,14,,1210123,0.5,,107.2,1,25,,,
6575,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,517,16,,1210130,0.5,,37.6,1,550,,27-Jun-12,,,462,15,,1210130,0.5,,33.6,1,550,,,
6576,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,33.9,15,,1210127,0.5,,6.78,1,200,,27-Jun-12,,,23.5,14,,1210127,0.5,,4.7,1,200,,,
6577,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,102,15,,1210131,0.5,,20.4,1,200,,27-Jun-12,,,108,14,,1210131,0.5,,21.6,1,200,,,
6584,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,111,15,,1210139,0.5,,17.76,1,250,,27-Jun-12,,,154,13,,1210139,0.5,,24.64,1,250,,,
6585,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,256,15,,1210137,0.5,,102.4,1,100,,27-Jun-12,,,303,14,,1210137,0.5,,121.2,1,100,,,
6586,WRS,120706.1,120627.1,ug/L,ug/L,6-Jul-12,,,149,23,,1210135,0.5,,23.8,1,250,,27-Jun-12,,,255,14,,1210135,0.5,,40.8,1,250,,PROBLEM SAMPLE,
6587,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,104,15,,1210140,0.5,,16.64,1,250,,27-Jun-12,,,127,13,,1210140,0.5,,25.4,1,200,,,
6590,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,45.4,15,,1210132,0.5,,1.82,1,1000,,27-Jun-12,,,22.3,14,,1210132,0.5,,0.892,1,1000,,,
6594,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,67.3,15,,1210150,0.5,,2.69,1,1000,,27-Jun-12,,,71.7,13,,1210150,0.5,,2.868,1,1000,,,
6596,WPCL,L-280-12_12_1929,L-280-12_12_1929,ug/L,ug/L,,,,192,,<LRL (5),NLA12_CA-132,4,L,4,5,1250,,,,,214,,<LRL (5),NLA12_CA-132,4,L,4,5,1250,,WPCL_9136_W_CHL,WPCL_9136_W_CHL
6599,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,179,15,,1210144,0.5,,28.64,1,250,,27-Jun-12,,,170,13,,1210144,0.5,,27.2,1,250,,,
6601,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,14.5,14,,1210134,0.5,,2.32,1,250,,27-Jun-12,,,24.675,13,,1210134,0.5,,3.948,1,250,7,,
6602,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,396,15,,1210133,0.5,,63.36,1,250,,27-Jun-12,,,261,14,,1210133,0.5,,41.76,1,250,,,
6603,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,90.1,15,,1210142,0.5,,24.03,1,150,,27-Jun-12,,,32.7,13,,1210142,0.5,,8.72,1,150,,,
6604,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,95.2,15,,1210141,0.5,,95.2,1,40,,27-Jun-12,,,79.8,13,,1210141,0.5,,79.8,1,40,,,
6606,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,140,16,,1210125,0.5,,22.4,1,250,,27-Jun-12,,,72.8,15,,1210125,0.5,,8.564705882,1,340,,,
6608,WRS,120628.1,120627.1,ug/L,ug/L,28-Jun-12,,,79.8,15,,1210129,0.5,,3.76,1,850,,27-Jun-12,,,211,14,,1210129,0.5,,8.44,1,1000,,,
6609,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,56.1,15,,1210143,0.5,,22.44,1,100,,27-Jun-12,,,69,13,,1210143,0.5,,19.71,1,140,,,
6612,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,89.4,15,,1210151,0.5,,7.15,1,500,,2-Jul-12,,,127,18,,1210151,0.5,,6.773333333,1,750,,,
6613,WRS,120706.1,120627.1,ug/L,ug/L,6-Jul-12,,,45.8,21,,1210148,0.5,,3.66,1,500,,27-Jun-12,,,48.7,12,,1210148,0.5,,3.896,1,500,,PROBLEM SAMPLE,
6614,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,22.7,15,,1210149,0.5,,3.63,1,250,,27-Jun-12,,,27.1,13,,1210149,0.5,,4.336,1,250,,,
6617,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,299,17,,1210147,0.5,,23.92,1,500,,27-Jun-12,,,27.225,15,,1210147,0.5,,1.815,1,600,5,,
6618,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,28.7,15,,1210146,0.5,,2.55,1,450,,27-Jun-12,,,7.69,13,,1210146,0.5,,0.410133333,1,750,,,
6622,WRS,120629.1,120627.1,ug/L,ug/L,29-Jun-12,,,34.1,15,,1210145,0.5,,5.46,1,250,,27-Jun-12,,,85.6,13,,1210145,0.5,,6.848,1,500,,,
6628,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,47.7,12,,1210152,0.5,,7.63,1,250,,2-Jul-12,,,72.9,15,,1210152,0.5,,11.664,1,250,,,
6633,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,47.6,11,,1210153,0.5,,9.52,1,200,,2-Jul-12,,,69.2,14,,1210153,0.5,,9.226666667,1,300,,,
6634,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,246,11,,1210175,0.5,,9.84,1,1000,,2-Jul-12,,,422,14,,1210175,0.5,,16.88,1,1000,,,
6636,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,91.7,11,,1210154,0.5,,7.34,1,500,,2-Jul-12,,,102,14,,1210154,0.5,,8.16,1,500,,,
6642,WPCL,L-285-12_12_1955,L-285-12_12_1955,ug/L,ug/L,,,,107,,,NLA12_CA-157,4,,11,5,250,,,,,56,,<MDL (4),NLA12_CA-157,4,ND;X2,3.4,5,656,,WPCL_9136_W_CHL,WPCL_9136_W_CHL
6643,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,198,11,,1210161,0.5,,22.63,1,350,,2-Jul-12,,,75.6,14,,1210161,0.5,,12.096,1,250,,,
6644,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,142,11,,1210163,0.5,,11.36,1,500,,2-Jul-12,,,85.3,14,,1210163,0.5,,13.648,1,250,,,
6645,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,9,972,11,,1210157,0.5,,388.8,1,100,,2-Jul-12,,9,1116,14,,1210157,0.5,,446.4,1,100,,,
6646,OKDEQ,CHLL-20120803,CHLX-20120803,ug/L,ug/L,3-Aug-12,,,,46,,NLA12_OK-134,,,21.4,0.1,101,,3-Aug-12,,,,46,MI,NLA12_OK-134,,,13.4,0.1,700,,,
6647,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,42.4,11,,1210155,0.5,,4.24,1,400,,2-Jul-12,,,79,14,,1210155,0.5,,7.9,1,400,,,
6654,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,148,10,,1210156,0.5,,59.2,1,100,,2-Jul-12,,,157,13,,1210156,0.5,,62.8,1,100,,,
6656,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,9.33,10,,1210172,0.5,,7.46,1,50,,2-Jul-12,,,9.65,13,,1210172,0.5,,6.433333333,1,60,,,
6659,WPCL,L-296-12_12_1158,L-296-12_12_1158,ug/L,ug/L,,,,182,,,NLA12_CA-121,4,,5,5,1000,,,,,61,,<MDL (4),NLA12_CA-121,4,ND;X2,2.8,5,880,,WPCL_9136_W_CHL,WPCL_9136_W_CHL
6660,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,57.4,11,,1210158,0.5,,6.56,1,350,,2-Jul-12,,,46.1,14,,1210158,0.5,,5.268571429,1,350,,,
6661,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,44.2,10,,1210177,0.5,,8.84,1,200,,2-Jul-12,,,39.1,13,,1210177,0.5,,7.82,1,200,,,
6662,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,132,17,,1210181,0.5,,35.2,1,150,,3-Jul-12,,,294.3,14,,1210181,0.5,,47.1,1,250,2.5,PROBLEM SAMPLE,
6663,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,57.3,10,,1210166,0.5,,4.58,1,500,,2-Jul-12,,,71,13,,1210166,0.5,,5.68,1,500,,,
6664,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,47.5,21,,1210203,0.5,,3.8,1,500,,3-Jul-12,,,98.2,14,,1210203,0.5,,5.237333333,1,750,,,
6665,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,158,10,,1210168,0.5,,6.32,1,1000,,2-Jul-12,,,64.2,13,,1210168,0.5,,2.568,1,1000,,,
6666,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,126,10,,1210169,0.5,,50.4,1,100,,2-Jul-12,,,222,13,,1210169,0.5,,88.8,1,100,,,
6667,WRS,120629.1,120703.1,ug/L,ug/L,29-Jun-12,,,119,11,,1210182,0.5,,3.81,1,1250,,3-Jul-12,,,138,15,,1210182,0.5,,3.71967655,1,1484,,NO INFO ON LABEL,
6668,OKDEQ,CHLL-20120803,CHLX-20120803,ug/L,ug/L,3-Aug-12,,,,45,,NLA12_OK-120,,,7.43,0.1,500,,3-Aug-12,,,,45,,NLA12_OK-120,,,11.4,0.1,295,,,
6669,OKDEQ,CHLL-20120803,CHLX-20120803,ug/L,ug/L,3-Aug-12,,,,45,,NLA12_OK-104,,,14.4,0.1,300,,3-Aug-12,,,,45,,NLA12_OK-104,,,4.28,0.1,350,,,
6670,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,304,10,,1210167,0.5,,48.64,1,250,,2-Jul-12,,,29.3,13,,1210167,0.5,,2.344,1,500,,,
6680,WRS,120629.1,120703.1,ug/L,ug/L,29-Jun-12,,,57.3,9,,1210186,0.5,,4.58,1,500,,3-Jul-12,,,85.6,13,,1210186,0.5,,6.848,1,500,,,
6683,WRS,,120702.1,,ug/L,29-Jun-12,,,,,M,1210178,,M,,,500,,2-Jul-12,,,46.1,12,,1210178,0.5,,3.688,1,500,,CRACKED TUBE-SAMPLE LOST IN CENTRIFUGE,
6684,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,236,10,,1210173,0.5,,62.9,1,150,,2-Jul-12,,,157,13,,1210173,0.5,,62.8,1,100,,,
6685,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,40.9,10,,1210174,0.5,,9.35,1,175,,2-Jul-12,,,50.7,13,,1210174,0.5,,8.112,1,250,,,
6686,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,16.8,10,,1210176,0.5,,2.69,1,250,,2-Jul-12,,,22,13,,1210176,0.5,,3.52,1,250,,,
6689,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,94.3,9,,1210179,0.5,,7.54,1,500,,2-Jul-12,,,91.1,12,V,1210179,0.5,X4,3.664,1,1000,,,FILTERED THROUGH KIMWIPE
6690,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,14.8,11,,1210162,0.5,,1.06,1,560,,2-Jul-12,,,15.1,14,,1210162,0.5,,0.604,1,1000,,,
6692,WRS,120629.1,120703.1,ug/L,ug/L,29-Jun-12,,,60.8,10,,1210184,0.5,,2.43,1,1000,,3-Jul-12,,,57.1,14,,1210184,0.5,,2.284,1,1000,,,
6693,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,16.2,9,,1210165,0.5,,0.65,1,1000,,2-Jul-12,,,17.7,12,,1210165,0.5,,0.708,1,1000,,,
6694,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,12.2,9,,1210180,0.5,,0.7,1,700,,2-Jul-12,,,25.1,12,,1210180,0.5,,0.912727273,1,1100,,NO INFO ON LABEL,
6695,OKDEQ,CHLL-20120803,CHLX-20120803,ug/L,ug/L,3-Aug-12,,,,44,,NLA12_OK-109,,,6.99,0.1,272,,3-Aug-12,,,,44,,NLA12_OK-109,,,6.77,0.1,140,,,
6696,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,50.5,20,,1210200,0.5,,8.08,1,250,,3-Jul-12,,,166,13,,1210200,0.5,,13.28,1,500,,,
6697,WRS,120629.1,120702.1,ug/L,ug/L,29-Jun-12,,,58.4,9,,1210170,0.5,,46.72,1,50,,2-Jul-12,,,61.2,12,,1210170,0.5,,48.96,1,50,,,
6714,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,50.8,16,,1210192,0.5,,2.03,1,1000,,3-Jul-12,,,41.5,13,,1210192,0.5,,1.66,1,1000,,,
6715,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,28,15,,1210189,0.5,,2.24,1,500,,3-Jul-12,,,28,12,,1210189,0.5,,2.24,1,500,,,
6716,WRS,120629.1,120703.1,ug/L,ug/L,29-Jun-12,,,356,8,,1210185,0.5,,56.96,1,250,,3-Jul-12,,,426,12,,1210185,0.5,,68.16,1,250,,,
6717,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,72.3,15,,1210187,0.5,,2.89,1,1000,,3-Jul-12,,,75.1,12,,1210187,0.5,,3.004,1,1000,,,
6718,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,106,16,,1210188,0.5,,16.96,1,250,,3-Jul-12,,,101,13,,1210188,0.5,,16.16,1,250,,,
6719,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,20.8,17,,1210191,0.5,,0.42,1,2000,,3-Jul-12,,,16.7,14,,1210191,0.5,,0.334,1,2000,,,
6720,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,25.7,16,,1210190,0.5,,2.06,1,500,,3-Jul-12,,,88.4,13,,1210190,0.5,,4.714666667,1,750,,,
6721,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,41.8,15,,1210195,0.5,,3.34,1,500,,3-Jul-12,,,94.2,12,,1210195,0.5,,7.536,1,500,,,
6722,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,122,15,,1210197,0.5,,9.76,1,500,,3-Jul-12,,,146,12,,1210197,0.5,,12.97777778,1,450,,,
6723,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,9,1404,15,,1210193,0.5,,561.6,1,100,,3-Jul-12,,,500,12,,1210193,0.5,,250,1,80,,,
6724,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,46.6,15,,1210198,0.5,,4.14,1,450,,3-Jul-12,,,79,12,,1210198,0.5,,5.266666667,1,600,,,
6731,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,96.8,19,,1210207,0.5,,7.74,1,500,,3-Jul-12,,,22,12,,1210207,0.5,,0.704,1,1250,,,
6735,WRS,120706.1,120706.1,ug/L,ug/L,6-Jul-12,,,51.2,15,,1210194,0.5,,40.96,1,50,,6-Jul-12,,,121,15,,1210194,0.5,,48.4,1,100,,,PROBLEM SAMPLE
6741,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,49.4,19,,1210206,0.5,,0.99,1,2000,,3-Jul-12,,,44.3,12,,1210206,0.5,,1.143225806,1,1550,,,
6742,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,71.3,19,,1210201,0.5,,11.41,1,250,,3-Jul-12,,,70.6,12,,1210201,0.5,,11.296,1,250,,,
6744,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,172,18,,1210199,0.5,,27.52,1,250,,3-Jul-12,,,378,11,,1210199,0.5,,60.48,1,250,,,
6746,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,15.5,19,,1210205,0.5,,2.48,1,250,,3-Jul-12,,,26.7,12,,1210205,0.5,,2.136,1,500,,,
6747,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,19.5,19,,1210204,0.5,,1.56,1,500,,3-Jul-12,,,14.9,12,,1210204,0.5,,1.192,1,500,,,
6753,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,21.4,18,,1210202,0.5,,4.28,1,200,,3-Jul-12,,,16.8,11,,1210202,0.5,,0.525,1,1280,,,
6754,WRS,120706.1,120703.1,ug/L,ug/L,6-Jul-12,,,104,14,,1210196,0.5,,41.6,1,100,,3-Jul-12,,,110,11,,1210196,0.5,,44,1,100,,,
6755,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,62.1,16,,1210208,0.5,,41.4,1,60,,3-Jul-12,,,129,9,,1210208,0.5,,51.6,1,100,,,
6762,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,50,16,,1210209,0.5,,13.33,1,150,,3-Jul-12,,,160,9,,1210209,0.5,,42.66666667,1,150,,,
6768,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,236,15,,1210221,0.5,,236,1,40,,11-Jul-12,,,87.7,16,,1210221,0.5,,87.7,1,40,,,
6774,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,9,1944,15,,1210212,0.5,,216,1,360,,11-Jul-12,,9,1395,16,,1210212,0.5,,55.8,1,1000,,,
6775,WRS,120710.1,120703.1,ug/L,ug/L,10-Jul-12,,,98,15,,1210210,0.5,,5.6,1,700,,3-Jul-12,,,96.4,8,,1210210,0.5,,5.141333333,1,750,,,
6776,WIDNR,NOT PROVIDED,NOT PROVIDED,ug/L,ug/L,,25-Jun-12,,,,,IW02200400,0.26,,10.1,0.87,200,,,25-Jun-12,,,,,IW02200300,0.26,,13.3,0.87,200,,FILTER NOT WHAT LAB NORMALLY USES,FILTER NOT WHAT LAB NORMALLY USES
6777,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,188,15,,1210213,0.5,,37.6,1,200,,11-Jul-12,,,266,16,,1210213,0.5,,42.56,1,250,,,
6780,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,272,15,,1210219,0.5,,43.52,1,250,,11-Jul-12,,,19.1,16,,1210219,0.5,,3.056,1,250,,,
6781,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,10.8,,,1210228,0.5,,9,1,48,,11-Jul-12,,,7.92,16,,1210228,0.5,,6.336,1,50,,,
6783,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,57.2,14,,1210225,0.5,,4.58,1,500,,11-Jul-12,,,54.4,15,,1210225,0.5,,2.176,1,1000,,,
6789,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,32.9,14,,1210215,0.5,,4.39,1,300,,11-Jul-12,,,30.9,15,,1210215,0.5,,4.12,1,300,,,
6792,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,12.6,14,,1210220,0.5,,2.02,1,250,,11-Jul-12,,,10.5,15,,1210220,0.5,,1.68,1,250,,,
6793,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,25.7,14,,1210214,0.5,,1.14,1,900,,11-Jul-12,,,25.8,15,,1210214,0.5,,2.064,1,500,,,
6794,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,64.8,14,,1210237,0.5,,34.56,1,75,,11-Jul-12,,,85.2,15,,1210237,0.5,,40.09411765,1,85,,,
6795,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,34,14,,1210244,0.5,,1.36,1,1000,,11-Jul-12,,,46,15,,1210244,0.5,,0.92,1,2000,,,
6796,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,154,14,,1210241,0.5,,30.8,1,200,,11-Jul-12,,,132,15,,1210241,0.5,,29.33333333,1,180,,,
6797,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,186,15,,1210218,0.5,,372,1,20,,11-Jul-12,,,213,16,,1210218,0.5,,426,1,20,,,
6798,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,81.3,14,,1210239,0.5,,6.5,1,500,,11-Jul-12,,,69.2,15,,1210239,0.5,,5.536,1,500,,,
6799,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,120,16,,1210254,0.5,,4.8,1,1000,,11-Jul-12,,,39.3,15,,1210254,0.5,,1.572,1,1000,,,
6800,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,98.3,14,,1210230,0.5,,15.73,1,250,,11-Jul-12,,,98.3,15,,1210230,0.5,,15.728,1,250,,,
6804,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,65.2,14,,1210233,0.5,,5.22,1,500,,11-Jul-12,,,73.8,15,,1210233,0.5,,5.904,1,500,,,
6805,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,48.3,15,,1210224,0.5,,5.52,1,350,,11-Jul-12,,,153,16,,1210224,0.5,,24.48,1,250,,,
6806,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,118,14,,1210235,0.5,,6.29,1,750,,11-Jul-12,,,106,15,,1210235,0.5,,8.48,1,500,,,
6808,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,374,15,,1210267,0.5,,14.96,1,1000,,17-Jul-12,,,413,20,,1210267,0.5,,16.52,1,1000,,,
6809,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,40.9,14,,1210240,0.5,,5.45,1,300,,11-Jul-12,,,34,15,,1210240,0.5,,4.533333333,1,300,,,
6812,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,47.7,14,,1210234,0.5,,3.82,1,500,,11-Jul-12,,,47.5,15,,1210234,0.5,,3.8,1,500,,,
6813,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,93,14,,1210216,0.5,,3.72,1,1000,,11-Jul-12,,,85.8,15,,1210216,0.5,,3.432,1,1000,,,
6815,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,142,13,,1210242,0.5,,22.72,1,250,,11-Jul-12,,,137,14,,1210242,0.5,,21.92,1,250,,,
6816,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,71.1,15,,1210217,0.5,,3.79,1,750,,11-Jul-12,,,77.8,16,,1210217,0.5,,4.149333333,1,750,,,
6818,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,19.7,13,,1210226,0.5,,3.15,1,250,,11-Jul-12,,,45.8,14,,1210226,0.5,,3.664,1,500,,,
6821,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,88,15,,1210273,0.5,,50.29,1,70,,17-Jul-12,,,62.6,20,,1210273,0.5,,35.77142857,1,70,,,
6823,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,143,14,,1210222,0.5,,22.88,1,250,,11-Jul-12,,,392,15,,1210222,0.5,,31.36,1,500,,,
6825,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,66.8,15,,1210260,0.5,,2.67,1,1000,,17-Jul-12,,,59.8,20,,1210260,0.5,,2.392,1,1000,,,
6826,WRS,120712.1,120717.1,ug/L,ug/L,12-Jul-12,,,32.2,15,,1210262,0.5,,1.36,1,950,,17-Jul-12,,,36.5,20,,1210262,0.5,,1.46,1,1000,,,
6827,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,62.8,15,,1210249,0.5,,2.51,1,1000,,11-Jul-12,,,61.3,14,,1210249,0.5,,2.229090909,1,1100,,,
6829,WRS,,120711.1,,ug/L,6-Jul-12,,,161,9,M,1210252,,,,,,,11-Jul-12,,,14.4,14,,1210252,0.5,,0.329142857,1,1750,,PROBLEM SAMPLE,
6830,WRS,120712.1,120711.1,ug/L,ug/L,12-Jul-12,,,138,15,,1210256,0.5,,4.56,1,1210,,11-Jul-12,,,110,14,,1210256,0.5,,7.586206897,1,580,,,
6831,WRS,120710.1,120711.1,ug/L,ug/L,10-Jul-12,,,30.1,13,,1210232,0.5,,4.82,1,250,,11-Jul-12,,,40.8,14,,1210232,0.5,,6.528,1,250,,,
