PUBLICATION_DATE,TAXA_ID,ASSEMBLAGE_NAME,ALGAL_GROUP,CLASS,FAMILY,GENUS,ORDER,PHYLUM,SPECIES,TARGET_TAXON
10/27/2015,4118,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENCYONEMA,PENNALES,CHRYSOPHYTA,ENCYONEMA MINUTUM,ENCYONEMA MINUTUM
10/27/2015,4119,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENCYONEMA,PENNALES,CHRYSOPHYTA,ENCYONEMA SILESIACUM,ENCYONEMA SILESIACUM
10/27/2015,4120,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENCYONEMA,PENNALES,CHRYSOPHYTA,,ENCYONEMA
10/27/2015,4121,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENCYONOPSIS,PENNALES,CHRYSOPHYTA,ENCYONOPSIS MICROCEPHALA,ENCYONOPSIS MICROCEPHALA
10/27/2015,4122,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENCYONOPSIS,PENNALES,CHRYSOPHYTA,,ENCYONOPSIS
10/27/2015,4123,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENTOMONEIS,PENNALES,CHRYSOPHYTA,ENTOMONEIS ORNATA,ENTOMONEIS ORNATA
10/27/2015,4124,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,ENTOMONEIS,PENNALES,CHRYSOPHYTA,,ENTOMONEIS
10/27/2015,4125,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,GEISSLERIA,PENNALES,CHRYSOPHYTA,GEISSLERIA DECUSSIS,GEISSLERIA DECUSSIS
10/27/2015,4126,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,GEISSLERIA,PENNALES,CHRYSOPHYTA,,GEISSLERIA
10/27/2015,4127,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,HIPPODONTA,PENNALES,CHRYSOPHYTA,,HIPPODONTA
10/27/2015,4128,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,NAVICULA,PENNALES,CHRYSOPHYTA,NAVICULA CRYPTOTENELLA,NAVICULA CRYPTOTENELLA
10/27/2015,4129,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,NAVICULA,PENNALES,CHRYSOPHYTA,NAVICULA GREGARIA,NAVICULA GREGARIA
10/27/2015,4130,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,NAVICULA,PENNALES,CHRYSOPHYTA,NAVICULA PHYLLEPTA,NAVICULA PHYLLEPTA
10/27/2015,4131,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,NAVICULA,PENNALES,CHRYSOPHYTA,NAVICULA RADIOSA,NAVICULA RADIOSA
10/27/2015,4132,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,NAVICULA,PENNALES,CHRYSOPHYTA,NAVICULA TRIVIALIS,NAVICULA TRIVIALIS
10/27/2015,4133,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NAVICULACEAE,NAVICULA,PENNALES,CHRYSOPHYTA,,NAVICULA
10/27/2015,4134,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,NEIDIACEAE,NEIDIUM,PENNALES,CHRYSOPHYTA,,NEIDIUM
10/27/2015,4135,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PERONIACEAE,PERONIA,PENNALES,CHRYSOPHYTA,PERONIA FIBULA,PERONIA FIBULA
10/27/2015,4136,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,CALONEIS,PENNALES,CHRYSOPHYTA,CALONEIS LIMOSA,CALONEIS LIMOSA
10/27/2015,4137,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,CALONEIS,PENNALES,CHRYSOPHYTA,,CALONEIS
10/27/2015,4138,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,PINNULARIA,PENNALES,CHRYSOPHYTA,PINNULARIA BOREALIS,PINNULARIA BOREALIS
10/27/2015,4139,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,PINNULARIA,PENNALES,CHRYSOPHYTA,,PINNULARIA
10/27/2015,4140,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PLAGIOTROPIDACEAE,PLAGIOTROPIS,PENNALES,CHRYSOPHYTA,,PLAGIOTROPIS
10/27/2015,4141,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PLEUROSIGMATACEAE,GYROSIGMA,PENNALES,CHRYSOPHYTA,,GYROSIGMA
10/27/2015,4142,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,PLEUROSIGMATACEAE,PLEUROSIGMA,PENNALES,CHRYSOPHYTA,,PLEUROSIGMA
10/27/2015,4143,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHIZOSOLENIACEAE,RHIZOSOLENIA,CENTRALES,CHRYSOPHYTA,,RHIZOSOLENIA
10/27/2015,4144,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOICOSPHENIACEAE,RHOICOSPHENIA,PENNALES,CHRYSOPHYTA,RHOICOSPHENIA ABBREVIATA,RHOICOSPHENIA ABBREVIATA
10/27/2015,4145,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOICOSPHENIACEAE,RHOICOSPHENIA,PENNALES,CHRYSOPHYTA,RHOICOSPHENIA CURVATA,RHOICOSPHENIA CURVATA
10/27/2015,4146,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOICOSPHENIACEAE,RHOICOSPHENIA,PENNALES,CHRYSOPHYTA,,RHOICOSPHENIA
10/27/2015,4147,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,EPITHEMIA ADNATA,EPITHEMIA ADNATA
10/27/2015,4148,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,EPITHEMIA SOREX,EPITHEMIA SOREX
10/27/2015,4149,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,EPITHEMIA TURGIDA,EPITHEMIA TURGIDA
10/27/2015,4150,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,,EPITHEMIA
10/27/2015,4151,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,RHOPALODIA,PENNALES,CHRYSOPHYTA,RHOPALODIA GIBBA,RHOPALODIA GIBBA
10/27/2015,4152,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,RHOPALODIA,PENNALES,CHRYSOPHYTA,,RHOPALODIA
10/27/2015,4153,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SELLAPHORACEAE,SELLAPHORA,PENNALES,CHRYSOPHYTA,SELLAPHORA LAEVISSIMA,SELLAPHORA LAEVISSIMA
10/27/2015,4154,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SELLAPHORACEAE,SELLAPHORA,PENNALES,CHRYSOPHYTA,SELLAPHORA PUPULA,SELLAPHORA PUPULA
10/27/2015,4155,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SELLAPHORACEAE,SELLAPHORA,PENNALES,CHRYSOPHYTA,,SELLAPHORA
10/27/2015,4156,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,CRATICULA,PENNALES,CHRYSOPHYTA,CRATICULA AMBIGUA,CRATICULA AMBIGUA
10/27/2015,4157,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,CRATICULA,PENNALES,CHRYSOPHYTA,,CRATICULA
10/27/2015,4158,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,STAURONEIS,PENNALES,CHRYSOPHYTA,STAURONEIS PHOENICENTERON,STAURONEIS PHOENICENTERON
10/27/2015,4159,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,STAURONEIS,PENNALES,CHRYSOPHYTA,,STAURONEIS
10/27/2015,4160,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA BODANICA,CYCLOTELLA BODANICA
10/27/2015,4161,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA MENEGHINIANA,CYCLOTELLA MENEGHINIANA
10/27/2015,4162,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA OCELLATA,CYCLOTELLA OCELLATA
10/27/2015,4163,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA STELLIGERA,CYCLOTELLA STELLIGERA
10/27/2015,4164,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,,CYCLOTELLA
10/27/2015,4165,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,PUNCTICULATA,CENTRALES,CHRYSOPHYTA,PUNCTICULATA BODANICA,PUNCTICULATA BODANICA
10/27/2015,4166,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,STEPHANODISCUS,CENTRALES,CHRYSOPHYTA,STEPHANODISCUS BINDERANUS,STEPHANODISCUS BINDERANUS
10/27/2015,4167,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,STEPHANODISCUS,CENTRALES,CHRYSOPHYTA,STEPHANODISCUS NIAGARAE,STEPHANODISCUS NIAGARAE
10/27/2015,4168,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,STEPHANODISCUS,CENTRALES,CHRYSOPHYTA,,STEPHANODISCUS
10/27/2015,4169,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CAMPYLODISCUS,PENNALES,CHRYSOPHYTA,CAMPYLODISCUS CLYPEUS,CAMPYLODISCUS CLYPEUS
10/27/2015,4170,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CAMPYLODISCUS,PENNALES,CHRYSOPHYTA,,CAMPYLODISCUS
10/27/2015,4171,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CYMATOPLEURA,PENNALES,CHRYSOPHYTA,CYMATOPLEURA ELLIPTICA,CYMATOPLEURA ELLIPTICA
10/27/2015,4172,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CYMATOPLEURA,PENNALES,CHRYSOPHYTA,CYMATOPLEURA SOLEA,CYMATOPLEURA SOLEA
10/27/2015,4173,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CYMATOPLEURA,PENNALES,CHRYSOPHYTA,,CYMATOPLEURA
10/27/2015,4174,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,STENOPTEROBIA,PENNALES,CHRYSOPHYTA,,STENOPTEROBIA
10/27/2015,4175,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,SURIRELLA,PENNALES,CHRYSOPHYTA,SURIRELLA OVALIS,SURIRELLA OVALIS
10/27/2015,4176,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,SURIRELLA,PENNALES,CHRYSOPHYTA,SURIRELLA OVATA,SURIRELLA OVATA
10/27/2015,4177,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,SURIRELLA,PENNALES,CHRYSOPHYTA,,SURIRELLA
10/27/2015,4178,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,TABELLARIA FENESTRATA,TABELLARIA FENESTRATA
10/27/2015,4179,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,TABELLARIA FLOCCULOSA,TABELLARIA FLOCCULOSA
10/27/2015,4180,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,TABELLARIA VENTRICOSA,TABELLARIA VENTRICOSA
10/27/2015,4181,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,,TABELLARIA
10/27/2015,4182,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,,,CENTRALES,CHRYSOPHYTA,,CENTRALES
10/27/2015,4183,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,,,PENNALES,CHRYSOPHYTA,,PENNALES
10/27/2015,4184,PHYTOPLANKTON,DIATOM,BACILLARIOPHYCEAE,,,,CHRYSOPHYTA,,BACILLARIOPHYCEAE
10/27/2015,4185,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,ANKYRA,CHLOROCOCCALES,CHLOROPHYTA,ANKYRA JUDAI,ANKYRA JUDAI
10/27/2015,4186,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,ANKYRA,CHLOROCOCCALES,CHLOROPHYTA,,ANKYRA
10/27/2015,4187,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,CHARACIUM,SPHAEROPLEALES,CHLOROPHYTA,CHARACIUM AMBIGUUM,CHARACIUM AMBIGUUM
10/27/2015,4188,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,CHARACIUM,SPHAEROPLEALES,CHLOROPHYTA,CHARACIUM LIMNETICUM,CHARACIUM LIMNETICUM
10/27/2015,4189,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,CHARACIUM,SPHAEROPLEALES,CHLOROPHYTA,,CHARACIUM
10/27/2015,4190,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CARTERIA,VOLVOCALES,CHLOROPHYTA,,CARTERIA
10/27/2015,4191,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,CHLAMYDOMONAS GLOBOSA,CHLAMYDOMONAS GLOBOSA
10/27/2015,4192,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,CHLAMYDOMONAS GROVEI,CHLAMYDOMONAS GROVEI
10/27/2015,4193,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,CHLAMYDOMONAS MONADINA,CHLAMYDOMONAS MONADINA
10/27/2015,4194,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,,CHLAMYDOMONAS
10/27/2015,4195,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLOROGONIUM,VOLVOCALES,CHLOROPHYTA,,CHLOROGONIUM
10/27/2015,4196,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,SPHAERELLOPSIS,VOLVOCALES,CHLOROPHYTA,,SPHAERELLOPSIS
10/27/2015,4197,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,,VOLVOCALES,CHLOROPHYTA,,CHLAMYDOMONADACEAE
10/27/2015,4198,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,CORONASTRUM,CHLORELLALES,CHLOROPHYTA,CORONASTRUM ELLIPSOIDEUM,CORONASTRUM ELLIPSOIDEUM
10/27/2015,4199,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,DIACANTHOS,CHLORELLALES,CHLOROPHYTA,DIACANTHOS BELANOPHORUS,DIACANTHOS BELANOPHORUS
10/27/2015,4200,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,DIDYMOGENES,CHLORELLALES,CHLOROPHYTA,,DIDYMOGENES
10/27/2015,4201,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,GOLENKINIOPSIS,CHLORELLALES,CHLOROPHYTA,GOLENKINIOPSIS CHLORELLOIDES,GOLENKINIOPSIS CHLORELLOIDES
10/27/2015,4202,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,GOLENKINIOPSIS,CHLORELLALES,CHLOROPHYTA,,GOLENKINIOPSIS
10/27/2015,4203,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACEAE,PODOHEDRA,CHLORELLALES,CHLOROPHYTA,PODOHEDRA FALCATA,PODOHEDRA FALCATA
10/27/2015,4204,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,CHLOROCOCCUM,CHLOROCOCCALES,CHLOROPHYTA,,CHLOROCOCCUM
10/27/2015,4205,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON ARTHRODESMIFORME,TETRAEDRON ARTHRODESMIFORME
10/27/2015,4206,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON BIFURCATUM,TETRAEDRON BIFURCATUM
10/27/2015,4207,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON CAUDATUM,TETRAEDRON CAUDATUM
10/27/2015,4208,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON CONSTRICTUM,TETRAEDRON CONSTRICTUM
10/27/2015,4209,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON DUOSPINUM,TETRAEDRON DUOSPINUM
10/27/2015,4210,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON GRACILE,TETRAEDRON GRACILE
10/27/2015,4211,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON HASTATUM,TETRAEDRON HASTATUM
10/27/2015,4212,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON HETERACANTHUM,TETRAEDRON HETERACANTHUM
10/27/2015,4213,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON LIMNETICUM,TETRAEDRON LIMNETICUM
10/27/2015,4214,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON MINIMUM,TETRAEDRON MINIMUM
10/27/2015,4215,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON MINUTUM,TETRAEDRON MINUTUM
10/27/2015,4216,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON MUTICUM,TETRAEDRON MUTICUM
10/27/2015,4217,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON PENTAEDRICUM,TETRAEDRON PENTAEDRICUM
10/27/2015,4218,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON PLACTONICUM,TETRAEDRON PLACTONICUM
10/27/2015,4219,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON PUSILLUM,TETRAEDRON PUSILLUM
10/27/2015,4220,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON REGULARE,TETRAEDRON REGULARE
10/27/2015,4221,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON TRIGONUM,TETRAEDRON TRIGONUM
10/27/2015,4222,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON VICTORIAE,TETRAEDRON VICTORIAE
10/27/2015,4223,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,,TETRAEDRON
10/27/2015,4224,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CLADOPHORACEAE,CLADOPHORA,CLADOPHORALES,CHLOROPHYTA,CLADOPHORA GLOMERATA,CLADOPHORA GLOMERATA
10/27/2015,4225,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CLADOPHORACEAE,CLADOPHORA,CLADOPHORALES,CHLOROPHYTA,,CLADOPHORA
10/27/2015,4226,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CLADOPHORACEAE,RHIZOCLONIUM,CLADOPHORALES,CHLOROPHYTA,,RHIZOCLONIUM
10/27/2015,4227,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,ELAKATOTHRIX,TETRASPORALES,CHLOROPHYTA,ELAKATOTHRIX GELATINOSA,ELAKATOTHRIX GELATINOSA
10/27/2015,4228,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,ELAKATOTHRIX,TETRASPORALES,CHLOROPHYTA,ELAKATOTHRIX VIRIDIS,ELAKATOTHRIX VIRIDIS
10/27/2015,4229,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,ELAKATOTHRIX,TETRASPORALES,CHLOROPHYTA,,ELAKATOTHRIX
10/27/2015,4230,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,NANNOCHLORIS,CHLOROCOCCALES,CHLOROPHYTA,,NANNOCHLORIS
10/27/2015,4231,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,CYLINDROCAPSACEAE,CYLINDROCAPSA,CYLINDROCAPSALES,CHLOROPHYTA,CYLINDROCAPSA GEMINELLA,CYLINDROCAPSA GEMINELLA
10/27/2015,4232,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS IMPAR,ARTHRODESMUS IMPAR
10/27/2015,4233,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS INCUS,ARTHRODESMUS INCUS
10/27/2015,4234,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS LONGISPINUS,ARTHRODESMUS LONGISPINUS
10/27/2015,4235,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS OCTOCORNIS,ARTHRODESMUS OCTOCORNIS
10/27/2015,4236,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS RALFSII,ARTHRODESMUS RALFSII
10/27/2015,4237,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS SUBULATUS,ARTHRODESMUS SUBULATUS
10/27/2015,4238,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS TRIANGULARIS,ARTHRODESMUS TRIANGULARIS
10/27/2015,4239,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS VALIDUS,ARTHRODESMUS VALIDUS
10/27/2015,4240,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,,ARTHRODESMUS
10/27/2015,4241,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,BAMBUSINA,ZYGNEMATALES,CHLOROPHYTA,,BAMBUSINA
10/27/2015,4242,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM ACICULARE,CLOSTERIUM ACICULARE
10/27/2015,4243,PHYTOPLANKTON,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM ACUTUM,CLOSTERIUM ACUTUM
