SAMPLE_TYPE	DATA_COLUMN	LABEL	LEGAL_VALUES	RANGE_HIGH	RANGE_LOW	UNITS
PHAB	HIPWDOCKS_SYN	Human influence: weighted presence of Docks synthesizing the 2007 protocol				
PHAB	HIPWLANDFILL	Human influence: weighted presence of Landfill				
PHAB	HIPWLANDFILL_DD	Human influence: weighted presence of Landfill in the drawdown zone				
PHAB	HIPWLANDFILL_RIP	Human influence: weighted presence of Landfill in the riparian zone				
PHAB	HIPWLANDFILL_SYN	Human influence: weighted presence of Landfill synthesizing the 2007 protocol				
PHAB	HIPWLAWN	Human influence: weighted presence of Lawn				
PHAB	HIPWLAWN_DD	Human influence: weighted presence of Lawn in the drawdown zone				
PHAB	HIPWLAWN_RIP	Human influence: weighted presence of Lawn in the riparian zone				
PHAB	HIPWLAWN_SYN	Human influence: weighted presence of Lawn synthesizing the 2007 protocol				
PHAB	HIPWNONAG	Human influence: weighted presence of non-agricultural influences				
PHAB	HIPWNONAG_DD	Human influence: weighted presence of non-agricultural influences in the drawdown zone				
PHAB	HIPWNONAG_RIP	Human influence: weighted presence of non-agricultural influences in the riparian zone				
PHAB	HIPWNONAG_SYN	Human influence: weighted presence of non-agricultural influences synthesizing the 2007 protocol				
PHAB	HIPWORCHARD	Human influence: weighted presence of Orchard				
PHAB	HIPWORCHARD_DD	Human influence: weighted presence of Orchard in the drawdown zone				
PHAB	HIPWORCHARD_RIP	Human influence: weighted presence of Orchard in the riparian zone				
PHAB	HIPWORCHARD_SYN	Human influence: weighted presence of Orchard synthesizing the 2007 protocol				
PHAB	HIPWOTHER_DD	Human influence: weighted presence of Other in the drawdown zone				
PHAB	HIPWOTHER_RIP	Human influence: weighted presence of Other in the riparian zone				
PHAB	HIPWOTHER_SYN	Human influence: weighted presence of Other synthesizing the 2007 protocol				
PHAB	HIPWPARK	Human influence: weighted presence of Park				
PHAB	HIPWPARK_DD	Human influence: weighted presence of Park in the drawdown zone				
PHAB	HIPWPARK_RIP	Human influence: weighted presence of Park in the riparian zone				
PHAB	HIPWPARK_SYN	Human influence: weighted presence of Park synthesizing the 2007 protocol				
PHAB	HIPWPASTURE	Human influence: weighted presence of Pasture				
PHAB	HIPWPASTURE_DD	Human influence: weighted presence of Pasture in the drawdown zone				
PHAB	HIPWPASTURE_RIP	Human influence: weighted presence of Pasture in the riparian zone				
PHAB	HIPWPASTURE_SYN	Human influence: weighted presence of Pasture synthesizing the 2007 protocol				
PHAB	HIPWPOWERLINES	Human influence: weighted presence of Powerlines				
PHAB	HIPWPOWERLINES_DD	Human influence: weighted presence of Powerlines in the drawdown zone				
PHAB	HIPWPOWERLINES_RIP	Human influence: weighted presence of Powerlines in the riparian zone				
PHAB	HIPWPOWERLINES_SYN	Human influence: weighted presence of Powerlines synthesizing the 2007 protocol				
PHAB	HIPWROADS	Human influence: weighted presence of Roads				
PHAB	HIPWROADS_DD	Human influence: weighted presence of Roads in the drawdown zone				
PHAB	HIPWROADS_RIP	Human influence: weighted presence of Roads in the riparian zone				
PHAB	HIPWROADS_SYN	Human influence: weighted presence of Roads synthesizing the 2007 protocol				
PHAB	HIPWWALLS	Human influence: weighted presence of Walls				
PHAB	HIPWWALLS_DD	Human influence: weighted presence of Walls in the drawdown zone				
PHAB	HIPWWALLS_RIP	Human influence: weighted presence of Walls in the riparian zone				
PHAB	HIPWWALLS_SYN	Human influence: weighted presence of Walls synthesizing the 2007 protocol				
PHAB	HORIZDD	Horizontal drawdown distance				m
PHAB	LitCvrQc3OE	NLA 2012 Shallow water habitat condition indicator				None
PHAB	LitRipCvrQc3OE	NLA 2012 Lake habitat complexity condition indicator				None
PHAB	LMFPARTIFICIAL	littoral fish macrohabitat: fractional presence of artificial fish cover				
PHAB	LMFPBEDROCK	littoral fish macrohabitat: fraction of dominant substrate that is Bedrock				
PHAB	LMFPBOULDERS	littoral fish macrohabitat: fractional presence of boulder fish cover				
PHAB	LMFPCOBBLE	littoral fish macrohabitat: fraction of dominant substrate that is Cobble				
PHAB	LMFPCONTINUOUS	littoral fish macrohabitat: fractional presence of continuous littoral fish cover				
PHAB	LMFPFILL	littoral fish macrohabitat: fractional presence of fill fish cover				
PHAB	LMFPLITTLE	littoral fish macrohabitat: fractional presence of little or no littoral fish cover				
PHAB	LMFPMUD	littoral fish macrohabitat: fraction of dominant substrate that is Mud				
PHAB	LMFPNONE	littoral fish macrohabitat: fractional presence of no fish cover				
PHAB	LMFPPATCHY	littoral fish macrohabitat: fractional presence of patchy littoral fish cover				
PHAB	LMFPSAND	littoral fish macrohabitat: fraction of dominant substrate that is Sand				
PHAB	LMFPVEG	Fractional presence of vegetation fish cover - NLA 2007 only 				
PHAB	LMFPWOODY	littoral fish macrohabitat: fractional presence of woody fish cover				
PHAB	LMNCOVER	littoral fish macrohabitat: number of macrohabitat data				
PHAB	LMNCOVERTYPES	littoral fish macrohabitat: Count of stations at which we have cover type data				
PHAB	LMNHUMAN	littoral fish macrohabitat: count of human disturbance values				
PHAB	LMNSUBSTRATE	littoral fish macrohabitat: count of dominant substrate class data				
PHAB	LMOCOVER	littoral fish macrohabitat: Mode of littoral fish cover type				
PHAB	LMOSUBSTRATE	littoral fish macrohabitat: mode of dominant substrate class				
PHAB	LMPWHUMAN	littoral fish macrohabitat: weighted presence of human disturbance				
PHAB	LZFPALGAE	Littoral zone: fractional presence of littoral algal film				
PHAB	LZFPFILM	Littoral zone: fractional presence of any type of film other than 'None'				
PHAB	LZFPNONE	Littoral zone: fractional presence of no littoral film				
PHAB	LZFPOILY	Littoral zone: fractional presence of littoral oily film				
PHAB	LZFPOTHER	Littoral zone: fractional presence of littoral other film				
PHAB	LZFPSCUM	Littoral zone: fractional presence of littoral scum film				
PHAB	LZIFILMVARIETY	Littoral zone: mean(count of film types other than 'None' at each station)				
PHAB	LZOFILM	Littoral zone: mode of surface film type				
PHAB	RDis_IX	NLA 2012 Lakeshore disturbance condition indicator				None
PHAB	RVegQc3OE	NLA 2012 Riparian vegetation condition indicator				None
PHAB	RVFCCANBIG	riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh				
PHAB	RVFCCANBIG_DD	riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the drawdown zone				
PHAB	RVFCCANBIG_RIP	riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the riparian zone				
PHAB	RVFCCANBIG_SYN	riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh synthesizing the 2007 protocol				
PHAB	RVFCCANSMALL	riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh				
PHAB	RVFCCANSMALL_DD	riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the drawdown zone				
PHAB	RVFCCANSMALL_RIP	riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the riparian zone				
PHAB	RVFCCANSMALL_SYN	riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh synthesizing the 2007 protocol				
PHAB	RVFCGNDBARE	riparian zone and vegetation: fraction of ground lacking cover				
PHAB	RVFCGNDBARE_DD	riparian zone and vegetation: fraction of ground lacking cover in the drawdown zone				
PHAB	RVFCGNDBARE_RIP	riparian zone and vegetation: fraction of ground lacking cover in the riparian zone				
PHAB	RVFCGNDBARE_SYN	riparian zone and vegetation: fraction of ground lacking cover synthesizing the 2007 protocol				
PHAB	RVFCGNDINUNDATED	riparian zone and vegetation: fraction of ground cover by inundation				
PHAB	RVFCGNDINUNDATED_DD	riparian zone and vegetation: fraction of ground cover by inundation in the drawdown zone				
PHAB	RVFCGNDINUNDATED_RIP	riparian zone and vegetation: fraction of ground cover by inundation in the riparian zone				
PHAB	RVFCGNDINUNDATED_SYN	riparian zone and vegetation: fraction of ground cover by inundation synthesizing the 2007 protocol				
PHAB	RVFCGNDNONW	riparian zone and vegetation: fraction of ground cover by herbaceous vegetation				
PHAB	RVFCGNDNONW_DD	riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the drawdown zone				
PHAB	RVFCGNDNONW_RIP	riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the riparian zone				
PHAB	RVFCGNDNONW_SYN	riparian zone and vegetation: fraction of ground cover by herbaceous vegetation synthesizing the 2007 protocol				
PHAB	RVFCGNDWOODY	riparian zone and vegetation: fraction of ground cover by woody vegetation				
PHAB	RVFCGNDWOODY_DD	riparian zone and vegetation: fraction of ground cover by woody vegetation in the drawdown zone				
PHAB	RVFCGNDWOODY_RIP	riparian zone and vegetation: fraction of ground cover by woody vegetation in the riparian zone				
PHAB	RVFCGNDWOODY_SYN	riparian zone and vegetation: fraction of ground cover by woody vegetation synthesizing the 2007 protocol				
PHAB	RVFCUNDNONW	riparian zone and vegetation: fraction of understory cover by nonwoody vegetation				
PHAB	RVFCUNDNONW_DD	riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the drawdown zone				
PHAB	RVFCUNDNONW_RIP	riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the riparian zone				
PHAB	RVFCUNDNONW_SYN	riparian zone and vegetation: fraction of understory cover by nonwoody vegetation synthesizing the 2007 protocol				
PHAB	RVFCUNDWOODY	riparian zone and vegetation: fraction of understory cover by woody vegetation				
PHAB	RVFCUNDWOODY_DD	riparian zone and vegetation: fraction of understory cover by woody vegetation in the drawdown zone				
PHAB	RVFCUNDWOODY_RIP	riparian zone and vegetation: fraction of understory cover by woody vegetation in the riparian zone				
PHAB	RVFCUNDWOODY_SYN	riparian zone and vegetation: fraction of understory cover by woody vegetation synthesizing the 2007 protocol				
PHAB	RVFPCANBIG	riparian zone and vegetation: Fraction of canopy with large trees present				
PHAB	RVFPCANBIG_DD	riparian zone and vegetation: Fraction of canopy with large trees present in the drawdown zone				
PHAB	RVFPCANBIG_RIP	riparian zone and vegetation: Fraction of canopy with large trees present in the riparian zone				
PHAB	RVFPCANBIG_SYN	riparian zone and vegetation: Fraction of canopy with large trees present synthesizing the 2007 protocol				
PHAB	RVFPCANBROADLEAF	riparian zone and vegetation: fraction of broadleaf evergreen canopy presence				
PHAB	RVFPCANBROADLEAF_DD	riparian zone and vegetation: fraction of broadleaf evergreen canopy presence in the drawdown zone				
PHAB	RVFPCANBROADLEAF_RIP	riparian zone and vegetation: fraction of broadleaf evergreen canopy presence in the riparian zone				
PHAB	RVFPCANCONIFEROUS	riparian zone and vegetation: fraction of coniferous canopy presence				
PHAB	RVFPCANCONIFEROUS_DD	riparian zone and vegetation: fraction of coniferous canopy presence in the drawdown zone				
PHAB	RVFPCANCONIFEROUS_RIP	riparian zone and vegetation: fraction of coniferous canopy presence in the riparian zone				
PHAB	RVFPCANDECIDUOUS	riparian zone and vegetation: fraction of deciduous canopy presence				
PHAB	RVFPCANDECIDUOUS_DD	riparian zone and vegetation: fraction of deciduous canopy presence in the drawdown zone				
PHAB	RVFPCANDECIDUOUS_RIP	riparian zone and vegetation: fraction of deciduous canopy presence in the riparian zone				
PHAB	RVFPCANMIXED	riparian zone and vegetation: fraction of mixed canopy presence				
PHAB	RVFPCANMIXED_DD	riparian zone and vegetation: fraction of mixed canopy presence in the drawdown zone				
PHAB	RVFPCANMIXED_RIP	riparian zone and vegetation: fraction of mixed canopy presence in the riparian zone				
PHAB	RVFPCANNONE	riparian zone and vegetation: fraction of no canopy present				
PHAB	RVFPCANNONE_DD	riparian zone and vegetation: fraction of no canopy present in the drawdown zone				
PHAB	RVFPCANNONE_RIP	riparian zone and vegetation: fraction of no canopy present in the riparian zone				
PHAB	RVFPCANSMALL	riparian zone and vegetation: fraction of canopy with small trees present				
PHAB	RVFPCANSMALL_DD	riparian zone and vegetation: fraction of canopy with small trees present in the drawdown zone				
PHAB	RVFPCANSMALL_RIP	riparian zone and vegetation: fraction of canopy with small trees present in the riparian zone				
PHAB	RVFPCANSMALL_SYN	riparian zone and vegetation: fraction of canopy with small trees present synthesizing the 2007 protocol				
PHAB	RVFPGNDBARE	riparian zone and vegetation: fraction of bare ground presence				
PHAB	RVFPGNDBARE_DD	riparian zone and vegetation: fraction of bare ground presence in the drawdown zone				
PHAB	RVFPGNDBARE_RIP	riparian zone and vegetation: fraction of bare ground presence in the riparian zone				
PHAB	RVFPGNDBARE_SYN	riparian zone and vegetation: fraction of bare ground presence synthesizing the 2007 protocol				
PHAB	RVFPGNDINUNDATED	riparian zone and vegetation: fraction of inundated ground presence				
PHAB	RVFPGNDINUNDATED_DD	riparian zone and vegetation: fraction of inundated ground presence in the drawdown zone				
PHAB	RVFPGNDINUNDATED_RIP	riparian zone and vegetation: fraction of inundated ground presence in the riparian zone				
PHAB	RVFPGNDINUNDATED_SYN	riparian zone and vegetation: fraction of inundated ground presence synthesizing the 2007 protocol				
PHAB	RVFPGNDNONW	riparian zone and vegetation: fraction of nonwoody ground cover presence				
PHAB	RVFPGNDNONW_DD	riparian zone and vegetation: fraction of nonwoody ground cover presence in the drawdown zone				
PHAB	RVFPGNDNONW_RIP	riparian zone and vegetation: fraction of nonwoody ground cover presence in the riparian zone				
PHAB	RVFPGNDNONW_SYN	riparian zone and vegetation: fraction of nonwoody ground cover presence synthesizing the 2007 protocol				
PHAB	RVFPGNDWOODY	riparian zone and vegetation: fraction of woody ground cover presence				
PHAB	RVFPGNDWOODY_DD	riparian zone and vegetation: fraction of woody ground cover presence in the drawdown zone				
PHAB	RVFPGNDWOODY_RIP	riparian zone and vegetation: fraction of woody ground cover presence in the riparian zone				
PHAB	RVFPGNDWOODY_SYN	riparian zone and vegetation: fraction of woody ground cover presence synthesizing the 2007 protocol				
PHAB	RVFPUNDBROADLEAF	riparian zone and vegetation: fraction of broadleaf evergreen understory presence				
PHAB	RVFPUNDBROADLEAF_DD	riparian zone and vegetation: fraction of broadleaf evergreen understory presence in the drawdown zone				
PHAB	RVFPUNDBROADLEAF_RIP	riparian zone and vegetation: fraction of broadleaf evergreen understory presence in the riparian zone				
PHAB	RVFPUNDCONIFEROUS	riparian zone and vegetation: fraction of coniferous understory presence				
PHAB	RVFPUNDCONIFEROUS_DD	riparian zone and vegetation: fraction of coniferous understory presence in the drawdown zone				
PHAB	RVFPUNDCONIFEROUS_RIP	riparian zone and vegetation: fraction of coniferous understory presence in the riparian zone				
PHAB	RVFPUNDDECIDUOUS	riparian zone and vegetation: fraction of deciduous understory presence				
PHAB	RVFPUNDDECIDUOUS_DD	riparian zone and vegetation: fraction of deciduous understory presence in the drawdown zone				
PHAB	RVFPUNDDECIDUOUS_RIP	riparian zone and vegetation: fraction of deciduous understory presence in the riparian zone				
PHAB	RVFPUNDMIXED	riparian zone and vegetation: fraction of mixed understory presence				
PHAB	RVFPUNDMIXED_DD	riparian zone and vegetation: fraction of mixed understory presence in the drawdown zone				
PHAB	RVFPUNDMIXED_RIP	riparian zone and vegetation: fraction of mixed understory presence in the riparian zone				
PHAB	RVFPUNDNONE	riparian zone and vegetation: fraction of no understory present				
PHAB	RVFPUNDNONE_DD	riparian zone and vegetation: fraction of no understory present in the drawdown zone				
PHAB	RVFPUNDNONE_RIP	riparian zone and vegetation: fraction of no understory present in the riparian zone				
PHAB	RVFPUNDNONW	riparian zone and vegetation: fraction of understory with nonwoody cover present				
PHAB	RVFPUNDNONW_DD	riparian zone and vegetation: fraction of understory with nonwoody cover present in the drawdown zone				
PHAB	RVFPUNDNONW_RIP	riparian zone and vegetation: fraction of understory with nonwoody cover present in the riparian zone				
PHAB	RVFPUNDNONW_SYN	riparian zone and vegetation: fraction of understory with nonwoody cover present synthesizing the 2007 protocol				
PHAB	RVFPUNDWOODY	riparian zone and vegetation: fraction of understory with nonwoody cover present				
PHAB	RVFPUNDWOODY_DD	riparian zone and vegetation: fraction of understory with nonwoody cover present in the drawdown zone				
PHAB	RVFPUNDWOODY_RIP	riparian zone and vegetation: fraction of understory with nonwoody cover present in the riparian zone				
PHAB	RVFPUNDWOODY_SYN	riparian zone and vegetation: fraction of understory with nonwoody cover present synthesizing the 2007 protocol				
PHAB	RVICANOPY	riparian zone and vegetation: index of total canopy cover 				
PHAB	RVICANOPY_DD	riparian zone and vegetation: index of total canopy cover  in the drawdown zone				
PHAB	RVICANOPY_RIP	riparian zone and vegetation: index of total canopy cover  in the riparian zone				
PHAB	RVICANOPY_SYN	riparian zone and vegetation: index of total canopy cover  synthesizing the 2007 protocol				
PHAB	RVICANUND	riparian zone and vegetation: index of total canopy and understory cover				
PHAB	RVICANUND_DD	riparian zone and vegetation: index of total canopy and understory cover in the drawdown zone				
PHAB	RVICANUND_RIP	riparian zone and vegetation: index of total canopy and understory cover in the riparian zone				
PHAB	RVICANUND_SYN	riparian zone and vegetation: index of total canopy and understory cover synthesizing the 2007 protocol				
PHAB	RVIGROUND	riparian zone and vegetation: index of total ground cover				
PHAB	RVIGROUND_DD	riparian zone and vegetation: index of total ground cover in the drawdown zone				
PHAB	RVIGROUND_RIP	riparian zone and vegetation: index of total ground cover in the riparian zone				
PHAB	RVIGROUND_SYN	riparian zone and vegetation: index of total ground cover synthesizing the 2007 protocol				
PHAB	RVIHERBS	riparian zone and vegetation: index of total herbaceous vegatation cover				
PHAB	RVIHERBS_DD	riparian zone and vegetation: index of total herbaceous vegatation cover in the drawdown zone				
PHAB	RVIHERBS_RIP	riparian zone and vegetation: index of total herbaceous vegatation cover in the riparian zone				
PHAB	RVIHERBS_SYN	riparian zone and vegetation: index of total herbaceous vegatation cover synthesizing the 2007 protocol				
PHAB	RVITALLWOOD	riparian zone and vegetation: index of canopy and understory woody vegetation cover				
PHAB	RVITALLWOOD_DD	riparian zone and vegetation: index of canopy and understory woody vegetation cover in the drawdown zone				
PHAB	RVITALLWOOD_RIP	riparian zone and vegetation: index of canopy and understory woody vegetation cover in the riparian zone				
PHAB	RVITALLWOOD_SYN	riparian zone and vegetation: index of canopy and understory woody vegetation cover synthesizing the 2007 protocol				
PHAB	RVITOTALVEG	riparian zone and vegetation: index of total vegetation cover				
PHAB	RVITOTALVEG_DD	riparian zone and vegetation: index of total vegetation cover in the drawdown zone				
PHAB	RVITOTALVEG_RIP	riparian zone and vegetation: index of total vegetation cover in the riparian zone				
PHAB	RVITOTALVEG_SYN	riparian zone and vegetation: index of total vegetation cover synthesizing the 2007 protocol				
PHAB	RVIUNDERSTORY	riparian zone and vegetation: index of total understory cover				
PHAB	RVIUNDERSTORY_DD	riparian zone and vegetation: index of total understory cover in the drawdown zone				
PHAB	RVIUNDERSTORY_RIP	riparian zone and vegetation: index of total understory cover in the riparian zone				
PHAB	RVIUNDERSTORY_SYN	riparian zone and vegetation: index of total understory cover synthesizing the 2007 protocol				
PHAB	RVIWOODY	riparian zone and vegetation: index of total woody vegatation cover				
PHAB	RVIWOODY_DD	riparian zone and vegetation: index of total woody vegatation cover in the drawdown zone				
PHAB	RVIWOODY_RIP	riparian zone and vegetation: index of total woody vegatation cover in the riparian zone				
PHAB	RVIWOODY_SYN	riparian zone and vegetation: index of total woody vegatation cover synthesizing the 2007 protocol				
PHAB	RVNCANBIG	riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm				
PHAB	RVNCANBIG_DD	riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm in the drawdown zone				
PHAB	RVNCANBIG_RIP	riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm in the riparian zone				
PHAB	RVNCANBIG_SYN	riparian zone and vegetation: Count of values of canopy cover by trees &gt; 30cm synthesizing the 2007 protocol				
PHAB	RVNCANOPY	riparian zone and vegetation: number of canopy type data				
PHAB	RVNCANOPY_DD	riparian zone and vegetation: number of canopy type data in the drawdown zone				
PHAB	RVNCANOPY_RIP	riparian zone and vegetation: number of canopy type data in the riparian zone				
PHAB	RVNCANSMALL	riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm				
PHAB	RVNCANSMALL_DD	riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm in the drawdown zone				
PHAB	RVNCANSMALL_RIP	riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm in the riparian zone				
PHAB	RVNCANSMALL_SYN	riparian zone and vegetation: Count of values of canopy cover by trees &lt; 30 cm synthesizing the 2007 protocol				
PHAB	RVNGNDBARE	riparian zone and vegetation: count of bare ground values				
PHAB	RVNGNDBARE_DD	riparian zone and vegetation: count of bare ground values in the drawdown zone				
PHAB	RVNGNDBARE_RIP	riparian zone and vegetation: count of bare ground values in the riparian zone				
PHAB	RVNGNDBARE_SYN	riparian zone and vegetation: count of bare ground values synthesizing the 2007 protocol				
PHAB	RVNGNDINUNDATED	riparian zone and vegetation: count of ground inundation values				
PHAB	RVNGNDINUNDATED_DD	riparian zone and vegetation: count of ground inundation values in the drawdown zone				
PHAB	RVNGNDINUNDATED_RIP	riparian zone and vegetation: count of ground inundation values in the riparian zone				
PHAB	RVNGNDINUNDATED_SYN	riparian zone and vegetation: count of ground inundation values synthesizing the 2007 protocol				
PHAB	RVNGNDNONW	riparian zone and vegetation: count of nonwoody ground cover values				
PHAB	RVNGNDNONW_DD	riparian zone and vegetation: count of nonwoody ground cover values in the drawdown zone				
PHAB	RVNGNDNONW_RIP	riparian zone and vegetation: count of nonwoody ground cover values in the riparian zone				
PHAB	RVNGNDNONW_SYN	riparian zone and vegetation: count of nonwoody ground cover values synthesizing the 2007 protocol				
PHAB	RVNGNDWOODY	riparian zone and vegetation: count of woody ground cover values				
PHAB	RVNGNDWOODY_DD	riparian zone and vegetation: count of woody ground cover values in the drawdown zone				
PHAB	RVNGNDWOODY_RIP	riparian zone and vegetation: count of woody ground cover values in the riparian zone				
PHAB	RVNGNDWOODY_SYN	riparian zone and vegetation: count of woody ground cover values synthesizing the 2007 protocol				
PHAB	RVNUNDERSTORY	riparian zone and vegetation: number of understory type data				
PHAB	RVNUNDERSTORY_DD	riparian zone and vegetation: number of understory type data in the drawdown zone				
PHAB	RVNUNDERSTORY_RIP	riparian zone and vegetation: number of understory type data in the riparian zone				
PHAB	RVNUNDNONW	riparian zone and vegetation: count of values of understory nonwoody cover				
PHAB	RVNUNDNONW_DD	riparian zone and vegetation: count of values of understory nonwoody cover in the drawdown zone				
PHAB	RVNUNDNONW_RIP	riparian zone and vegetation: count of values of understory nonwoody cover in the riparian zone				
PHAB	RVNUNDNONW_SYN	riparian zone and vegetation: count of values of understory nonwoody cover synthesizing the 2007 protocol				
PHAB	RVNUNDWOODY	riparian zone and vegetation: count of values of understory nonwoody cover				
PHAB	RVNUNDWOODY_DD	riparian zone and vegetation: count of values of understory nonwoody cover in the drawdown zone				
PHAB	RVNUNDWOODY_RIP	riparian zone and vegetation: count of values of understory nonwoody cover in the riparian zone				
PHAB	RVNUNDWOODY_SYN	riparian zone and vegetation: count of values of understory nonwoody cover synthesizing the 2007 protocol				
PHAB	RVVCANBIG	riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh				
PHAB	RVVCANBIG_DD	riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh in the drawdown zone				
PHAB	RVVCANBIG_RIP	riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh in the riparian zone				
PHAB	RVVCANBIG_SYN	riparian zone and vegetation: stdev of canopy cover by trees &gt; 30 cm dbh synthesizing the 2007 protocol				
PHAB	RVVCANSMALL	riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh				
PHAB	RVVCANSMALL_DD	riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh in the drawdown zone				
PHAB	RVVCANSMALL_RIP	riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh in the riparian zone				
PHAB	RVVCANSMALL_SYN	riparian zone and vegetation: stdev of canopy cover by trees &lt; 30 cm dbh synthesizing the 2007 protocol				
PHAB	RVVGNDBARE	riparian zone and vegetation: stdev of ground lacking cover				
PHAB	RVVGNDBARE_DD	riparian zone and vegetation: stdev of ground lacking cover in the drawdown zone				
PHAB	RVVGNDBARE_RIP	riparian zone and vegetation: stdev of ground lacking cover in the riparian zone				
PHAB	RVVGNDBARE_SYN	riparian zone and vegetation: stdev of ground lacking cover synthesizing the 2007 protocol				
PHAB	RVVGNDINUNDATED	riparian zone and vegetation: stdev of inundated ground cover				
PHAB	RVVGNDINUNDATED_DD	riparian zone and vegetation: stdev of inundated ground cover in the drawdown zone				
PHAB	RVVGNDINUNDATED_RIP	riparian zone and vegetation: stdev of inundated ground cover in the riparian zone				
PHAB	RVVGNDINUNDATED_SYN	riparian zone and vegetation: stdev of inundated ground cover synthesizing the 2007 protocol				
PHAB	RVVGNDNONW	riparian zone and vegetation: stdev of nonwoody ground cover				
PHAB	RVVGNDNONW_DD	riparian zone and vegetation: stdev of nonwoody ground cover in the drawdown zone				
PHAB	RVVGNDNONW_RIP	riparian zone and vegetation: stdev of nonwoody ground cover in the riparian zone				
PHAB	RVVGNDNONW_SYN	riparian zone and vegetation: stdev of nonwoody ground cover synthesizing the 2007 protocol				
PHAB	RVVGNDWOODY	riparian zone and vegetation: stdev of woody ground cover				
PHAB	RVVGNDWOODY_DD	riparian zone and vegetation: stdev of woody ground cover in the drawdown zone				
PHAB	RVVGNDWOODY_RIP	riparian zone and vegetation: stdev of woody ground cover in the riparian zone				
PHAB	RVVGNDWOODY_SYN	riparian zone and vegetation: stdev of woody ground cover synthesizing the 2007 protocol				
PHAB	RVVUNDNONW	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation				
PHAB	RVVUNDNONW_DD	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the drawdown zone				
PHAB	RVVUNDNONW_RIP	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the riparian zone				
PHAB	RVVUNDNONW_SYN	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol				
PHAB	RVVUNDWOODY	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation				
PHAB	RVVUNDWOODY_DD	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the drawdown zone				
PHAB	RVVUNDWOODY_RIP	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation in the riparian zone				
PHAB	RVVUNDWOODY_SYN	riparian zone and vegetation: stdev of understory cover by nonwoody vegetation synthesizing the 2007 protocol				
PHAB	SIFPISLAND	station information: fractional presence of stations at an island				
PHAB	SINDEPTH	station information: count of station depth				
PHAB	SIVDEPTH	station information: std dev station depth				
PHAB	SIXDEPTH	station information: mean station depth				
PHAB	SS16LDIA	shoreline substrate: 16th percentile of bottom substrate diameter				
PHAB	SS25LDIA	shoreline substrate: 25th percentile of bottom substrate diameter				
PHAB	SS50LDIA	shoreline substrate: 50th percentile of bottom substrate diameter				
PHAB	SS75LDIA	shoreline substrate: 75th percentile of bottom substrate diameter				
PHAB	SS84LDIA	shoreline substrate: 84th percentile of bottom substrate diameter				
PHAB	SSFCBEDROCK	shoreline substrate: fractional cover of bedrock				
PHAB	SSFCBOULDERS	shoreline substrate: fractional cover of Boulder				
PHAB	SSFCCOBBLE	shoreline substrate: fractional cover of Cobble				
PHAB	SSFCGRAVEL	shoreline substrate: fractional cover of gravel				
PHAB	SSFCORGANIC	shoreline substrate: fractional cover of organic				
PHAB	SSFCOTHER	shoreline substrate: fractional cover of other substrate				
PHAB	SSFCSAND	shoreline substrate: fractional cover of sand				
PHAB	SSFCSILT	shoreline substrate: fractional cover of silt				
PHAB	SSFCWOOD	shoreline substrate: fractional cover of wood				
PHAB	SSFPBEDROCK	shoreline substrate: fractional presence of bedrock				
PHAB	SSFPBOULDERS	shoreline substrate: fractional presence of Boulder				
PHAB	SSFPCOBBLE	shoreline substrate: fractional presence of Cobble				
PHAB	SSFPGRAVEL	shoreline substrate: fractional presence of gravel				
PHAB	SSFPORGANIC	shoreline substrate: fractional presence of organic				
PHAB	SSFPOTHER	shoreline substrate: fractional presence of other substrate				
