SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,INDEX_NLA,INDXSAMP_BENT,INDXSAMP_CHEM,INDXSAMP_CHLA,INDXSAMP_CORE,INDXSAMP_ENTE,INDXSAMP_MICR,INDXSAMP_PHAB,INDXSAMP_SDHG,INDXSAMP_ZOOP,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,SAMPLED_BENT,SAMPLED_CORE,SAMPLED_ENTE,SAMPLED_MICR,SAMPLED_PHAB,SAMPLED_PHYT,SAMPLED_PROFILE,SAMPLED_SDHG,SAMPLED_ZOCN,SAMPLED_ZOCR,SAMPLED_ZOFN,SAMPLED_ZOFR,SAMPLED_ZOOP,PUBLICATION_DATE
NLA12_MA-105,2,8652,9/20/2012,EHIGH,NAP,138.408573,E:100-500,No,NLA12NEW,NLA12_BASE,Include,239.7367865,WORCESTER,9343025,9343025,9343025,Lake/Pond: Hydrographic Category = Perennial,Included,195.05,Region_1,Tully Lake,TargetSampleable,118,,EHIGH,NAP,617920,Tully Lake,1,1080202,MAN_MADE,RESERVOIR,42.64690672,-72.21849668,1,>50,No,5,5.3,5.3.1,Tully Lake,,,,Non Federal,Non-Federal,NLA12RVT,16.01302069,1.0802E+12,S,,Y,PROB,>50,,,,NLA12_MA-105,MA_NLA12NEW,0,,0,MA,MA,100,25027,Target_Sampled,,MA_NLA12NEW,Target,,Yes,58,58,58g,58g,239.7367865,MA_AllSites,35,1918146.546,817724.2389,EHIGH,,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MA-106,1,8555,9/13/2012,EHIGH,NAP,25.73375839,C:10-50,No,NLA12NEW,NLA12_BASE,Include,265.4228707,WORCESTER,7688009,7688009,7688009,Lake/Pond: Hydrographic Category = Perennial,Included,301.88,Region_1,Shaw Pond,TargetSampleable,118,,EHIGH,NAP,,,1,1080204,MAN_MADE,MAN_MADE,42.25891476,-71.93931,1,"(20,50]",No,8,8.1,8.1.7,,,,,Non Federal,Non-Federal,NLA12NAT,2.841519794,1.0802E+12,R,,Y,PROB,"(20,50]",,,,NLA12_MA-106,MA_NLA12NEW,0,,0,MA,MA,100,25027,Target_Sampled,,MA_NLA12NEW,Target,,Yes,59,59,59b,59b,265.4228707,MA_AllSites,38.75,1951049.902,781397.6006,EHIGH,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MA-107,,,,PLNLOW,CPL,51.62572169,,No,NLA12NEW,NLA12_BASE,Include,239.7367865,BARNSTABLE,5878493,5878493,5878493,Lake/Pond: Hydrographic Category = Perennial,Included,0,Region_1,Hamblin Pond,Nontarget-Coastal Saline,118,,PLNLOW,CPL,616436,Moromoesoy Island,1,1090002,,,41.57295403,-70.50772454,1,>50,No,8,8.5,8.5.4,Moromoesoy Island,,,,US FWS,National Wildlife Refuge FWS,NLA12NAT,4.840150913,1.09E+12,,,N,PROB,>50,,,,NLA12_MA-107,MA_NLA12NEW,0,,0,MA,MA,100,25001,Lake_Saline,,MA_NLA12NEW,NonTarget,,Yes,84,84,84a,84a,239.7367865,MA_AllSites,35,2084757.832,737647.0352,CPL,EVALSTAT changed (Nontarget-Other),Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MA-108,1,8457,9/10/2012,EHIGH,NAP,4.21272213,B:4-10,No,NLA12NEW,NLA12_BASE,Include,506.1871006,PLYMOUTH,6123537,6123537,6123537,Lake/Pond: Hydrographic Category = Perennial,Included,18.75,Region_1,Unnamed,TargetSampleable,118,,EHIGH,NAP,,,1,1090004,MAN_MADE,MAN_MADE,42.02607407,-70.88609036,1,"(4,10]",No,8,8.1,8.1.7,,,,,Non Federal,Non-Federal,NLA12NAT,0.99983937,1.09E+12,S,,Y,PROB,"(4,10]",,,,NLA12_MA-108,MA_NLA12NEW,0,,0,MA,MA,100,25023,Target_Sampled,,MA_NLA12NEW,Target,,Yes,59,59,59e,59e,506.1871006,MA_AllSites,73.9,2041301.965,778345.4298,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MA-109,1,8590,9/14/2012,EHIGH,NAP,11.43422349,C:10-50,No,NLA12NEW,NLA12_BASE,Include,278.5513138,HAMPDEN,7697634,7697634,7697634,Lake/Pond: Hydrographic Category = Perennial,Included,62.57,Region_1,Lake Lorraine,TargetSampleable,118,,EHIGH,NAP,609038,Lake Lorraine,1,1080204,NATURAL,NATURAL,42.14480404,-72.5129138,1,"(10,20]",No,8,8.1,8.1.7,Lake Lorraine,,,,Non Federal,Non-Federal,NLA12NAT,1.563511185,1.0802E+12,S,,Y,PROB,"(10,20]",,,,NLA12_MA-109,MA_NLA12NEW,0,,0,MA,MA,100,25013,Target_Sampled,,MA_NLA12NEW,Target,,Yes,59,59,59a,59a,278.5513138,MA_AllSites,40.66666667,1908621.936,757385.0144,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MA-110,1,8599,9/16/2012,EHIGH,NAP,47.74847149,C:10-50,No,NLA12NEW,NLA12_BASE,Include,265.4228707,HAMPSHIRE,6094677,6094677,6094677,Lake/Pond: Hydrographic Category = Perennial,Included,336.92,Region_1,Norwich Pond,TargetSampleable,118,,EHIGH,NAP,608463,Norwich Pond,1,1080206,NATURAL,NATURAL,42.30567112,-72.83293844,1,"(20,50]",No,5,5.3,5.3.1,Norwich Pond,,,,Non Federal,Non-Federal,NLA12NAT,3.063454403,1.08021E+12,S,,Y,PROB,"(20,50]",,,,NLA12_MA-110,MA_NLA12NEW,0,,0,MA,MA,100,25015,Target_Sampled,,MA_NLA12NEW,Target,,No,58,58,58e,58e,265.4228707,MA_AllSites,38.75,1878794.504,768458.7738,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MA-111,1,8443,9/9/2012,PLNLOW,CPL,10.84372116,C:10-50,No,NLA12NEW,NLA12_BASE,Include,278.5513138,PLYMOUTH,5877639,5877639,5877639,Lake/Pond: Hydrographic Category = Perennial,Included,13.74,Region_1,Besse Bog Reservoir,TargetSampleable,118,,PLNLOW,CPL,604410,Besse Bog Reservoir,1,1090002,MAN_MADE,RESERVOIR,41.81248656,-70.63822658,1,"(10,20]",No,8,8.5,8.5.4,Besse Bog Reservoir,,,,Non Federal,Non-Federal,NLA12ST,1.9195869,1.09E+12,R,,Y,PROB,"(10,20]",,,,NLA12_MA-111,MA_NLA12NEW,0,,0,MA,MA,100,25023,Target_Sampled,,MA_NLA12NEW,Target,,Yes,84,84,84a,84a,278.5513138,MA_AllSites,40.66666667,2067272.014,760646.3827,CPL,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-101,1,6968,7/5/2012,EHIGH,SAP,85.66903349,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,3.760771862,ALLEGANY,14362370,14362370,14362370,Lake/Pond: Hydrographic Category = Perennial,Included,380.07,Region_3,Lake Habeeb,TargetSampleable,158,,EHIGH,SAP,594349,Lake Habeeb,2,2070002,MAN_MADE,MAN_MADE,39.70336556,-78.6529137,2,REF07,No,8,8.4,8.4.1,Lake Habeeb,,,,Non Federal,Non-Federal,NLA07RVT2,7.640168712,2.07E+12,S,NLA06608-1538,Y,PROB,>50,,,,NLA12_MD-101,MD_NLA07RVT,0,,0,MD,MD,100,24001,Target_Sampled,,MD_NLA07RVT,Target,,Yes,67,67,67a,67a,3.760771862,MD_>4,1,1465851.384,381111.081,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-101,2,8285,8/28/2012,EHIGH,SAP,85.66903349,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,3.760771862,ALLEGANY,14362370,14362370,14362370,Lake/Pond: Hydrographic Category = Perennial,Included,380.07,Region_3,Lake Habeeb,TargetSampleable,158,,EHIGH,SAP,594349,Lake Habeeb,2,2070002,MAN_MADE,MAN_MADE,39.70336556,-78.6529137,2,REF07,No,8,8.4,8.4.1,Lake Habeeb,,,,Non Federal,Non-Federal,NLA07RVT2,7.640168712,2.07E+12,S,NLA06608-1538,Y,PROB,>50,,,,NLA12_MD-101,MD_NLA07RVT,0,,0,MD,MD,100,24001,Target_Sampled,,MD_NLA07RVT,Target,,Yes,67,67,67a,67a,3.760771862,MD_>4,1,1465851.384,381111.081,EHIGH,,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-102,1,6777,6/25/2012,EHIGH,SAP,12.71046189,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,15.42027947,HOWARD,11905358,11905358,11905358,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,90.62,Region_3,Lake Kittamaqundi,TargetSampleable,158,,EHIGH,SAP,1708862,Lake Kittamaqundi,2,2060006,MAN_MADE,MAN_MADE,39.2161943,-76.85372655,2,NonREF07,No,8,8.3,8.3.1,Lake Kittamaqundi,,,,Non Federal,Non-Federal,NLA07RVT,2.148415986,2.06001E+12,T,NLA06608-1821,Y,PROB,"(10,20]",,,,NLA12_MD-102,MD_NLA07RVT,0,,0,MD,MD,100,24027,Target_Sampled,,MD_NLA07RVT,Target,,Yes,64,64,64c,64c,15.42027947,MD_>4,1,1626846.443,356791.3307,EHIGH,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-103,1,7298,7/19/2012,EHIGH,SAP,12.75269087,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,15.42027947,GARRETT,3806795,3806795,3806795,Lake/Pond: Hydrographic Category = Perennial,Included,779.28,Region_3,Lake Louise,TargetSampleable,150,,EHIGH,SAP,585612,Lake Louise,5,5020006,MAN_MADE,MAN_MADE,39.68564758,-79.23041764,05_06,NonREF07,Yes,8,8.4,8.4.2,Lake Louise,,,,Non Federal,Non-Federal,NLA07RVT,1.873362385,5.02001E+12,T,NLA06608-2114,Y,PROB,"(10,20]",,,,NLA12_MD-103,MD_NLA07RVT,0,,0,MD,MD,100,24023,Target_Sampled,,MD_NLA07RVT,Target,,No,69,69,69a,69a,15.42027947,MD_>4,1,1417916.535,370395.3106,EHIGH,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-104,1,7955,8/15/2012,PLNLOW,CPL,52.58747903,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,6.639062368,WICOMICO,8383217,8383217,8383217,Lake/Pond: Hydrographic Category = Perennial,Included,2.91,Region_3,Johnsons Pond,TargetSampleable,158,,PLNLOW,CPL,594239,Johnsons Pond,2,2060007,MAN_MADE,MAN_MADE,38.37558017,-75.60016513,2,NonREF07,No,8,8.5,8.5.1,Johnsons Pond,NESLake,2409,2409,Non Federal,Non-Federal,NLA07RVT,8.000661624,2.06001E+12,S,NLA06608-1389,Y,PROB,>50,,,,NLA12_MD-104,MD_NLA07RVT,0,,0,MD,MD,100,24045,Target_Sampled,,MD_NLA07RVT,Target,,Yes,63,63,63f,63f,6.639062368,MD_>4,1,1751841.322,286885.9489,CPL,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-105,1,6905,6/28/2012,PLNLOW,CPL,20.6297774,C:10-50,No,NLA12NEW,NLA12_BASE,Include,17.07045644,WICOMICO,8383153,8383153,8383153,Lake/Pond: Hydrographic Category = Perennial,Included,10.81,Region_3,Leonard Pond,TargetSampleable,158,,PLNLOW,CPL,594493,Leonard Pond,2,2060007,MAN_MADE,MAN_MADE,38.42355954,-75.56048462,2,"(20,50]",No,8,8.5,8.5.1,Leonard Pond,,,,Non Federal,Non-Federal,NLA12RVT,4.247705615,2.06001E+12,S,,Y,PROB,"(20,50]",,,,NLA12_MD-105,MD_NLA12NEW,0,,0,MD,MD,100,24045,Target_Sampled,,MD_NLA12NEW,Target,,Yes,63,63,63f,63f,17.07045644,MD_>4,6.125,1754048.485,292872.0601,CPL,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-105,2,7983,8/16/2012,PLNLOW,CPL,20.6297774,C:10-50,No,NLA12NEW,NLA12_BASE,Include,17.07045644,WICOMICO,8383153,8383153,8383153,Lake/Pond: Hydrographic Category = Perennial,Included,10.81,Region_3,Leonard Pond,TargetSampleable,158,,PLNLOW,CPL,594493,Leonard Pond,2,2060007,MAN_MADE,MAN_MADE,38.42355954,-75.56048462,2,"(20,50]",No,8,8.5,8.5.1,Leonard Pond,,,,Non Federal,Non-Federal,NLA12RVT,4.247705615,2.06001E+12,S,,Y,PROB,"(20,50]",,,,NLA12_MD-105,MD_NLA12NEW,0,,0,MD,MD,100,24045,Target_Sampled,,MD_NLA12NEW,Target,,Yes,63,63,63f,63f,17.07045644,MD_>4,6.125,1754048.485,292872.0601,CPL,,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-106,,,,PLNLOW,CPL,5.224781539,,No,NLA12NEW,NLA12_BASE,Include,67.72442311,DORCHESTER,9411190,9411190,9411190,Lake/Pond: Hydrographic Category = Perennial,Included,0.1,Region_3,Unnamed,Nontarget-Coastal Saline,158,,PLNLOW,CPL,,,2,2060005,NATURAL,NATURAL,38.40509069,-76.2188643,2,"(4,10]",No,8,8.5,8.5.1,,,,,US FWS,Non-Federal,NLA12NAT,1.274459582,2.06001E+12,,,N,PROB,"(4,10]",,,,NLA12_MD-106,MD_NLA12NEW,0,,0,MD,MD,100,24019,Lake_Saline,,MD_NLA12NEW,NonTarget,,No,63,63,63b,63b,67.72442311,MD_>4,24.3,1698808.656,278887.5554,CPL,EVALSTAT changed (Nontarget-NotLake). Tidal embayment,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-107,,,,EHIGH,SAP,56.69599977,,No,NLA12NEW,NLA12_BASE,Include,9.290044322,GARRETT,3809281,3809281,3809281,Lake/Pond: Hydrographic Category = Perennial,Included,740.88,Region_3,Broadford Lake,AccessDenied,150,,EHIGH,SAP,,,5,5020006,MAN_MADE,MAN_MADE,39.41887417,-79.36633479,05_06,>50,Yes,8,8.4,8.4.1,,,,,Non Federal,Non-Federal,NLA12NAT,5.341202484,5.02001E+12,,NLA06608-4163,N,PROB,>50,,,,NLA12_MD-107,MD_NLA12NEW,0,,0,MD,MD,100,24023,Target_Denied,,MD_NLA12NEW,Target_Presumed,,Yes,67,67,67b,67b,9.290044322,MD_>4,3.333333333,1411748.537,338935.8291,EHIGH,TNT changed (NonTarget),Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-108,1,7558,7/31/2012,EHIGH,SAP,77.27868199,D:50-100,No,NLA12NEW,NLA12_BASE,Include,9.290044322,MONTGOMERY,22337203,22337203,22337203,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,101.6,Region_3,Needwood Lake,TargetSampleable,158,,EHIGH,SAP,,,2,2070010,MAN_MADE,MAN_MADE,39.13192095,-77.1313764,2,>50,No,8,8.3,8.3.1,,,,,Non Federal,Non-Federal,NLA12NAT,8.410327081,2.07001E+12,S,NLA06608-3613,Y,PROB,>50,,,,NLA12_MD-108,MD_NLA12NEW,0,,0,MD,MD,100,24031,Target_Sampled,,MD_NLA12NEW,Target,,Yes,64,64,64c,64c,9.290044322,MD_>4,3.333333333,1605430.902,342812.6402,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-109,,,,PLNLOW,CPL,4.59978279,,No,NLA12NEW,NLA12_BASE,Include,67.72442311,SOMERSET,12053730,12053730,12053730,Lake/Pond: Hydrographic Category = Perennial,Included,0,Region_3,,Nontarget-NotLake,158,,PLNLOW,CPL,,,2,2060009,NATURAL,NATURAL,37.96153507,-75.99756157,2,"(4,10]",No,8,8.5,8.5.1,,,,,Non Federal,Non-Federal,NLA12ST,1.303074186,2.06001E+12,,,N,PROB,"(4,10]",,,,NLA12_MD-109,MD_NLA12NEW,0,,0,MD,MD,100,24039,Not_Lake,,MD_NLA12NEW,NonTarget,,No,63,63,63b,63b,67.72442311,MD_>4,24.3,1727921.316,234246.6598,CPL,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-110,,,,PLNLOW,CPL,1.946344734,,No,NLA12NEW,NLA12_BASE,Exclude,199,DORCHESTER,8385047,8385047,8385047,Lake/Pond: Hydrographic Category = Perennial,Included,0.1,Region_3,,Nontarget-Coastal Saline,158,,PLNLOW,CPL,,,2,2060007,NATURAL,NATURAL,38.40389694,-76.04868155,2,"(1,4]",No,8,8.5,8.5.1,,,,,US FWS,National Wildlife Refuge FWS,NLA12ST,0.591072279,2.06001E+12,,,N,PROB,"(1,4]",,,,NLA12_MD-110,MD_NLA12NEW,0,,0,MD,MD,100,24019,Lake_Saline,,MD_NLA12NEW,NonTarget,,No,63,63,63b,63b,199,"MD_(1,4]",45.92307692,1713237.456,281811.763,CPL,EVALSTAT changed (Nontarget-NotLake). Tidal embayment,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-111,,,,PLNLOW,CPL,5.382795614,,No,NLA12NEW,NLA12_BASE,Include,67.72442311,ST MARYS,8378043,8378043,8378043,Lake/Pond: Hydrographic Category = Perennial,Included,0.02,Region_3,Carroll Pond,Nontarget-Coastal Saline,158,,PLNLOW,CPL,594633,Carroll Pond,2,2060004,NATURAL,NATURAL,38.17765932,-76.3614328,2,"(4,10]",No,8,8.5,8.5.1,Carroll Pond,,,,Non Federal,Non-Federal,NLA12ST,1.306293507,2.06E+12,,,N,PROB,"(4,10]",,,,NLA12_MD-111,MD_NLA12NEW,0,,0,MD,MD,100,24037,Lake_Saline,,MD_NLA12NEW,NonTarget,,Yes,63,63,63b,63b,67.72442311,MD_>4,24.3,1691970.743,251398.551,CPL,EVALSTAT changed (Nontarget-NotLake). Tidal embayment,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-113,,,,PLNLOW,CPL,8.701665645,,No,NLA12NEW,NLA12_BASE,Include,67.72442311,WORCESTER,8410015,8410015,8410015,Lake/Pond: Hydrographic Category = Perennial,Included,0,Region_3,,Nontarget-Coastal Saline,118,,PLNLOW,CPL,,,2,2060010,MAN_MADE,MAN_MADE,38.05152641,-75.23658736,2,"(4,10]",No,8,8.5,8.5.1,,,,,US NPS,National Seashore NPS,NLA12ST,1.834931852,2.06001E+12,,,N,PROB,"(4,10]",,,,NLA12_MD-113,MD_NLA12NEW,0,,0,MD,MD,100,24047,Lake_Saline,,MD_NLA12NEW,NonTarget,,No,63,63,63d,63d,67.72442311,MD_>4,24.3,1790442.506,258188.7467,CPL,EVALSTAT changed (Nontarget-NotLake). Tidal embayment,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-114,,,,PLNLOW,CPL,24.51804192,,No,NLA12NEW,NLA12_BASE,Include,17.07045644,DORCHESTER,8383239,8383239,8383239,Lake/Pond: Hydrographic Category = Perennial,Included,0.2,Region_3,,Nontarget-Coastal Saline,158,,PLNLOW,CPL,,,2,2060007,NATURAL,NATURAL,38.38224478,-75.94638745,2,"(20,50]",No,8,8.5,8.5.1,,,,,Non Federal,Non-Federal,NLA12ST,4.042137416,2.06001E+12,,,N,PROB,"(20,50]",,,,NLA12_MD-114,MD_NLA12NEW,0,,0,MD,MD,100,24019,Lake_Saline,,MD_NLA12NEW,NonTarget,,No,63,63,63b,63b,17.07045644,MD_>4,6.125,1722399.442,281287.4714,CPL,EVALSTAT changed (Nontarget-NotLake). Tidal embayment,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-115,1,7219,7/17/2012,PLNLOW,CPL,1.236693738,A:1-4,No,NLA12NEW,NLA12_BASE,Exclude,199,CALVERT,11908974,11908974,11908974,Lake/Pond: Hydrographic Category = Perennial,Included,2.05,Region_3,Lake Vista,TargetSampleable,158,,PLNLOW,CPL,588527,Lake Vista,2,2060006,MAN_MADE,MAN_MADE,38.32546039,-76.43280178,2,"(1,4]",No,8,8.5,8.5.1,Lake Vista,,,,Non Federal,Non-Federal,NLA12ST,0.465807958,2.06001E+12,T,,Y,PROB,"(1,4]",,,,NLA12_MD-115,MD_NLA12NEW,0,,0,MD,MD,100,24009,Target_Sampled,,MD_NLA12NEW,Target,,Yes,63,63,63b,63b,199,"MD_(1,4]",45.92307692,1682522.265,266346.6486,CPL,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_MD-116,,,,PLNLOW,CPL,33.03972365,,No,NLA12NEW,NLA12_BASE,Include,17.07045644,ANNE ARUNDEL,8375759,8375759,8375759,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,4.36,Region_3,Little Magothy River,Nontarget-NotLake,158,,PLNLOW,CPL,,,2,2060004,NATURAL,NATURAL,39.03995728,-76.43210763,2,"(20,50]",No,8,8.3,8.3.5,,,,,Non Federal,Non-Federal,NLA12ST,4.622528086,2.06E+12,,,N,PROB,"(20,50]",,,,NLA12_MD-116,MD_NLA12NEW,0,,0,MD,MD,100,24003,Not_Lake,,MD_NLA12NEW,NonTarget,,Yes,65,65,65n,65n,17.07045644,MD_>4,6.125,1666207.476,344751.9326,CPL,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-117,,,,PLNLOW,CPL,2.849357169,,No,NLA12NEW,NLA12_BASE,Exclude,199,SOMERSET,8383569,8383569,8383569,Lake/Pond: Hydrographic Category = Perennial,Included,0,Region_3,,Nontarget-NotLake,158,,PLNLOW,CPL,,,2,2060007,NATURAL,NATURAL,38.2070595,-75.82587085,2,"(1,4]",No,8,8.5,8.5.1,,,,,Non Federal,Non-Federal,NLA12ST,1.107802053,2.06001E+12,,,N,PROB,"(1,4]",,,,NLA12_MD-117,MD_NLA12NEW,0,,0,MD,MD,100,24039,Not_Lake,,MD_NLA12NEW,NonTarget,,No,63,63,63b,63b,199,"MD_(1,4]",45.92307692,1736732.252,264283.1558,CPL,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_MD-118,1,7527,7/30/2012,PLNLOW,CPL,21.09182722,C:10-50,No,NLA12NEW,NLA12_BASE,Include,17.07045644,QUEEN ANNES,4764494,4764494,4764494,Lake/Pond: Hydrographic Category = Perennial,Included,8.69,Region_3,Unicorn Mill Pond,TargetSampleable,158,,PLNLOW,CPL,598195,Unicorn Mill Pond,2,2060002,MAN_MADE,MAN_MADE,39.24393515,-75.8567384,2,"(20,50]",No,8,8.5,8.5.1,Unicorn Mill Pond,,,,Non Federal,Non-Federal,NLA12ST,2.864234526,2.06E+12,T,,Y,PROB,"(20,50]",,,,NLA12_MD-118,MD_NLA12NEW,0,,0,MD,MD,100,24035,Target_Sampled,,MD_NLA12NEW,Target,,No,63,63,63f,63f,17.07045644,MD_>4,6.125,1709665.454,377336.0435,CPL,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_ME-101,1,7773,8/8/2012,EHIGH,NAP,103.9488395,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,106.9001716,HANCOCK,2678904,2678904,2678904,Lake/Pond: Hydrographic Category = Perennial,Included,98.23,Region_1,Lower Middle Branch Pond,TargetSampleable,118,,EHIGH,NAP,570518,Lower Middle Branch Pond,1,1050002,NATURAL,NATURAL,44.87942422,-68.22634141,1,REF07,No,8,8.1,8.1.8,Lower Middle Branch Pond,,,,Non Federal,Non-Federal,NLA07RVT2,6.052488273,1.05E+12,R,NLA06608-1558,Y,PROB,>50,,,,NLA12_ME-101,ME_NLA07RVT,0,,0,ME,ME,100,23009,Target_Sampled,,ME_NLA07RVT,Target,,No,82,82,82c,82c,106.9001716,ME_>4,1,2159852.861,1143391.701,EHIGH,,Y,,,,,,,,,,R,B,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_ME-101,2,8473,9/10/2012,EHIGH,NAP,103.9488395,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,106.9001716,HANCOCK,2678904,2678904,2678904,Lake/Pond: Hydrographic Category = Perennial,Included,98.23,Region_1,Lower Middle Branch Pond,TargetSampleable,118,,EHIGH,NAP,570518,Lower Middle Branch Pond,1,1050002,NATURAL,NATURAL,44.87942422,-68.22634141,1,REF07,No,8,8.1,8.1.8,Lower Middle Branch Pond,,,,Non Federal,Non-Federal,NLA07RVT2,6.052488273,1.05E+12,R,NLA06608-1558,Y,PROB,>50,,,,NLA12_ME-101,ME_NLA07RVT,0,,0,ME,ME,100,23009,Target_Sampled,,ME_NLA07RVT,Target,,No,82,82,82c,82c,106.9001716,ME_>4,1,2159852.861,1143391.701,EHIGH,,N,,,,,,,,,,,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_ME-102,1,7917,8/13/2012,EHIGH,NAP,282.8830619,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,106.9001716,SOMERSET,1023062,1023062,1023062,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,378.84,Region_1,Little Big Wood Pond,TargetSampleable,118,,EHIGH,NAP,569682,Little Big Wood Pond,1,1030001,NATURAL,NATURAL,45.63439161,-70.36642133,1,REF07,No,5,5.3,5.3.1,Little Big Wood Pond,,,,Non Federal,Non-Federal,NLA07RVT,10.73532486,1.03E+12,R,NLA06608-0918,Y,PROB,>50,,,,NLA12_ME-102,ME_NLA07RVT,0,,0,ME,ME,100,23025,Target_Sampled,,ME_NLA07RVT,Target,,No,58,58,58m,58m,106.9001716,ME_>4,1,1975285.573,1177500.482,EHIGH,,Y,,,,,,,,,,R,B,R,Y,,,,,,,,Y,,Y,,,8/23/2016
